cell_id,Tachybaptus ruficollis,Tachybaptus ruficollis [ruficollis Group],Tachybaptus ruficollis [tricolor Group]
83075dfffffffff,7.0,2.0,0.0
830773fffffffff,4.0,0.0,0.0
830899fffffffff,4.0,0.0,0.0
8308b4fffffffff,1.0,1.0,0.0
83118cfffffffff,3.0,0.0,0.0
831592fffffffff,3.0,0.0,0.0
83180cfffffffff,2.0,2.0,0.0
831823fffffffff,2.0,2.0,0.0
831828fffffffff,2.0,0.0,0.0
83182efffffffff,3.0,0.0,0.0
831844fffffffff,2.0,0.0,0.0
831849fffffffff,74.0,5.0,0.0
83184bfffffffff,32.0,11.0,0.0
831859fffffffff,8.0,1.0,0.0
83185bfffffffff,20.0,1.0,0.0
83186cfffffffff,6.0,0.0,0.0
83186efffffffff,2.0,0.0,0.0
831870fffffffff,8.0,0.0,0.0
83190dfffffffff,3.0,3.0,0.0
831922fffffffff,1.0,1.0,0.0
831928fffffffff,1.0,0.0,0.0
83192bfffffffff,5.0,2.0,0.0
831940fffffffff,11.0,0.0,0.0
831942fffffffff,2.0,0.0,0.0
831943fffffffff,4.0,2.0,0.0
831950fffffffff,2.0,0.0,0.0
831951fffffffff,2.0,0.0,0.0
831959fffffffff,2.0,0.0,0.0
83196bfffffffff,2.0,0.0,0.0
831973fffffffff,3.0,0.0,0.0
831e02fffffffff,5.0,0.0,0.0
831e05fffffffff,8.0,4.0,0.0
831e06fffffffff,8.0,3.0,0.0
831e08fffffffff,4.0,0.0,0.0
831e0afffffffff,24.0,0.0,0.0
831e10fffffffff,4.0,0.0,0.0
831e14fffffffff,2.0,0.0,0.0
831e1cfffffffff,1.0,1.0,0.0
831e28fffffffff,1.0,0.0,0.0
831e2bfffffffff,3.0,0.0,0.0
831e2dfffffffff,2.0,0.0,0.0
831e35fffffffff,2.0,0.0,0.0
831e42fffffffff,2.0,0.0,0.0
831e46fffffffff,8.0,0.0,0.0
831e49fffffffff,4.0,0.0,0.0
831e5cfffffffff,3.0,0.0,0.0
831e5dfffffffff,1.0,0.0,0.0
831e63fffffffff,1.0,0.0,0.0
831e6bfffffffff,2.0,0.0,0.0
831ea0fffffffff,3.0,0.0,0.0
831ea4fffffffff,2.0,2.0,0.0
831ea5fffffffff,4.0,0.0,0.0
831ea9fffffffff,1.0,0.0,0.0
831ec0fffffffff,4.0,0.0,0.0
831ec1fffffffff,14.0,0.0,0.0
831ec4fffffffff,1.0,0.0,0.0
831ec5fffffffff,1.0,0.0,0.0
831eccfffffffff,2.0,0.0,0.0
831edafffffffff,2.0,0.0,0.0
831edefffffffff,2.0,0.0,0.0
831ee9fffffffff,4.0,0.0,0.0
831eebfffffffff,10.0,0.0,0.0
831ef2fffffffff,3.0,0.0,0.0
831f04fffffffff,2.0,0.0,0.0
831f06fffffffff,5.0,0.0,0.0
831f12fffffffff,2.0,0.0,0.0
831f1afffffffff,22.0,22.0,0.0
831f21fffffffff,1.0,1.0,0.0
831f28fffffffff,1.0,1.0,0.0
831f2afffffffff,1.0,0.0,0.0
831f42fffffffff,2.0,0.0,0.0
831f4afffffffff,2.0,0.0,0.0
831f5cfffffffff,3.0,0.0,0.0
831f60fffffffff,2.0,0.0,0.0
831f83fffffffff,4.0,0.0,0.0
831f89fffffffff,1.0,0.0,0.0
831f8efffffffff,14.0,0.0,0.0
831f91fffffffff,4.0,2.0,0.0
831f9cfffffffff,4.0,2.0,0.0
831faafffffffff,2.0,0.0,0.0
831facfffffffff,4.0,0.0,0.0
831fadfffffffff,3.0,3.0,0.0
831fb0fffffffff,2.0,0.0,0.0
831fb6fffffffff,2.0,0.0,0.0
83201bfffffffff,4.0,0.0,0.0
8320a2fffffffff,2.0,0.0,0.0
8320b1fffffffff,4.0,0.0,0.0
8320e6fffffffff,2.0,0.0,0.0
832460fffffffff,2.0,0.0,0.0
832475fffffffff,3.0,1.0,0.0
832c00fffffffff,2.0,2.0,0.0
832c0cfffffffff,2.0,2.0,0.0
832c13fffffffff,6.0,6.0,0.0
832c19fffffffff,7.0,0.0,0.0
832c1efffffffff,8.0,8.0,0.0
832c20fffffffff,18.0,18.0,0.0
832c21fffffffff,9.0,9.0,0.0
832c28fffffffff,2.0,2.0,0.0
832c2afffffffff,6.0,4.0,0.0
832c2efffffffff,2.0,2.0,0.0
832c83fffffffff,2.0,2.0,0.0
832c8efffffffff,4.0,4.0,0.0
832c93fffffffff,16.0,0.0,0.0
832c9cfffffffff,2.0,2.0,0.0
832cc0fffffffff,7.0,7.0,0.0
832cc1fffffffff,4.0,4.0,0.0
832cc6fffffffff,1.0,1.0,0.0
832ce5fffffffff,3.0,0.0,0.0
832cf0fffffffff,2.0,2.0,0.0
832cf3fffffffff,16.0,16.0,0.0
832d0efffffffff,1.0,0.0,0.0
832d14fffffffff,1.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0
832d33fffffffff,46.0,0.0,0.0
832da4fffffffff,2.0,0.0,0.0
832da6fffffffff,6.0,0.0,0.0
832da8fffffffff,3.0,0.0,0.0
832db0fffffffff,2.0,2.0,0.0
832db1fffffffff,5.0,5.0,0.0
832db2fffffffff,3.0,2.0,0.0
832db6fffffffff,2.0,0.0,0.0
832e61fffffffff,2.0,0.0,0.0
832e6cfffffffff,2.0,0.0,0.0
833030fffffffff,2.0,2.0,0.0
833083fffffffff,3.0,0.0,0.0
83308efffffffff,2.0,0.0,0.0
833099fffffffff,24.0,14.0,0.0
83309afffffffff,2.0,0.0,0.0
83309bfffffffff,76.0,45.0,0.0
83309dfffffffff,7.0,2.0,0.0
8330e1fffffffff,1.0,0.0,0.0
833108fffffffff,1.0,0.0,0.0
833126fffffffff,1.0,0.0,0.0
833185fffffffff,3.0,0.0,0.0
833469fffffffff,2.0,0.0,0.0
83346bfffffffff,3.0,0.0,0.0
83351bfffffffff,2.0,0.0,0.0
833843fffffffff,4.0,4.0,0.0
833862fffffffff,68.0,9.0,0.0
833863fffffffff,3.0,0.0,0.0
83386afffffffff,3.0,3.0,0.0
833870fffffffff,1.0,0.0,0.0
833871fffffffff,5.0,0.0,0.0
833873fffffffff,2.0,0.0,0.0
833875fffffffff,16.0,0.0,0.0
8338c8fffffffff,1.0,0.0,0.0
8338e4fffffffff,1.0,0.0,0.0
833900fffffffff,81.0,54.0,0.0
833901fffffffff,41.0,26.0,0.0
833902fffffffff,27.0,1.0,0.0
833903fffffffff,36.0,14.0,0.0
833904fffffffff,1.0,0.0,0.0
833905fffffffff,14.0,12.0,0.0
833906fffffffff,34.0,9.0,0.0
833908fffffffff,18.0,18.0,0.0
833909fffffffff,2.0,0.0,0.0
83390afffffffff,10.0,0.0,0.0
83390cfffffffff,13.0,13.0,0.0
833910fffffffff,21.0,0.0,0.0
833911fffffffff,12.0,0.0,0.0
833915fffffffff,45.0,0.0,0.0
833918fffffffff,10.0,2.0,0.0
83391afffffffff,2.0,0.0,0.0
83391cfffffffff,2.0,0.0,0.0
83391efffffffff,2.0,0.0,0.0
833920fffffffff,4.0,0.0,0.0
833922fffffffff,36.0,0.0,0.0
833923fffffffff,31.0,0.0,0.0
833924fffffffff,1.0,0.0,0.0
833925fffffffff,17.0,0.0,0.0
833928fffffffff,75.0,7.0,0.0
833929fffffffff,11.0,8.0,0.0
83392afffffffff,6.0,2.0,0.0
83392bfffffffff,2.0,2.0,0.0
83392cfffffffff,4.0,2.0,0.0
83392dfffffffff,2.0,0.0,0.0
83392efffffffff,9.0,0.0,0.0
833931fffffffff,16.0,0.0,0.0
833933fffffffff,44.0,12.0,0.0
833942fffffffff,2.0,0.0,0.0
833943fffffffff,14.0,13.0,0.0
833944fffffffff,20.0,20.0,0.0
833945fffffffff,2.0,2.0,0.0
833946fffffffff,22.0,20.0,0.0
833949fffffffff,1.0,0.0,0.0
833954fffffffff,19.0,19.0,0.0
833956fffffffff,10.0,10.0,0.0
833970fffffffff,15.0,9.0,0.0
833971fffffffff,14.0,12.0,0.0
833972fffffffff,80.0,0.0,0.0
833973fffffffff,90.0,20.0,0.0
833974fffffffff,30.0,24.0,0.0
833975fffffffff,2.0,2.0,0.0
833976fffffffff,4.0,0.0,0.0
833c02fffffffff,4.0,0.0,0.0
833c18fffffffff,2.0,0.0,0.0
833c19fffffffff,12.0,0.0,0.0
833c1bfffffffff,9.0,0.0,0.0
833c33fffffffff,33.0,3.0,0.0
833c58fffffffff,3.0,0.0,0.0
833c5afffffffff,8.0,2.0,0.0
833c5cfffffffff,1.0,0.0,0.0
833c8afffffffff,3.0,0.0,0.0
833c8cfffffffff,5.0,0.0,0.0
833c8dfffffffff,2.0,0.0,0.0
833c8efffffffff,33.0,1.0,0.0
833c93fffffffff,3.0,0.0,0.0
833c9cfffffffff,6.0,0.0,0.0
833c9dfffffffff,47.0,0.0,0.0
833ca2fffffffff,2.0,0.0,0.0
833ca8fffffffff,5.0,2.0,0.0
833ca9fffffffff,32.0,0.0,0.0
833cabfffffffff,8.0,0.0,0.0
833cc4fffffffff,3.0,3.0,0.0
833ce1fffffffff,7.0,2.0,0.0
833ce3fffffffff,4.0,0.0,0.0
833ce8fffffffff,2.0,0.0,0.0
833cf2fffffffff,12.0,0.0,0.0
833cf4fffffffff,3.0,0.0,0.0
833cf6fffffffff,18.0,0.0,0.0
833d04fffffffff,4.0,0.0,0.0
833d10fffffffff,2.0,0.0,0.0
833d34fffffffff,9.0,0.0,0.0
833d36fffffffff,15.0,0.0,0.0
833d84fffffffff,3.0,3.0,0.0
833d85fffffffff,3.0,3.0,0.0
833d8cfffffffff,3.0,0.0,0.0
833da1fffffffff,13.0,11.0,0.0
833da2fffffffff,2.0,0.0,0.0
833da3fffffffff,10.0,6.0,0.0
833da9fffffffff,2.0,0.0,0.0
