cell_id,Turdoides sharpei,Turdoides sharpei sharpei,Turdoides sharpei vepres
826ac7fffffffff,520.0,49.0,0.0
826acffffffffff,293.0,29.0,0.0
826adffffffffff,297.0,3.0,0.0
826ae7fffffffff,2.0,2.0,0.0
826aeffffffffff,16.0,4.0,0.0
827a47fffffffff,50.0,0.0,22.0
827a4ffffffffff,17.0,0.0,0.0
827a6ffffffffff,925.0,50.0,0.0
82968ffffffffff,2.0,0.0,0.0
829697fffffffff,192.0,24.0,0.0
82969ffffffffff,19.0,0.0,0.0
8296a7fffffffff,6.0,0.0,0.0
8296b7fffffffff,1.0,0.0,0.0
