cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
830746fffffffff,1.0,0.0,0.0
83075dfffffffff,2.0,0.0,0.0
830c14fffffffff,10.0,0.0,0.0
830c15fffffffff,4.0,0.0,0.0
830c2dfffffffff,1.0,0.0,0.0
830c41fffffffff,83.0,0.0,0.0
830c51fffffffff,2.0,0.0,0.0
830c55fffffffff,2.0,0.0,0.0
830c5afffffffff,29.0,0.0,0.0
830c73fffffffff,3.0,0.0,2.0
830c74fffffffff,3.0,0.0,0.0
830d58fffffffff,3.0,0.0,0.0
830d5afffffffff,2.0,0.0,0.0
830d76fffffffff,2.0,0.0,0.0
830e45fffffffff,7.0,0.0,0.0
830e49fffffffff,2.0,0.0,0.0
830e5afffffffff,1.0,0.0,0.0
830e62fffffffff,1.0,0.0,0.0
830e6afffffffff,1.0,0.0,0.0
830ed4fffffffff,2.0,0.0,0.0
830eeafffffffff,8.0,0.0,0.0
83120afffffffff,2.0,0.0,0.0
831233fffffffff,2.0,0.0,0.0
83124bfffffffff,3.0,0.0,0.0
831251fffffffff,2.0,2.0,0.0
831259fffffffff,6.0,0.0,0.0
831289fffffffff,2.0,0.0,0.0
83128bfffffffff,9.0,0.0,0.0
83129bfffffffff,4.0,0.0,0.0
8312b0fffffffff,2.0,0.0,0.0
8312c1fffffffff,1.0,0.0,0.0
8312c8fffffffff,3.0,0.0,0.0
8312c9fffffffff,21.0,0.0,9.0
8312cafffffffff,3.0,0.0,0.0
8312cbfffffffff,2.0,0.0,2.0
8312ccfffffffff,15.0,0.0,0.0
8312d1fffffffff,2.0,0.0,0.0
8312d6fffffffff,6.0,0.0,0.0
8312d8fffffffff,4.0,0.0,0.0
8312d9fffffffff,2.0,0.0,0.0
8312dbfffffffff,9.0,0.0,1.0
8312dcfffffffff,6.0,0.0,0.0
8312ddfffffffff,15.0,0.0,0.0
8312e1fffffffff,3.0,0.0,0.0
8312ebfffffffff,2.0,0.0,0.0
8312ecfffffffff,3.0,0.0,0.0
831382fffffffff,5.0,0.0,0.0
