cell_id,Myiagra eichhorni,Myiagra eichhorni eichhorni,Myiagra eichhorni cervinicolor
8476b4dffffffff,1.0,0.0,0.0
8477981ffffffff,2.0,0.0,0.0
847798dffffffff,1.0,0.0,0.0
84779a3ffffffff,2.0,0.0,0.0
84779bdffffffff,3.0,0.0,0.0
849c901ffffffff,80.0,0.0,0.0
849c905ffffffff,1.0,0.0,0.0
849c907ffffffff,3.0,0.0,0.0
849c90dffffffff,1.0,0.0,0.0
849c947ffffffff,1.0,0.0,0.0
849c961ffffffff,2.0,0.0,0.0
849c96bffffffff,1.0,0.0,0.0
