cell_id,Gallirex johnstoni,Gallirex johnstoni johnstoni,Gallirex johnstoni bredoi,Gallirex johnstoni kivuensis
836ac0fffffffff,6.0,0.0,0.0,0.0
836ac3fffffffff,3.0,0.0,0.0,0.0
836adcfffffffff,141.0,0.0,0.0,0.0
836adefffffffff,217.0,0.0,0.0,0.0
8396d2fffffffff,1.0,0.0,0.0,0.0
8396d6fffffffff,5.0,0.0,0.0,0.0
