cell_id,Synallaxis albescens,Synallaxis albescens [albescens Group],Synallaxis albescens australis
8466c5dffffffff,59.0,0.0,0.0
8466c61ffffffff,3.0,0.0,0.0
8466c63ffffffff,166.0,0.0,0.0
8466c65ffffffff,69.0,0.0,0.0
8466c69ffffffff,3.0,0.0,0.0
8466c6bffffffff,14.0,0.0,0.0
8466c6dffffffff,83.0,0.0,0.0
8466d01ffffffff,4.0,0.0,0.0
8466d0dffffffff,4.0,0.0,0.0
8466d19ffffffff,12.0,0.0,0.0
8466d51ffffffff,16.0,0.0,0.0
8466d53ffffffff,18.0,0.0,0.0
8466d59ffffffff,6.0,0.0,0.0
8466d5bffffffff,2.0,0.0,0.0
8466e01ffffffff,22.0,0.0,0.0
8466e03ffffffff,32.0,0.0,0.0
8466e05ffffffff,20.0,0.0,0.0
8466e07ffffffff,6.0,0.0,0.0
8466e09ffffffff,11.0,0.0,0.0
8466e0bffffffff,222.0,0.0,0.0
8466e0dffffffff,226.0,0.0,0.0
8466e11ffffffff,38.0,0.0,0.0
8466e13ffffffff,2.0,0.0,0.0
8466e15ffffffff,24.0,0.0,0.0
8466e17ffffffff,5.0,0.0,0.0
8466e21ffffffff,2.0,0.0,0.0
8466e23ffffffff,92.0,0.0,0.0
8466e27ffffffff,20.0,0.0,0.0
8466e29ffffffff,5.0,0.0,0.0
8466e2bffffffff,7.0,0.0,0.0
8466e2dffffffff,55.0,0.0,0.0
8466e31ffffffff,4.0,0.0,0.0
8466e39ffffffff,38.0,0.0,0.0
8466e3bffffffff,40.0,0.0,0.0
8466e3dffffffff,7.0,0.0,0.0
8466e41ffffffff,124.0,0.0,0.0
8466e45ffffffff,141.0,0.0,0.0
8466e47ffffffff,387.0,0.0,0.0
8466e49ffffffff,118.0,0.0,0.0
8466e4bffffffff,1.0,0.0,0.0
8466e4dffffffff,25.0,0.0,0.0
8466e51ffffffff,80.0,0.0,0.0
8466e53ffffffff,24.0,0.0,0.0
8466e55ffffffff,23.0,0.0,0.0
8466e57ffffffff,411.0,0.0,0.0
8466e59ffffffff,129.0,0.0,0.0
8466e5bffffffff,1.0,0.0,0.0
8466e5dffffffff,27.0,0.0,0.0
8466e61ffffffff,11.0,0.0,0.0
8466e63ffffffff,681.0,0.0,0.0
8466e65ffffffff,822.0,0.0,0.0
8466e67ffffffff,163.0,0.0,0.0
8466e69ffffffff,709.0,0.0,0.0
8466e6bffffffff,96.0,0.0,0.0
8466e6dffffffff,1874.0,0.0,0.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,5.0,0.0,0.0
8466eadffffffff,10.0,0.0,0.0
8466ec1ffffffff,5.0,0.0,0.0
8466ec3ffffffff,1.0,0.0,0.0
8466ec5ffffffff,21.0,0.0,0.0
8466ec7ffffffff,51.0,0.0,0.0
8466ec9ffffffff,20.0,0.0,0.0
8466ecbffffffff,48.0,0.0,0.0
8466ee5ffffffff,160.0,0.0,0.0
8466ee7ffffffff,11.0,0.0,0.0
8466eedffffffff,2.0,0.0,0.0
8466f03ffffffff,6.0,0.0,0.0
8466f0bffffffff,3.0,0.0,0.0
8466f11ffffffff,188.0,0.0,0.0
8466f15ffffffff,127.0,0.0,0.0
8466f17ffffffff,19.0,0.0,0.0
8466f19ffffffff,247.0,0.0,0.0
8466f1bffffffff,3.0,0.0,0.0
8466f1dffffffff,287.0,0.0,0.0
8466f51ffffffff,33.0,0.0,0.0
8466f53ffffffff,64.0,0.0,0.0
8466f57ffffffff,542.0,0.0,0.0
8466f59ffffffff,252.0,0.0,0.0
8466f5bffffffff,489.0,0.0,0.0
8466f5dffffffff,3.0,0.0,0.0
8467407ffffffff,7.0,0.0,0.0
8467413ffffffff,581.0,0.0,0.0
8467417ffffffff,41.0,0.0,0.0
8467421ffffffff,11.0,0.0,0.0
8467423ffffffff,5.0,0.0,0.0
8467425ffffffff,201.0,0.0,0.0
8467427ffffffff,21.0,0.0,0.0
8467429ffffffff,3.0,0.0,0.0
846742bffffffff,19.0,0.0,0.0
846742dffffffff,54.0,0.0,0.0
8467431ffffffff,9.0,0.0,0.0
8467433ffffffff,35.0,0.0,0.0
8467435ffffffff,9.0,0.0,0.0
8467437ffffffff,146.0,0.0,0.0
846743bffffffff,77.0,0.0,0.0
846743dffffffff,105.0,0.0,0.0
84674a1ffffffff,5.0,0.0,0.0
84674a5ffffffff,8.0,0.0,0.0
84674a7ffffffff,34.0,0.0,0.0
84674a9ffffffff,1.0,0.0,0.0
84674adffffffff,2.0,0.0,0.0
84674c1ffffffff,50.0,0.0,0.0
84674c5ffffffff,669.0,0.0,0.0
84674c7ffffffff,9.0,0.0,0.0
84674c9ffffffff,21.0,0.0,0.0
84674cbffffffff,16.0,0.0,0.0
84674cdffffffff,151.0,0.0,0.0
84674d9ffffffff,57.0,0.0,0.0
84674ddffffffff,3.0,0.0,0.0
84674e1ffffffff,68.0,0.0,0.0
84674e3ffffffff,2.0,0.0,0.0
84674e5ffffffff,11.0,0.0,0.0
84674e9ffffffff,292.0,0.0,0.0
84674ebffffffff,25.0,0.0,0.0
84674edffffffff,151.0,0.0,0.0
8467503ffffffff,3.0,0.0,0.0
8467507ffffffff,7.0,0.0,0.0
8467513ffffffff,1.0,0.0,0.0
8467519ffffffff,170.0,0.0,0.0
846751bffffffff,2.0,0.0,0.0
846751dffffffff,6.0,0.0,0.0
8467521ffffffff,4.0,0.0,0.0
8467523ffffffff,36.0,0.0,0.0
8467531ffffffff,19.0,0.0,0.0
8467535ffffffff,123.0,0.0,0.0
8467537ffffffff,11.0,0.0,0.0
8467539ffffffff,32.0,0.0,0.0
846753dffffffff,5.0,0.0,0.0
8467551ffffffff,106.0,0.0,0.0
8467553ffffffff,494.0,0.0,0.0
8467555ffffffff,7.0,0.0,0.0
8467559ffffffff,12.0,0.0,0.0
846755dffffffff,21.0,0.0,0.0
8467561ffffffff,2.0,0.0,0.0
8467565ffffffff,13.0,0.0,0.0
8467567ffffffff,3.0,0.0,0.0
846756bffffffff,16.0,0.0,0.0
8467581ffffffff,4.0,0.0,0.0
8467585ffffffff,2.0,0.0,0.0
8467587ffffffff,2.0,0.0,0.0
8467589ffffffff,3.0,0.0,0.0
846758dffffffff,10.0,0.0,0.0
8467599ffffffff,23.0,0.0,0.0
846759bffffffff,3.0,0.0,0.0
84675a1ffffffff,2.0,0.0,0.0
84675a5ffffffff,30.0,0.0,0.0
84675a9ffffffff,21.0,0.0,0.0
84675abffffffff,2.0,0.0,0.0
84675adffffffff,1.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0
84675b3ffffffff,11.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0
84675c1ffffffff,46.0,0.0,0.0
84675c5ffffffff,119.0,0.0,0.0
84675c7ffffffff,58.0,0.0,0.0
84675c9ffffffff,12.0,0.0,0.0
84675cbffffffff,139.0,0.0,0.0
84675cdffffffff,4.0,0.0,0.0
84675d5ffffffff,2.0,0.0,0.0
84675d9ffffffff,1.0,0.0,0.0
84675ddffffffff,25.0,0.0,0.0
84675e1ffffffff,14.0,0.0,0.0
84675e3ffffffff,14.0,0.0,0.0
84675e9ffffffff,6.0,0.0,0.0
84675ebffffffff,40.0,0.0,0.0
8467693ffffffff,6.0,0.0,0.0
846769bffffffff,3.0,0.0,0.0
846d693ffffffff,6.0,0.0,0.0
846d697ffffffff,95.0,0.0,0.0
8480061ffffffff,1.0,0.0,0.0
8480101ffffffff,6.0,0.0,0.0
848016bffffffff,2.0,0.0,0.0
84802b7ffffffff,3.0,0.0,0.0
8480301ffffffff,27.0,0.0,0.0
8480309ffffffff,4.0,0.0,0.0
8480359ffffffff,2.0,0.0,0.0
8480445ffffffff,61.0,0.0,0.0
848044dffffffff,2.0,0.0,0.0
8480469ffffffff,5.0,0.0,0.0
8480485ffffffff,12.0,0.0,0.0
84804ebffffffff,2.0,0.0,0.0
8480541ffffffff,2.0,0.0,0.0
848054bffffffff,19.0,0.0,0.0
848062dffffffff,2.0,0.0,0.0
8480651ffffffff,2.0,0.0,0.0
8480655ffffffff,33.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0
848066bffffffff,3.0,0.0,0.0
84806a3ffffffff,7.0,0.0,0.0
84806abffffffff,18.0,0.0,0.0
84806b7ffffffff,12.0,0.0,0.0
8480713ffffffff,4.0,0.0,0.0
8480737ffffffff,11.0,0.0,0.0
8480745ffffffff,4.0,0.0,0.0
8480747ffffffff,10.0,0.0,0.0
8481005ffffffff,34.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0
8481029ffffffff,63.0,0.0,0.0
848102bffffffff,7.0,0.0,0.0
848102dffffffff,5.0,0.0,0.0
8481049ffffffff,4.0,0.0,0.0
848104bffffffff,2.0,0.0,0.0
8481061ffffffff,1.0,0.0,0.0
8481063ffffffff,82.0,2.0,0.0
8481069ffffffff,3.0,0.0,0.0
8481101ffffffff,2.0,0.0,0.0
8481137ffffffff,2.0,0.0,0.0
8481163ffffffff,5.0,0.0,0.0
84811c5ffffffff,1.0,0.0,0.0
84811c9ffffffff,4.0,0.0,0.0
8481243ffffffff,3.0,0.0,0.0
8481245ffffffff,10.0,0.0,0.0
848124bffffffff,5.0,0.0,0.0
848124dffffffff,137.0,0.0,0.0
848126dffffffff,3.0,0.0,0.0
84812bdffffffff,2.0,0.0,0.0
84812c9ffffffff,4.0,0.0,0.0
84812cbffffffff,2.0,0.0,0.0
84812d7ffffffff,7.0,0.0,0.0
8481303ffffffff,4.0,0.0,0.0
8481339ffffffff,86.0,0.0,0.0
848133dffffffff,2.0,0.0,0.0
848134dffffffff,3.0,0.0,0.0
848136bffffffff,2.0,0.0,0.0
8481403ffffffff,4.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
8481431ffffffff,2.0,0.0,0.0
848144bffffffff,4.0,0.0,0.0
84814a9ffffffff,25.0,0.0,0.0
84814adffffffff,50.0,0.0,0.0
84814c7ffffffff,2.0,0.0,0.0
84814d1ffffffff,2.0,0.0,0.0
84814d5ffffffff,84.0,0.0,0.0
84814d9ffffffff,10.0,0.0,0.0
84814e3ffffffff,6.0,0.0,0.0
84814e5ffffffff,24.0,0.0,0.0
84814e7ffffffff,44.0,0.0,0.0
84814ebffffffff,3.0,0.0,0.0
8481583ffffffff,2.0,0.0,0.0
84815d3ffffffff,4.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0
84815d9ffffffff,29.0,0.0,0.0
84815dbffffffff,21.0,0.0,0.0
848162bffffffff,5.0,0.0,0.0
8481635ffffffff,2.0,0.0,0.0
848166dffffffff,2.0,0.0,0.0
8481711ffffffff,20.0,0.0,0.0
8481713ffffffff,3.0,0.0,0.0
8481885ffffffff,1.0,0.0,0.0
848188dffffffff,2.0,0.0,0.0
848199bffffffff,3.0,0.0,0.0
8481aa3ffffffff,4.0,0.0,0.0
8481ad1ffffffff,6.0,0.0,0.0
8481ad5ffffffff,3.0,0.0,0.0
8481ad9ffffffff,2.0,0.0,0.0
848a003ffffffff,3.0,0.0,0.0
848a069ffffffff,6.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0
848a157ffffffff,1.0,0.0,0.0
848a235ffffffff,2.0,0.0,0.0
848a23bffffffff,3.0,0.0,0.0
848a313ffffffff,5.0,0.0,0.0
848a35dffffffff,2.0,0.0,0.0
848a451ffffffff,3.0,0.0,0.0
848a459ffffffff,2.0,0.0,0.0
848a45dffffffff,1.0,0.0,0.0
848a8c1ffffffff,6.0,0.0,0.0
848a8cdffffffff,7.0,0.0,0.0
848a927ffffffff,6.0,0.0,0.0
848a963ffffffff,2.0,0.0,0.0
848aa9dffffffff,9.0,0.0,0.0
848aab1ffffffff,3.0,0.0,0.0
848aac9ffffffff,2.0,0.0,0.0
848ab65ffffffff,2.0,0.0,0.0
848ad13ffffffff,29.0,0.0,0.0
848ad8dffffffff,2.0,0.0,0.0
848ada1ffffffff,2.0,0.0,0.0
848ada3ffffffff,24.0,0.0,0.0
848adbbffffffff,18.0,0.0,0.0
848adc5ffffffff,2.0,0.0,0.0
848adcdffffffff,2.0,0.0,0.0
848af2bffffffff,1.0,0.0,0.0
848af45ffffffff,8.0,0.0,0.0
848af69ffffffff,33.0,0.0,0.0
848b085ffffffff,3.0,0.0,0.0
848b0c1ffffffff,1.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0
848b0d1ffffffff,6.0,0.0,0.0
848b0e7ffffffff,3.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0
848b1e1ffffffff,2.0,0.0,0.0
848b207ffffffff,2.0,0.0,0.0
848b221ffffffff,9.0,0.0,0.0
848b223ffffffff,2.0,0.0,0.0
848b225ffffffff,4.0,0.0,0.0
848b22dffffffff,8.0,0.0,0.0
848b29bffffffff,1.0,0.0,0.0
848b2a5ffffffff,2.0,0.0,0.0
848b2a7ffffffff,13.0,0.0,0.0
848b2b3ffffffff,2.0,0.0,0.0
848b363ffffffff,2.0,0.0,0.0
848b563ffffffff,3.0,0.0,0.0
848b56bffffffff,3.0,0.0,0.0
848b747ffffffff,1.0,0.0,0.0
848b74bffffffff,12.0,0.0,0.0
848b761ffffffff,3.0,0.0,0.0
848b76dffffffff,2.0,0.0,0.0
848b829ffffffff,2.0,0.0,0.0
848b881ffffffff,3.0,0.0,0.0
848b999ffffffff,2.0,0.0,0.0
848b99dffffffff,13.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0
848b9d5ffffffff,5.0,0.0,0.0
848b9d7ffffffff,3.0,0.0,0.0
848ba63ffffffff,2.0,0.0,0.0
848ba65ffffffff,1.0,0.0,0.0
848bb59ffffffff,182.0,0.0,0.0
84a801bffffffff,14.0,0.0,0.0
84a805dffffffff,1.0,0.0,0.0
84a8103ffffffff,3.0,0.0,0.0
84a8107ffffffff,40.0,0.0,0.0
84a8113ffffffff,6.0,0.0,0.0
84a8115ffffffff,62.0,0.0,0.0
84a8117ffffffff,14.0,0.0,0.0
84a811bffffffff,5.0,0.0,0.0
84a811dffffffff,6.0,0.0,0.0
84a8121ffffffff,2.0,0.0,0.0
84a8125ffffffff,1.0,0.0,0.0
84a8127ffffffff,6.0,0.0,0.0
84a812bffffffff,8.0,0.0,0.0
84a812dffffffff,1.0,0.0,0.0
84a8131ffffffff,2.0,0.0,0.0
84a8139ffffffff,3.0,0.0,0.0
84a813bffffffff,9.0,0.0,0.0
84a8157ffffffff,1.0,0.0,0.0
84a815bffffffff,4.0,0.0,0.0
84a8185ffffffff,4.0,0.0,0.0
84a8187ffffffff,17.0,0.0,0.0
84a8189ffffffff,5.0,0.0,0.0
84a818dffffffff,17.0,0.0,0.0
84a8195ffffffff,5.0,0.0,0.0
84a81a1ffffffff,2.0,0.0,0.0
84a81a7ffffffff,3.0,0.0,0.0
84a81abffffffff,4.0,0.0,0.0
84a81adffffffff,2.0,0.0,0.0
84a81b1ffffffff,4.0,0.0,0.0
84a81b3ffffffff,1.0,0.0,0.0
84a81bbffffffff,8.0,0.0,0.0
84a81c3ffffffff,4.0,0.0,0.0
84a81c5ffffffff,5.0,0.0,0.0
84a81c7ffffffff,35.0,0.0,0.0
84a81cbffffffff,2.0,0.0,0.0
84a81cdffffffff,27.0,0.0,0.0
84a81e1ffffffff,125.0,0.0,0.0
84a81e3ffffffff,18.0,0.0,0.0
84a81e7ffffffff,6.0,0.0,0.0
84a81e9ffffffff,120.0,0.0,0.0
84a81ebffffffff,26.0,0.0,0.0
84a81edffffffff,127.0,0.0,0.0
