cell_id,Lonchura punctulata,Lonchura punctulata punctulata,Lonchura punctulata [nisoria Group]
8342ccfffffffff,166.0,0.0,0.0
8342cdfffffffff,34.0,0.0,0.0
8342cefffffffff,204.0,0.0,0.0
8342d1fffffffff,3.0,0.0,0.0
8342d9fffffffff,119.0,0.0,0.0
8342dbfffffffff,1014.0,0.0,0.0
8342dcfffffffff,122.0,0.0,0.0
8342ddfffffffff,103.0,0.0,0.0
8342e4fffffffff,5.0,0.0,0.0
8342ebfffffffff,76.0,0.0,0.0
83438cfffffffff,16.0,0.0,0.0
8343a0fffffffff,1.0,0.0,0.0
8343a1fffffffff,5.0,0.0,0.0
8343a8fffffffff,1.0,0.0,0.0
8343acfffffffff,42.0,0.0,0.0
8343aefffffffff,15.0,0.0,0.0
834412fffffffff,1.0,0.0,0.0
83441afffffffff,4.0,0.0,0.0
834430fffffffff,49.0,0.0,0.0
834432fffffffff,202.0,5.0,0.0
834434fffffffff,9.0,0.0,0.0
834436fffffffff,36.0,1.0,0.0
834450fffffffff,1015.0,65.0,0.0
834452fffffffff,320.0,0.0,0.0
834455fffffffff,2.0,0.0,0.0
834456fffffffff,312.0,1.0,0.0
83446cfffffffff,1188.0,7.0,0.0
83446dfffffffff,1151.0,2.0,0.0
8344a1fffffffff,891.0,0.0,0.0
8344a5fffffffff,11.0,0.0,0.0
834509fffffffff,38.0,0.0,0.0
83450afffffffff,37.0,0.0,0.0
83450bfffffffff,19.0,0.0,0.0
83451bfffffffff,4.0,0.0,0.0
834583fffffffff,1.0,0.0,0.0
834588fffffffff,6.0,0.0,0.0
83458cfffffffff,13.0,1.0,0.0
83458dfffffffff,3.0,0.0,0.0
83458efffffffff,57.0,0.0,0.0
834590fffffffff,4.0,0.0,0.0
834591fffffffff,3.0,0.0,0.0
834592fffffffff,11.0,0.0,0.0
83459cfffffffff,2.0,0.0,0.0
83459dfffffffff,17.0,0.0,0.0
8345b2fffffffff,113.0,0.0,0.0
834648fffffffff,681.0,0.0,73.0
834649fffffffff,342.0,0.0,32.0
83464bfffffffff,121.0,0.0,16.0
83464efffffffff,2660.0,0.0,403.0
834892fffffffff,4.0,0.0,0.0
834893fffffffff,226.0,0.0,0.0
834a26fffffffff,69.0,0.0,11.0
834b12fffffffff,11.0,0.0,0.0
834b19fffffffff,4.0,0.0,0.0
834b1bfffffffff,1.0,0.0,0.0
834b30fffffffff,5.0,0.0,0.0
834b32fffffffff,5.0,0.0,0.0
834b34fffffffff,6.0,0.0,0.0
834b35fffffffff,2.0,0.0,0.0
834b84fffffffff,1281.0,0.0,0.0
834b86fffffffff,1077.0,0.0,56.0
834ba0fffffffff,4905.0,0.0,311.0
834ba1fffffffff,2006.0,0.0,118.0
834ba2fffffffff,9188.0,0.0,340.0
834ba3fffffffff,1660.0,0.0,18.0
834ba5fffffffff,859.0,0.0,94.0
834ba6fffffffff,547.0,0.0,25.0
834ba8fffffffff,8.0,0.0,0.0
834bb1fffffffff,6430.0,0.0,234.0
834bb5fffffffff,3559.0,0.0,580.0
834c88fffffffff,35.0,0.0,0.0
834c89fffffffff,42.0,0.0,0.0
834c8afffffffff,11.0,0.0,0.0
834c8bfffffffff,2.0,0.0,0.0
834c93fffffffff,6.0,0.0,0.0
834c98fffffffff,1.0,0.0,0.0
834c9afffffffff,1.0,0.0,0.0
834cc0fffffffff,179.0,0.0,0.0
834cc4fffffffff,3.0,0.0,0.0
834cc5fffffffff,1183.0,0.0,0.0
834cc6fffffffff,69.0,0.0,0.0
834cd0fffffffff,37.0,0.0,0.0
834cd2fffffffff,8.0,0.0,0.0
834cd4fffffffff,155.0,0.0,0.0
834cd5fffffffff,27.0,0.0,0.0
834cd6fffffffff,15.0,0.0,0.0
834ce8fffffffff,7.0,0.0,0.0
834ceafffffffff,251.0,0.0,0.0
834ceefffffffff,499.0,0.0,0.0
834cf2fffffffff,45.0,0.0,0.0
834cf3fffffffff,46.0,0.0,0.0
83524dfffffffff,2.0,0.0,0.0
83536afffffffff,2.0,0.0,0.0
835d10fffffffff,1685.0,0.0,95.0
835d11fffffffff,361.0,0.0,25.0
835d13fffffffff,190.0,0.0,8.0
835d14fffffffff,303.0,0.0,19.0
835d16fffffffff,512.0,0.0,34.0
835e42fffffffff,10.0,0.0,0.0
835e43fffffffff,138.0,0.0,0.0
835e4afffffffff,35.0,0.0,0.0
835e5cfffffffff,72.0,0.0,0.0
835e5dfffffffff,229.0,0.0,0.0
836002fffffffff,854.0,0.0,0.0
836004fffffffff,205.0,0.0,0.0
836006fffffffff,656.0,0.0,0.0
836010fffffffff,109.0,0.0,0.0
836011fffffffff,575.0,0.0,0.0
836012fffffffff,35.0,0.0,0.0
836013fffffffff,65.0,0.0,0.0
836014fffffffff,6175.0,0.0,0.0
836015fffffffff,2071.0,0.0,0.0
836016fffffffff,5474.0,0.0,0.0
83601afffffffff,4.0,0.0,0.0
83601efffffffff,1331.0,0.0,0.0
836022fffffffff,252.0,0.0,0.0
836026fffffffff,305.0,0.0,0.0
836030fffffffff,333.0,0.0,0.0
836031fffffffff,2687.0,0.0,0.0
836032fffffffff,3371.0,0.0,0.0
836033fffffffff,2968.0,0.0,0.0
836034fffffffff,182.0,0.0,0.0
836035fffffffff,172.0,0.0,0.0
836036fffffffff,693.0,0.0,0.0
836080fffffffff,56.0,0.0,0.0
836081fffffffff,38.0,0.0,0.0
836084fffffffff,181.0,0.0,0.0
836085fffffffff,30.0,0.0,0.0
836086fffffffff,5.0,0.0,0.0
836088fffffffff,2415.0,0.0,0.0
836089fffffffff,4.0,0.0,0.0
83608afffffffff,111.0,0.0,0.0
83608bfffffffff,4196.0,0.0,0.0
83608cfffffffff,123.0,0.0,0.0
83608dfffffffff,81.0,0.0,0.0
83608efffffffff,1620.0,0.0,0.0
836090fffffffff,89.0,0.0,0.0
836091fffffffff,71.0,0.0,0.0
836092fffffffff,32.0,0.0,0.0
836093fffffffff,13.0,0.0,0.0
836094fffffffff,99.0,0.0,0.0
836095fffffffff,22.0,0.0,0.0
836096fffffffff,314.0,0.0,0.0
836098fffffffff,39.0,0.0,0.0
836099fffffffff,157.0,0.0,0.0
83609afffffffff,18.0,0.0,0.0
83609bfffffffff,7.0,0.0,0.0
83609cfffffffff,22.0,0.0,0.0
83609dfffffffff,119.0,0.0,0.0
83609efffffffff,770.0,0.0,0.0
8360a0fffffffff,113.0,0.0,0.0
8360a1fffffffff,239.0,0.0,0.0
8360a2fffffffff,1118.0,0.0,0.0
8360a3fffffffff,91.0,0.0,0.0
8360a4fffffffff,7.0,0.0,0.0
8360a5fffffffff,81.0,0.0,0.0
8360a6fffffffff,157.0,0.0,0.0
8360a8fffffffff,296.0,0.0,0.0
8360a9fffffffff,1078.0,0.0,0.0
8360aafffffffff,135.0,0.0,0.0
8360abfffffffff,246.0,0.0,0.0
8360acfffffffff,62.0,0.0,0.0
8360adfffffffff,126.0,0.0,0.0
8360aefffffffff,72.0,0.0,0.0
8360b0fffffffff,38.0,0.0,0.0
8360b1fffffffff,1284.0,0.0,0.0
8360b2fffffffff,78.0,0.0,0.0
8360b3fffffffff,63.0,0.0,0.0
8360b4fffffffff,69.0,0.0,0.0
8360b5fffffffff,151.0,0.0,0.0
8360b6fffffffff,21.0,0.0,0.0
8360f6fffffffff,6.0,0.0,0.0
836100fffffffff,179.0,7.0,0.0
836102fffffffff,732.0,33.0,0.0
836103fffffffff,102.0,2.0,0.0
836106fffffffff,397.0,22.0,0.0
836110fffffffff,7.0,0.0,0.0
836111fffffffff,195.0,4.0,0.0
836113fffffffff,8.0,0.0,0.0
836115fffffffff,36.0,0.0,0.0
83611afffffffff,70.0,0.0,0.0
83611bfffffffff,31.0,0.0,0.0
83611cfffffffff,715.0,9.0,0.0
83611efffffffff,136.0,9.0,0.0
836188fffffffff,818.0,0.0,0.0
836189fffffffff,3391.0,0.0,0.0
83618afffffffff,46.0,0.0,0.0
83618bfffffffff,251.0,0.0,0.0
83618cfffffffff,1159.0,0.0,0.0
83618dfffffffff,184.0,0.0,0.0
83618efffffffff,167.0,0.0,0.0
836198fffffffff,23.0,0.0,0.0
836199fffffffff,3.0,0.0,0.0
83619afffffffff,114.0,0.0,0.0
83619bfffffffff,53.0,0.0,0.0
83619dfffffffff,1.0,0.0,0.0
83619efffffffff,23.0,0.0,0.0
8361a9fffffffff,66.0,0.0,0.0
8361abfffffffff,89.0,0.0,0.0
8361adfffffffff,13.0,0.0,0.0
836332fffffffff,47.0,0.0,0.0
83640afffffffff,16.0,0.0,0.0
836412fffffffff,2.0,0.0,0.0
836416fffffffff,240.0,0.0,68.0
836422fffffffff,32.0,0.0,3.0
836426fffffffff,8.0,0.0,0.0
836430fffffffff,24.0,0.0,5.0
836431fffffffff,126.0,0.0,35.0
836432fffffffff,28.0,0.0,17.0
836433fffffffff,6.0,0.0,0.0
836434fffffffff,79.0,0.0,47.0
836435fffffffff,46.0,0.0,14.0
836436fffffffff,2.0,0.0,0.0
836480fffffffff,79.0,0.0,52.0
836481fffffffff,8.0,0.0,0.0
836482fffffffff,1565.0,0.0,578.0
836484fffffffff,191.0,0.0,164.0
836485fffffffff,20.0,0.0,5.0
836486fffffffff,31.0,0.0,13.0
836488fffffffff,5.0,0.0,2.0
83648afffffffff,1.0,0.0,0.0
83648cfffffffff,60.0,0.0,4.0
83648dfffffffff,24.0,0.0,4.0
836490fffffffff,347.0,0.0,108.0
836491fffffffff,434.0,0.0,130.0
836492fffffffff,9.0,0.0,0.0
836494fffffffff,24.0,0.0,0.0
836495fffffffff,160.0,0.0,131.0
836496fffffffff,2.0,0.0,0.0
836498fffffffff,95.0,0.0,4.0
836499fffffffff,1.0,0.0,0.0
83649bfffffffff,25.0,0.0,0.0
83649cfffffffff,13.0,0.0,5.0
83649dfffffffff,15.0,0.0,2.0
83649efffffffff,5.0,0.0,0.0
8364a0fffffffff,171.0,0.0,148.0
8364a1fffffffff,24.0,0.0,13.0
8364a2fffffffff,533.0,0.0,395.0
8364a3fffffffff,28.0,0.0,12.0
8364a4fffffffff,2288.0,0.0,1036.0
8364a5fffffffff,544.0,0.0,177.0
8364a6fffffffff,86.0,0.0,64.0
8364abfffffffff,5.0,0.0,0.0
8364b0fffffffff,8.0,0.0,2.0
8364b1fffffffff,229.0,0.0,195.0
8364b2fffffffff,40.0,0.0,0.0
8364b3fffffffff,52.0,0.0,8.0
8364b4fffffffff,179.0,0.0,32.0
8364b5fffffffff,38.0,0.0,26.0
8364b6fffffffff,405.0,0.0,13.0
8364e4fffffffff,207.0,0.0,0.0
8364e6fffffffff,1.0,0.0,0.0
836500fffffffff,78.0,0.0,2.0
836501fffffffff,60.0,0.0,3.0
836502fffffffff,10.0,0.0,2.0
836503fffffffff,31.0,0.0,0.0
836504fffffffff,2.0,0.0,0.0
836505fffffffff,308.0,0.0,11.0
836506fffffffff,2.0,0.0,0.0
836508fffffffff,2.0,0.0,0.0
836509fffffffff,6.0,0.0,0.0
83650bfffffffff,2.0,0.0,0.0
83650cfffffffff,2.0,0.0,0.0
83650dfffffffff,23.0,0.0,0.0
83650efffffffff,8.0,0.0,0.0
836511fffffffff,4.0,0.0,0.0
836518fffffffff,118.0,0.0,18.0
836519fffffffff,32.0,0.0,15.0
83651bfffffffff,37.0,0.0,22.0
83651cfffffffff,49.0,0.0,10.0
83651dfffffffff,62.0,0.0,0.0
83651efffffffff,50.0,0.0,5.0
836520fffffffff,399.0,0.0,0.0
836522fffffffff,36.0,0.0,3.0
836523fffffffff,119.0,0.0,0.0
836526fffffffff,427.0,0.0,0.0
836529fffffffff,2.0,0.0,0.0
83652bfffffffff,2.0,0.0,0.0
83652cfffffffff,4.0,0.0,0.0
83652dfffffffff,6.0,0.0,0.0
836531fffffffff,7.0,0.0,0.0
836553fffffffff,5.0,0.0,0.0
836554fffffffff,2.0,0.0,0.0
836556fffffffff,7.0,0.0,0.0
836580fffffffff,83.0,0.0,0.0
836581fffffffff,2.0,0.0,0.0
836582fffffffff,139.0,0.0,0.0
836583fffffffff,105.0,0.0,0.0
836584fffffffff,685.0,0.0,0.0
836585fffffffff,17.0,0.0,0.0
836586fffffffff,46.0,0.0,0.0
836588fffffffff,50.0,0.0,36.0
836589fffffffff,117.0,0.0,62.0
83658afffffffff,512.0,0.0,266.0
83658bfffffffff,1303.0,0.0,502.0
83658efffffffff,85.0,0.0,72.0
836590fffffffff,21.0,0.0,0.0
836591fffffffff,149.0,0.0,0.0
836592fffffffff,2.0,0.0,0.0
836593fffffffff,13.0,0.0,3.0
836594fffffffff,4.0,0.0,0.0
836595fffffffff,5.0,0.0,0.0
836598fffffffff,200.0,0.0,178.0
836599fffffffff,373.0,0.0,151.0
83659afffffffff,50.0,0.0,0.0
83659bfffffffff,46.0,0.0,18.0
83659cfffffffff,563.0,0.0,0.0
83659dfffffffff,14.0,0.0,6.0
83659efffffffff,13.0,0.0,0.0
8365a2fffffffff,3.0,0.0,0.0
8365a3fffffffff,1.0,0.0,0.0
8365aafffffffff,2.0,0.0,0.0
8365b0fffffffff,28.0,0.0,1.0
8365b1fffffffff,2.0,0.0,0.0
8365b2fffffffff,37.0,0.0,0.0
8365b3fffffffff,117.0,0.0,0.0
8365b4fffffffff,9.0,0.0,0.0
8365b5fffffffff,79.0,0.0,4.0
8365b6fffffffff,148.0,0.0,3.0
836720fffffffff,11.0,0.0,0.0
836724fffffffff,2.0,0.0,0.0
836725fffffffff,351.0,0.0,0.0
836726fffffffff,55.0,0.0,0.0
836730fffffffff,28.0,0.0,0.0
836732fffffffff,25.0,0.0,0.0
836736fffffffff,64.0,0.0,0.0
836802fffffffff,106.0,0.0,1.0
836810fffffffff,4.0,0.0,0.0
836811fffffffff,138.0,0.0,2.0
836812fffffffff,11.0,0.0,0.0
836815fffffffff,73.0,0.0,1.0
836816fffffffff,2.0,0.0,0.0
836818fffffffff,40.0,0.0,1.0
83681afffffffff,3.0,0.0,0.0
83681cfffffffff,124.0,0.0,1.0
83681dfffffffff,5.0,0.0,0.0
83681efffffffff,1.0,0.0,0.0
836828fffffffff,214.0,0.0,16.0
83682afffffffff,13.0,0.0,2.0
83682dfffffffff,2.0,0.0,0.0
836843fffffffff,3.0,0.0,0.0
836844fffffffff,7.0,0.0,0.0
836846fffffffff,2.0,0.0,2.0
83684efffffffff,1.0,0.0,0.0
836854fffffffff,2.0,0.0,0.0
836858fffffffff,3.0,0.0,0.0
83685cfffffffff,8.0,0.0,0.0
83685dfffffffff,1.0,0.0,0.0
83685efffffffff,2.0,0.0,0.0
836861fffffffff,2.0,0.0,0.0
836862fffffffff,5.0,0.0,0.0
836865fffffffff,4.0,0.0,0.0
836871fffffffff,7.0,0.0,0.0
836875fffffffff,3.0,0.0,0.0
8368a5fffffffff,3.0,0.0,0.0
8368acfffffffff,47.0,0.0,0.0
8368c3fffffffff,7.0,0.0,0.0
8368c8fffffffff,120.0,0.0,13.0
8368cafffffffff,7.0,0.0,0.0
8368cefffffffff,6.0,0.0,0.0
8368d0fffffffff,1.0,0.0,0.0
8368d2fffffffff,71.0,0.0,22.0
8368ddfffffffff,2.0,0.0,0.0
836914fffffffff,2.0,0.0,0.0
836934fffffffff,6.0,0.0,1.0
836936fffffffff,4.0,0.0,2.0
836941fffffffff,189.0,0.0,3.0
836943fffffffff,104.0,0.0,0.0
836945fffffffff,17.0,0.0,0.0
83694afffffffff,2.0,0.0,0.0
83694bfffffffff,2.0,0.0,0.0
83694efffffffff,1395.0,0.0,22.0
836958fffffffff,2.0,0.0,0.0
