cell_id,Ramphastos vitellinus,Ramphastos vitellinus citreolaemus,Ramphastos vitellinus culminatus/pintoi,Ramphastos vitellinus vitellinus,Ramphastos vitellinus ariel,Ramphastos vitellinus citreolaemus x culminatus,Ramphastos vitellinus culminatus x vitellinus,Ramphastos vitellinus culminatus x ariel
845f007ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f00bffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
845f00dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f011ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f013ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f017ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f01bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f025ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f02bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f031ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f035ffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f03dffffffff,104.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
845f08bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f091ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f095ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f09dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f0d7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f0e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f105ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f107ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f117ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f11bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f129ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f12bffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f139ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f13bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f13dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f143ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f155ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f161ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f163ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f16dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f1c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f1c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f1cbffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f1d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f1e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f295ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f299ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2b1ffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2b3ffffffff,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2b9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2bbffffffff,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2d7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f331ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f407ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f42bffffffff,67.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
845f445ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f46bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f487ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4a3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4a9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4abffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4bdffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f549ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f581ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f583ffffffff,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f587ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f58bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f595ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f5b9ffffffff,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f5d7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f683ffffffff,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
845f689ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f68bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f703ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f709ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f711ffffffff,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
845f713ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f717ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f755ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f759ffffffff,57.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
845f75dffffffff,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8466037ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466081ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466085ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846608dffffffff,567.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84660a1ffffffff,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84660a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660a5ffffffff,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84660a7ffffffff,738.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660c7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d1ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
84660ddffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660e5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660e7ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84660ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466113ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466191ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466193ffffffff,621.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
8466197ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466199ffffffff,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
846619bffffffff,550.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0
84661c1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661cbffffffff,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d1ffffffff,236.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d3ffffffff,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d9ffffffff,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84661dbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661ddffffffff,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8466217ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846621bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466297ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846629bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846629dffffffff,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84662b7ffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
84662d3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e1ffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e9ffffffff,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8466411ffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466415ffffffff,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466417ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846641dffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466441ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466451ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466455ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466481ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466485ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466487ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846648bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84664c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84664e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84664e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466505ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466513ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466527ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466529ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846652dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466537ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466559ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466563ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466565ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466569ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846656dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84665a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84665abffffffff,243.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
84665bdffffffff,294.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
84665e9ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84665edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466633ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466635ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466637ffffffff,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84666a1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84666b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84666b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84666b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84666c5ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84666e3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84666ebffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846670dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466727ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466733ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c17ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c21ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c23ffffffff,71.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
