cell_id,Cathartes aura,Cathartes aura [aura Group],Cathartes aura ruficollis,Cathartes aura jota,Cathartes aura [undescribed form]
8312eefffffffff,1.0,0.0,0.0,0.0,0.0
8312f0fffffffff,2.0,0.0,0.0,0.0,0.0
8312f1fffffffff,4.0,0.0,0.0,0.0,0.0
831383fffffffff,1.0,0.0,0.0,0.0,0.0
83139efffffffff,2.0,0.0,0.0,0.0,0.0
831aa0fffffffff,2.0,0.0,0.0,0.0,0.0
831aa3fffffffff,9.0,2.0,0.0,0.0,0.0
831ab5fffffffff,2.0,0.0,0.0,0.0,0.0
831b82fffffffff,4.0,0.0,0.0,0.0,0.0
832603fffffffff,3.0,0.0,0.0,0.0,0.0
832604fffffffff,2.0,0.0,0.0,0.0,0.0
832605fffffffff,5.0,0.0,0.0,0.0,0.0
832608fffffffff,2.0,0.0,0.0,0.0,0.0
832609fffffffff,1.0,0.0,0.0,0.0,0.0
83260afffffffff,7.0,0.0,0.0,0.0,0.0
83260bfffffffff,5.0,1.0,0.0,0.0,0.0
83260efffffffff,6.0,0.0,0.0,0.0,0.0
832618fffffffff,1.0,0.0,0.0,0.0,0.0
832619fffffffff,2.0,0.0,0.0,0.0,0.0
83261bfffffffff,2.0,0.0,0.0,0.0,0.0
832621fffffffff,2.0,0.0,0.0,0.0,0.0
832623fffffffff,2.0,0.0,0.0,0.0,0.0
832624fffffffff,2.0,0.0,0.0,0.0,0.0
832625fffffffff,2.0,0.0,0.0,0.0,0.0
832626fffffffff,11.0,0.0,0.0,0.0,0.0
832628fffffffff,2.0,2.0,0.0,0.0,0.0
83262bfffffffff,1.0,0.0,0.0,0.0,0.0
83262cfffffffff,13.0,0.0,0.0,0.0,0.0
83262dfffffffff,2.0,0.0,0.0,0.0,0.0
83262efffffffff,2.0,0.0,0.0,0.0,0.0
832633fffffffff,2.0,0.0,0.0,0.0,0.0
832634fffffffff,7.0,0.0,0.0,0.0,0.0
832635fffffffff,2.0,0.0,0.0,0.0,0.0
832636fffffffff,3.0,0.0,0.0,0.0,0.0
832640fffffffff,13.0,0.0,0.0,0.0,0.0
832641fffffffff,3.0,0.0,0.0,0.0,0.0
832642fffffffff,3.0,0.0,0.0,0.0,0.0
832643fffffffff,5.0,0.0,0.0,0.0,0.0
832644fffffffff,20.0,0.0,0.0,0.0,0.0
832645fffffffff,1.0,0.0,0.0,0.0,0.0
832646fffffffff,56.0,2.0,0.0,0.0,0.0
832648fffffffff,25.0,24.0,0.0,0.0,0.0
83264afffffffff,27.0,2.0,0.0,0.0,0.0
83264bfffffffff,10.0,2.0,0.0,0.0,0.0
83264cfffffffff,12.0,0.0,0.0,0.0,0.0
83264dfffffffff,9.0,0.0,0.0,0.0,0.0
83264efffffffff,43.0,0.0,0.0,0.0,0.0
832651fffffffff,36.0,0.0,0.0,0.0,0.0
832652fffffffff,9.0,0.0,0.0,0.0,0.0
832653fffffffff,24.0,0.0,0.0,0.0,0.0
832654fffffffff,12.0,0.0,0.0,0.0,0.0
832655fffffffff,26.0,0.0,0.0,0.0,0.0
832656fffffffff,27.0,0.0,0.0,0.0,0.0
832658fffffffff,6.0,0.0,0.0,0.0,0.0
832659fffffffff,9.0,0.0,0.0,0.0,0.0
83265afffffffff,7.0,4.0,0.0,0.0,0.0
83265cfffffffff,5.0,0.0,0.0,0.0,0.0
83265dfffffffff,3.0,1.0,0.0,0.0,0.0
83265efffffffff,4.0,0.0,0.0,0.0,0.0
832660fffffffff,3.0,0.0,0.0,0.0,0.0
832661fffffffff,7.0,1.0,0.0,0.0,0.0
832662fffffffff,29.0,0.0,0.0,0.0,0.0
832663fffffffff,9.0,0.0,0.0,0.0,0.0
832664fffffffff,76.0,2.0,0.0,0.0,0.0
832665fffffffff,19.0,0.0,0.0,0.0,0.0
832666fffffffff,21.0,0.0,0.0,0.0,0.0
832668fffffffff,3.0,0.0,0.0,0.0,0.0
832669fffffffff,5.0,0.0,0.0,0.0,0.0
83266afffffffff,5.0,0.0,0.0,0.0,0.0
83266bfffffffff,10.0,0.0,0.0,0.0,0.0
83266cfffffffff,10.0,0.0,0.0,0.0,0.0
83266dfffffffff,2.0,0.0,0.0,0.0,0.0
83266efffffffff,8.0,0.0,0.0,0.0,0.0
832670fffffffff,7.0,0.0,0.0,0.0,0.0
832671fffffffff,19.0,1.0,0.0,0.0,0.0
832672fffffffff,6.0,0.0,0.0,0.0,0.0
832673fffffffff,12.0,0.0,0.0,0.0,0.0
832674fffffffff,12.0,3.0,0.0,0.0,0.0
832680fffffffff,24.0,2.0,0.0,0.0,0.0
832681fffffffff,142.0,0.0,0.0,0.0,0.0
832682fffffffff,2.0,0.0,0.0,0.0,0.0
832683fffffffff,18.0,0.0,0.0,0.0,0.0
832685fffffffff,23.0,0.0,0.0,0.0,0.0
832688fffffffff,84.0,2.0,0.0,0.0,0.0
832689fffffffff,69.0,0.0,0.0,0.0,0.0
83268afffffffff,4.0,0.0,0.0,0.0,0.0
83268bfffffffff,17.0,0.0,0.0,0.0,0.0
83268cfffffffff,109.0,0.0,0.0,0.0,0.0
83268dfffffffff,83.0,0.0,0.0,0.0,0.0
83268efffffffff,33.0,0.0,0.0,0.0,0.0
832690fffffffff,49.0,0.0,0.0,0.0,0.0
832691fffffffff,4.0,2.0,0.0,0.0,0.0
832692fffffffff,23.0,0.0,0.0,0.0,0.0
832693fffffffff,5.0,0.0,0.0,0.0,0.0
832694fffffffff,13.0,0.0,0.0,0.0,0.0
832695fffffffff,18.0,0.0,0.0,0.0,0.0
832696fffffffff,218.0,7.0,0.0,0.0,0.0
832698fffffffff,61.0,0.0,0.0,0.0,0.0
832699fffffffff,35.0,0.0,0.0,0.0,0.0
83269afffffffff,12.0,0.0,0.0,0.0,0.0
83269bfffffffff,14.0,0.0,0.0,0.0,0.0
83269cfffffffff,60.0,0.0,0.0,0.0,0.0
83269dfffffffff,22.0,0.0,0.0,0.0,0.0
83269efffffffff,20.0,4.0,0.0,0.0,0.0
8326a1fffffffff,4.0,0.0,0.0,0.0,0.0
8326a4fffffffff,1.0,0.0,0.0,0.0,0.0
8326a5fffffffff,3.0,3.0,0.0,0.0,0.0
8326a8fffffffff,34.0,0.0,0.0,0.0,0.0
8326a9fffffffff,23.0,0.0,0.0,0.0,0.0
8326aafffffffff,56.0,2.0,0.0,0.0,0.0
8326abfffffffff,27.0,0.0,0.0,0.0,0.0
8326adfffffffff,4.0,0.0,0.0,0.0,0.0
8326aefffffffff,4.0,0.0,0.0,0.0,0.0
8326b2fffffffff,4.0,0.0,0.0,0.0,0.0
8326b3fffffffff,2.0,2.0,0.0,0.0,0.0
8326b6fffffffff,3.0,0.0,0.0,0.0,0.0
8326c1fffffffff,36.0,0.0,0.0,0.0,0.0
8326c4fffffffff,3.0,0.0,0.0,0.0,0.0
8326c5fffffffff,2.0,0.0,0.0,0.0,0.0
8326c8fffffffff,9.0,1.0,0.0,0.0,0.0
8326c9fffffffff,164.0,0.0,0.0,0.0,0.0
8326cafffffffff,98.0,0.0,0.0,0.0,0.0
8326cbfffffffff,43.0,0.0,0.0,0.0,0.0
8326ccfffffffff,2.0,0.0,0.0,0.0,0.0
8326cefffffffff,18.0,0.0,0.0,0.0,0.0
8326d0fffffffff,5.0,0.0,0.0,0.0,0.0
8326d2fffffffff,2.0,0.0,0.0,0.0,0.0
8326d3fffffffff,5.0,0.0,0.0,0.0,0.0
8326d4fffffffff,3.0,0.0,0.0,0.0,0.0
8326d5fffffffff,4.0,0.0,0.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0,0.0,0.0
8326d9fffffffff,13.0,0.0,0.0,0.0,0.0
8326dafffffffff,5.0,0.0,0.0,0.0,0.0
8326dbfffffffff,5.0,0.0,0.0,0.0,0.0
8326dcfffffffff,2.0,0.0,0.0,0.0,0.0
8326ddfffffffff,15.0,0.0,0.0,0.0,0.0
8326defffffffff,3.0,0.0,0.0,0.0,0.0
8326e0fffffffff,2.0,0.0,0.0,0.0,0.0
8326e1fffffffff,6.0,0.0,0.0,0.0,0.0
8326e2fffffffff,14.0,0.0,0.0,0.0,0.0
8326e3fffffffff,5.0,3.0,0.0,0.0,0.0
8326e4fffffffff,5.0,0.0,0.0,0.0,0.0
8326e5fffffffff,13.0,0.0,0.0,0.0,0.0
8326e6fffffffff,6.0,0.0,0.0,0.0,0.0
8326e8fffffffff,6.0,0.0,0.0,0.0,0.0
8326e9fffffffff,17.0,0.0,0.0,0.0,0.0
8326ecfffffffff,6.0,0.0,0.0,0.0,0.0
8326edfffffffff,14.0,0.0,0.0,0.0,0.0
8326f0fffffffff,2.0,0.0,0.0,0.0,0.0
8326f1fffffffff,3.0,0.0,0.0,0.0,0.0
8326f2fffffffff,68.0,2.0,0.0,0.0,0.0
8326f4fffffffff,5.0,0.0,0.0,0.0,0.0
8326f6fffffffff,17.0,0.0,0.0,0.0,0.0
832701fffffffff,2.0,0.0,0.0,0.0,0.0
832703fffffffff,4.0,0.0,0.0,0.0,0.0
832705fffffffff,2.0,0.0,0.0,0.0,0.0
832708fffffffff,14.0,14.0,0.0,0.0,0.0
832709fffffffff,2.0,0.0,0.0,0.0,0.0
83270dfffffffff,7.0,3.0,0.0,0.0,0.0
83270efffffffff,13.0,11.0,0.0,0.0,0.0
832712fffffffff,2.0,0.0,0.0,0.0,0.0
832719fffffffff,3.0,0.0,0.0,0.0,0.0
83271afffffffff,4.0,0.0,0.0,0.0,0.0
83271dfffffffff,2.0,0.0,0.0,0.0,0.0
83271efffffffff,2.0,0.0,0.0,0.0,0.0
83272afffffffff,2.0,0.0,0.0,0.0,0.0
832740fffffffff,48.0,0.0,0.0,0.0,0.0
832741fffffffff,60.0,0.0,0.0,0.0,0.0
832743fffffffff,7.0,0.0,0.0,0.0,0.0
832744fffffffff,12.0,0.0,0.0,0.0,0.0
832745fffffffff,34.0,0.0,0.0,0.0,0.0
832746fffffffff,17.0,2.0,0.0,0.0,0.0
832748fffffffff,355.0,0.0,0.0,0.0,0.0
832749fffffffff,340.0,0.0,0.0,0.0,0.0
83274afffffffff,23.0,2.0,0.0,0.0,0.0
83274bfffffffff,68.0,0.0,0.0,0.0,0.0
83274cfffffffff,43.0,0.0,0.0,0.0,0.0
83274dfffffffff,247.0,2.0,0.0,0.0,0.0
83274efffffffff,102.0,3.0,0.0,0.0,0.0
832751fffffffff,3.0,1.0,0.0,0.0,0.0
832752fffffffff,4.0,0.0,0.0,0.0,0.0
832753fffffffff,5.0,0.0,0.0,0.0,0.0
832754fffffffff,5.0,0.0,0.0,0.0,0.0
832756fffffffff,157.0,0.0,0.0,0.0,0.0
832758fffffffff,31.0,0.0,0.0,0.0,0.0
832759fffffffff,208.0,1.0,0.0,0.0,0.0
83275afffffffff,4.0,0.0,0.0,0.0,0.0
83275bfffffffff,2.0,0.0,0.0,0.0,0.0
83275cfffffffff,20.0,0.0,0.0,0.0,0.0
83275dfffffffff,57.0,0.0,0.0,0.0,0.0
832760fffffffff,15.0,13.0,0.0,0.0,0.0
832761fffffffff,11.0,11.0,0.0,0.0,0.0
832763fffffffff,27.0,10.0,0.0,0.0,0.0
832764fffffffff,2.0,2.0,0.0,0.0,0.0
832765fffffffff,2.0,2.0,0.0,0.0,0.0
832766fffffffff,14.0,14.0,0.0,0.0,0.0
832768fffffffff,2.0,0.0,0.0,0.0,0.0
832769fffffffff,72.0,67.0,0.0,0.0,0.0
83276afffffffff,47.0,0.0,0.0,0.0,0.0
83276bfffffffff,54.0,0.0,0.0,0.0,0.0
83276cfffffffff,36.0,36.0,0.0,0.0,0.0
83276dfffffffff,454.0,452.0,0.0,0.0,0.0
83276efffffffff,34.0,14.0,0.0,0.0,0.0
832770fffffffff,40.0,36.0,0.0,0.0,0.0
832771fffffffff,11.0,0.0,0.0,0.0,0.0
832772fffffffff,8.0,8.0,0.0,0.0,0.0
832773fffffffff,12.0,0.0,0.0,0.0,0.0
832774fffffffff,13.0,12.0,0.0,0.0,0.0
832775fffffffff,5.0,5.0,0.0,0.0,0.0
832776fffffffff,6.0,6.0,0.0,0.0,0.0
832780fffffffff,1.0,0.0,0.0,0.0,0.0
832781fffffffff,3.0,0.0,0.0,0.0,0.0
832785fffffffff,6.0,0.0,0.0,0.0,0.0
83278bfffffffff,1.0,0.0,0.0,0.0,0.0
832790fffffffff,5.0,0.0,0.0,0.0,0.0
832792fffffffff,3.0,0.0,0.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0,0.0,0.0
832796fffffffff,3.0,0.0,0.0,0.0,0.0
832798fffffffff,2.0,0.0,0.0,0.0,0.0
832799fffffffff,6.0,5.0,0.0,0.0,0.0
83279efffffffff,6.0,0.0,0.0,0.0,0.0
8327a0fffffffff,16.0,0.0,0.0,0.0,0.0
8327a1fffffffff,1.0,0.0,0.0,0.0,0.0
8327a4fffffffff,2.0,0.0,0.0,0.0,0.0
8327a6fffffffff,2.0,0.0,0.0,0.0,0.0
8327a8fffffffff,2.0,0.0,0.0,0.0,0.0
8327aafffffffff,7.0,0.0,0.0,0.0,0.0
8327acfffffffff,2.0,0.0,0.0,0.0,0.0
8327adfffffffff,8.0,0.0,0.0,0.0,0.0
8327aefffffffff,3.0,0.0,0.0,0.0,0.0
8327b0fffffffff,4.0,0.0,0.0,0.0,0.0
8327b1fffffffff,1.0,0.0,0.0,0.0,0.0
8327b2fffffffff,5.0,0.0,0.0,0.0,0.0
8327b3fffffffff,5.0,0.0,0.0,0.0,0.0
832802fffffffff,11.0,5.0,0.0,0.0,0.0
832806fffffffff,7.0,0.0,0.0,0.0,0.0
832810fffffffff,1.0,1.0,0.0,0.0,0.0
832811fffffffff,86.0,2.0,0.0,0.0,0.0
832812fffffffff,4.0,0.0,0.0,0.0,0.0
832813fffffffff,22.0,0.0,0.0,0.0,0.0
832814fffffffff,3.0,0.0,0.0,0.0,0.0
832815fffffffff,3.0,0.0,0.0,0.0,0.0
832818fffffffff,49.0,0.0,0.0,0.0,0.0
83281bfffffffff,11.0,0.0,0.0,0.0,0.0
83281cfffffffff,26.0,0.0,0.0,0.0,0.0
83281efffffffff,84.0,0.0,0.0,0.0,0.0
832830fffffffff,983.0,8.0,0.0,0.0,0.0
832831fffffffff,5.0,1.0,0.0,0.0,0.0
832832fffffffff,46.0,0.0,0.0,0.0,0.0
832833fffffffff,8.0,0.0,0.0,0.0,0.0
832834fffffffff,134.0,20.0,0.0,0.0,0.0
832835fffffffff,18.0,2.0,0.0,0.0,0.0
832836fffffffff,4251.0,13.0,0.0,0.0,0.0
832880fffffffff,2.0,0.0,0.0,0.0,0.0
832884fffffffff,95.0,0.0,0.0,0.0,0.0
832885fffffffff,9.0,0.0,0.0,0.0,0.0
832888fffffffff,7.0,0.0,0.0,0.0,0.0
832889fffffffff,6.0,0.0,0.0,0.0,0.0
83288afffffffff,6.0,0.0,0.0,0.0,0.0
83288bfffffffff,11.0,0.0,0.0,0.0,0.0
83288dfffffffff,2.0,0.0,0.0,0.0,0.0
83288efffffffff,4.0,0.0,0.0,0.0,0.0
832892fffffffff,17.0,2.0,0.0,0.0,0.0
832893fffffffff,14.0,4.0,0.0,0.0,0.0
832894fffffffff,9.0,0.0,0.0,0.0,0.0
832898fffffffff,11.0,0.0,0.0,0.0,0.0
832899fffffffff,2.0,2.0,0.0,0.0,0.0
83289afffffffff,2.0,0.0,0.0,0.0,0.0
83289bfffffffff,6.0,2.0,0.0,0.0,0.0
83289dfffffffff,3.0,0.0,0.0,0.0,0.0
83289efffffffff,35.0,0.0,0.0,0.0,0.0
8328a1fffffffff,3.0,0.0,0.0,0.0,0.0
8328a9fffffffff,7.0,0.0,0.0,0.0,0.0
8328aafffffffff,2.0,0.0,0.0,0.0,0.0
8328abfffffffff,2.0,0.0,0.0,0.0,0.0
8328aefffffffff,1.0,0.0,0.0,0.0,0.0
8328b0fffffffff,6.0,0.0,0.0,0.0,0.0
8328b1fffffffff,8.0,0.0,0.0,0.0,0.0
8328b2fffffffff,3.0,0.0,0.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0,0.0,0.0
8328b5fffffffff,4.0,0.0,0.0,0.0,0.0
8328b6fffffffff,19.0,0.0,0.0,0.0,0.0
8328c2fffffffff,18.0,8.0,0.0,0.0,0.0
8328c6fffffffff,7.0,0.0,0.0,0.0,0.0
8328d0fffffffff,3.0,2.0,0.0,0.0,0.0
8328d1fffffffff,149.0,20.0,0.0,0.0,0.0
8328d3fffffffff,16.0,9.0,0.0,0.0,0.0
8328d4fffffffff,5.0,0.0,0.0,0.0,0.0
8328d5fffffffff,52.0,2.0,0.0,0.0,0.0
8328d6fffffffff,4.0,0.0,0.0,0.0,0.0
8328d8fffffffff,24.0,8.0,0.0,0.0,0.0
8328d9fffffffff,3.0,3.0,0.0,0.0,0.0
8328dafffffffff,5.0,5.0,0.0,0.0,0.0
8328dcfffffffff,31.0,6.0,0.0,0.0,0.0
8328ddfffffffff,6.0,6.0,0.0,0.0,0.0
8328defffffffff,32.0,8.0,0.0,0.0,0.0
8328f0fffffffff,82.0,0.0,0.0,0.0,0.0
8328f1fffffffff,44.0,0.0,0.0,0.0,0.0
8328f2fffffffff,10.0,2.0,0.0,0.0,0.0
8328f3fffffffff,16.0,6.0,0.0,0.0,0.0
8328f4fffffffff,53.0,1.0,0.0,0.0,0.0
8328f5fffffffff,36.0,0.0,0.0,0.0,0.0
8328f6fffffffff,13.0,0.0,0.0,0.0,0.0
832912fffffffff,10.0,6.0,0.0,0.0,0.0
832913fffffffff,3.0,3.0,0.0,0.0,0.0
83291afffffffff,18.0,15.0,0.0,0.0,0.0
832982fffffffff,3.0,0.0,0.0,0.0,0.0
832984fffffffff,2.0,0.0,0.0,0.0,0.0
832985fffffffff,21.0,0.0,0.0,0.0,0.0
832986fffffffff,24.0,1.0,0.0,0.0,0.0
83298afffffffff,2.0,0.0,0.0,0.0,0.0
83298bfffffffff,1.0,0.0,0.0,0.0,0.0
83298cfffffffff,39.0,3.0,0.0,0.0,0.0
83298dfffffffff,11.0,0.0,0.0,0.0,0.0
83298efffffffff,3.0,0.0,0.0,0.0,0.0
832990fffffffff,16.0,4.0,0.0,0.0,0.0
832992fffffffff,9.0,7.0,0.0,0.0,0.0
832993fffffffff,3.0,0.0,0.0,0.0,0.0
832994fffffffff,16.0,5.0,0.0,0.0,0.0
832995fffffffff,5.0,0.0,0.0,0.0,0.0
832996fffffffff,5.0,0.0,0.0,0.0,0.0
832999fffffffff,2.0,0.0,0.0,0.0,0.0
83299afffffffff,3.0,0.0,0.0,0.0,0.0
83299bfffffffff,6.0,0.0,0.0,0.0,0.0
8329a0fffffffff,18.0,0.0,0.0,0.0,0.0
8329a1fffffffff,37.0,13.0,0.0,0.0,0.0
8329a2fffffffff,10.0,2.0,0.0,0.0,0.0
8329a3fffffffff,1.0,0.0,0.0,0.0,0.0
8329a4fffffffff,37.0,3.0,0.0,0.0,0.0
8329a5fffffffff,5.0,2.0,0.0,0.0,0.0
8329a6fffffffff,79.0,8.0,0.0,0.0,0.0
8329a8fffffffff,3.0,0.0,0.0,0.0,0.0
8329a9fffffffff,4.0,0.0,0.0,0.0,0.0
8329aafffffffff,10.0,2.0,0.0,0.0,0.0
8329abfffffffff,10.0,4.0,0.0,0.0,0.0
8329acfffffffff,12.0,12.0,0.0,0.0,0.0
8329adfffffffff,8.0,2.0,0.0,0.0,0.0
8329aefffffffff,27.0,0.0,0.0,0.0,0.0
8329b0fffffffff,15.0,0.0,0.0,0.0,0.0
8329b1fffffffff,21.0,0.0,0.0,0.0,0.0
8329b2fffffffff,25.0,2.0,0.0,0.0,0.0
8329b5fffffffff,64.0,0.0,0.0,0.0,0.0
8329b6fffffffff,20.0,6.0,0.0,0.0,0.0
832a10fffffffff,445.0,34.0,0.0,0.0,0.0
832a12fffffffff,5297.0,3.0,0.0,0.0,0.0
832a13fffffffff,3766.0,18.0,0.0,0.0,0.0
832a14fffffffff,81.0,29.0,0.0,0.0,0.0
832a15fffffffff,50.0,16.0,0.0,0.0,0.0
832a16fffffffff,72.0,18.0,0.0,0.0,0.0
832a30fffffffff,407.0,2.0,0.0,0.0,0.0
832a31fffffffff,109.0,0.0,0.0,0.0,0.0
832a32fffffffff,148.0,6.0,0.0,0.0,0.0
832a33fffffffff,128.0,11.0,0.0,0.0,0.0
832a34fffffffff,130.0,1.0,0.0,0.0,0.0
832a36fffffffff,18.0,0.0,0.0,0.0,0.0
832a81fffffffff,17.0,9.0,0.0,0.0,0.0
832a82fffffffff,7.0,0.0,0.0,0.0,0.0
832a84fffffffff,52.0,0.0,0.0,0.0,0.0
832a85fffffffff,34.0,8.0,0.0,0.0,0.0
832a86fffffffff,19.0,0.0,0.0,0.0,0.0
832a88fffffffff,2.0,2.0,0.0,0.0,0.0
832a89fffffffff,1.0,0.0,0.0,0.0,0.0
832a8afffffffff,1.0,1.0,0.0,0.0,0.0
832a8bfffffffff,6.0,2.0,0.0,0.0,0.0
832a8cfffffffff,1.0,0.0,0.0,0.0,0.0
832a8dfffffffff,2.0,2.0,0.0,0.0,0.0
832a8efffffffff,4.0,0.0,0.0,0.0,0.0
832a90fffffffff,11.0,0.0,0.0,0.0,0.0
832a91fffffffff,7.0,0.0,0.0,0.0,0.0
832a92fffffffff,2.0,0.0,0.0,0.0,0.0
832a93fffffffff,4.0,0.0,0.0,0.0,0.0
832a94fffffffff,18.0,0.0,0.0,0.0,0.0
832a95fffffffff,19.0,0.0,0.0,0.0,0.0
832a96fffffffff,8.0,0.0,0.0,0.0,0.0
832a9afffffffff,2.0,0.0,0.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,0.0,0.0
832a9dfffffffff,2.0,0.0,0.0,0.0,0.0
832a9efffffffff,6.0,0.0,0.0,0.0,0.0
832aa0fffffffff,6.0,4.0,0.0,0.0,0.0
832aa1fffffffff,60.0,42.0,0.0,0.0,0.0
832aa2fffffffff,5.0,0.0,0.0,0.0,0.0
832aa3fffffffff,21.0,0.0,0.0,0.0,0.0
832aa4fffffffff,121.0,2.0,0.0,0.0,0.0
832aa5fffffffff,1.0,0.0,0.0,0.0,0.0
832aa6fffffffff,81.0,29.0,0.0,0.0,0.0
832aa8fffffffff,143.0,35.0,0.0,0.0,0.0
832aa9fffffffff,17.0,3.0,0.0,0.0,0.0
832aaafffffffff,11.0,3.0,0.0,0.0,0.0
832aabfffffffff,13.0,10.0,0.0,0.0,0.0
832aacfffffffff,4659.0,20.0,0.0,0.0,0.0
832aadfffffffff,301.0,93.0,0.0,0.0,0.0
832aaefffffffff,64.0,8.0,0.0,0.0,0.0
832ab0fffffffff,303.0,172.0,0.0,0.0,0.0
832ab1fffffffff,31.0,0.0,0.0,0.0,0.0
832ab2fffffffff,1274.0,448.0,0.0,0.0,0.0
832ab3fffffffff,24.0,0.0,0.0,0.0,0.0
832ab4fffffffff,742.0,557.0,0.0,0.0,0.0
832ab5fffffffff,424.0,317.0,0.0,0.0,0.0
832ab6fffffffff,132.0,33.0,0.0,0.0,0.0
832ac6fffffffff,30.0,0.0,0.0,0.0,0.0
832ad3fffffffff,38.0,4.0,0.0,0.0,0.0
832ad5fffffffff,5.0,5.0,0.0,0.0,0.0
832af1fffffffff,3.0,0.0,0.0,0.0,0.0
832af3fffffffff,32.0,0.0,0.0,0.0,0.0
832af6fffffffff,20.0,0.0,0.0,0.0,0.0
832b00fffffffff,10.0,0.0,0.0,0.0,0.0
832b01fffffffff,5.0,0.0,0.0,0.0,0.0
832b03fffffffff,30.0,1.0,0.0,0.0,0.0
832b05fffffffff,10.0,0.0,0.0,0.0,0.0
832b0afffffffff,10.0,0.0,0.0,0.0,0.0
832b0cfffffffff,11.0,0.0,0.0,0.0,0.0
832b0efffffffff,2.0,0.0,0.0,0.0,0.0
832b12fffffffff,23.0,0.0,0.0,0.0,0.0
832b13fffffffff,2.0,0.0,0.0,0.0,0.0
832b14fffffffff,3.0,0.0,0.0,0.0,0.0
832b16fffffffff,28.0,0.0,0.0,0.0,0.0
832b18fffffffff,94.0,2.0,0.0,0.0,0.0
832b19fffffffff,55.0,0.0,0.0,0.0,0.0
832b1afffffffff,48.0,5.0,0.0,0.0,0.0
832b1bfffffffff,4.0,0.0,0.0,0.0,0.0
832b1cfffffffff,5.0,0.0,0.0,0.0,0.0
832b1dfffffffff,53.0,2.0,0.0,0.0,0.0
832b23fffffffff,7.0,0.0,0.0,0.0,0.0
832b25fffffffff,1.0,0.0,0.0,0.0,0.0
832b2cfffffffff,7.0,0.0,0.0,0.0,0.0
832b2efffffffff,17.0,0.0,0.0,0.0,0.0
832b30fffffffff,12.0,0.0,0.0,0.0,0.0
832b31fffffffff,12.0,0.0,0.0,0.0,0.0
832b33fffffffff,12.0,0.0,0.0,0.0,0.0
832b80fffffffff,13.0,0.0,0.0,0.0,0.0
832b81fffffffff,110.0,61.0,0.0,0.0,0.0
832b82fffffffff,14.0,10.0,0.0,0.0,0.0
832b83fffffffff,132.0,63.0,0.0,0.0,0.0
832b85fffffffff,27.0,0.0,0.0,0.0,0.0
832b88fffffffff,60.0,0.0,0.0,0.0,0.0
832b89fffffffff,201.0,2.0,0.0,0.0,0.0
832b8afffffffff,66.0,0.0,0.0,0.0,0.0
832b8bfffffffff,39.0,0.0,0.0,0.0,0.0
832b8cfffffffff,63.0,0.0,0.0,0.0,0.0
832b8dfffffffff,99.0,2.0,0.0,0.0,0.0
832b8efffffffff,652.0,615.0,0.0,0.0,0.0
832b90fffffffff,22.0,12.0,0.0,0.0,0.0
