cell_id,Stilpnia cyanoptera,Stilpnia cyanoptera cyanoptera,Stilpnia cyanoptera whitelyi
825f47fffffffff,2.0,0.0,0.0
825f4ffffffffff,23.0,0.0,0.0
825f6ffffffffff,2.0,0.0,0.0
825f77fffffffff,130.0,0.0,19.0
826607fffffffff,207.0,6.0,0.0
82660ffffffffff,178.0,2.0,0.0
826627fffffffff,2250.0,58.0,0.0
82662ffffffffff,174.0,1.0,0.0
8266e7fffffffff,14.0,1.0,0.0
826747fffffffff,199.0,5.0,0.0
82674ffffffffff,2001.0,47.0,0.0
826757fffffffff,334.0,0.0,0.0
82675ffffffffff,208.0,5.0,0.0
