cell_id,Setophaga palmarum,Setophaga palmarum palmarum,Setophaga palmarum hypochrysea
840d619ffffffff,1.0,0.0,0.0
840d6cdffffffff,9.0,0.0,0.0
840e453ffffffff,2.0,0.0,0.0
840e487ffffffff,2.0,0.0,0.0
840e491ffffffff,11.0,0.0,0.0
840e493ffffffff,4.0,0.0,0.0
840e497ffffffff,32.0,0.0,0.0
840e49bffffffff,26.0,0.0,0.0
840e4a1ffffffff,3.0,0.0,0.0
840e4a5ffffffff,14.0,0.0,0.0
840e4a9ffffffff,13.0,0.0,0.0
840e4b3ffffffff,2.0,0.0,0.0
840e4d3ffffffff,7.0,0.0,0.0
840e4dbffffffff,58.0,0.0,0.0
840e523ffffffff,16.0,0.0,0.0
840e531ffffffff,14.0,0.0,0.0
840e535ffffffff,9.0,0.0,0.0
840e53dffffffff,4.0,0.0,0.0
840e59bffffffff,4.0,0.0,0.0
840e5a5ffffffff,4.0,0.0,0.0
840e5abffffffff,6.0,0.0,0.0
840e5adffffffff,1.0,0.0,0.0
840e5b3ffffffff,8.0,0.0,0.0
840e5b7ffffffff,12.0,0.0,0.0
840e5bdffffffff,2.0,0.0,0.0
840e805ffffffff,139.0,0.0,0.0
840e807ffffffff,2.0,0.0,0.0
840e891ffffffff,7.0,0.0,0.0
840e897ffffffff,6.0,0.0,0.0
840e89bffffffff,6.0,0.0,0.0
840e911ffffffff,6.0,0.0,0.0
840e945ffffffff,4.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0
840e9a1ffffffff,3.0,0.0,0.0
840e9a7ffffffff,2.0,0.0,0.0
840ec09ffffffff,2.0,0.0,0.0
840ec15ffffffff,2.0,0.0,0.0
840ec19ffffffff,23.0,6.0,0.0
840ec21ffffffff,18.0,0.0,0.0
840ec23ffffffff,11.0,0.0,0.0
840ec29ffffffff,10.0,0.0,0.0
840ec6bffffffff,1.0,0.0,0.0
840ec81ffffffff,2.0,0.0,0.0
840ec85ffffffff,12.0,5.0,0.0
840ec8dffffffff,4.0,0.0,0.0
840ec91ffffffff,22.0,3.0,0.0
840ec95ffffffff,30.0,4.0,0.0
840ec97ffffffff,4.0,0.0,0.0
840ec99ffffffff,8.0,8.0,0.0
840ec9dffffffff,15.0,7.0,0.0
840eca7ffffffff,4.0,0.0,0.0
840ecabffffffff,5.0,3.0,0.0
840ecb9ffffffff,6.0,0.0,0.0
840ecbdffffffff,4.0,0.0,0.0
840ecc1ffffffff,57.0,7.0,0.0
840ecc9ffffffff,229.0,3.0,0.0
840ecd1ffffffff,2.0,0.0,0.0
840ecd7ffffffff,14.0,14.0,0.0
840ed13ffffffff,8.0,0.0,0.0
840ed19ffffffff,3.0,0.0,0.0
840ed1dffffffff,2.0,0.0,0.0
840ed41ffffffff,2.0,0.0,0.0
840ed45ffffffff,4.0,0.0,0.0
840ed49ffffffff,13.0,0.0,0.0
840ed4dffffffff,9.0,0.0,0.0
840ed55ffffffff,1.0,0.0,0.0
840ed57ffffffff,1.0,0.0,0.0
840ed81ffffffff,1.0,0.0,0.0
840ed85ffffffff,3.0,0.0,0.0
840edb1ffffffff,2.0,0.0,0.0
840edbbffffffff,2.0,0.0,0.0
840edc5ffffffff,3.0,0.0,0.0
840edd5ffffffff,2.0,0.0,0.0
840edddffffffff,2.0,0.0,0.0
840ee17ffffffff,4.0,0.0,0.0
840ee81ffffffff,2.0,0.0,0.0
840ee85ffffffff,7.0,0.0,0.0
840ee8bffffffff,4.0,0.0,0.0
840ee95ffffffff,4.0,0.0,0.0
840ee9dffffffff,1.0,0.0,0.0
840eea7ffffffff,838.0,5.0,0.0
840eeb9ffffffff,2.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0
840eed1ffffffff,7.0,0.0,0.0
840eed3ffffffff,3.0,0.0,0.0
840eed5ffffffff,18.0,0.0,0.0
840eee3ffffffff,13.0,0.0,0.0
840ef21ffffffff,4.0,0.0,0.0
840ef25ffffffff,2.0,0.0,0.0
840ef2dffffffff,2.0,0.0,0.0
840ef31ffffffff,1.0,0.0,0.0
840ef35ffffffff,4.0,0.0,0.0
840ef39ffffffff,1.0,0.0,0.0
840ef3bffffffff,2.0,0.0,0.0
84120a1ffffffff,12.0,12.0,0.0
84120b3ffffffff,2.0,2.0,0.0
84120b7ffffffff,3.0,0.0,0.0
8412151ffffffff,5.0,0.0,0.0
841215dffffffff,3.0,0.0,0.0
8412181ffffffff,2.0,0.0,0.0
841218dffffffff,3.0,0.0,0.0
84121a7ffffffff,3.0,0.0,0.0
84121abffffffff,2.0,0.0,0.0
84121b1ffffffff,3.0,0.0,0.0
8412219ffffffff,1.0,0.0,0.0
841221dffffffff,2.0,0.0,0.0
841223bffffffff,2.0,0.0,0.0
841225bffffffff,1.0,0.0,0.0
84122e9ffffffff,1.0,0.0,0.0
8412301ffffffff,2.0,0.0,0.0
8412303ffffffff,4.0,0.0,0.0
8412307ffffffff,2.0,0.0,0.0
8412339ffffffff,4.0,0.0,0.0
8412433ffffffff,3.0,0.0,0.0
8412445ffffffff,15.0,0.0,0.0
841244dffffffff,14.0,0.0,0.0
841246bffffffff,4.0,0.0,0.0
8412485ffffffff,3.0,0.0,0.0
84124a7ffffffff,1.0,0.0,0.0
84124b7ffffffff,3.0,0.0,0.0
8412505ffffffff,20.0,6.0,0.0
841250bffffffff,1.0,1.0,0.0
8412515ffffffff,101.0,14.0,0.0
841251dffffffff,50.0,2.0,0.0
8412521ffffffff,6.0,0.0,0.0
8412523ffffffff,2.0,2.0,0.0
8412527ffffffff,2.0,0.0,0.0
841252dffffffff,2.0,0.0,0.0
8412535ffffffff,11.0,0.0,0.0
8412539ffffffff,3.0,0.0,0.0
8412543ffffffff,2.0,2.0,0.0
8412549ffffffff,26.0,14.0,0.0
841254bffffffff,7.0,7.0,0.0
8412555ffffffff,8.0,4.0,0.0
8412565ffffffff,2.0,2.0,0.0
8412591ffffffff,120.0,42.0,0.0
8412593ffffffff,1.0,0.0,0.0
8412597ffffffff,39.0,4.0,0.0
8412599ffffffff,2.0,0.0,0.0
841259bffffffff,1.0,0.0,0.0
841259dffffffff,3.0,0.0,0.0
84125c1ffffffff,2.0,0.0,0.0
84125d9ffffffff,15.0,0.0,0.0
84125dbffffffff,9.0,6.0,0.0
8412603ffffffff,4.0,0.0,0.0
841260bffffffff,2.0,0.0,0.0
841261dffffffff,2.0,0.0,0.0
8412639ffffffff,9.0,0.0,0.0
841263dffffffff,18.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0
84126b1ffffffff,2.0,2.0,0.0
84126e7ffffffff,3.0,0.0,0.0
8412721ffffffff,17.0,13.0,0.0
8412723ffffffff,29.0,14.0,0.0
8412727ffffffff,2.0,0.0,0.0
841272bffffffff,2.0,2.0,0.0
8412733ffffffff,2.0,0.0,0.0
8412753ffffffff,2.0,0.0,0.0
8412759ffffffff,2.0,0.0,0.0
841275bffffffff,2.0,0.0,0.0
8412c0bffffffff,2.0,0.0,0.0
8412c11ffffffff,3.0,0.0,0.0
8412c1bffffffff,8.0,0.0,0.0
8412c8bffffffff,6.0,0.0,0.0
8412cc1ffffffff,5.0,0.0,0.0
8412ccdffffffff,127.0,19.0,0.0
8412cd9ffffffff,6.0,4.0,0.0
8412e11ffffffff,1.0,0.0,0.0
8412e13ffffffff,38.0,1.0,0.0
8412e19ffffffff,6.0,0.0,0.0
8412e1bffffffff,1.0,0.0,0.0
8412e53ffffffff,3.0,0.0,0.0
8412e59ffffffff,5.0,3.0,0.0
8412e5dffffffff,1.0,0.0,0.0
8412ebdffffffff,2.0,2.0,0.0
8412ec1ffffffff,60.0,29.0,0.0
8412ec5ffffffff,2.0,0.0,0.0
8412ec9ffffffff,13.0,0.0,0.0
8412ecdffffffff,22.0,0.0,0.0
8412ee3ffffffff,1.0,0.0,0.0
8412f13ffffffff,1.0,0.0,0.0
8413069ffffffff,4.0,0.0,0.0
8413119ffffffff,7.0,0.0,0.0
841311bffffffff,3.0,0.0,0.0
8413505ffffffff,3.0,0.0,0.0
8413507ffffffff,8.0,0.0,0.0
8413529ffffffff,85.0,0.0,0.0
841352dffffffff,11.0,0.0,0.0
841aa07ffffffff,5.0,0.0,0.0
841aa35ffffffff,5.0,0.0,0.0
841aa3dffffffff,5.0,0.0,0.0
841aa45ffffffff,18.0,0.0,2.0
841aa47ffffffff,4.0,0.0,0.0
841aa4dffffffff,4.0,0.0,0.0
841aa61ffffffff,2.0,0.0,0.0
841aa67ffffffff,2.0,0.0,0.0
841aa69ffffffff,79.0,0.0,18.0
841aa6bffffffff,24.0,0.0,7.0
841ab0bffffffff,10.0,0.0,0.0
841b8a7ffffffff,2.0,0.0,0.0
841b921ffffffff,1.0,0.0,0.0
841b98dffffffff,2.0,0.0,0.0
841b993ffffffff,2.0,0.0,0.0
841b99bffffffff,4.0,0.0,0.0
841b9a5ffffffff,6.0,0.0,0.0
841b9adffffffff,2.0,0.0,0.0
841b9b7ffffffff,2.0,0.0,0.0
841b9cdffffffff,2.0,0.0,0.0
841b9e1ffffffff,11.0,0.0,0.0
841b9e3ffffffff,9.0,0.0,0.0
841b9e7ffffffff,2.0,0.0,0.0
841b9ebffffffff,7.0,0.0,0.0
8426003ffffffff,4.0,0.0,0.0
8426005ffffffff,2.0,0.0,0.0
8426007ffffffff,2.0,0.0,0.0
8426009ffffffff,2.0,0.0,0.0
842600bffffffff,8.0,0.0,0.0
8426015ffffffff,7.0,0.0,0.0
8426017ffffffff,19.0,2.0,0.0
842601dffffffff,6.0,2.0,0.0
8426021ffffffff,4.0,0.0,0.0
8426029ffffffff,2.0,0.0,0.0
8426033ffffffff,2.0,0.0,0.0
8426039ffffffff,6.0,2.0,0.0
842603bffffffff,2.0,0.0,0.0
8426043ffffffff,10.0,0.0,0.0
842604bffffffff,16.0,0.0,0.0
8426051ffffffff,11.0,2.0,0.0
8426055ffffffff,2.0,2.0,0.0
8426057ffffffff,1.0,0.0,0.0
8426059ffffffff,13.0,0.0,0.0
842605bffffffff,7.0,2.0,0.0
842605dffffffff,13.0,2.0,0.0
8426061ffffffff,1.0,0.0,0.0
8426067ffffffff,6.0,0.0,0.0
8426085ffffffff,14.0,1.0,0.0
8426087ffffffff,3.0,2.0,0.0
8426093ffffffff,3.0,0.0,0.0
8426099ffffffff,2.0,0.0,0.0
842609bffffffff,3.0,0.0,0.0
84260a1ffffffff,30.0,5.0,0.0
84260a3ffffffff,1.0,0.0,0.0
84260a7ffffffff,2.0,0.0,0.0
84260a9ffffffff,19.0,4.0,0.0
84260adffffffff,7.0,1.0,0.0
84260b1ffffffff,3.0,0.0,0.0
84260b3ffffffff,16.0,0.0,0.0
84260b7ffffffff,3.0,0.0,0.0
84260b9ffffffff,62.0,6.0,0.0
84260bbffffffff,4.0,2.0,0.0
84260bdffffffff,1.0,0.0,0.0
84260c1ffffffff,5.0,0.0,0.0
84260cbffffffff,13.0,0.0,0.0
84260d3ffffffff,2.0,0.0,0.0
84260d9ffffffff,88.0,3.0,0.0
84260dbffffffff,2.0,0.0,0.0
84260e1ffffffff,1.0,0.0,0.0
84260e3ffffffff,35.0,2.0,0.0
84260e7ffffffff,4.0,0.0,0.0
84260e9ffffffff,3.0,0.0,0.0
84260ebffffffff,21.0,6.0,0.0
842610dffffffff,2.0,0.0,0.0
8426143ffffffff,1.0,1.0,0.0
842615bffffffff,2.0,0.0,0.0
8426201ffffffff,10.0,0.0,0.0
8426203ffffffff,8.0,0.0,0.0
8426205ffffffff,29.0,0.0,0.0
8426207ffffffff,17.0,8.0,0.0
8426209ffffffff,4.0,0.0,0.0
842620bffffffff,75.0,0.0,0.0
842620dffffffff,18.0,0.0,0.0
8426211ffffffff,31.0,0.0,0.0
8426213ffffffff,21.0,0.0,0.0
8426215ffffffff,18.0,0.0,0.0
8426217ffffffff,5.0,0.0,0.0
8426219ffffffff,192.0,30.0,0.0
842621bffffffff,224.0,15.0,0.0
842621dffffffff,81.0,3.0,0.0
8426221ffffffff,3.0,0.0,0.0
8426223ffffffff,10.0,0.0,0.0
8426229ffffffff,2.0,0.0,0.0
842622bffffffff,7.0,0.0,0.0
8426231ffffffff,25.0,2.0,0.0
8426233ffffffff,13.0,2.0,0.0
8426235ffffffff,9.0,0.0,0.0
8426237ffffffff,5.0,0.0,0.0
8426239ffffffff,2.0,0.0,0.0
842623bffffffff,17.0,0.0,0.0
842623dffffffff,12.0,0.0,0.0
8426241ffffffff,33.0,0.0,0.0
8426243ffffffff,18.0,0.0,0.0
8426245ffffffff,123.0,2.0,0.0
8426247ffffffff,4.0,0.0,0.0
8426249ffffffff,190.0,3.0,0.0
842624bffffffff,84.0,0.0,0.0
842624dffffffff,12.0,0.0,0.0
8426251ffffffff,16.0,0.0,0.0
8426253ffffffff,7.0,2.0,0.0
8426255ffffffff,41.0,0.0,0.0
8426257ffffffff,50.0,0.0,0.0
8426259ffffffff,21.0,0.0,0.0
842625bffffffff,3.0,0.0,0.0
842625dffffffff,41.0,0.0,0.0
8426261ffffffff,70.0,8.0,0.0
8426263ffffffff,10.0,1.0,0.0
8426269ffffffff,106.0,21.0,0.0
842626bffffffff,14.0,0.0,0.0
842626dffffffff,63.0,15.0,0.0
8426281ffffffff,31.0,2.0,0.0
8426283ffffffff,16.0,4.0,0.0
8426285ffffffff,4.0,1.0,0.0
8426287ffffffff,3.0,0.0,0.0
8426289ffffffff,84.0,0.0,0.0
842628bffffffff,5.0,0.0,0.0
842628dffffffff,15.0,0.0,0.0
8426291ffffffff,142.0,6.0,0.0
8426293ffffffff,26.0,2.0,0.0
8426295ffffffff,2.0,0.0,0.0
8426299ffffffff,23.0,0.0,0.0
842629bffffffff,6.0,0.0,0.0
842629dffffffff,3.0,0.0,0.0
84262a1ffffffff,7.0,0.0,0.0
84262a9ffffffff,7.0,0.0,0.0
84262abffffffff,1.0,1.0,0.0
84262adffffffff,11.0,0.0,0.0
84262b3ffffffff,121.0,9.0,0.0
84262b7ffffffff,24.0,0.0,0.0
84262b9ffffffff,2.0,0.0,0.0
84262bbffffffff,6.0,0.0,0.0
84262c1ffffffff,247.0,16.0,0.0
84262c3ffffffff,61.0,0.0,0.0
84262c5ffffffff,5.0,0.0,0.0
84262c7ffffffff,62.0,0.0,0.0
84262c9ffffffff,487.0,15.0,0.0
84262cbffffffff,151.0,4.0,0.0
84262cdffffffff,1792.0,171.0,0.0
84262d1ffffffff,24.0,11.0,0.0
84262d5ffffffff,27.0,0.0,0.0
84262d7ffffffff,1.0,0.0,0.0
84262d9ffffffff,137.0,2.0,0.0
84262dbffffffff,72.0,0.0,0.0
84262ddffffffff,154.0,4.0,0.0
84262e1ffffffff,11.0,3.0,0.0
84262e3ffffffff,9.0,0.0,0.0
84262e5ffffffff,3.0,0.0,0.0
84262e7ffffffff,16.0,1.0,0.0
84262e9ffffffff,4.0,0.0,0.0
84262ebffffffff,2.0,0.0,0.0
84262edffffffff,16.0,0.0,0.0
8426301ffffffff,2.0,2.0,0.0
8426305ffffffff,2.0,2.0,0.0
842630bffffffff,9.0,9.0,0.0
8426315ffffffff,2.0,0.0,0.0
8426333ffffffff,2.0,0.0,0.0
8426337ffffffff,3.0,0.0,0.0
8426341ffffffff,20.0,1.0,0.0
8426343ffffffff,2.0,1.0,0.0
8426345ffffffff,6.0,2.0,0.0
8426347ffffffff,6.0,0.0,0.0
842634bffffffff,12.0,2.0,0.0
842634dffffffff,4.0,0.0,0.0
8426351ffffffff,7.0,0.0,0.0
8426359ffffffff,5.0,0.0,0.0
8426361ffffffff,2.0,0.0,0.0
8426363ffffffff,4.0,0.0,0.0
