cell_id,Somateria mollissima,Somateria mollissima mollissima,Somateria mollissima faeroeensis,Somateria mollissima v-nigrum,Somateria mollissima dresseri,Somateria mollissima borealis,Somateria mollissima sedentaria
8400011ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840001bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8400219ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8400283ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8400289ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840028bffffffff,10.0,0.0,0.0,0.0,0.0,6.0,0.0
840028dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8400295ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8400299ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840029dffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84002b5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84002bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84002c1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84002c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84002c9ffffffff,8.0,0.0,0.0,0.0,0.0,1.0,0.0
84002d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84002d7ffffffff,10.0,0.0,0.0,0.0,0.0,2.0,0.0
84010d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840120dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8401225ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840122bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840123dffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8401243ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840124dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8401259ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840125dffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
8401265ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
840126bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840130bffffffff,493.0,105.0,0.0,0.0,0.0,0.0,0.0
8401319ffffffff,152.0,23.0,0.0,0.0,0.0,0.0,0.0
840131dffffffff,28.0,5.0,0.0,0.0,0.0,0.0,0.0
8401351ffffffff,358.0,77.0,0.0,0.0,0.0,0.0,0.0
8401353ffffffff,57.0,6.0,0.0,0.0,0.0,0.0,0.0
8401355ffffffff,218.0,40.0,0.0,0.0,0.0,0.0,0.0
8401357ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8401359ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840135bffffffff,34.0,2.0,0.0,0.0,0.0,0.0,0.0
840135dffffffff,16.0,8.0,0.0,0.0,0.0,0.0,0.0
840136dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8401503ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8401507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8401509ffffffff,19.0,0.0,0.0,0.0,0.0,1.0,0.0
8401515ffffffff,13.0,0.0,0.0,0.0,0.0,2.0,0.0
8401517ffffffff,36.0,0.0,0.0,0.0,0.0,11.0,0.0
840151dffffffff,13.0,0.0,0.0,0.0,0.0,6.0,0.0
8401521ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8401523ffffffff,15.0,0.0,0.0,0.0,0.0,2.0,0.0
8401533ffffffff,35.0,0.0,0.0,0.0,0.0,17.0,0.0
8401535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840153bffffffff,278.0,0.0,0.0,0.0,0.0,52.0,0.0
8401541ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8401567ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84015a1ffffffff,53.0,0.0,0.0,0.0,0.0,28.0,0.0
84015a5ffffffff,22.0,0.0,0.0,0.0,0.0,11.0,0.0
84015a9ffffffff,47.0,0.0,0.0,0.0,0.0,13.0,0.0
84015abffffffff,24.0,0.0,0.0,0.0,0.0,8.0,0.0
84015adffffffff,26.0,0.0,0.0,0.0,0.0,8.0,0.0
84015e1ffffffff,213.0,0.0,0.0,0.0,0.0,176.0,0.0
84015e3ffffffff,30.0,0.0,0.0,0.0,0.0,8.0,0.0
84015e7ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84015e9ffffffff,11.0,0.0,0.0,0.0,0.0,4.0,0.0
84015ebffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
84015edffffffff,9.0,0.0,0.0,0.0,0.0,5.0,0.0
8401b31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402405ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8402417ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840241dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402423ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8402435ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840243dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84024c1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84024c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84024c9ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
84024d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840250bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840253dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402551ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84025cbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84025d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8402643ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8402653ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402655ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8402929ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402c83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402cadffffffff,337.0,0.0,0.0,0.0,0.0,0.0,0.0
8402ce7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8402ed7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8404eb1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8406013ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406201ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840622dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8406261ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406309ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8406311ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8406353ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8406709ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406833ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8406897ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84068d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8406953ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406955ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406c9bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406cabffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d1dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8406dd1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8406ed5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407043ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8407411ffffffff,150.0,0.0,0.0,0.0,0.0,0.0,0.0
8407417ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8407425ffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0
8407427ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8407433ffffffff,308.0,0.0,0.0,0.0,0.0,0.0,0.0
8407437ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
840744bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840745dffffffff,208.0,0.0,0.0,0.0,0.0,0.0,0.0
8407461ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8407465ffffffff,105.0,0.0,0.0,0.0,0.0,0.0,0.0
8407467ffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0
84074e9ffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
84074edffffffff,167.0,0.0,0.0,0.0,0.0,0.0,0.0
8407511ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8407513ffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
8407517ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8407519ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840751bffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
8407533ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840753bffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
8407551ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8407553ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
8407559ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
840755bffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0
840755dffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
8407581ffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0
8407589ffffffff,207.0,0.0,0.0,0.0,0.0,0.0,0.0
840758dffffffff,318.0,0.0,0.0,0.0,0.0,0.0,0.0
84075a9ffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0
84075c1ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
84075c3ffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
84075c5ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
84075c7ffffffff,222.0,0.0,0.0,0.0,0.0,0.0,0.0
84075c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84075cbffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0
84075cdffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,1274.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d9ffffffff,309.0,0.0,0.0,0.0,0.0,0.0,0.0
84075ddffffffff,1154.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e1ffffffff,170.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e3ffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e7ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
84075e9ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
