cell_id,Vireo bellii,Vireo bellii bellii/medius,Vireo bellii arizonae,Vireo bellii pusillus
832672fffffffff,11.0,0.0,0.0,0.0
832673fffffffff,20.0,0.0,0.0,0.0
832674fffffffff,137.0,6.0,0.0,0.0
832675fffffffff,20.0,0.0,0.0,0.0
832676fffffffff,83.0,4.0,0.0,0.0
8326a1fffffffff,15.0,0.0,0.0,0.0
8326a5fffffffff,13.0,0.0,0.0,0.0
8326a8fffffffff,450.0,0.0,0.0,0.0
8326a9fffffffff,65.0,6.0,0.0,0.0
8326abfffffffff,2.0,0.0,0.0,0.0
8326acfffffffff,6.0,0.0,0.0,0.0
8326adfffffffff,211.0,6.0,0.0,0.0
8326c0fffffffff,10.0,0.0,0.0,0.0
8326c1fffffffff,244.0,10.0,0.0,0.0
8326c2fffffffff,20.0,1.0,0.0,0.0
8326c3fffffffff,30.0,2.0,0.0,0.0
8326c4fffffffff,30.0,5.0,0.0,0.0
8326c5fffffffff,180.0,81.0,0.0,0.0
8326c6fffffffff,2.0,0.0,0.0,0.0
8326c8fffffffff,153.0,0.0,0.0,0.0
8326c9fffffffff,8.0,0.0,0.0,0.0
8326cafffffffff,68.0,0.0,0.0,0.0
8326cbfffffffff,79.0,0.0,0.0,0.0
8326ccfffffffff,25.0,1.0,0.0,0.0
8326cdfffffffff,12.0,0.0,0.0,0.0
8326cefffffffff,17.0,0.0,0.0,0.0
8326d1fffffffff,7.0,0.0,0.0,0.0
8326d2fffffffff,1.0,0.0,0.0,0.0
8326d3fffffffff,2.0,0.0,0.0,0.0
8326d4fffffffff,18.0,0.0,0.0,0.0
8326d8fffffffff,40.0,0.0,0.0,0.0
8326d9fffffffff,96.0,0.0,0.0,0.0
8326dafffffffff,41.0,0.0,0.0,0.0
8326dbfffffffff,128.0,0.0,0.0,0.0
8326dcfffffffff,20.0,0.0,0.0,0.0
8326ddfffffffff,38.0,0.0,0.0,0.0
8326defffffffff,30.0,0.0,0.0,0.0
8326e0fffffffff,181.0,0.0,0.0,0.0
8326e1fffffffff,89.0,0.0,0.0,0.0
8326e2fffffffff,899.0,20.0,0.0,0.0
8326e3fffffffff,140.0,1.0,0.0,0.0
8326e4fffffffff,220.0,2.0,0.0,0.0
8326e5fffffffff,1063.0,14.0,0.0,0.0
8326e6fffffffff,143.0,0.0,0.0,0.0
8326e8fffffffff,42.0,2.0,0.0,0.0
8326e9fffffffff,175.0,2.0,0.0,0.0
8326eafffffffff,40.0,14.0,0.0,0.0
8326ebfffffffff,8.0,2.0,0.0,0.0
8326ecfffffffff,285.0,5.0,0.0,0.0
8326edfffffffff,93.0,2.0,0.0,0.0
8326eefffffffff,189.0,50.0,0.0,0.0
8326f0fffffffff,107.0,2.0,0.0,0.0
8326f1fffffffff,98.0,0.0,0.0,0.0
8326f2fffffffff,6.0,0.0,0.0,0.0
8326f3fffffffff,4.0,0.0,0.0,0.0
8326f4fffffffff,27.0,0.0,0.0,0.0
8326f5fffffffff,37.0,2.0,0.0,0.0
8326f6fffffffff,21.0,0.0,0.0,0.0
83274bfffffffff,14.0,0.0,0.0,0.0
832753fffffffff,62.0,2.0,0.0,0.0
832758fffffffff,41.0,0.0,0.0,0.0
832759fffffffff,236.0,8.0,0.0,0.0
83275afffffffff,16.0,0.0,0.0,0.0
83275bfffffffff,146.0,2.0,0.0,0.0
83275efffffffff,8.0,0.0,0.0,0.0
832789fffffffff,5.0,0.0,0.0,0.0
832912fffffffff,293.0,0.0,0.0,191.0
832980fffffffff,31.0,0.0,0.0,0.0
832981fffffffff,5.0,0.0,0.0,0.0
832982fffffffff,31.0,0.0,0.0,0.0
832984fffffffff,3.0,0.0,0.0,0.0
832986fffffffff,187.0,0.0,0.0,0.0
832990fffffffff,3.0,0.0,0.0,0.0
832995fffffffff,505.0,0.0,0.0,0.0
8329a0fffffffff,3418.0,0.0,0.0,1283.0
8329a1fffffffff,1657.0,0.0,0.0,507.0
8329a2fffffffff,1.0,0.0,0.0,0.0
8329a4fffffffff,3256.0,0.0,0.0,1319.0
8329a5fffffffff,2297.0,0.0,0.0,868.0
8329a6fffffffff,374.0,0.0,0.0,7.0
8329acfffffffff,40.0,0.0,0.0,18.0
8329b0fffffffff,917.0,0.0,243.0,0.0
8329b1fffffffff,189.0,0.0,2.0,0.0
8329b2fffffffff,815.0,0.0,53.0,0.0
8329b3fffffffff,4.0,0.0,0.0,0.0
8329b4fffffffff,2.0,0.0,0.0,0.0
8329b5fffffffff,54.0,0.0,16.0,0.0
8329b6fffffffff,1407.0,0.0,348.0,0.0
832a90fffffffff,30.0,1.0,0.0,0.0
832a91fffffffff,1.0,0.0,0.0,0.0
832a92fffffffff,20.0,0.0,0.0,0.0
832a94fffffffff,1.0,0.0,0.0,0.0
832a96fffffffff,9.0,0.0,0.0,0.0
834449fffffffff,83.0,4.0,0.0,0.0
83444bfffffffff,4.0,2.0,0.0,0.0
83444cfffffffff,84.0,0.0,0.0,0.0
834459fffffffff,3.0,0.0,0.0,0.0
83446bfffffffff,7.0,0.0,0.0,0.0
83446cfffffffff,29.0,0.0,0.0,0.0
83446dfffffffff,2.0,0.0,0.0,0.0
834801fffffffff,34.0,0.0,0.0,0.0
834802fffffffff,17.0,0.0,0.0,0.0
834803fffffffff,4.0,0.0,0.0,0.0
834805fffffffff,58.0,0.0,0.0,15.0
834806fffffffff,39.0,0.0,0.0,0.0
834808fffffffff,7.0,0.0,0.0,0.0
834809fffffffff,201.0,0.0,4.0,0.0
83480afffffffff,428.0,0.0,52.0,0.0
83480bfffffffff,35.0,0.0,8.0,0.0
83480dfffffffff,8.0,0.0,0.0,0.0
83480efffffffff,108.0,0.0,4.0,0.0
834810fffffffff,1.0,0.0,0.0,0.0
834812fffffffff,11.0,0.0,0.0,0.0
834814fffffffff,26.0,0.0,0.0,0.0
834815fffffffff,5.0,0.0,0.0,0.0
834816fffffffff,3.0,0.0,0.0,0.0
83481afffffffff,21.0,0.0,0.0,0.0
83481bfffffffff,2.0,0.0,0.0,0.0
83481cfffffffff,2.0,0.0,0.0,0.0
834823fffffffff,94.0,0.0,0.0,11.0
83482afffffffff,19.0,0.0,0.0,3.0
83482bfffffffff,3.0,0.0,0.0,0.0
83482efffffffff,90.0,0.0,0.0,22.0
834830fffffffff,6.0,0.0,0.0,0.0
834832fffffffff,49.0,0.0,0.0,0.0
834833fffffffff,292.0,0.0,0.0,0.0
834836fffffffff,1681.0,0.0,0.0,0.0
834842fffffffff,34.0,0.0,0.0,17.0
834843fffffffff,19.0,0.0,0.0,12.0
834846fffffffff,2.0,0.0,0.0,0.0
83484afffffffff,82.0,0.0,0.0,2.0
834852fffffffff,15.0,0.0,7.0,0.0
834855fffffffff,4.0,0.0,0.0,0.0
834856fffffffff,345.0,0.0,6.0,0.0
834858fffffffff,3.0,0.0,0.0,0.0
834859fffffffff,24.0,0.0,0.0,8.0
83485afffffffff,47.0,0.0,15.0,0.0
83485bfffffffff,51.0,0.0,14.0,0.0
83485cfffffffff,15.0,0.0,0.0,3.0
83485dfffffffff,75.0,0.0,0.0,11.0
834871fffffffff,1.0,0.0,0.0,0.0
834872fffffffff,16.0,0.0,0.0,0.0
834873fffffffff,1.0,0.0,0.0,0.0
834880fffffffff,73.0,0.0,0.0,0.0
834881fffffffff,69.0,3.0,0.0,0.0
834882fffffffff,62.0,0.0,0.0,0.0
834883fffffffff,1673.0,9.0,0.0,0.0
834884fffffffff,3.0,0.0,0.0,0.0
834885fffffffff,1.0,0.0,0.0,0.0
834886fffffffff,16.0,0.0,0.0,0.0
834888fffffffff,422.0,0.0,0.0,0.0
834889fffffffff,43.0,0.0,0.0,0.0
83488afffffffff,501.0,0.0,0.0,0.0
83488bfffffffff,291.0,0.0,0.0,0.0
83488cfffffffff,37.0,0.0,0.0,0.0
83488dfffffffff,1343.0,50.0,0.0,0.0
83488efffffffff,1338.0,8.0,0.0,0.0
834891fffffffff,10.0,0.0,0.0,0.0
834895fffffffff,2.0,0.0,0.0,0.0
834898fffffffff,2357.0,20.0,0.0,0.0
834899fffffffff,390.0,0.0,0.0,0.0
83489afffffffff,127.0,0.0,0.0,0.0
83489bfffffffff,49.0,0.0,0.0,0.0
83489cfffffffff,823.0,0.0,0.0,0.0
83489dfffffffff,2514.0,331.0,0.0,0.0
83489efffffffff,128.0,0.0,0.0,0.0
8348a0fffffffff,18.0,0.0,0.0,0.0
8348a1fffffffff,1.0,0.0,0.0,0.0
8348a2fffffffff,105.0,0.0,0.0,0.0
8348a3fffffffff,8.0,0.0,0.0,0.0
8348a6fffffffff,2.0,0.0,0.0,0.0
8348abfffffffff,4119.0,82.0,0.0,0.0
8348acfffffffff,2.0,0.0,0.0,0.0
8348aefffffffff,3.0,0.0,0.0,0.0
8348b3fffffffff,5.0,0.0,0.0,0.0
8348b5fffffffff,20.0,0.0,0.0,0.0
8348c0fffffffff,100.0,0.0,0.0,0.0
8348c1fffffffff,206.0,0.0,5.0,0.0
8348c2fffffffff,2.0,0.0,0.0,0.0
8348c3fffffffff,386.0,0.0,0.0,0.0
8348c5fffffffff,2697.0,0.0,589.0,0.0
8348c6fffffffff,174.0,0.0,0.0,0.0
8348ccfffffffff,21.0,0.0,11.0,0.0
8348cdfffffffff,371.0,0.0,25.0,0.0
8348d0fffffffff,2.0,0.0,0.0,0.0
8348d3fffffffff,28.0,0.0,0.0,0.0
8348d4fffffffff,502.0,14.0,0.0,0.0
8348dcfffffffff,78.0,0.0,0.0,0.0
8348defffffffff,14.0,0.0,0.0,0.0
8348e0fffffffff,17.0,0.0,2.0,0.0
8348e1fffffffff,122.0,0.0,34.0,0.0
8348e2fffffffff,13.0,0.0,0.0,0.0
8348e3fffffffff,435.0,0.0,55.0,0.0
8348e4fffffffff,20.0,0.0,2.0,0.0
8348e5fffffffff,172.0,0.0,34.0,0.0
8348e8fffffffff,21443.0,0.0,4618.0,0.0
8348e9fffffffff,317.0,0.0,94.0,0.0
8348eafffffffff,1337.0,0.0,300.0,0.0
8348ebfffffffff,2156.0,0.0,327.0,0.0
8348ecfffffffff,12055.0,0.0,3413.0,0.0
8348edfffffffff,33.0,0.0,8.0,0.0
8348eefffffffff,10382.0,0.0,2468.0,0.0
8348f0fffffffff,16.0,0.0,0.0,0.0
8348f2fffffffff,886.0,0.0,0.0,0.0
8348f3fffffffff,42.0,0.0,0.0,0.0
8348f4fffffffff,7.0,0.0,0.0,0.0
8348f5fffffffff,6.0,0.0,0.0,0.0
8348f6fffffffff,666.0,1.0,0.0,0.0
834980fffffffff,19.0,0.0,0.0,0.0
834983fffffffff,9.0,0.0,0.0,0.0
834986fffffffff,3.0,0.0,0.0,0.0
834988fffffffff,3.0,0.0,0.0,0.0
83498cfffffffff,10.0,0.0,0.0,0.0
834990fffffffff,9.0,7.0,0.0,0.0
834994fffffffff,6.0,0.0,0.0,0.0
834995fffffffff,35.0,0.0,0.0,0.0
834996fffffffff,38.0,5.0,0.0,0.0
834999fffffffff,2.0,0.0,0.0,0.0
83499dfffffffff,2.0,0.0,0.0,0.0
83499efffffffff,3.0,0.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0,0.0
8349a2fffffffff,77.0,0.0,0.0,0.0
8349a3fffffffff,20.0,0.0,0.0,0.0
8349a8fffffffff,235.0,0.0,0.0,0.0
8349a9fffffffff,408.0,0.0,0.0,0.0
8349aafffffffff,34.0,0.0,0.0,0.0
8349abfffffffff,73.0,0.0,0.0,0.0
8349adfffffffff,20.0,0.0,0.0,0.0
8349aefffffffff,2.0,0.0,0.0,0.0
8349b0fffffffff,7.0,0.0,0.0,0.0
8349b2fffffffff,5.0,0.0,0.0,0.0
8349b3fffffffff,69.0,0.0,0.0,0.0
8349b5fffffffff,23.0,0.0,0.0,0.0
8349b6fffffffff,4.0,0.0,0.0,0.0
836d04fffffffff,96.0,20.0,0.0,0.0
836d05fffffffff,19.0,0.0,0.0,0.0
836d06fffffffff,73.0,3.0,0.0,0.0
836d14fffffffff,46.0,19.0,0.0,0.0
836d15fffffffff,442.0,33.0,0.0,0.0
836d23fffffffff,6.0,0.0,0.0,0.0
836d2afffffffff,1.0,0.0,0.0,0.0
836d2efffffffff,2.0,0.0,0.0,0.0
836d30fffffffff,2.0,2.0,0.0,0.0
836d31fffffffff,302.0,29.0,0.0,0.0
836d32fffffffff,6.0,0.0,0.0,0.0
836d33fffffffff,34.0,8.0,0.0,0.0
836d34fffffffff,8.0,0.0,0.0,0.0
836d35fffffffff,10.0,0.0,0.0,0.0
836d36fffffffff,2.0,0.0,0.0,0.0
836d66fffffffff,3.0,0.0,0.0,0.0
836d74fffffffff,2.0,0.0,0.0,0.0
