cell_id,Amazona festiva,Amazona festiva bodini,Amazona festiva festiva
835f09fffffffff,195.0,0.0,0.0
835f0dfffffffff,3.0,0.0,0.0
835f40fffffffff,12.0,0.0,0.0
835f42fffffffff,9.0,0.0,0.0
835f43fffffffff,7.0,0.0,0.0
835f68fffffffff,16.0,0.0,0.0
836641fffffffff,2.0,0.0,0.0
836650fffffffff,3.0,0.0,0.0
836652fffffffff,9.0,0.0,0.0
836654fffffffff,85.0,0.0,0.0
836656fffffffff,12.0,0.0,0.0
83665afffffffff,10.0,0.0,0.0
83665bfffffffff,2.0,0.0,0.0
836660fffffffff,16.0,0.0,0.0
836662fffffffff,8.0,0.0,0.0
836663fffffffff,49.0,0.0,0.0
836670fffffffff,5.0,0.0,0.0
836671fffffffff,13.0,0.0,0.0
836672fffffffff,6.0,0.0,0.0
836673fffffffff,71.0,0.0,0.0
836676fffffffff,2.0,0.0,0.0
8366c2fffffffff,10.0,0.0,0.0
8366c9fffffffff,2.0,0.0,0.0
8366cefffffffff,11.0,0.0,0.0
8366e1fffffffff,2.0,0.0,0.0
8366e5fffffffff,8.0,0.0,0.0
8366eafffffffff,4.0,0.0,0.0
8366ecfffffffff,6.0,0.0,0.0
838040fffffffff,9.0,0.0,0.0
838068fffffffff,4.0,0.0,0.0
83806cfffffffff,2.0,0.0,0.0
83806dfffffffff,2.0,0.0,0.0
838a00fffffffff,12.0,0.0,2.0
838a13fffffffff,2.0,0.0,0.0
838a19fffffffff,2.0,0.0,2.0
838a1bfffffffff,2.0,0.0,2.0
838a1efffffffff,4.0,0.0,0.0
838a2afffffffff,1.0,0.0,0.0
838a41fffffffff,3.0,0.0,0.0
838a45fffffffff,397.0,0.0,8.0
838a4efffffffff,6.0,0.0,0.0
838a52fffffffff,6.0,0.0,0.0
838a63fffffffff,13.0,0.0,3.0
838a68fffffffff,7.0,0.0,0.0
838a69fffffffff,11.0,0.0,0.0
838a6dfffffffff,207.0,0.0,0.0
838a70fffffffff,31.0,0.0,0.0
838a73fffffffff,7.0,0.0,0.0
838a8cfffffffff,29.0,0.0,2.0
838a9cfffffffff,17.0,0.0,0.0
838a9dfffffffff,5.0,0.0,0.0
838aa9fffffffff,7.0,0.0,0.0
838aaafffffffff,12.0,0.0,6.0
838aabfffffffff,72.0,0.0,2.0
838aacfffffffff,4.0,0.0,0.0
838aadfffffffff,10.0,0.0,0.0
838ac0fffffffff,2.0,0.0,0.0
838ac4fffffffff,3.0,0.0,1.0
838ac5fffffffff,1.0,0.0,0.0
838ac6fffffffff,1.0,0.0,0.0
838adbfffffffff,2.0,0.0,0.0
838adcfffffffff,15.0,0.0,0.0
838ae1fffffffff,2.0,0.0,0.0
838ae2fffffffff,1.0,0.0,0.0
838ae5fffffffff,73.0,0.0,0.0
838ae8fffffffff,3.0,0.0,0.0
838aeefffffffff,6.0,0.0,0.0
838af0fffffffff,234.0,0.0,32.0
838af1fffffffff,40.0,0.0,1.0
838af2fffffffff,23.0,0.0,0.0
838af4fffffffff,46.0,0.0,6.0
838af6fffffffff,223.0,0.0,19.0
838f44fffffffff,1.0,0.0,0.0
838f45fffffffff,1.0,0.0,0.0
838f48fffffffff,5.0,0.0,0.0
838f61fffffffff,153.0,0.0,0.0
838f63fffffffff,2.0,0.0,0.0
838f6efffffffff,111.0,0.0,0.0
