cell_id,Geositta cunicularia,Geositta cunicularia [frobeni Group],Geositta cunicularia georgei,Geositta cunicularia deserticolor,Geositta cunicularia fissirostris,Geositta cunicularia [cunicularia Group]
848e607ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e60dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848e663ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84a9057ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a921bffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84a9601ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a960dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2007ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b2009ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
84b2013ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2031ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2037ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84b218bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b21d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b21ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2223ffffffff,6.0,0.0,0.0,3.0,0.0,0.0
84b22b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b25b9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b25c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b25cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2c0dffffffff,14.0,0.0,0.0,0.0,1.0,0.0
84b2c47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b2c49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2c4dffffffff,47.0,0.0,0.0,0.0,3.0,0.0
84b2ca9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b2da3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84b2e27ffffffff,92.0,0.0,0.0,0.0,2.0,0.0
84b2e2dffffffff,3.0,0.0,0.0,0.0,3.0,0.0
84b2e99ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2ec5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84b2ec7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b2ed7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84b305dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84b3237ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
84b3301ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b354bffffffff,1.0,1.0,0.0,0.0,0.0,0.0
84b355bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b35adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c219bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c21d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84c2eb5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c2f15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3093ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c32a5ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84c32adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c345dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c3501ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3505ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c3507ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c3509ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84c356bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84c36c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84c36e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ce809ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ce831ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84ce881ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84ce895ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84ce8c3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84ce8c7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84ce989ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce98dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84ce997ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ce9c7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84ce9e3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84cf943ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cfa0dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84cfa27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84cfa2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84cfa41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84cfa47ffffffff,27.0,0.0,0.0,0.0,0.0,9.0
84cfa49ffffffff,11.0,0.0,0.0,0.0,0.0,11.0
84cfa4bffffffff,3.0,0.0,0.0,0.0,0.0,3.0
84cfb13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84df41bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84df687ffffffff,4.0,0.0,0.0,0.0,0.0,4.0
84df691ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84df697ffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84df699ffffffff,10.0,0.0,0.0,0.0,0.0,5.0
84df6a7ffffffff,5.0,0.0,0.0,0.0,0.0,3.0
84df6abffffffff,2.0,0.0,0.0,0.0,0.0,2.0
