cell_id,Chlidonias niger,Chlidonias niger niger,Chlidonias niger surinamensis
830880fffffffff,9.0,0.0,0.0
830884fffffffff,6.0,4.0,0.0
830886fffffffff,34.0,12.0,0.0
83088afffffffff,3.0,0.0,0.0
830893fffffffff,1.0,0.0,0.0
830899fffffffff,8.0,2.0,0.0
83089afffffffff,20.0,0.0,0.0
8308b0fffffffff,4.0,0.0,0.0
8308b1fffffffff,23.0,0.0,0.0
8308b3fffffffff,2.0,0.0,0.0
8308d1fffffffff,2.0,2.0,0.0
8308d4fffffffff,5.0,0.0,0.0
830bb1fffffffff,2.0,2.0,0.0
830e9afffffffff,3.0,0.0,0.0
831016fffffffff,7.0,0.0,0.0
8310a1fffffffff,14.0,3.0,0.0
8310c2fffffffff,2.0,0.0,0.0
8310dcfffffffff,2.0,0.0,0.0
8310defffffffff,1.0,0.0,0.0
8310f2fffffffff,2.0,0.0,0.0
831104fffffffff,7.0,0.0,0.0
831106fffffffff,30.0,1.0,0.0
831115fffffffff,3.0,0.0,0.0
831116fffffffff,5.0,0.0,0.0
831122fffffffff,2.0,0.0,0.0
831126fffffffff,2.0,0.0,0.0
831131fffffffff,1.0,0.0,0.0
831134fffffffff,3.0,1.0,0.0
831136fffffffff,11.0,0.0,0.0
831181fffffffff,20.0,5.0,0.0
831185fffffffff,18.0,0.0,0.0
83118afffffffff,16.0,0.0,0.0
83118cfffffffff,115.0,11.0,0.0
83118efffffffff,31.0,7.0,0.0
8311aafffffffff,46.0,3.0,0.0
8311abfffffffff,9.0,7.0,0.0
8311aefffffffff,144.0,72.0,0.0
83120afffffffff,2.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0
831218fffffffff,70.0,0.0,0.0
831219fffffffff,13.0,0.0,0.0
83121afffffffff,19.0,0.0,0.0
83121bfffffffff,61.0,0.0,0.0
83121efffffffff,11.0,0.0,0.0
831221fffffffff,2.0,0.0,0.0
831230fffffffff,3.0,0.0,0.0
831243fffffffff,2.0,0.0,0.0
831246fffffffff,2.0,0.0,0.0
83124afffffffff,4.0,0.0,0.0
83124bfffffffff,82.0,0.0,0.0
83124dfffffffff,4.0,0.0,0.0
83124efffffffff,2.0,0.0,0.0
831250fffffffff,39.0,0.0,8.0
831251fffffffff,164.0,0.0,31.0
831252fffffffff,124.0,0.0,6.0
831253fffffffff,284.0,0.0,60.0
831254fffffffff,7.0,0.0,0.0
831256fffffffff,2.0,0.0,0.0
831258fffffffff,40.0,0.0,0.0
831259fffffffff,258.0,0.0,0.0
83125afffffffff,30.0,0.0,0.0
83125bfffffffff,28.0,0.0,0.0
83125cfffffffff,5.0,0.0,0.0
83125dfffffffff,57.0,0.0,0.0
83125efffffffff,27.0,0.0,1.0
83126afffffffff,2.0,0.0,0.0
831272fffffffff,97.0,0.0,0.0
831288fffffffff,3.0,0.0,0.0
831289fffffffff,7.0,0.0,0.0
83128afffffffff,4.0,0.0,0.0
83128bfffffffff,2.0,0.0,0.0
83128dfffffffff,22.0,0.0,0.0
83128efffffffff,16.0,0.0,0.0
8312a9fffffffff,5.0,0.0,0.0
8312abfffffffff,33.0,0.0,0.0
8312c1fffffffff,124.0,0.0,0.0
8312c2fffffffff,6.0,0.0,0.0
8312c5fffffffff,2.0,0.0,0.0
8312c8fffffffff,222.0,0.0,0.0
8312c9fffffffff,40.0,0.0,0.0
8312cafffffffff,49.0,0.0,0.0
8312cbfffffffff,99.0,0.0,0.0
8312ccfffffffff,1492.0,0.0,0.0
8312cdfffffffff,144.0,0.0,0.0
8312cefffffffff,2.0,0.0,0.0
8312d0fffffffff,28.0,0.0,0.0
8312d1fffffffff,11.0,0.0,0.0
8312d3fffffffff,1.0,0.0,0.0
8312d4fffffffff,34.0,0.0,0.0
8312d6fffffffff,2.0,0.0,0.0
8312d8fffffffff,2.0,0.0,0.0
8312d9fffffffff,46.0,0.0,0.0
8312dafffffffff,8.0,0.0,0.0
8312dbfffffffff,315.0,0.0,0.0
8312dcfffffffff,4.0,0.0,0.0
