cell_id,Buteo rufinus,Buteo rufinus rufinus,Buteo rufinus cirtensis
8410935ffffffff,1.0,0.0,0.0
8410969ffffffff,2.0,0.0,0.0
84109b5ffffffff,2.0,0.0,0.0
8415929ffffffff,1.0,0.0,0.0
841592bffffffff,2.0,0.0,0.0
8415b07ffffffff,2.0,0.0,0.0
841e0adffffffff,1.0,0.0,0.0
841e0e3ffffffff,2.0,0.0,0.0
841e0e7ffffffff,2.0,0.0,0.0
841e195ffffffff,3.0,0.0,0.0
841e199ffffffff,6.0,0.0,0.0
841e1b1ffffffff,4.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0
841e421ffffffff,2.0,0.0,0.0
841e427ffffffff,1.0,0.0,0.0
841e429ffffffff,2.0,0.0,0.0
841e42dffffffff,1.0,0.0,0.0
841e497ffffffff,3.0,0.0,0.0
841e4a3ffffffff,2.0,0.0,0.0
841e4adffffffff,4.0,0.0,0.0
841e4b1ffffffff,2.0,0.0,0.0
841e4bdffffffff,5.0,0.0,0.0
841e4d9ffffffff,4.0,0.0,0.0
841e513ffffffff,6.0,0.0,0.0
841e537ffffffff,2.0,2.0,0.0
841e53bffffffff,3.0,0.0,0.0
841e553ffffffff,2.0,0.0,0.0
841e559ffffffff,2.0,0.0,0.0
841e5a5ffffffff,8.0,3.0,0.0
841e5a9ffffffff,2.0,0.0,0.0
841e5adffffffff,28.0,4.0,0.0
841e5c5ffffffff,7.0,0.0,0.0
841e5cdffffffff,4.0,0.0,0.0
841e5d9ffffffff,2.0,0.0,0.0
841e5ddffffffff,2.0,0.0,0.0
841e5e5ffffffff,7.0,0.0,0.0
841e5e7ffffffff,2.0,0.0,0.0
841e5e9ffffffff,7.0,0.0,0.0
841e697ffffffff,2.0,0.0,0.0
841e6b3ffffffff,3.0,0.0,0.0
841e6bbffffffff,2.0,0.0,0.0
841ec01ffffffff,9.0,0.0,0.0
841ec03ffffffff,31.0,8.0,0.0
841ec09ffffffff,48.0,3.0,0.0
841ec0dffffffff,7.0,0.0,0.0
841ec11ffffffff,6.0,0.0,0.0
841ec15ffffffff,8.0,0.0,0.0
841ec17ffffffff,3.0,0.0,0.0
841ec19ffffffff,2.0,0.0,0.0
841ec1dffffffff,42.0,7.0,0.0
841ec21ffffffff,12.0,3.0,0.0
841ec23ffffffff,9.0,0.0,0.0
841ec27ffffffff,47.0,0.0,0.0
841ec2bffffffff,14.0,0.0,0.0
841ec2dffffffff,2.0,0.0,0.0
841ec31ffffffff,1.0,1.0,0.0
841ec33ffffffff,8.0,0.0,0.0
841ec37ffffffff,4.0,0.0,0.0
841ec39ffffffff,4.0,0.0,0.0
841ec3dffffffff,4.0,0.0,0.0
841ec41ffffffff,4.0,0.0,0.0
841ec43ffffffff,20.0,1.0,0.0
841ec47ffffffff,84.0,17.0,0.0
841ec4bffffffff,1.0,0.0,0.0
841ec5bffffffff,8.0,2.0,0.0
841ec67ffffffff,1.0,0.0,0.0
841ec6dffffffff,3.0,0.0,0.0
841ec81ffffffff,4.0,0.0,0.0
841ec85ffffffff,3.0,3.0,0.0
841ec89ffffffff,3.0,0.0,0.0
841ec8bffffffff,16.0,0.0,0.0
841ec91ffffffff,38.0,0.0,0.0
841ec93ffffffff,2.0,0.0,0.0
841ec97ffffffff,2.0,0.0,0.0
841ec99ffffffff,33.0,7.0,0.0
841ec9bffffffff,27.0,0.0,0.0
841ec9dffffffff,38.0,0.0,0.0
841eca1ffffffff,29.0,0.0,0.0
841eca3ffffffff,3.0,0.0,0.0
841eca5ffffffff,13.0,0.0,0.0
841eca7ffffffff,7.0,0.0,0.0
841eca9ffffffff,73.0,0.0,0.0
841ecadffffffff,2.0,0.0,0.0
841ecb1ffffffff,11.0,0.0,0.0
841ecb5ffffffff,13.0,0.0,0.0
841ecb9ffffffff,9.0,0.0,0.0
841ecbbffffffff,19.0,0.0,0.0
841ecbdffffffff,2.0,0.0,0.0
841ecc1ffffffff,1.0,0.0,0.0
841ecc3ffffffff,4.0,0.0,0.0
841ecc5ffffffff,14.0,0.0,0.0
841ecc9ffffffff,9.0,2.0,0.0
841eccbffffffff,40.0,6.0,0.0
841eccdffffffff,8.0,2.0,0.0
841ecd5ffffffff,2.0,0.0,0.0
841ecd7ffffffff,3.0,0.0,0.0
841ece1ffffffff,2.0,0.0,0.0
841ece3ffffffff,1.0,0.0,0.0
841ece5ffffffff,7.0,1.0,0.0
841ece7ffffffff,38.0,8.0,0.0
841ece9ffffffff,19.0,4.0,0.0
841ecebffffffff,4.0,0.0,0.0
841ed07ffffffff,1.0,0.0,0.0
841ed0bffffffff,6.0,0.0,0.0
841ed0dffffffff,6.0,0.0,0.0
841ed13ffffffff,1.0,0.0,0.0
841ed19ffffffff,3.0,0.0,0.0
841ed1bffffffff,3.0,0.0,0.0
841ed2bffffffff,2.0,0.0,0.0
841ed33ffffffff,2.0,0.0,0.0
841ed37ffffffff,3.0,0.0,0.0
841ed57ffffffff,11.0,0.0,0.0
841ed5bffffffff,2.0,0.0,0.0
841ed91ffffffff,69.0,5.0,0.0
841ed93ffffffff,74.0,5.0,0.0
841ed9bffffffff,49.0,8.0,0.0
841eda1ffffffff,8.0,0.0,0.0
841eda3ffffffff,19.0,0.0,0.0
841eda5ffffffff,2.0,0.0,0.0
841eda7ffffffff,16.0,0.0,0.0
841edadffffffff,35.0,1.0,0.0
841edbbffffffff,2.0,0.0,0.0
841edc1ffffffff,2.0,0.0,0.0
841edc9ffffffff,45.0,0.0,0.0
841edcdffffffff,2.0,0.0,0.0
841edd1ffffffff,2.0,0.0,0.0
841edd7ffffffff,1.0,0.0,0.0
841ede1ffffffff,90.0,4.0,0.0
841ede5ffffffff,4.0,1.0,0.0
841ede7ffffffff,3.0,0.0,0.0
841ede9ffffffff,10.0,0.0,0.0
841ee37ffffffff,3.0,0.0,0.0
841ee65ffffffff,5.0,0.0,0.0
841ee83ffffffff,5.0,4.0,0.0
841ee89ffffffff,2.0,0.0,0.0
841ee8bffffffff,1.0,0.0,0.0
841ee8dffffffff,2.0,0.0,0.0
841ee91ffffffff,30.0,10.0,0.0
841ee95ffffffff,3.0,0.0,0.0
841ee97ffffffff,55.0,16.0,0.0
841ee99ffffffff,17.0,6.0,0.0
841ee9dffffffff,5.0,0.0,0.0
841eea7ffffffff,7.0,0.0,0.0
841eea9ffffffff,4.0,0.0,0.0
841eeadffffffff,1.0,0.0,0.0
841eeb1ffffffff,13.0,0.0,0.0
841eeb5ffffffff,47.0,2.0,0.0
841eeb7ffffffff,161.0,4.0,0.0
841eeb9ffffffff,3.0,2.0,0.0
841eebdffffffff,3.0,0.0,0.0
841eed1ffffffff,4.0,0.0,0.0
841eed3ffffffff,11.0,2.0,0.0
841eedbffffffff,35.0,6.0,0.0
841eee3ffffffff,10.0,1.0,0.0
841eee7ffffffff,1.0,0.0,0.0
841ef01ffffffff,4.0,0.0,0.0
841ef09ffffffff,1.0,0.0,0.0
841ef21ffffffff,5.0,0.0,0.0
841ef27ffffffff,9.0,9.0,0.0
841ef65ffffffff,2.0,2.0,0.0
841ef6bffffffff,3.0,0.0,0.0
84200a1ffffffff,2.0,0.0,0.0
84200a5ffffffff,9.0,4.0,0.0
84200a7ffffffff,18.0,9.0,0.0
84200a9ffffffff,4.0,0.0,0.0
84200adffffffff,12.0,3.0,0.0
84200e1ffffffff,5.0,1.0,0.0
84200e3ffffffff,9.0,4.0,0.0
8420101ffffffff,15.0,2.0,0.0
8420103ffffffff,1.0,0.0,0.0
8420105ffffffff,2.0,0.0,0.0
8420107ffffffff,3.0,3.0,0.0
842010dffffffff,13.0,2.0,0.0
8420125ffffffff,8.0,0.0,0.0
8420129ffffffff,6.0,1.0,0.0
8420139ffffffff,9.0,2.0,0.0
842013dffffffff,8.0,3.0,0.0
8420147ffffffff,2.0,2.0,0.0
8420161ffffffff,2.0,2.0,0.0
8420165ffffffff,1.0,1.0,0.0
842016bffffffff,12.0,2.0,0.0
842016dffffffff,8.0,0.0,0.0
8420185ffffffff,13.0,0.0,0.0
8420187ffffffff,22.0,0.0,0.0
8420191ffffffff,12.0,0.0,0.0
8420193ffffffff,5.0,1.0,0.0
8420195ffffffff,3.0,0.0,0.0
8420197ffffffff,1.0,1.0,0.0
8420199ffffffff,114.0,26.0,0.0
842019dffffffff,1.0,0.0,0.0
84201a1ffffffff,2.0,0.0,0.0
84201a7ffffffff,2.0,0.0,0.0
84201abffffffff,15.0,0.0,0.0
84201b7ffffffff,2.0,0.0,0.0
84201b9ffffffff,2.0,2.0,0.0
84201bbffffffff,3.0,3.0,0.0
84201bdffffffff,6.0,0.0,0.0
84201d3ffffffff,8.0,3.0,0.0
8420339ffffffff,6.0,0.0,0.0
842033bffffffff,2.0,0.0,0.0
8420361ffffffff,2.0,0.0,0.0
8420369ffffffff,1.0,0.0,0.0
84204a1ffffffff,2.0,0.0,0.0
84204a5ffffffff,3.0,0.0,0.0
8420591ffffffff,7.0,0.0,0.0
8420593ffffffff,2.0,0.0,0.0
8420595ffffffff,3.0,0.0,0.0
8420599ffffffff,4.0,0.0,0.0
842059bffffffff,2.0,0.0,0.0
84205abffffffff,1.0,0.0,0.0
84205bdffffffff,3.0,0.0,0.0
84205c5ffffffff,2.0,0.0,0.0
84205c7ffffffff,2.0,2.0,0.0
84205d3ffffffff,1.0,0.0,0.0
84205e3ffffffff,4.0,2.0,0.0
84205e9ffffffff,5.0,0.0,0.0
84205ebffffffff,2.0,0.0,0.0
842080dffffffff,2.0,0.0,0.0
8420845ffffffff,7.0,0.0,0.0
8420847ffffffff,3.0,0.0,0.0
842084dffffffff,3.0,0.0,0.0
84208d7ffffffff,3.0,0.0,0.0
84209a5ffffffff,27.0,0.0,0.0
84209e7ffffffff,3.0,0.0,0.0
8420a05ffffffff,1.0,0.0,0.0
8420a25ffffffff,2.0,0.0,0.0
