cell_id,Sterna hirundo,Sterna hirundo hirundo/tibetana,Sterna hirundo longipennis,Sterna hirundo hirundo/tibetana x longipennis
8408967ffffffff,4.0,0.0,0.0,0.0
840896bffffffff,3.0,0.0,0.0,0.0
8408985ffffffff,29.0,0.0,0.0,0.0
840898bffffffff,36.0,0.0,0.0,0.0
8408991ffffffff,16.0,10.0,0.0,0.0
8408995ffffffff,54.0,6.0,0.0,0.0
8408997ffffffff,226.0,53.0,0.0,0.0
8408999ffffffff,12.0,3.0,0.0,0.0
840899bffffffff,6.0,0.0,0.0,0.0
840899dffffffff,8.0,0.0,0.0,0.0
84089a5ffffffff,19.0,0.0,0.0,0.0
84089a9ffffffff,113.0,0.0,0.0,0.0
84089abffffffff,3.0,0.0,0.0,0.0
84089adffffffff,15.0,0.0,0.0,0.0
84089b1ffffffff,41.0,0.0,0.0,0.0
84089b5ffffffff,1.0,0.0,0.0,0.0
84089b7ffffffff,8.0,0.0,0.0,0.0
84089bbffffffff,45.0,1.0,0.0,0.0
84089bdffffffff,7.0,0.0,0.0,0.0
84089c3ffffffff,3.0,0.0,0.0,0.0
84089d1ffffffff,33.0,2.0,0.0,0.0
84089d3ffffffff,73.0,0.0,0.0,0.0
84089d9ffffffff,15.0,0.0,0.0,0.0
84089dbffffffff,23.0,0.0,0.0,0.0
84089e3ffffffff,48.0,0.0,0.0,0.0
84089e5ffffffff,11.0,0.0,0.0,0.0
84089e7ffffffff,8.0,0.0,0.0,0.0
84089ebffffffff,13.0,0.0,0.0,0.0
84089edffffffff,7.0,0.0,0.0,0.0
8408a15ffffffff,2.0,0.0,0.0,0.0
8408a21ffffffff,2.0,0.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0,0.0
8408a27ffffffff,2.0,0.0,0.0,0.0
8408a31ffffffff,4.0,0.0,0.0,0.0
8408a35ffffffff,1.0,0.0,0.0,0.0
8408a39ffffffff,2.0,0.0,0.0,0.0
8408a45ffffffff,6.0,0.0,0.0,0.0
8408a47ffffffff,2.0,0.0,0.0,0.0
8408a67ffffffff,2.0,0.0,0.0,0.0
8408a6dffffffff,8.0,0.0,0.0,0.0
8408a81ffffffff,2.0,0.0,0.0,0.0
8408ae3ffffffff,7.0,0.0,0.0,0.0
8408b03ffffffff,2.0,0.0,0.0,0.0
8408b05ffffffff,6.0,0.0,0.0,0.0
8408b07ffffffff,2.0,0.0,0.0,0.0
8408b0dffffffff,12.0,0.0,0.0,0.0
8408b11ffffffff,15.0,0.0,0.0,0.0
8408b13ffffffff,6.0,0.0,0.0,0.0
8408b15ffffffff,25.0,0.0,0.0,0.0
8408b17ffffffff,10.0,0.0,0.0,0.0
8408b1bffffffff,3.0,0.0,0.0,0.0
8408b29ffffffff,2.0,0.0,0.0,0.0
8408b2bffffffff,1.0,0.0,0.0,0.0
8408b31ffffffff,2.0,0.0,0.0,0.0
8408b33ffffffff,2.0,0.0,0.0,0.0
8408b3dffffffff,10.0,0.0,0.0,0.0
8408b41ffffffff,6.0,0.0,0.0,0.0
8408b47ffffffff,5.0,0.0,0.0,0.0
8408b49ffffffff,1.0,0.0,0.0,0.0
8408b51ffffffff,4.0,3.0,0.0,0.0
8408b53ffffffff,2.0,0.0,0.0,0.0
8408b5bffffffff,6.0,0.0,0.0,0.0
8408b61ffffffff,1.0,0.0,0.0,0.0
8408b65ffffffff,1.0,0.0,0.0,0.0
8408b67ffffffff,3.0,0.0,0.0,0.0
8408c07ffffffff,1.0,0.0,0.0,0.0
8408c13ffffffff,2.0,0.0,0.0,0.0
8408c21ffffffff,4.0,2.0,0.0,0.0
8408c29ffffffff,21.0,4.0,0.0,0.0
8408c31ffffffff,2.0,0.0,0.0,0.0
8408c3dffffffff,2.0,0.0,0.0,0.0
8408c63ffffffff,1.0,0.0,0.0,0.0
8408c6bffffffff,5.0,0.0,0.0,0.0
8408c6dffffffff,1.0,0.0,0.0,0.0
8408c8bffffffff,4.0,0.0,0.0,0.0
8408c97ffffffff,1.0,0.0,0.0,0.0
8408cd7ffffffff,2.0,0.0,0.0,0.0
8408ce1ffffffff,3.0,0.0,0.0,0.0
8408d07ffffffff,6.0,0.0,0.0,0.0
8408d19ffffffff,154.0,9.0,0.0,0.0
8408d1bffffffff,2.0,0.0,0.0,0.0
8408d29ffffffff,1.0,0.0,0.0,0.0
8408d2dffffffff,2.0,0.0,0.0,0.0
8408d31ffffffff,5.0,0.0,0.0,0.0
8408d35ffffffff,3.0,0.0,0.0,0.0
8408d41ffffffff,2.0,0.0,0.0,0.0
8408d43ffffffff,2.0,0.0,0.0,0.0
8408d45ffffffff,2.0,0.0,0.0,0.0
8408d49ffffffff,12.0,0.0,0.0,0.0
8408d4dffffffff,1.0,0.0,0.0,0.0
8408d51ffffffff,8.0,0.0,0.0,0.0
8408d53ffffffff,3.0,0.0,0.0,0.0
8408d55ffffffff,3.0,0.0,0.0,0.0
8408d57ffffffff,19.0,4.0,0.0,0.0
8408d81ffffffff,73.0,0.0,0.0,0.0
8408d83ffffffff,4.0,0.0,0.0,0.0
8408d85ffffffff,2.0,0.0,0.0,0.0
8408d87ffffffff,1.0,0.0,0.0,0.0
8408d8bffffffff,16.0,0.0,0.0,0.0
8408dc9ffffffff,4.0,0.0,0.0,0.0
8408dd5ffffffff,2.0,0.0,0.0,0.0
8408dd9ffffffff,5.0,0.0,0.0,0.0
8408de3ffffffff,3.0,0.0,0.0,0.0
8408de5ffffffff,2.0,0.0,0.0,0.0
8408ed3ffffffff,11.0,0.0,0.0,0.0
8408edbffffffff,8.0,0.0,0.0,0.0
8408f0dffffffff,4.0,0.0,0.0,0.0
8408f17ffffffff,4.0,0.0,0.0,0.0
8408f25ffffffff,2.0,2.0,0.0,0.0
8408f29ffffffff,3.0,0.0,0.0,0.0
8408f43ffffffff,2.0,0.0,0.0,0.0
8408f63ffffffff,11.0,0.0,0.0,0.0
84094b7ffffffff,1.0,0.0,0.0,0.0
8409583ffffffff,4.0,0.0,0.0,0.0
8409587ffffffff,4.0,0.0,0.0,0.0
8409591ffffffff,2.0,0.0,0.0,0.0
8409597ffffffff,1.0,0.0,0.0,0.0
8409599ffffffff,2.0,0.0,0.0,0.0
840959dffffffff,2.0,0.0,0.0,0.0
84095a9ffffffff,11.0,0.0,0.0,0.0
84095abffffffff,2.0,0.0,0.0,0.0
84095bbffffffff,1.0,0.0,0.0,0.0
8409805ffffffff,8.0,0.0,0.0,0.0
8409807ffffffff,1.0,0.0,0.0,0.0
8409811ffffffff,2.0,0.0,0.0,0.0
8409819ffffffff,2.0,0.0,0.0,0.0
8409821ffffffff,12.0,2.0,0.0,0.0
8409829ffffffff,2.0,0.0,0.0,0.0
840982bffffffff,18.0,0.0,0.0,0.0
840982dffffffff,2.0,0.0,0.0,0.0
8409895ffffffff,1.0,1.0,0.0,0.0
84098c7ffffffff,1.0,0.0,0.0,0.0
84098e9ffffffff,2.0,0.0,0.0,0.0
8409911ffffffff,6.0,0.0,0.0,0.0
8409917ffffffff,2.0,0.0,0.0,0.0
840991bffffffff,13.0,0.0,0.0,0.0
8409981ffffffff,2.0,0.0,0.0,0.0
8409983ffffffff,7.0,0.0,0.0,0.0
8409987ffffffff,2.0,0.0,0.0,0.0
8409991ffffffff,13.0,0.0,0.0,0.0
8409993ffffffff,76.0,2.0,0.0,0.0
8409995ffffffff,8.0,2.0,0.0,0.0
8409997ffffffff,21.0,2.0,0.0,0.0
84099a3ffffffff,2.0,0.0,0.0,0.0
84099a7ffffffff,6.0,0.0,0.0,0.0
84099a9ffffffff,1.0,0.0,0.0,0.0
84099b3ffffffff,2.0,2.0,0.0,0.0
84099b9ffffffff,10.0,3.0,0.0,0.0
84099bdffffffff,22.0,11.0,0.0,0.0
84099e1ffffffff,1.0,0.0,0.0,0.0
84099e9ffffffff,9.0,2.0,0.0,0.0
8409a09ffffffff,4.0,0.0,0.0,0.0
8409a41ffffffff,6.0,0.0,0.0,0.0
8409a43ffffffff,2.0,0.0,0.0,0.0
8409a45ffffffff,12.0,0.0,0.0,0.0
8409a47ffffffff,7.0,0.0,0.0,0.0
8409a4dffffffff,1.0,0.0,0.0,0.0
8409a69ffffffff,17.0,0.0,0.0,0.0
8409a6bffffffff,25.0,0.0,0.0,0.0
840a337ffffffff,4.0,0.0,2.0,0.0
840aa6dffffffff,1.0,0.0,1.0,0.0
840b893ffffffff,1.0,0.0,1.0,0.0
840b9a7ffffffff,2.0,0.0,0.0,0.0
840bb01ffffffff,1.0,0.0,0.0,0.0
840bb03ffffffff,3.0,0.0,0.0,0.0
840bb1dffffffff,1.0,0.0,0.0,0.0
840e453ffffffff,5.0,0.0,0.0,0.0
840e45bffffffff,20.0,0.0,0.0,0.0
840e491ffffffff,330.0,0.0,0.0,0.0
840e493ffffffff,48.0,0.0,0.0,0.0
840e497ffffffff,72.0,0.0,0.0,0.0
840e499ffffffff,16.0,0.0,0.0,0.0
840e49bffffffff,235.0,0.0,0.0,0.0
840e4a5ffffffff,7.0,0.0,0.0,0.0
840e4a9ffffffff,24.0,0.0,0.0,0.0
840e4c5ffffffff,1.0,0.0,0.0,0.0
840e4d1ffffffff,2.0,0.0,0.0,0.0
840e4d3ffffffff,99.0,0.0,0.0,0.0
840e4dbffffffff,416.0,0.0,0.0,0.0
840e515ffffffff,2.0,0.0,0.0,0.0
840e51dffffffff,2.0,0.0,0.0,0.0
840e523ffffffff,2.0,0.0,0.0,0.0
840e531ffffffff,4.0,0.0,0.0,0.0
840e535ffffffff,2.0,0.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0,0.0
840e53dffffffff,11.0,0.0,0.0,0.0
840e583ffffffff,2.0,0.0,0.0,0.0
840e59dffffffff,4.0,0.0,0.0,0.0
840e5a5ffffffff,1.0,0.0,0.0,0.0
840e5adffffffff,2.0,0.0,0.0,0.0
840e5b3ffffffff,20.0,0.0,0.0,0.0
840e603ffffffff,2.0,0.0,0.0,0.0
840e6adffffffff,5.0,0.0,0.0,0.0
840e805ffffffff,75.0,0.0,0.0,0.0
840e891ffffffff,1.0,0.0,0.0,0.0
840e89bffffffff,4.0,0.0,0.0,0.0
840e8d3ffffffff,7.0,0.0,0.0,0.0
840e911ffffffff,13.0,0.0,0.0,0.0
840e919ffffffff,2.0,0.0,0.0,0.0
840e945ffffffff,4.0,0.0,0.0,0.0
840e963ffffffff,2.0,0.0,0.0,0.0
840e98bffffffff,7.0,0.0,0.0,0.0
840e9a1ffffffff,4.0,0.0,0.0,0.0
840e9a7ffffffff,4.0,0.0,0.0,0.0
840e9ebffffffff,4.0,0.0,0.0,0.0
840ec23ffffffff,2.0,0.0,0.0,0.0
840ec27ffffffff,4.0,0.0,0.0,0.0
840ec29ffffffff,20.0,0.0,0.0,0.0
840ec2dffffffff,12.0,0.0,0.0,0.0
840ec85ffffffff,3.0,0.0,0.0,0.0
840ec8dffffffff,1.0,0.0,0.0,0.0
840ec91ffffffff,2.0,0.0,0.0,0.0
840ec97ffffffff,2.0,0.0,0.0,0.0
840ecabffffffff,6.0,0.0,0.0,0.0
840ecbdffffffff,20.0,0.0,0.0,0.0
840ecc1ffffffff,36.0,2.0,0.0,0.0
840ecc7ffffffff,4.0,0.0,0.0,0.0
840ecc9ffffffff,679.0,0.0,0.0,0.0
840ed85ffffffff,2.0,0.0,0.0,0.0
840edb9ffffffff,2.0,0.0,0.0,0.0
840ee13ffffffff,2.0,0.0,0.0,0.0
840ee17ffffffff,3.0,0.0,0.0,0.0
840ee1bffffffff,3.0,0.0,0.0,0.0
840ee85ffffffff,20.0,0.0,0.0,0.0
840ee87ffffffff,5.0,0.0,0.0,0.0
840ee99ffffffff,2.0,0.0,0.0,0.0
840ee9dffffffff,2.0,0.0,0.0,0.0
840eea7ffffffff,1668.0,0.0,0.0,0.0
840eeb1ffffffff,3.0,0.0,0.0,0.0
840eeb5ffffffff,91.0,0.0,0.0,0.0
840eeb9ffffffff,4.0,0.0,0.0,0.0
840eebdffffffff,12.0,0.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0,0.0
840eed5ffffffff,6.0,0.0,0.0,0.0
840eeebffffffff,3.0,0.0,0.0,0.0
840ef25ffffffff,4.0,0.0,0.0,0.0
841012dffffffff,2.0,0.0,0.0,0.0
8410161ffffffff,2.0,0.0,0.0,0.0
8410167ffffffff,13.0,0.0,0.0,0.0
8410203ffffffff,2.0,0.0,0.0,0.0
8410231ffffffff,5.0,0.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0,0.0
8410811ffffffff,1.0,1.0,0.0,0.0
8410895ffffffff,1.0,0.0,0.0,0.0
84108dbffffffff,1.0,0.0,0.0,0.0
84109c7ffffffff,2.0,0.0,0.0,0.0
8410a19ffffffff,4.0,0.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0,0.0
8410a81ffffffff,1.0,0.0,0.0,0.0
8410b39ffffffff,2.0,0.0,0.0,0.0
8410c23ffffffff,13.0,0.0,0.0,0.0
8410c27ffffffff,5.0,0.0,0.0,0.0
8410c35ffffffff,4.0,0.0,0.0,0.0
8410c3dffffffff,1.0,0.0,0.0,0.0
8410dc1ffffffff,3.0,0.0,0.0,0.0
8410dc9ffffffff,17.0,0.0,0.0,0.0
8410dcdffffffff,1.0,0.0,0.0,0.0
8410de1ffffffff,2.0,0.0,0.0,0.0
8410f0dffffffff,3.0,2.0,0.0,0.0
8410f29ffffffff,2.0,0.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0,0.0
8411009ffffffff,2.0,0.0,0.0,0.0
8411015ffffffff,2.0,0.0,0.0,0.0
8411031ffffffff,13.0,0.0,0.0,0.0
8411043ffffffff,5.0,0.0,0.0,0.0
8411049ffffffff,4.0,0.0,0.0,0.0
8411051ffffffff,3.0,0.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0,0.0
8411059ffffffff,50.0,1.0,0.0,0.0
841105bffffffff,2.0,0.0,0.0,0.0
841105dffffffff,9.0,0.0,0.0,0.0
8411061ffffffff,106.0,0.0,0.0,0.0
8411063ffffffff,8.0,0.0,0.0,0.0
8411065ffffffff,2.0,0.0,0.0,0.0
8411069ffffffff,76.0,0.0,0.0,0.0
841106bffffffff,60.0,0.0,0.0,0.0
841106dffffffff,2.0,0.0,0.0,0.0
8411155ffffffff,6.0,0.0,0.0,0.0
8411169ffffffff,6.0,0.0,0.0,0.0
84111c5ffffffff,1.0,0.0,0.0,0.0
8411201ffffffff,1.0,0.0,0.0,0.0
8411203ffffffff,3.0,0.0,0.0,0.0
8411215ffffffff,2.0,0.0,0.0,0.0
8411217ffffffff,2.0,0.0,0.0,0.0
841121bffffffff,1.0,0.0,0.0,0.0
8411221ffffffff,14.0,2.0,0.0,0.0
8411223ffffffff,6.0,0.0,0.0,0.0
8411227ffffffff,2.0,0.0,0.0,0.0
8411229ffffffff,1.0,0.0,0.0,0.0
8411233ffffffff,3.0,0.0,0.0,0.0
8411235ffffffff,4.0,0.0,0.0,0.0
8411237ffffffff,5.0,0.0,0.0,0.0
841123dffffffff,1.0,0.0,0.0,0.0
8411241ffffffff,3.0,0.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0,0.0
8411245ffffffff,2.0,0.0,0.0,0.0
8411249ffffffff,19.0,2.0,0.0,0.0
841124dffffffff,5.0,0.0,0.0,0.0
8411251ffffffff,25.0,2.0,0.0,0.0
8411253ffffffff,1.0,0.0,0.0,0.0
8411263ffffffff,1.0,0.0,0.0,0.0
8411265ffffffff,4.0,2.0,0.0,0.0
8411267ffffffff,7.0,0.0,0.0,0.0
8411269ffffffff,18.0,0.0,0.0,0.0
841126bffffffff,9.0,0.0,0.0,0.0
841126dffffffff,223.0,50.0,0.0,0.0
8411285ffffffff,3.0,0.0,0.0,0.0
84112adffffffff,13.0,0.0,0.0,0.0
84112c1ffffffff,1.0,0.0,0.0,0.0
84112c3ffffffff,1.0,0.0,0.0,0.0
84112cdffffffff,1.0,0.0,0.0,0.0
84112d9ffffffff,2.0,0.0,0.0,0.0
84112e3ffffffff,5.0,0.0,0.0,0.0
84112edffffffff,12.0,0.0,0.0,0.0
8411313ffffffff,1.0,0.0,0.0,0.0
8411345ffffffff,8.0,0.0,0.0,0.0
8411359ffffffff,1.0,0.0,0.0,0.0
8411361ffffffff,2.0,0.0,0.0,0.0
8411369ffffffff,4.0,0.0,0.0,0.0
841136bffffffff,9.0,0.0,0.0,0.0
8411811ffffffff,1.0,1.0,0.0,0.0
8411813ffffffff,59.0,12.0,0.0,0.0
841181bffffffff,4.0,1.0,0.0,0.0
841181dffffffff,28.0,3.0,0.0,0.0
8411853ffffffff,23.0,0.0,0.0,0.0
841185bffffffff,1.0,0.0,0.0,0.0
8411895ffffffff,2.0,0.0,0.0,0.0
8411897ffffffff,4.0,0.0,0.0,0.0
84118adffffffff,25.0,0.0,0.0,0.0
84118c1ffffffff,3.0,0.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0,0.0
84118c9ffffffff,4.0,0.0,0.0,0.0
84118cdffffffff,71.0,0.0,0.0,0.0
84118e1ffffffff,6.0,0.0,0.0,0.0
84118e5ffffffff,4.0,0.0,0.0,0.0
84118e9ffffffff,49.0,8.0,0.0,0.0
84119ebffffffff,7.0,0.0,0.0,0.0
84119edffffffff,2.0,0.0,0.0,0.0
8411a43ffffffff,1.0,0.0,0.0,0.0
8411a6bffffffff,2.0,0.0,0.0,0.0
8411aa1ffffffff,13.0,0.0,0.0,0.0
8411aa3ffffffff,4.0,0.0,0.0,0.0
8411aa5ffffffff,26.0,0.0,0.0,0.0
8411aa7ffffffff,177.0,5.0,0.0,0.0
8411aa9ffffffff,8.0,0.0,0.0,0.0
8411aabffffffff,43.0,0.0,0.0,0.0
8411aadffffffff,27.0,0.0,0.0,0.0
8411ab5ffffffff,5.0,0.0,0.0,0.0
8411ab7ffffffff,1.0,0.0,0.0,0.0
8411ab9ffffffff,5.0,5.0,0.0,0.0
8411abdffffffff,2.0,2.0,0.0,0.0
8411ae3ffffffff,136.0,39.0,0.0,0.0
8411ae7ffffffff,4.0,4.0,0.0,0.0
84120b7ffffffff,8.0,0.0,0.0,0.0
8412187ffffffff,1.0,0.0,0.0,0.0
8412199ffffffff,2.0,0.0,0.0,0.0
84121a9ffffffff,2.0,0.0,0.0,0.0
84121bbffffffff,6.0,0.0,0.0,0.0
84121e3ffffffff,10.0,0.0,0.0,0.0
84122b1ffffffff,3.0,0.0,0.0,0.0
84122e9ffffffff,7.0,0.0,0.0,0.0
841241dffffffff,2.0,0.0,0.0,0.0
8412423ffffffff,2.0,0.0,0.0,0.0
8412445ffffffff,2.0,0.0,0.0,0.0
841244bffffffff,4.0,0.0,0.0,0.0
841244dffffffff,2.0,0.0,0.0,0.0
8412453ffffffff,2.0,0.0,0.0,0.0
84124a5ffffffff,2.0,0.0,0.0,0.0
84124b5ffffffff,25.0,0.0,0.0,0.0
84124b7ffffffff,7.0,0.0,0.0,0.0
84124bdffffffff,2.0,0.0,0.0,0.0
84124d9ffffffff,4.0,0.0,0.0,0.0
84124dbffffffff,6.0,0.0,0.0,0.0
8412505ffffffff,71.0,1.0,0.0,0.0
8412507ffffffff,3.0,0.0,0.0,0.0
8412515ffffffff,71.0,14.0,0.0,0.0
8412521ffffffff,19.0,0.0,0.0,0.0
8412523ffffffff,2.0,0.0,0.0,0.0
8412529ffffffff,1.0,0.0,0.0,0.0
841252bffffffff,8.0,0.0,0.0,0.0
841252dffffffff,2.0,0.0,0.0,0.0
8412531ffffffff,1.0,0.0,0.0,0.0
8412535ffffffff,10.0,0.0,0.0,0.0
8412539ffffffff,13.0,6.0,0.0,0.0
841253bffffffff,39.0,0.0,0.0,0.0
841253dffffffff,6.0,0.0,0.0,0.0
8412549ffffffff,6.0,0.0,0.0,0.0
8412569ffffffff,1.0,0.0,0.0,0.0
8412581ffffffff,5.0,0.0,0.0,0.0
8412583ffffffff,8.0,0.0,0.0,0.0
841258dffffffff,6.0,0.0,0.0,0.0
8412591ffffffff,48.0,0.0,0.0,0.0
8412593ffffffff,8.0,0.0,0.0,0.0
8412597ffffffff,43.0,0.0,0.0,0.0
841259dffffffff,7.0,0.0,0.0,0.0
84125adffffffff,2.0,0.0,0.0,0.0
84125bbffffffff,2.0,0.0,0.0,0.0
84125c7ffffffff,2.0,0.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0,0.0
84125d7ffffffff,2.0,0.0,0.0,0.0
84125d9ffffffff,7.0,0.0,0.0,0.0
84125dbffffffff,10.0,0.0,0.0,0.0
84125ebffffffff,2.0,0.0,0.0,0.0
841260bffffffff,2.0,0.0,0.0,0.0
8412639ffffffff,6.0,0.0,0.0,0.0
841263dffffffff,9.0,0.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0,0.0
84126b1ffffffff,2.0,0.0,0.0,0.0
8412721ffffffff,2.0,0.0,0.0,0.0
8412723ffffffff,3.0,0.0,0.0,0.0
8412753ffffffff,6.0,0.0,0.0,0.0
8412759ffffffff,8.0,0.0,0.0,0.0
841275bffffffff,4.0,0.0,0.0,0.0
8412aa7ffffffff,2.0,0.0,0.0,0.0
8412ab5ffffffff,7.0,0.0,0.0,0.0
8412c11ffffffff,5.0,0.0,0.0,0.0
8412c1bffffffff,2.0,0.0,0.0,0.0
8412c21ffffffff,4.0,0.0,0.0,0.0
8412c81ffffffff,2.0,0.0,0.0,0.0
8412c83ffffffff,8.0,0.0,0.0,0.0
8412c89ffffffff,5.0,0.0,0.0,0.0
8412c8bffffffff,21.0,0.0,0.0,0.0
8412c91ffffffff,2.0,0.0,0.0,0.0
8412c95ffffffff,8.0,0.0,0.0,0.0
8412c99ffffffff,4.0,0.0,0.0,0.0
8412c9bffffffff,2.0,0.0,0.0,0.0
8412c9dffffffff,60.0,0.0,0.0,0.0
8412cabffffffff,3.0,0.0,0.0,0.0
8412cadffffffff,6.0,0.0,0.0,0.0
8412cb5ffffffff,1.0,0.0,0.0,0.0
8412cb9ffffffff,2.0,0.0,0.0,0.0
8412cc1ffffffff,113.0,0.0,0.0,0.0
8412cc9ffffffff,435.0,0.0,0.0,0.0
8412ccbffffffff,2.0,0.0,0.0,0.0
8412ccdffffffff,139.0,0.0,0.0,0.0
8412cd3ffffffff,11.0,0.0,0.0,0.0
8412cd5ffffffff,6.0,0.0,0.0,0.0
8412cd7ffffffff,6.0,0.0,0.0,0.0
8412cd9ffffffff,256.0,0.0,0.0,0.0
8412cdbffffffff,25.0,0.0,0.0,0.0
8412cddffffffff,8.0,0.0,0.0,0.0
8412ce5ffffffff,3.0,0.0,0.0,0.0
8412d11ffffffff,1.0,0.0,0.0,0.0
8412d17ffffffff,34.0,0.0,0.0,0.0
8412d19ffffffff,35.0,0.0,0.0,0.0
8412d39ffffffff,2.0,0.0,0.0,0.0
8412d95ffffffff,10.0,0.0,0.0,0.0
8412dc1ffffffff,2.0,0.0,0.0,0.0
8412dc9ffffffff,9.0,0.0,0.0,0.0
8412dd5ffffffff,3.0,0.0,0.0,0.0
8412dd7ffffffff,9.0,0.0,0.0,0.0
8412ddbffffffff,5.0,0.0,0.0,0.0
8412de5ffffffff,4.0,0.0,0.0,0.0
8412dedffffffff,2.0,0.0,0.0,0.0
8412e11ffffffff,12.0,0.0,0.0,0.0
8412e13ffffffff,25.0,0.0,0.0,0.0
8412e17ffffffff,5.0,0.0,0.0,0.0
8412e1bffffffff,4.0,0.0,0.0,0.0
8412e3dffffffff,3.0,0.0,0.0,0.0
8412e4bffffffff,4.0,0.0,0.0,0.0
8412e4dffffffff,6.0,0.0,0.0,0.0
8412e5dffffffff,2.0,0.0,0.0,0.0
8412e85ffffffff,2.0,0.0,0.0,0.0
8412e8dffffffff,39.0,0.0,0.0,0.0
8412e95ffffffff,8.0,0.0,0.0,0.0
8412e9dffffffff,2.0,0.0,0.0,0.0
8412ea3ffffffff,40.0,0.0,0.0,0.0
8412ea5ffffffff,2.0,0.0,0.0,0.0
