cell_id,Cyanoliseus patagonus,Cyanoliseus patagonus andinus,Cyanoliseus patagonus patagonus/conlara,Cyanoliseus patagonus bloxami
8429a41ffffffff,77.0,0.0,0.0,0.0
8429a4dffffffff,14.0,0.0,0.0,0.0
845d107ffffffff,91.0,0.0,0.0,0.0
845d12bffffffff,1.0,0.0,0.0,0.0
84b2091ffffffff,7.0,0.0,0.0,0.0
84b2095ffffffff,29.0,0.0,0.0,0.0
84b2097ffffffff,17.0,0.0,0.0,0.0
84b2099ffffffff,13.0,0.0,0.0,0.0
84b209bffffffff,20.0,0.0,0.0,0.0
84b209dffffffff,7.0,0.0,0.0,0.0
84b20a5ffffffff,28.0,0.0,0.0,0.0
84b20b3ffffffff,8.0,0.0,0.0,0.0
84b20b7ffffffff,3.0,0.0,0.0,0.0
84b20bbffffffff,3.0,0.0,0.0,0.0
84b20d3ffffffff,7.0,0.0,0.0,0.0
84b20d7ffffffff,16.0,0.0,0.0,0.0
84b20d9ffffffff,11.0,0.0,0.0,0.0
84b20dbffffffff,2.0,0.0,0.0,0.0
84b2191ffffffff,69.0,0.0,0.0,0.0
84b2193ffffffff,47.0,0.0,0.0,0.0
84b2197ffffffff,3.0,0.0,0.0,0.0
84b2199ffffffff,60.0,0.0,0.0,0.0
84b219bffffffff,96.0,0.0,0.0,0.0
84b219dffffffff,10.0,0.0,0.0,0.0
84b21bbffffffff,3.0,0.0,0.0,0.0
84b21d1ffffffff,3.0,0.0,0.0,0.0
84b21d3ffffffff,3.0,0.0,0.0,0.0
84b21d5ffffffff,2.0,0.0,0.0,0.0
84b21d7ffffffff,35.0,0.0,0.0,0.0
84b2297ffffffff,14.0,0.0,0.0,0.0
84b22b3ffffffff,13.0,0.0,0.0,0.0
84b22b7ffffffff,1.0,0.0,0.0,0.0
84b22d9ffffffff,7.0,0.0,0.0,0.0
84b22dbffffffff,6.0,0.0,0.0,0.0
84b2425ffffffff,2.0,0.0,0.0,0.0
84b2507ffffffff,1.0,0.0,0.0,0.0
84b250bffffffff,2.0,0.0,0.0,0.0
84b250dffffffff,4.0,0.0,0.0,0.0
84b2523ffffffff,5.0,0.0,0.0,0.0
84b2527ffffffff,2.0,0.0,0.0,0.0
84b2539ffffffff,2.0,0.0,0.0,0.0
84b2549ffffffff,2.0,0.0,0.0,0.0
84b2557ffffffff,1.0,0.0,0.0,0.0
84b2569ffffffff,8.0,0.0,0.0,0.0
84b256bffffffff,9.0,0.0,0.0,0.0
84b256dffffffff,6.0,0.0,0.0,0.0
84b2581ffffffff,19.0,0.0,0.0,0.0
84b2583ffffffff,14.0,0.0,0.0,0.0
84b2585ffffffff,18.0,0.0,0.0,0.0
84b2587ffffffff,2.0,0.0,0.0,0.0
84b2589ffffffff,89.0,0.0,0.0,0.0
84b258bffffffff,12.0,0.0,0.0,0.0
84b258dffffffff,12.0,0.0,0.0,0.0
84b2591ffffffff,55.0,0.0,0.0,0.0
84b2595ffffffff,13.0,0.0,0.0,0.0
84b25a1ffffffff,31.0,0.0,0.0,0.0
84b25a3ffffffff,2.0,0.0,0.0,0.0
84b25a7ffffffff,3.0,0.0,0.0,0.0
84b25a9ffffffff,3.0,0.0,0.0,0.0
84b25abffffffff,4.0,0.0,0.0,0.0
84b25adffffffff,1.0,0.0,0.0,0.0
84b25b1ffffffff,3.0,0.0,0.0,0.0
84b25b9ffffffff,34.0,0.0,0.0,0.0
84b25bdffffffff,6.0,0.0,0.0,0.0
84b25c1ffffffff,28.0,0.0,0.0,0.0
84b25c7ffffffff,84.0,0.0,0.0,0.0
84b25cbffffffff,2.0,0.0,0.0,0.0
84b25d5ffffffff,2.0,0.0,0.0,0.0
84b25e1ffffffff,31.0,0.0,0.0,0.0
84b25e3ffffffff,10.0,0.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0,0.0
84b25e7ffffffff,2.0,0.0,0.0,0.0
84b25ebffffffff,15.0,0.0,0.0,0.0
84b2705ffffffff,1.0,0.0,0.0,0.0
84b270dffffffff,9.0,0.0,0.0,0.0
84b2717ffffffff,2.0,0.0,0.0,0.0
84b2721ffffffff,8.0,0.0,0.0,0.0
84b2723ffffffff,3.0,0.0,0.0,0.0
84b2725ffffffff,3.0,0.0,0.0,0.0
84b2729ffffffff,16.0,0.0,0.0,0.0
84b272bffffffff,27.0,0.0,0.0,0.0
84b272dffffffff,1.0,0.0,0.0,0.0
84b2733ffffffff,2.0,0.0,0.0,0.0
84b2749ffffffff,4.0,0.0,0.0,0.0
84b274dffffffff,2.0,0.0,0.0,0.0
84b2767ffffffff,8.0,0.0,0.0,0.0
84b276bffffffff,8.0,0.0,0.0,0.0
84b276dffffffff,9.0,0.0,0.0,0.0
84b2c11ffffffff,355.0,0.0,0.0,58.0
84b2c13ffffffff,4.0,0.0,0.0,0.0
84b2c15ffffffff,21.0,0.0,0.0,0.0
84b2c17ffffffff,29.0,0.0,0.0,1.0
84b2c19ffffffff,3.0,0.0,0.0,0.0
84b2c1dffffffff,60.0,0.0,0.0,4.0
84b2c3bffffffff,17.0,0.0,0.0,0.0
84b2c57ffffffff,7.0,0.0,0.0,1.0
84b2c81ffffffff,1.0,0.0,0.0,0.0
84b2c85ffffffff,10.0,0.0,0.0,0.0
84b2c8dffffffff,30.0,0.0,0.0,0.0
84b2ca9ffffffff,7.0,0.0,0.0,0.0
84b2cadffffffff,6.0,0.0,0.0,0.0
84b2cb5ffffffff,2.0,0.0,0.0,0.0
84b2cb7ffffffff,3.0,0.0,0.0,0.0
84b2cc3ffffffff,6.0,0.0,0.0,0.0
84b2cc7ffffffff,7.0,0.0,0.0,0.0
84b2cddffffffff,11.0,0.0,0.0,0.0
84b2ce5ffffffff,27.0,0.0,0.0,0.0
84b2ce7ffffffff,19.0,0.0,0.0,0.0
84b2ce9ffffffff,3.0,0.0,0.0,0.0
84b2cedffffffff,29.0,0.0,0.0,0.0
84b2dd1ffffffff,2.0,0.0,0.0,0.0
84b2dd3ffffffff,15.0,0.0,0.0,0.0
84b2dd9ffffffff,33.0,0.0,0.0,3.0
84b2ddbffffffff,440.0,0.0,0.0,19.0
84b2e0dffffffff,2.0,0.0,0.0,0.0
84b2e13ffffffff,1.0,0.0,0.0,0.0
84b2e45ffffffff,4.0,0.0,0.0,0.0
84b2e5bffffffff,1.0,0.0,0.0,0.0
84b2e69ffffffff,39.0,0.0,0.0,0.0
84b2e6bffffffff,17.0,0.0,0.0,0.0
84b2e6dffffffff,1.0,0.0,0.0,0.0
84b2e81ffffffff,3.0,0.0,0.0,0.0
84b2e85ffffffff,114.0,0.0,0.0,0.0
84b2e8dffffffff,2.0,0.0,0.0,0.0
84b2e91ffffffff,56.0,0.0,0.0,0.0
84b2e99ffffffff,92.0,0.0,0.0,0.0
84b2e9bffffffff,4.0,0.0,0.0,0.0
84b2ea3ffffffff,2.0,0.0,0.0,0.0
84b2ea9ffffffff,11.0,0.0,0.0,0.0
84b2eb7ffffffff,10.0,0.0,0.0,0.0
84b2eb9ffffffff,5.0,0.0,0.0,0.0
84b2ebbffffffff,16.0,0.0,0.0,0.0
84b2ec5ffffffff,3.0,0.0,0.0,0.0
84b2ec9ffffffff,2.0,0.0,0.0,0.0
84b2ecdffffffff,3.0,0.0,0.0,0.0
84b2ed7ffffffff,11.0,0.0,0.0,0.0
84b2ed9ffffffff,7.0,0.0,0.0,0.0
84b2ee1ffffffff,2.0,0.0,0.0,0.0
84b2ee3ffffffff,7.0,0.0,0.0,0.0
84b2eebffffffff,2.0,0.0,0.0,0.0
84b3533ffffffff,4.0,0.0,0.0,0.0
84b353bffffffff,2.0,0.0,0.0,0.0
84b35a1ffffffff,28.0,6.0,0.0,0.0
84b35a5ffffffff,70.0,9.0,0.0,0.0
84b35a7ffffffff,196.0,15.0,0.0,0.0
84b35a9ffffffff,13.0,0.0,0.0,0.0
84b35adffffffff,161.0,26.0,0.0,0.0
84b35e1ffffffff,14.0,0.0,0.0,0.0
84b35e3ffffffff,44.0,0.0,0.0,0.0
84b35e5ffffffff,120.0,11.0,0.0,0.0
84b35e7ffffffff,28.0,0.0,0.0,0.0
84b35ebffffffff,6.0,0.0,0.0,0.0
84b35edffffffff,3.0,0.0,0.0,0.0
84c2031ffffffff,16.0,0.0,0.0,0.0
84c2037ffffffff,31.0,0.0,0.0,0.0
84c203bffffffff,3.0,0.0,0.0,0.0
84c2053ffffffff,57.0,0.0,0.0,0.0
84c205bffffffff,126.0,0.0,0.0,0.0
84c21b3ffffffff,1.0,0.0,0.0,0.0
84c21b9ffffffff,2.0,0.0,0.0,0.0
84c21ddffffffff,32.0,0.0,0.0,0.0
84c2213ffffffff,6.0,0.0,0.0,0.0
84c2217ffffffff,28.0,0.0,0.0,0.0
84c221bffffffff,1.0,0.0,0.0,0.0
84c2293ffffffff,1.0,0.0,0.0,0.0
84c22a9ffffffff,6.0,0.0,0.0,0.0
84c22abffffffff,4.0,0.0,0.0,0.0
84c22adffffffff,32.0,0.0,0.0,0.0
84c22c5ffffffff,13.0,0.0,0.0,0.0
84c22d3ffffffff,1.0,0.0,0.0,0.0
84c22e7ffffffff,2.0,0.0,0.0,0.0
84c22e9ffffffff,3.0,0.0,0.0,0.0
84c2e31ffffffff,1.0,0.0,0.0,0.0
84c2e33ffffffff,10.0,0.0,0.0,0.0
84c2e39ffffffff,3.0,0.0,0.0,0.0
84c2e3dffffffff,8.0,0.0,0.0,0.0
84c2e5dffffffff,1.0,0.0,0.0,0.0
84c3053ffffffff,7.0,0.0,0.0,0.0
84c3083ffffffff,11.0,0.0,0.0,0.0
84c3089ffffffff,50.0,0.0,0.0,0.0
84c308bffffffff,33.0,0.0,0.0,0.0
84c3093ffffffff,19.0,0.0,0.0,0.0
84c3097ffffffff,4.0,0.0,0.0,0.0
84c309dffffffff,3.0,0.0,0.0,0.0
84c30b9ffffffff,6.0,0.0,0.0,0.0
84c30c3ffffffff,25.0,0.0,0.0,0.0
84c30cbffffffff,1.0,0.0,0.0,0.0
84c30d1ffffffff,7.0,0.0,0.0,0.0
84c30d5ffffffff,7.0,0.0,0.0,0.0
84c30d9ffffffff,4.0,0.0,0.0,0.0
84c30dbffffffff,2.0,0.0,0.0,0.0
84c3209ffffffff,2.0,0.0,0.0,0.0
84c320dffffffff,5.0,0.0,0.0,0.0
84c3217ffffffff,8.0,0.0,0.0,0.0
84c3219ffffffff,4.0,0.0,0.0,0.0
84c3239ffffffff,4.0,0.0,0.0,0.0
84c3241ffffffff,6.0,0.0,0.0,0.0
84c3243ffffffff,15.0,0.0,0.0,0.0
84c324bffffffff,8.0,0.0,0.0,0.0
84c3255ffffffff,3.0,0.0,0.0,0.0
84c325bffffffff,2.0,0.0,0.0,0.0
84c3283ffffffff,14.0,0.0,0.0,0.0
84c3287ffffffff,15.0,0.0,0.0,0.0
84c328dffffffff,9.0,0.0,0.0,0.0
84c3295ffffffff,5.0,0.0,0.0,0.0
84c3297ffffffff,552.0,0.0,0.0,0.0
84c329bffffffff,28.0,0.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0,0.0
84c32a5ffffffff,3.0,0.0,0.0,0.0
84c32a7ffffffff,3.0,0.0,0.0,0.0
84c32a9ffffffff,1.0,0.0,0.0,0.0
84c32adffffffff,12.0,0.0,0.0,0.0
84c32b3ffffffff,13.0,0.0,0.0,0.0
84c32b7ffffffff,22.0,0.0,0.0,0.0
84c32bbffffffff,14.0,0.0,0.0,0.0
84c32d3ffffffff,2.0,0.0,0.0,0.0
84c32dbffffffff,6.0,0.0,0.0,0.0
84c32e1ffffffff,162.0,0.0,0.0,0.0
84c32e3ffffffff,13.0,0.0,0.0,0.0
84c32e9ffffffff,2.0,0.0,0.0,0.0
84c32edffffffff,4.0,0.0,0.0,0.0
84c3401ffffffff,8.0,0.0,0.0,0.0
84c3403ffffffff,26.0,0.0,0.0,0.0
84c3405ffffffff,3.0,0.0,0.0,0.0
84c3409ffffffff,7.0,0.0,0.0,0.0
84c340dffffffff,25.0,0.0,0.0,0.0
84c3415ffffffff,3.0,0.0,0.0,0.0
84c3427ffffffff,4.0,0.0,0.0,0.0
84c343bffffffff,6.0,0.0,0.0,0.0
84c3441ffffffff,3.0,0.0,0.0,0.0
84c3451ffffffff,3.0,0.0,0.0,0.0
84c3453ffffffff,6.0,0.0,0.0,0.0
84c3455ffffffff,1.0,0.0,0.0,0.0
84c3459ffffffff,5.0,0.0,0.0,0.0
84c345bffffffff,1.0,0.0,0.0,0.0
84c345dffffffff,5.0,0.0,0.0,0.0
84c3463ffffffff,6.0,0.0,0.0,0.0
84c3465ffffffff,6.0,0.0,0.0,0.0
84c3467ffffffff,6.0,0.0,0.0,0.0
84c346bffffffff,4.0,0.0,0.0,0.0
84c34e3ffffffff,2.0,0.0,0.0,0.0
84c3501ffffffff,55.0,0.0,0.0,0.0
84c3503ffffffff,27.0,0.0,0.0,0.0
84c3505ffffffff,62.0,0.0,0.0,0.0
84c3507ffffffff,4.0,0.0,0.0,0.0
84c3509ffffffff,31.0,0.0,0.0,0.0
84c350bffffffff,8.0,0.0,0.0,0.0
84c350dffffffff,16.0,0.0,0.0,0.0
84c3511ffffffff,3.0,0.0,0.0,0.0
84c3515ffffffff,3.0,0.0,0.0,0.0
84c3519ffffffff,6.0,0.0,0.0,0.0
84c351bffffffff,1.0,0.0,0.0,0.0
84c351dffffffff,7.0,0.0,0.0,0.0
84c3521ffffffff,10.0,0.0,0.0,0.0
84c3529ffffffff,8.0,0.0,0.0,0.0
84c352dffffffff,2.0,0.0,0.0,0.0
84c3539ffffffff,59.0,0.0,0.0,0.0
84c353dffffffff,24.0,0.0,0.0,0.0
84c3543ffffffff,3.0,0.0,0.0,0.0
84c3545ffffffff,3.0,0.0,0.0,0.0
84c3547ffffffff,16.0,0.0,0.0,0.0
84c354bffffffff,2.0,0.0,0.0,0.0
84c3551ffffffff,2.0,0.0,0.0,0.0
84c3553ffffffff,4.0,0.0,0.0,0.0
84c3555ffffffff,6.0,0.0,0.0,0.0
84c3559ffffffff,2.0,0.0,0.0,0.0
84c355bffffffff,1.0,0.0,0.0,0.0
84c355dffffffff,2.0,0.0,0.0,0.0
84c3563ffffffff,4.0,0.0,0.0,0.0
84c3569ffffffff,24.0,0.0,0.0,0.0
84c356bffffffff,31.0,0.0,0.0,0.0
84c356dffffffff,20.0,0.0,0.0,0.0
84c35d7ffffffff,2.0,0.0,0.0,0.0
84c3601ffffffff,5.0,0.0,0.0,0.0
84c3605ffffffff,1.0,0.0,0.0,0.0
84c3607ffffffff,15.0,0.0,0.0,0.0
84c3609ffffffff,48.0,0.0,0.0,0.0
84c360bffffffff,7.0,0.0,0.0,0.0
84c360dffffffff,78.0,0.0,0.0,0.0
84c3611ffffffff,3.0,0.0,0.0,0.0
84c3617ffffffff,2.0,0.0,0.0,0.0
84c361bffffffff,1.0,0.0,0.0,0.0
84c3623ffffffff,6.0,0.0,0.0,0.0
84c3637ffffffff,2.0,0.0,0.0,0.0
84c363bffffffff,2.0,0.0,0.0,0.0
84c3643ffffffff,2.0,0.0,0.0,0.0
84c3647ffffffff,2.0,0.0,0.0,0.0
84c3649ffffffff,5.0,0.0,0.0,0.0
84c364dffffffff,9.0,0.0,0.0,0.0
84c3651ffffffff,1.0,0.0,0.0,0.0
84c3659ffffffff,10.0,0.0,0.0,0.0
84c3663ffffffff,38.0,0.0,0.0,0.0
84c3667ffffffff,5.0,0.0,0.0,0.0
84c366dffffffff,1.0,0.0,0.0,0.0
84c36a3ffffffff,2.0,0.0,0.0,0.0
84c36adffffffff,2.0,0.0,0.0,0.0
84c36c1ffffffff,4.0,0.0,0.0,0.0
84c36c7ffffffff,1.0,0.0,0.0,0.0
84c36d7ffffffff,2.0,0.0,0.0,0.0
