cell_id,Orthorhyncus cristatus,Orthorhyncus cristatus exilis,Orthorhyncus cristatus ornatus,Orthorhyncus cristatus cristatus,Orthorhyncus cristatus emigrans
824cc7fffffffff,2.0,0.0,0.0,0.0,0.0
824ceffffffffff,1400.0,4.0,0.0,0.0,0.0
824d4ffffffffff,239.0,0.0,0.0,0.0,0.0
825e47fffffffff,1305.0,141.0,0.0,0.0,0.0
825e4ffffffffff,312.0,1.0,0.0,0.0,0.0
825e5ffffffffff,1217.0,49.0,0.0,0.0,0.0
825e67fffffffff,1600.0,0.0,0.0,0.0,74.0
825e77fffffffff,912.0,15.0,137.0,0.0,8.0
