cell_id,Cranioleuca antisiensis,Cranioleuca antisiensis antisiensis/palamblae,Cranioleuca antisiensis [baroni Group]
828e67fffffffff,57.0,1.0,49.0
828f0ffffffffff,502.0,218.0,0.0
828f2ffffffffff,50.0,17.0,0.0
828f47fffffffff,58.0,6.0,25.0
828f4ffffffffff,3.0,0.0,2.0
828f57fffffffff,1061.0,248.0,403.0
828f5ffffffffff,368.0,28.0,197.0
828f77fffffffff,342.0,115.0,3.0
