cell_id,Butorides striata,Butorides striata striata,Butorides striata sundevalli,Butorides striata [atricapilla Group]
8341b4fffffffff,5.0,0.0,0.0,0.0
8341b5fffffffff,9.0,0.0,0.0,0.0
8342c0fffffffff,5.0,0.0,0.0,0.0
8342c1fffffffff,2.0,0.0,0.0,0.0
8342c4fffffffff,12.0,0.0,0.0,1.0
8342c5fffffffff,2.0,0.0,0.0,0.0
8342c8fffffffff,6.0,0.0,0.0,0.0
8342cafffffffff,3.0,0.0,0.0,0.0
8342ccfffffffff,7.0,0.0,0.0,0.0
8342cefffffffff,2.0,0.0,0.0,0.0
8342d9fffffffff,3.0,0.0,0.0,0.0
8342dbfffffffff,2.0,0.0,0.0,0.0
8342e2fffffffff,1.0,0.0,0.0,0.0
834316fffffffff,2.0,0.0,0.0,0.0
8343a0fffffffff,6.0,0.0,0.0,0.0
8343a1fffffffff,1.0,0.0,0.0,0.0
8343a8fffffffff,2.0,0.0,0.0,0.0
8343a9fffffffff,1.0,0.0,0.0,0.0
8343acfffffffff,1.0,0.0,0.0,0.0
8343aefffffffff,3.0,0.0,0.0,0.0
834b75fffffffff,10.0,0.0,0.0,10.0
834ba0fffffffff,5.0,0.0,0.0,0.0
834ba1fffffffff,2.0,0.0,0.0,0.0
834ba2fffffffff,8.0,0.0,0.0,0.0
834bb1fffffffff,2.0,0.0,0.0,0.0
834bb5fffffffff,6.0,0.0,0.0,0.0
834cc0fffffffff,9.0,0.0,0.0,0.0
834cc5fffffffff,14.0,0.0,0.0,0.0
83534dfffffffff,2.0,0.0,0.0,0.0
83541bfffffffff,2.0,0.0,0.0,2.0
8354eafffffffff,1.0,0.0,0.0,1.0
8354f4fffffffff,1.0,0.0,0.0,1.0
835e66fffffffff,2.0,0.0,0.0,0.0
835e70fffffffff,6.0,0.0,0.0,0.0
835e72fffffffff,18.0,0.0,0.0,0.0
835f08fffffffff,3.0,3.0,0.0,0.0
835f12fffffffff,2.0,2.0,0.0,0.0
835f13fffffffff,2.0,2.0,0.0,0.0
835f1cfffffffff,1.0,1.0,0.0,0.0
835f58fffffffff,13.0,13.0,0.0,0.0
836002fffffffff,2.0,0.0,0.0,0.0
836004fffffffff,3.0,0.0,0.0,0.0
836006fffffffff,11.0,0.0,0.0,0.0
836011fffffffff,2.0,0.0,0.0,0.0
836014fffffffff,1.0,0.0,0.0,0.0
836015fffffffff,2.0,0.0,0.0,0.0
83601efffffffff,1.0,0.0,0.0,0.0
836022fffffffff,13.0,0.0,0.0,0.0
836026fffffffff,12.0,0.0,0.0,0.0
836031fffffffff,30.0,0.0,0.0,0.0
836033fffffffff,10.0,0.0,0.0,0.0
836035fffffffff,7.0,0.0,0.0,0.0
836036fffffffff,2.0,0.0,0.0,0.0
836088fffffffff,9.0,0.0,0.0,0.0
83608afffffffff,1.0,0.0,0.0,0.0
83608bfffffffff,9.0,0.0,0.0,0.0
83608efffffffff,5.0,0.0,0.0,0.0
83609afffffffff,1.0,0.0,0.0,0.0
83609dfffffffff,2.0,0.0,0.0,0.0
83609efffffffff,2.0,0.0,0.0,0.0
8360a9fffffffff,46.0,0.0,0.0,2.0
8360aafffffffff,4.0,0.0,0.0,0.0
8360abfffffffff,1.0,0.0,0.0,0.0
8360acfffffffff,1.0,0.0,0.0,0.0
8360adfffffffff,1.0,0.0,0.0,0.0
8360b5fffffffff,1.0,0.0,0.0,0.0
83611bfffffffff,1.0,0.0,0.0,0.0
836142fffffffff,2.0,0.0,0.0,2.0
83618cfffffffff,7.0,0.0,0.0,0.0
8361a9fffffffff,3.0,0.0,0.0,0.0
836435fffffffff,1.0,0.0,0.0,1.0
836482fffffffff,4.0,0.0,0.0,0.0
8364a5fffffffff,4.0,0.0,0.0,0.0
8364b1fffffffff,4.0,0.0,0.0,0.0
8364e4fffffffff,4.0,0.0,0.0,4.0
836500fffffffff,21.0,0.0,0.0,3.0
836501fffffffff,25.0,0.0,0.0,0.0
836503fffffffff,82.0,0.0,0.0,6.0
836505fffffffff,5.0,0.0,0.0,0.0
83650efffffffff,7.0,0.0,0.0,0.0
836518fffffffff,35.0,0.0,0.0,0.0
836519fffffffff,15.0,0.0,0.0,0.0
83651cfffffffff,11.0,0.0,0.0,2.0
83651dfffffffff,327.0,0.0,0.0,8.0
836520fffffffff,61.0,0.0,0.0,0.0
836522fffffffff,4.0,0.0,0.0,0.0
836523fffffffff,19.0,0.0,0.0,0.0
836526fffffffff,64.0,0.0,0.0,6.0
836581fffffffff,4.0,0.0,0.0,4.0
836583fffffffff,13.0,0.0,0.0,11.0
836584fffffffff,2.0,0.0,0.0,2.0
83658bfffffffff,4.0,0.0,0.0,4.0
836599fffffffff,3.0,0.0,0.0,0.0
83659cfffffffff,7.0,0.0,0.0,7.0
8365b3fffffffff,2.0,0.0,0.0,2.0
8365b5fffffffff,3.0,0.0,0.0,0.0
836608fffffffff,1.0,0.0,0.0,0.0
83660bfffffffff,4.0,0.0,0.0,0.0
836610fffffffff,2.0,0.0,0.0,0.0
836613fffffffff,5.0,0.0,0.0,0.0
836623fffffffff,2.0,0.0,0.0,0.0
8366a0fffffffff,16.0,0.0,0.0,0.0
8366a1fffffffff,16.0,0.0,0.0,0.0
8366a3fffffffff,5.0,0.0,0.0,0.0
8366a5fffffffff,4.0,4.0,0.0,0.0
8366b5fffffffff,17.0,0.0,0.0,0.0
8366c2fffffffff,1.0,0.0,0.0,0.0
8366d3fffffffff,74.0,7.0,0.0,0.0
8366dcfffffffff,2.0,0.0,0.0,0.0
8366defffffffff,2.0,0.0,0.0,0.0
8366e6fffffffff,1.0,1.0,0.0,0.0
8366f1fffffffff,3.0,2.0,0.0,0.0
8366f5fffffffff,15.0,5.0,0.0,0.0
836740fffffffff,4.0,0.0,0.0,0.0
836741fffffffff,18.0,5.0,0.0,0.0
836743fffffffff,1.0,0.0,0.0,0.0
836744fffffffff,15.0,0.0,0.0,0.0
836746fffffffff,17.0,0.0,0.0,0.0
83674cfffffffff,8.0,0.0,0.0,0.0
83674efffffffff,1.0,0.0,0.0,0.0
83675cfffffffff,9.0,0.0,0.0,0.0
836769fffffffff,2.0,0.0,0.0,0.0
836773fffffffff,1.0,0.0,0.0,0.0
83679afffffffff,4.0,0.0,0.0,0.0
836818fffffffff,1.0,0.0,0.0,0.0
836858fffffffff,2.0,0.0,0.0,0.0
8368c8fffffffff,3.0,0.0,0.0,3.0
836941fffffffff,2.0,0.0,0.0,0.0
836945fffffffff,3.0,0.0,0.0,0.0
83699afffffffff,2.0,0.0,0.0,0.0
836c58fffffffff,2.0,0.0,0.0,0.0
836c59fffffffff,1.0,0.0,1.0,0.0
836c5bfffffffff,3.0,1.0,0.0,0.0
836c61fffffffff,1.0,0.0,0.0,0.0
836d68fffffffff,5.0,0.0,0.0,0.0
836d69fffffffff,41.0,0.0,0.0,0.0
836d6dfffffffff,31.0,0.0,0.0,0.0
83739afffffffff,3.0,0.0,0.0,3.0
837683fffffffff,2.0,0.0,0.0,0.0
837a40fffffffff,1.0,0.0,0.0,0.0
837a41fffffffff,7.0,0.0,0.0,4.0
837a68fffffffff,2.0,0.0,0.0,2.0
837a6afffffffff,4.0,0.0,0.0,4.0
837b48fffffffff,2.0,0.0,0.0,0.0
837b4afffffffff,39.0,0.0,0.0,0.0
837b4cfffffffff,58.0,0.0,0.0,5.0
837b4efffffffff,2.0,0.0,0.0,0.0
838010fffffffff,2.0,2.0,0.0,0.0
838014fffffffff,1.0,1.0,0.0,0.0
838023fffffffff,2.0,0.0,0.0,0.0
838110fffffffff,1.0,1.0,0.0,0.0
838114fffffffff,1.0,1.0,0.0,0.0
838115fffffffff,1.0,1.0,0.0,0.0
838124fffffffff,1.0,1.0,0.0,0.0
838133fffffffff,1.0,1.0,0.0,0.0
8382c0fffffffff,2.0,0.0,0.0,0.0
8382f0fffffffff,3.0,0.0,0.0,3.0
83845afffffffff,15.0,0.0,0.0,0.0
83845cfffffffff,16.0,0.0,0.0,0.0
83845efffffffff,3.0,0.0,0.0,0.0
838ae5fffffffff,1.0,0.0,0.0,0.0
838b09fffffffff,1.0,1.0,0.0,0.0
838b0dfffffffff,8.0,8.0,0.0,0.0
838b22fffffffff,9.0,9.0,0.0,0.0
838b23fffffffff,3.0,3.0,0.0,0.0
838b26fffffffff,2.0,2.0,0.0,0.0
838b2afffffffff,2.0,2.0,0.0,0.0
838b2cfffffffff,2.0,2.0,0.0,0.0
838b31fffffffff,2.0,2.0,0.0,0.0
838b34fffffffff,2.0,2.0,0.0,0.0
838b50fffffffff,4.0,4.0,0.0,0.0
838b52fffffffff,2.0,2.0,0.0,0.0
838b56fffffffff,2.0,2.0,0.0,0.0
838b63fffffffff,7.0,7.0,0.0,0.0
838b6efffffffff,2.0,2.0,0.0,0.0
838b84fffffffff,4.0,4.0,0.0,0.0
838e45fffffffff,1.0,0.0,0.0,0.0
838e62fffffffff,4.0,1.0,0.0,0.0
838f0dfffffffff,1.0,0.0,0.0,0.0
838f2efffffffff,2.0,0.0,0.0,0.0
838f46fffffffff,9.0,9.0,0.0,0.0
838f55fffffffff,6.0,6.0,0.0,0.0
838f73fffffffff,1.0,1.0,0.0,0.0
838fa4fffffffff,2.0,0.0,0.0,0.0
839418fffffffff,2.0,0.0,0.0,2.0
839450fffffffff,2.0,0.0,0.0,2.0
839480fffffffff,2.0,0.0,0.0,2.0
8394aafffffffff,2.0,0.0,0.0,2.0
839500fffffffff,4.0,0.0,0.0,4.0
839caafffffffff,2.0,0.0,0.0,0.0
839cd3fffffffff,3.0,0.0,0.0,0.0
839d21fffffffff,1.0,0.0,0.0,0.0
839ed8fffffffff,2.0,0.0,0.0,0.0
839edefffffffff,4.0,0.0,0.0,0.0
83a242fffffffff,6.0,0.0,0.0,4.0
83a318fffffffff,2.0,0.0,0.0,0.0
83a319fffffffff,1.0,0.0,0.0,0.0
83a31dfffffffff,2.0,0.0,0.0,0.0
83a38cfffffffff,2.0,0.0,0.0,0.0
83a811fffffffff,5.0,0.0,0.0,0.0
83a82dfffffffff,1.0,0.0,0.0,0.0
83a845fffffffff,1.0,0.0,0.0,0.0
83a859fffffffff,3.0,3.0,0.0,0.0
83a86cfffffffff,3.0,0.0,0.0,0.0
83a88cfffffffff,2.0,2.0,0.0,0.0
83a88efffffffff,1.0,1.0,0.0,0.0
83a8a2fffffffff,1.0,1.0,0.0,0.0
83a8c2fffffffff,2.0,2.0,0.0,0.0
83a8d1fffffffff,1.0,1.0,0.0,0.0
83a941fffffffff,2.0,0.0,0.0,0.0
83a942fffffffff,3.0,0.0,0.0,0.0
83a94afffffffff,2.0,0.0,0.0,0.0
83a94efffffffff,19.0,0.0,0.0,0.0
83a950fffffffff,2.0,0.0,0.0,0.0
83a953fffffffff,8.0,2.0,0.0,0.0
83a955fffffffff,2.0,0.0,0.0,0.0
83a95cfffffffff,1.0,0.0,0.0,0.0
83a95dfffffffff,6.0,0.0,0.0,0.0
83a95efffffffff,2.0,0.0,0.0,0.0
83a961fffffffff,53.0,0.0,0.0,0.0
83a962fffffffff,6.0,6.0,0.0,0.0
83a964fffffffff,1.0,0.0,0.0,0.0
83a965fffffffff,14.0,0.0,0.0,0.0
83a96cfffffffff,24.0,0.0,0.0,0.0
83ac12fffffffff,2.0,0.0,0.0,0.0
83ac8afffffffff,6.0,0.0,0.0,6.0
83acb3fffffffff,2.0,0.0,0.0,0.0
83ad32fffffffff,2.0,0.0,0.0,0.0
83b20bfffffffff,3.0,0.0,0.0,0.0
83b219fffffffff,2.0,0.0,0.0,0.0
83b248fffffffff,2.0,0.0,0.0,0.0
83b249fffffffff,16.0,0.0,0.0,0.0
83b24dfffffffff,251.0,0.0,0.0,0.0
83b25efffffffff,2.0,0.0,0.0,0.0
83b268fffffffff,15.0,0.0,0.0,0.0
83b269fffffffff,44.0,0.0,0.0,0.0
83b26bfffffffff,28.0,0.0,0.0,0.0
83b26dfffffffff,41.0,0.0,0.0,0.0
83b2c8fffffffff,3.0,0.0,0.0,0.0
83b2e6fffffffff,8.0,0.0,0.0,0.0
83b2ecfffffffff,3.0,3.0,0.0,0.0
83b304fffffffff,1.0,0.0,0.0,0.0
83b342fffffffff,4.0,0.0,0.0,0.0
83b344fffffffff,8.0,0.0,0.0,0.0
83b346fffffffff,5.0,0.0,0.0,0.0
83b34dfffffffff,8.0,0.0,0.0,0.0
83b351fffffffff,3.0,0.0,0.0,0.0
83b35afffffffff,5.0,0.0,0.0,0.0
83b35bfffffffff,2.0,0.0,0.0,0.0
83b35efffffffff,6.0,0.0,0.0,0.0
83b366fffffffff,1.0,1.0,0.0,0.0
83b36bfffffffff,2.0,0.0,0.0,0.0
83b36dfffffffff,3.0,0.0,0.0,0.0
83bc45fffffffff,1.0,0.0,0.0,0.0
83bcd0fffffffff,2.0,0.0,0.0,1.0
83bcd2fffffffff,3.0,0.0,0.0,1.0
83bcd6fffffffff,1.0,0.0,0.0,1.0
83bcdcfffffffff,3.0,0.0,0.0,3.0
83bcdefffffffff,2.0,0.0,0.0,0.0
83be08fffffffff,7.0,0.0,0.0,0.0
83be0cfffffffff,4.0,0.0,0.0,0.0
83be0efffffffff,4.0,0.0,0.0,0.0
83be8dfffffffff,13.0,0.0,0.0,4.0
83bef2fffffffff,2.0,0.0,0.0,0.0
83bef6fffffffff,2.0,0.0,0.0,0.0
83c2c2fffffffff,1.0,0.0,0.0,0.0
83c2c5fffffffff,6.0,4.0,0.0,0.0
83c2c9fffffffff,132.0,0.0,0.0,0.0
83c2cbfffffffff,2.0,0.0,0.0,0.0
83c2cdfffffffff,74.0,0.0,0.0,0.0
83c2d9fffffffff,3.0,0.0,0.0,0.0
83c2e3fffffffff,5.0,1.0,0.0,0.0
83c2e9fffffffff,3.0,0.0,0.0,0.0
83c2ebfffffffff,10.0,0.0,0.0,0.0
83c2eefffffffff,2.0,0.0,0.0,0.0
83c2f1fffffffff,4.0,0.0,0.0,0.0
83c2f2fffffffff,2.0,0.0,0.0,0.0
83c34bfffffffff,6.0,0.0,0.0,0.0
83ce93fffffffff,21.0,3.0,0.0,0.0
