cell_id,Cypseloides niger,Cypseloides niger borealis,Cypseloides niger costaricensis,Cypseloides niger niger
844cee7ffffffff,12.0,0.0,0.0,4.0
845e437ffffffff,1.0,0.0,0.0,1.0
845e463ffffffff,1.0,0.0,0.0,1.0
845e469ffffffff,4.0,0.0,0.0,0.0
845e5cbffffffff,5.0,0.0,0.0,0.0
845e667ffffffff,32.0,0.0,0.0,0.0
8466107ffffffff,6.0,0.0,0.0,0.0
8466139ffffffff,14.0,0.0,0.0,0.0
8466a01ffffffff,3.0,0.0,0.0,0.0
8466a05ffffffff,3.0,0.0,0.0,0.0
8466a0bffffffff,2.0,0.0,0.0,0.0
8466a27ffffffff,9.0,0.0,0.0,0.0
8466a51ffffffff,85.0,0.0,0.0,0.0
8466a59ffffffff,1.0,0.0,0.0,0.0
8466a5bffffffff,6.0,0.0,0.0,0.0
8466a65ffffffff,97.0,0.0,0.0,0.0
8466b1dffffffff,1.0,0.0,0.0,0.0
8466b41ffffffff,3.0,0.0,0.0,0.0
8466b45ffffffff,1.0,0.0,0.0,0.0
8466b49ffffffff,20.0,0.0,0.0,0.0
8466b4dffffffff,16.0,0.0,4.0,0.0
8466b51ffffffff,1.0,0.0,0.0,0.0
8466b53ffffffff,12.0,0.0,0.0,0.0
8466b55ffffffff,2.0,0.0,0.0,0.0
8466b59ffffffff,16.0,0.0,0.0,0.0
8466b5bffffffff,12.0,0.0,0.0,0.0
8466c01ffffffff,2.0,0.0,0.0,0.0
8466d0dffffffff,3.0,0.0,0.0,0.0
8466e6dffffffff,1.0,0.0,0.0,0.0
8467329ffffffff,3.0,0.0,0.0,0.0
8467363ffffffff,5.0,0.0,0.0,0.0
846746dffffffff,2.0,0.0,0.0,0.0
8467909ffffffff,12.0,0.0,0.0,0.0
84679a1ffffffff,12.0,0.0,0.0,0.0
84679a3ffffffff,4.0,0.0,0.0,0.0
84679a5ffffffff,4.0,0.0,0.0,0.0
84679a7ffffffff,5.0,0.0,0.0,0.0
84679b3ffffffff,31.0,0.0,0.0,0.0
84679b5ffffffff,14.0,0.0,0.0,0.0
84679b7ffffffff,21.0,0.0,0.0,0.0
846d05bffffffff,8.0,0.0,0.0,0.0
846d06dffffffff,5.0,0.0,0.0,0.0
846d159ffffffff,2.0,0.0,0.0,0.0
846d239ffffffff,2.0,0.0,0.0,0.0
846d281ffffffff,4.0,0.0,0.0,0.0
846d287ffffffff,4.0,0.0,0.0,0.0
846d28bffffffff,2.0,0.0,0.0,0.0
846d28dffffffff,5.0,0.0,0.0,0.0
846d295ffffffff,9.0,0.0,0.0,0.0
846d2a3ffffffff,4.0,0.0,0.0,0.0
846d2b9ffffffff,7.0,0.0,0.0,0.0
846d2bbffffffff,8.0,0.0,0.0,0.0
846d2bdffffffff,2.0,0.0,0.0,0.0
846d2d1ffffffff,3.0,0.0,0.0,0.0
846d2d3ffffffff,15.0,0.0,0.0,0.0
846d2ddffffffff,3.0,0.0,0.0,0.0
846d32bffffffff,9.0,0.0,0.0,0.0
846d34dffffffff,2.0,0.0,0.0,0.0
846d35dffffffff,2.0,0.0,0.0,0.0
846d609ffffffff,4.0,0.0,0.0,0.0
846d641ffffffff,2.0,0.0,0.0,0.0
846d645ffffffff,4.0,0.0,0.0,0.0
846d667ffffffff,2.0,0.0,0.0,0.0
846d66dffffffff,1.0,0.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0,0.0
846d683ffffffff,2.0,0.0,0.0,0.0
846d689ffffffff,2.0,0.0,0.0,0.0
846d68bffffffff,10.0,0.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0,0.0
846d691ffffffff,2.0,0.0,0.0,0.0
846d693ffffffff,11.0,0.0,0.0,0.0
846d695ffffffff,4.0,0.0,0.0,0.0
846d697ffffffff,2.0,0.0,0.0,0.0
846d699ffffffff,5.0,0.0,0.0,0.0
846d69bffffffff,40.0,0.0,0.0,0.0
846d69dffffffff,6.0,0.0,0.0,0.0
846d6bbffffffff,5.0,0.0,0.0,0.0
846d6d1ffffffff,2.0,0.0,0.0,0.0
846d745ffffffff,3.0,0.0,0.0,0.0
846d74bffffffff,2.0,0.0,0.0,0.0
846d76dffffffff,2.0,0.0,0.0,0.0
848a565ffffffff,3.0,0.0,0.0,0.0
848f2c7ffffffff,1.0,1.0,0.0,0.0
