cell_id,Cypseloides niger,Cypseloides niger borealis,Cypseloides niger costaricensis,Cypseloides niger niger
8412805ffffffff,5.0,0.0,0.0,0.0
8412887ffffffff,4.0,0.0,0.0,0.0
84128bdffffffff,43.0,0.0,0.0,0.0
84128d3ffffffff,3.0,0.0,0.0,0.0
84128dbffffffff,2.0,0.0,0.0,0.0
84128e3ffffffff,2.0,0.0,0.0,0.0
84129d9ffffffff,2.0,2.0,0.0,0.0
84129dbffffffff,1.0,1.0,0.0,0.0
8412a37ffffffff,2.0,0.0,0.0,0.0
8412b4bffffffff,3.0,0.0,0.0,0.0
8412c03ffffffff,16.0,0.0,0.0,0.0
8412c15ffffffff,2.0,0.0,0.0,0.0
8412c17ffffffff,2.0,0.0,0.0,0.0
8412c21ffffffff,6.0,0.0,0.0,0.0
8412c33ffffffff,4.0,0.0,0.0,0.0
8412c39ffffffff,1.0,0.0,0.0,0.0
8412c3bffffffff,1.0,0.0,0.0,0.0
8412c45ffffffff,2.0,2.0,0.0,0.0
8412c4dffffffff,1.0,0.0,0.0,0.0
8412c55ffffffff,2.0,0.0,0.0,0.0
8412cabffffffff,1.0,0.0,0.0,0.0
8412cb5ffffffff,3.0,0.0,0.0,0.0
8412cbdffffffff,35.0,0.0,0.0,0.0
8412ce5ffffffff,2.0,0.0,0.0,0.0
8412ce7ffffffff,2.0,0.0,0.0,0.0
8412d19ffffffff,2.0,0.0,0.0,0.0
8412d23ffffffff,2.0,0.0,0.0,0.0
8412d41ffffffff,1.0,0.0,0.0,0.0
8412d4bffffffff,2.0,0.0,0.0,0.0
8412d81ffffffff,1.0,0.0,0.0,0.0
8412d85ffffffff,4.0,0.0,0.0,0.0
8412d89ffffffff,3.0,0.0,0.0,0.0
8412d91ffffffff,2.0,0.0,0.0,0.0
8412d93ffffffff,6.0,0.0,0.0,0.0
8412d95ffffffff,2.0,0.0,0.0,0.0
8412d97ffffffff,4.0,0.0,0.0,0.0
8412d9dffffffff,1.0,0.0,0.0,0.0
8412db5ffffffff,4.0,0.0,0.0,0.0
8412db7ffffffff,2.0,0.0,0.0,0.0
8412dd7ffffffff,2.0,0.0,0.0,0.0
8412ddbffffffff,11.0,0.0,0.0,0.0
8412e27ffffffff,3.0,0.0,0.0,0.0
8412f13ffffffff,2.0,1.0,0.0,0.0
8412f1bffffffff,2.0,0.0,0.0,0.0
8426813ffffffff,11.0,0.0,0.0,0.0
8426819ffffffff,10.0,2.0,0.0,0.0
842681bffffffff,2.0,0.0,0.0,0.0
8426831ffffffff,5.0,0.0,0.0,0.0
8426837ffffffff,2.0,0.0,0.0,0.0
842683dffffffff,1.0,0.0,0.0,0.0
8426887ffffffff,1.0,0.0,0.0,0.0
8426889ffffffff,8.0,0.0,0.0,0.0
84268abffffffff,15.0,0.0,0.0,0.0
84268c7ffffffff,5.0,0.0,0.0,0.0
84268e7ffffffff,1.0,0.0,0.0,0.0
84268e9ffffffff,2.0,0.0,0.0,0.0
8426909ffffffff,24.0,16.0,0.0,0.0
842690dffffffff,4.0,0.0,0.0,0.0
8426929ffffffff,2.0,0.0,0.0,0.0
8426963ffffffff,231.0,9.0,0.0,0.0
842696bffffffff,2.0,2.0,0.0,0.0
8426983ffffffff,4.0,0.0,0.0,0.0
8426987ffffffff,10.0,0.0,0.0,0.0
842698bffffffff,8.0,0.0,0.0,0.0
842698dffffffff,1.0,0.0,0.0,0.0
8426991ffffffff,2.0,0.0,0.0,0.0
8426995ffffffff,2.0,0.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0,0.0
842699dffffffff,2.0,0.0,0.0,0.0
84269c3ffffffff,4.0,0.0,0.0,0.0
84269cbffffffff,6.0,0.0,0.0,0.0
84269d5ffffffff,11.0,0.0,0.0,0.0
84269d7ffffffff,13.0,0.0,0.0,0.0
8426aa7ffffffff,1.0,0.0,0.0,0.0
8427927ffffffff,1.0,0.0,0.0,0.0
8428021ffffffff,5.0,0.0,0.0,0.0
8428023ffffffff,20.0,0.0,0.0,0.0
842802bffffffff,17.0,0.0,0.0,0.0
8428063ffffffff,1.0,0.0,0.0,0.0
842806bffffffff,2.0,0.0,0.0,0.0
8428109ffffffff,1.0,0.0,0.0,0.0
842810bffffffff,112.0,0.0,0.0,0.0
8428111ffffffff,5.0,0.0,0.0,0.0
8428149ffffffff,11.0,0.0,0.0,0.0
8428183ffffffff,3.0,0.0,0.0,0.0
8428195ffffffff,7.0,0.0,0.0,0.0
842819dffffffff,8.0,0.0,0.0,0.0
84281a5ffffffff,66.0,0.0,0.0,0.0
84281adffffffff,2.0,0.0,0.0,0.0
84281b3ffffffff,1.0,0.0,0.0,0.0
84281b5ffffffff,4.0,0.0,0.0,0.0
84281bbffffffff,8.0,0.0,0.0,0.0
84281c3ffffffff,2.0,0.0,0.0,0.0
84281c9ffffffff,2.0,0.0,0.0,0.0
84281cbffffffff,4.0,0.0,0.0,0.0
84281e5ffffffff,6.0,0.0,0.0,0.0
84281e9ffffffff,2.0,0.0,0.0,0.0
8428301ffffffff,20.0,0.0,0.0,0.0
8428309ffffffff,13.0,0.0,0.0,0.0
842830bffffffff,13.0,0.0,0.0,0.0
842830dffffffff,4.0,0.0,0.0,0.0
8428315ffffffff,2.0,0.0,0.0,0.0
8428323ffffffff,4.0,0.0,0.0,0.0
8428329ffffffff,3.0,0.0,0.0,0.0
842832bffffffff,2.0,0.0,0.0,0.0
8428341ffffffff,125.0,0.0,0.0,0.0
8428343ffffffff,13.0,0.0,0.0,0.0
8428345ffffffff,1.0,0.0,0.0,0.0
842834dffffffff,6.0,0.0,0.0,0.0
8428355ffffffff,27.0,0.0,0.0,0.0
8428357ffffffff,2.0,0.0,0.0,0.0
8428365ffffffff,1.0,0.0,0.0,0.0
8428367ffffffff,1.0,0.0,0.0,0.0
842836bffffffff,3.0,0.0,0.0,0.0
8428813ffffffff,4.0,0.0,0.0,0.0
842884dffffffff,2.0,0.0,0.0,0.0
8428887ffffffff,2.0,0.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0,0.0
8428893ffffffff,4.0,0.0,0.0,0.0
84288c5ffffffff,1.0,0.0,0.0,0.0
8428993ffffffff,3.0,0.0,0.0,0.0
8428997ffffffff,34.0,0.0,0.0,0.0
84289abffffffff,2.0,0.0,0.0,0.0
84289b1ffffffff,3.0,0.0,0.0,0.0
84289b5ffffffff,5.0,0.0,0.0,0.0
8428a91ffffffff,4.0,0.0,0.0,0.0
8428a93ffffffff,2.0,0.0,0.0,0.0
8428a97ffffffff,2.0,0.0,0.0,0.0
8428a99ffffffff,1.0,0.0,0.0,0.0
8428a9bffffffff,3.0,0.0,0.0,0.0
8428aa9ffffffff,1.0,0.0,0.0,0.0
8428c69ffffffff,2.0,0.0,0.0,0.0
8428d11ffffffff,3.0,0.0,0.0,0.0
8428d19ffffffff,7.0,0.0,0.0,0.0
8428d1bffffffff,2.0,0.0,0.0,0.0
8428d1dffffffff,2.0,0.0,0.0,0.0
8428d29ffffffff,11.0,0.0,0.0,0.0
8428d2dffffffff,5.0,0.0,0.0,0.0
8428d33ffffffff,6.0,0.0,0.0,0.0
8428d37ffffffff,4.0,0.0,0.0,0.0
8428d3bffffffff,3.0,0.0,0.0,0.0
8428d43ffffffff,8.0,0.0,0.0,0.0
8428d45ffffffff,7.0,0.0,0.0,0.0
8428d4dffffffff,3.0,0.0,0.0,0.0
8428d51ffffffff,14.0,0.0,0.0,0.0
8428d55ffffffff,19.0,0.0,0.0,0.0
8428d57ffffffff,6.0,0.0,0.0,0.0
8428d5bffffffff,6.0,0.0,0.0,0.0
8428d67ffffffff,5.0,0.0,0.0,0.0
8428d6bffffffff,6.0,0.0,0.0,0.0
8428dc7ffffffff,2.0,0.0,0.0,0.0
8428dc9ffffffff,6.0,0.0,0.0,0.0
8428de1ffffffff,6.0,0.0,0.0,0.0
8428de9ffffffff,23.0,0.0,0.0,0.0
8428debffffffff,1.0,1.0,0.0,0.0
8428dedffffffff,3.0,0.0,0.0,0.0
8428f01ffffffff,9.0,0.0,0.0,0.0
8428f05ffffffff,3.0,0.0,0.0,0.0
8428f07ffffffff,2.0,0.0,0.0,0.0
8428f11ffffffff,1.0,0.0,0.0,0.0
8428f19ffffffff,3.0,0.0,0.0,0.0
8428f21ffffffff,4.0,0.0,0.0,0.0
8428f27ffffffff,6.0,0.0,0.0,0.0
8428f29ffffffff,6.0,0.0,0.0,0.0
8428f2bffffffff,2.0,0.0,0.0,0.0
8428f37ffffffff,5.0,0.0,0.0,0.0
8428f43ffffffff,6.0,0.0,0.0,0.0
8428f4bffffffff,8.0,0.0,0.0,0.0
8428f51ffffffff,4.0,0.0,0.0,0.0
8428f55ffffffff,3.0,0.0,0.0,0.0
8428f59ffffffff,5.0,0.0,0.0,0.0
8428f5dffffffff,3.0,0.0,0.0,0.0
8428f63ffffffff,2.0,0.0,0.0,0.0
8429127ffffffff,1.0,0.0,0.0,0.0
84291a5ffffffff,15.0,0.0,0.0,0.0
84291a7ffffffff,38.0,0.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0,0.0
84298cbffffffff,30.0,0.0,0.0,0.0
84298cdffffffff,1.0,0.0,0.0,0.0
84298d9ffffffff,4.0,0.0,0.0,0.0
84298dbffffffff,2.0,0.0,0.0,0.0
84298ddffffffff,4.0,0.0,0.0,0.0
8429957ffffffff,1.0,0.0,0.0,0.0
8429a01ffffffff,7.0,0.0,0.0,0.0
8429a03ffffffff,146.0,0.0,0.0,0.0
8429a05ffffffff,139.0,3.0,0.0,0.0
8429a09ffffffff,9.0,0.0,0.0,0.0
8429a0dffffffff,2.0,0.0,0.0,0.0
8429a11ffffffff,13.0,0.0,0.0,0.0
8429a17ffffffff,12.0,0.0,0.0,0.0
8429a1bffffffff,2.0,0.0,0.0,0.0
8429a1dffffffff,11.0,0.0,0.0,0.0
8429a3bffffffff,1.0,0.0,0.0,0.0
8429a41ffffffff,49.0,0.0,0.0,0.0
8429a47ffffffff,2.0,0.0,0.0,0.0
8429a4dffffffff,2.0,0.0,0.0,0.0
8429a51ffffffff,2.0,0.0,0.0,0.0
8429a55ffffffff,22.0,0.0,0.0,0.0
8429a57ffffffff,7.0,0.0,0.0,0.0
8429a99ffffffff,2.0,0.0,0.0,0.0
8429aa1ffffffff,1.0,0.0,0.0,0.0
8429aa3ffffffff,1.0,0.0,0.0,0.0
8429aa7ffffffff,5.0,0.0,0.0,0.0
8429aa9ffffffff,1.0,0.0,0.0,0.0
8429aabffffffff,5.0,0.0,0.0,0.0
8429aadffffffff,2.0,0.0,0.0,0.0
8429ab1ffffffff,2.0,0.0,0.0,0.0
8429ab7ffffffff,3.0,0.0,0.0,0.0
8429abdffffffff,3.0,0.0,0.0,0.0
8429ac9ffffffff,4.0,0.0,0.0,0.0
8429acdffffffff,2.0,0.0,0.0,0.0
8429addffffffff,7.0,0.0,0.0,0.0
8429ae1ffffffff,2.0,0.0,0.0,0.0
8429ae3ffffffff,6.0,0.0,0.0,0.0
8429ae7ffffffff,2.0,0.0,0.0,0.0
8429aedffffffff,1.0,0.0,0.0,0.0
8429b6dffffffff,2.0,0.0,0.0,0.0
842aad1ffffffff,2.0,0.0,0.0,0.0
842ab2bffffffff,1.0,0.0,0.0,0.0
844430dffffffff,8.0,0.0,0.0,0.0
8444325ffffffff,2.0,0.0,0.0,0.0
8445203ffffffff,1.0,0.0,0.0,0.0
8445205ffffffff,1.0,0.0,0.0,0.0
8445225ffffffff,1.0,0.0,0.0,0.0
8445243ffffffff,1.0,0.0,0.0,0.0
84458c7ffffffff,4.0,0.0,0.0,0.0
84458e1ffffffff,12.0,0.0,0.0,0.0
84458e5ffffffff,3.0,0.0,0.0,0.0
84458edffffffff,34.0,0.0,0.0,0.0
8445b27ffffffff,1.0,0.0,0.0,0.0
84480e5ffffffff,2.0,0.0,0.0,0.0
844815bffffffff,4.0,0.0,0.0,0.0
8448331ffffffff,2.0,0.0,0.0,0.0
8448333ffffffff,1.0,0.0,0.0,0.0
8448337ffffffff,8.0,0.0,0.0,0.0
8448361ffffffff,3.0,0.0,0.0,0.0
8448595ffffffff,2.0,0.0,0.0,0.0
84485ddffffffff,1.0,0.0,0.0,0.0
8448c59ffffffff,5.0,0.0,0.0,0.0
8448d83ffffffff,53.0,0.0,0.0,0.0
8448d87ffffffff,4.0,0.0,0.0,0.0
8448d89ffffffff,8.0,0.0,0.0,0.0
8448dabffffffff,1.0,0.0,0.0,0.0
8448db3ffffffff,2.0,0.0,0.0,0.0
8448db5ffffffff,3.0,0.0,0.0,0.0
844982bffffffff,2.0,0.0,0.0,0.0
8449861ffffffff,2.0,0.0,0.0,0.0
8449901ffffffff,3.0,0.0,1.0,0.0
8449909ffffffff,2.0,0.0,0.0,0.0
844990dffffffff,2.0,0.0,0.0,0.0
8449945ffffffff,1.0,0.0,0.0,0.0
8449951ffffffff,2.0,0.0,0.0,0.0
8449959ffffffff,3.0,0.0,1.0,0.0
844995bffffffff,5.0,0.0,2.0,0.0
844995dffffffff,2.0,0.0,2.0,0.0
8449961ffffffff,2.0,0.0,0.0,0.0
8449963ffffffff,13.0,0.0,0.0,0.0
8449965ffffffff,2.0,0.0,0.0,0.0
844996bffffffff,5.0,0.0,0.0,0.0
8449981ffffffff,2.0,0.0,0.0,0.0
8449a87ffffffff,5.0,0.0,0.0,0.0
8449b37ffffffff,2.0,0.0,2.0,0.0
844c883ffffffff,3.0,0.0,0.0,0.0
844cc0bffffffff,1.0,0.0,0.0,0.0
844cc51ffffffff,6.0,0.0,0.0,0.0
844cc55ffffffff,12.0,0.0,0.0,6.0
844cc57ffffffff,1.0,0.0,0.0,0.0
844cd09ffffffff,2.0,0.0,0.0,0.0
844cd43ffffffff,8.0,0.0,0.0,0.0
844cd47ffffffff,1.0,0.0,0.0,0.0
844cd4bffffffff,2.0,0.0,0.0,0.0
844ce81ffffffff,2.0,0.0,0.0,0.0
