cell_id,Lagopus lagopus,Lagopus lagopus scotica/hibernica,Lagopus lagopus [lagopus Group]
8401225ffffffff,2.0,0.0,0.0
8401247ffffffff,1.0,0.0,1.0
8401261ffffffff,2.0,0.0,2.0
8401265ffffffff,5.0,0.0,1.0
8401269ffffffff,2.0,0.0,0.0
840126dffffffff,3.0,0.0,0.0
840130bffffffff,47.0,0.0,6.0
8401319ffffffff,8.0,0.0,3.0
840131dffffffff,1.0,0.0,0.0
840134bffffffff,14.0,0.0,8.0
8401351ffffffff,5.0,0.0,1.0
8401353ffffffff,62.0,0.0,9.0
8401355ffffffff,106.0,0.0,22.0
8401357ffffffff,9.0,0.0,1.0
8401359ffffffff,4.0,0.0,2.0
840135bffffffff,12.0,0.0,2.0
840136dffffffff,1.0,0.0,0.0
8402cadffffffff,5.0,0.0,0.0
84041abffffffff,199.0,0.0,0.0
8408103ffffffff,5.0,0.0,0.0
8408107ffffffff,23.0,0.0,1.0
840810bffffffff,3.0,0.0,0.0
8408119ffffffff,1.0,0.0,0.0
840811dffffffff,5.0,0.0,0.0
8408121ffffffff,2.0,0.0,2.0
8408123ffffffff,2.0,0.0,0.0
8408129ffffffff,3.0,0.0,1.0
840812bffffffff,1.0,0.0,0.0
840813bffffffff,2.0,0.0,2.0
8408141ffffffff,4.0,0.0,0.0
840814dffffffff,27.0,0.0,4.0
8408163ffffffff,1.0,0.0,0.0
8408193ffffffff,4.0,0.0,4.0
840819bffffffff,2.0,0.0,2.0
840819dffffffff,1.0,0.0,0.0
84081d5ffffffff,6.0,0.0,0.0
84081edffffffff,1.0,0.0,1.0
8408339ffffffff,1.0,0.0,0.0
8408a53ffffffff,4.0,0.0,2.0
8408a5bffffffff,8.0,0.0,0.0
8408c1bffffffff,4.0,0.0,0.0
8408c29ffffffff,4.0,0.0,0.0
8408c2bffffffff,2.0,0.0,0.0
8408c89ffffffff,10.0,0.0,6.0
8408c8bffffffff,11.0,0.0,4.0
8408c8dffffffff,27.0,0.0,0.0
8408c91ffffffff,2.0,0.0,2.0
8408c93ffffffff,5.0,0.0,1.0
8408c95ffffffff,2.0,0.0,0.0
8408c97ffffffff,13.0,0.0,5.0
8408c99ffffffff,5.0,0.0,2.0
8408c9dffffffff,2.0,0.0,0.0
8408cc1ffffffff,1.0,0.0,0.0
8408cc7ffffffff,8.0,0.0,2.0
8408cd3ffffffff,11.0,0.0,0.0
8408cd5ffffffff,4.0,0.0,0.0
8408cd7ffffffff,7.0,0.0,0.0
8408ce1ffffffff,2.0,0.0,2.0
8408d81ffffffff,53.0,0.0,7.0
8408d85ffffffff,2.0,0.0,0.0
8408d8bffffffff,15.0,0.0,2.0
8408dd5ffffffff,3.0,0.0,0.0
8408e13ffffffff,3.0,0.0,0.0
8408e31ffffffff,1.0,0.0,0.0
8408e9bffffffff,2.0,0.0,0.0
8408ebbffffffff,2.0,0.0,0.0
8408ec1ffffffff,12.0,0.0,0.0
8408ec5ffffffff,1.0,0.0,0.0
8408ecdffffffff,5.0,0.0,0.0
8408ed3ffffffff,14.0,0.0,1.0
8408edbffffffff,19.0,0.0,0.0
8408ee1ffffffff,2.0,0.0,0.0
84094a7ffffffff,8.0,0.0,0.0
84094b5ffffffff,6.0,0.0,1.0
84094b7ffffffff,5.0,0.0,0.0
8409581ffffffff,1.0,0.0,0.0
8409583ffffffff,2.0,0.0,0.0
8409585ffffffff,5.0,0.0,0.0
8409587ffffffff,6.0,0.0,0.0
84095a9ffffffff,11.0,0.0,0.0
84095adffffffff,11.0,0.0,0.0
84095b9ffffffff,2.0,0.0,0.0
8409881ffffffff,2.0,0.0,0.0
8409883ffffffff,3.0,0.0,2.0
8409887ffffffff,1.0,0.0,0.0
8409891ffffffff,2.0,0.0,0.0
8409893ffffffff,13.0,0.0,0.0
840989dffffffff,1.0,0.0,1.0
84098a9ffffffff,2.0,0.0,0.0
84098e1ffffffff,4.0,0.0,1.0
84098ebffffffff,1.0,0.0,0.0
8409a43ffffffff,2.0,0.0,0.0
8409a47ffffffff,13.0,10.0,0.0
8409a6bffffffff,3.0,2.0,0.0
840c061ffffffff,1.0,0.0,0.0
840c063ffffffff,1.0,0.0,0.0
840c0b7ffffffff,2.0,0.0,2.0
840c141ffffffff,487.0,0.0,81.0
840c143ffffffff,559.0,0.0,61.0
840c145ffffffff,456.0,0.0,58.0
840c147ffffffff,1142.0,0.0,137.0
840c149ffffffff,206.0,0.0,26.0
840c14bffffffff,153.0,0.0,15.0
840c14dffffffff,26.0,0.0,0.0
840c15dffffffff,31.0,0.0,0.0
840c1a5ffffffff,1.0,0.0,0.0
840c1b1ffffffff,6.0,0.0,0.0
840c1e1ffffffff,302.0,0.0,0.0
840c251ffffffff,2.0,0.0,0.0
840c293ffffffff,3.0,0.0,0.0
840c297ffffffff,7.0,0.0,0.0
840c305ffffffff,3.0,0.0,0.0
840c335ffffffff,309.0,0.0,3.0
840c347ffffffff,4.0,0.0,0.0
840c349ffffffff,2.0,0.0,0.0
840c34bffffffff,5.0,0.0,0.0
840c425ffffffff,1.0,0.0,0.0
840c42dffffffff,9.0,0.0,2.0
840c44bffffffff,3.0,0.0,0.0
840c461ffffffff,5.0,0.0,0.0
840c465ffffffff,6.0,0.0,2.0
840c511ffffffff,2.0,0.0,0.0
840c51dffffffff,1.0,0.0,0.0
840c527ffffffff,7.0,0.0,0.0
840c551ffffffff,2.0,0.0,0.0
840c555ffffffff,6.0,0.0,0.0
840c55bffffffff,3.0,0.0,1.0
840c55dffffffff,2.0,0.0,0.0
840c5a5ffffffff,3.0,0.0,0.0
840c5a7ffffffff,1.0,0.0,0.0
840c5adffffffff,2.0,0.0,2.0
840c609ffffffff,3.0,0.0,0.0
840c60dffffffff,2.0,0.0,0.0
840c617ffffffff,6.0,0.0,0.0
840c623ffffffff,1.0,0.0,0.0
840c625ffffffff,2.0,0.0,0.0
840c641ffffffff,2.0,0.0,0.0
840c649ffffffff,2.0,0.0,0.0
840c657ffffffff,26.0,0.0,0.0
840c665ffffffff,151.0,0.0,23.0
840c66dffffffff,3.0,0.0,0.0
840c70dffffffff,15.0,0.0,0.0
840c715ffffffff,4.0,0.0,0.0
840c719ffffffff,1.0,0.0,0.0
840c71bffffffff,29.0,0.0,0.0
840c731ffffffff,1.0,0.0,0.0
840c733ffffffff,198.0,0.0,25.0
840c739ffffffff,42.0,0.0,9.0
840c73bffffffff,4.0,0.0,0.0
840c741ffffffff,53.0,0.0,0.0
840c745ffffffff,198.0,0.0,9.0
840c749ffffffff,2.0,0.0,0.0
840c74bffffffff,14.0,0.0,0.0
840c74dffffffff,534.0,0.0,22.0
840c759ffffffff,41.0,0.0,7.0
840c75dffffffff,5.0,0.0,0.0
840c761ffffffff,1.0,0.0,0.0
840c769ffffffff,75.0,0.0,2.0
840ca99ffffffff,2.0,0.0,0.0
840cad3ffffffff,2.0,0.0,0.0
840cad7ffffffff,2.0,0.0,0.0
840cadbffffffff,2.0,0.0,0.0
840caddffffffff,2.0,0.0,0.0
840cc3bffffffff,1.0,0.0,0.0
840cd8dffffffff,232.0,0.0,0.0
840ce17ffffffff,14.0,0.0,0.0
840ce1bffffffff,17.0,0.0,0.0
840ce33ffffffff,7.0,0.0,0.0
840cec5ffffffff,2.0,0.0,0.0
840cec9ffffffff,2.0,0.0,2.0
840cee3ffffffff,1.0,0.0,0.0
840cee5ffffffff,11.0,0.0,0.0
840cee7ffffffff,5.0,0.0,0.0
840cf4bffffffff,2.0,0.0,0.0
840cf5bffffffff,2.0,0.0,0.0
840d039ffffffff,39.0,0.0,0.0
840d08dffffffff,3.0,0.0,0.0
840d093ffffffff,25.0,0.0,2.0
840d099ffffffff,4.0,0.0,3.0
840d09bffffffff,2.0,0.0,0.0
840d0c3ffffffff,173.0,0.0,0.0
840d0c7ffffffff,1.0,0.0,0.0
840d0d1ffffffff,21.0,0.0,3.0
840d0d3ffffffff,22.0,0.0,2.0
840d0d9ffffffff,29.0,0.0,0.0
840d0ddffffffff,2.0,0.0,0.0
840d0e5ffffffff,18.0,0.0,0.0
840d0ebffffffff,1.0,0.0,0.0
840d0edffffffff,1.0,0.0,0.0
840d1b7ffffffff,1.0,0.0,0.0
840d1e3ffffffff,2.0,0.0,0.0
840d425ffffffff,1.0,0.0,0.0
840d48bffffffff,11.0,0.0,0.0
840d4a9ffffffff,3.0,0.0,0.0
840d4abffffffff,2.0,0.0,0.0
840d4c3ffffffff,14.0,0.0,0.0
840d4d5ffffffff,129.0,0.0,0.0
840d523ffffffff,5.0,0.0,0.0
840d535ffffffff,2.0,0.0,0.0
840d569ffffffff,2.0,0.0,0.0
840d56dffffffff,2.0,0.0,0.0
840d5a9ffffffff,4.0,0.0,0.0
840d5b7ffffffff,2.0,0.0,0.0
840d5c7ffffffff,7.0,0.0,0.0
840d5e5ffffffff,2.0,0.0,0.0
840d5e7ffffffff,9.0,0.0,0.0
840d601ffffffff,4.0,0.0,0.0
840d605ffffffff,75.0,0.0,0.0
840d607ffffffff,37.0,0.0,0.0
840d619ffffffff,3.0,0.0,0.0
840d61bffffffff,9.0,0.0,0.0
840d629ffffffff,204.0,0.0,0.0
840d62bffffffff,6.0,0.0,0.0
840d651ffffffff,25.0,0.0,0.0
840d653ffffffff,13.0,0.0,0.0
840d657ffffffff,7.0,0.0,0.0
840d659ffffffff,8.0,0.0,0.0
840d65dffffffff,7.0,0.0,0.0
840d667ffffffff,1.0,0.0,0.0
840d6a9ffffffff,5.0,0.0,0.0
840d6c5ffffffff,2.0,0.0,0.0
840d6cdffffffff,6.0,0.0,0.0
840d6e1ffffffff,9.0,0.0,0.0
840d6e3ffffffff,8.0,0.0,0.0
840d6ebffffffff,2.0,0.0,0.0
840d709ffffffff,13.0,0.0,0.0
840d723ffffffff,6.0,0.0,0.0
840d72dffffffff,2.0,0.0,0.0
840d737ffffffff,2.0,0.0,0.0
840d747ffffffff,15.0,0.0,0.0
840d751ffffffff,36.0,0.0,0.0
840d753ffffffff,17.0,0.0,0.0
840d755ffffffff,2.0,0.0,0.0
840d757ffffffff,2.0,0.0,0.0
840d761ffffffff,4.0,0.0,0.0
840d763ffffffff,27.0,0.0,0.0
840d765ffffffff,1.0,0.0,0.0
840d767ffffffff,4.0,0.0,0.0
840d8a7ffffffff,1.0,0.0,0.0
840e087ffffffff,3.0,0.0,0.0
840e0e3ffffffff,9.0,0.0,0.0
840e291ffffffff,2.0,0.0,0.0
840e327ffffffff,1.0,0.0,0.0
840e449ffffffff,10.0,0.0,0.0
840e453ffffffff,2.0,0.0,0.0
840e45bffffffff,9.0,0.0,0.0
840e4dbffffffff,1.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0
840e5a1ffffffff,14.0,0.0,0.0
840e5a3ffffffff,24.0,0.0,0.0
840e5a5ffffffff,15.0,0.0,0.0
840e5adffffffff,2.0,0.0,0.0
840e5b1ffffffff,30.0,0.0,0.0
840e5b3ffffffff,47.0,0.0,0.0
840e5b5ffffffff,21.0,0.0,0.0
840e5b7ffffffff,13.0,0.0,0.0
840e623ffffffff,4.0,0.0,0.0
840e63dffffffff,1.0,0.0,0.0
840e6a5ffffffff,4.0,0.0,0.0
840e6e5ffffffff,4.0,0.0,0.0
840e801ffffffff,2.0,0.0,0.0
840e805ffffffff,1300.0,0.0,0.0
840e807ffffffff,4.0,0.0,0.0
840e82bffffffff,1.0,0.0,0.0
840e831ffffffff,1.0,0.0,0.0
840e83bffffffff,9.0,0.0,0.0
840e83dffffffff,2.0,0.0,0.0
840e863ffffffff,2.0,0.0,0.0
840e8ddffffffff,1.0,0.0,0.0
840eb37ffffffff,3.0,0.0,0.0
840ec51ffffffff,1.0,0.0,0.0
840ec57ffffffff,2.0,0.0,0.0
840ee03ffffffff,3.0,0.0,0.0
840ee13ffffffff,4.0,0.0,0.0
840ee27ffffffff,7.0,0.0,0.0
840ee89ffffffff,7.0,0.0,0.0
840ee8bffffffff,12.0,0.0,0.0
840ee95ffffffff,4.0,0.0,0.0
840ee97ffffffff,2.0,0.0,0.0
840ee99ffffffff,15.0,0.0,0.0
840ee9dffffffff,19.0,0.0,0.0
840eec1ffffffff,6.0,0.0,0.0
840eec3ffffffff,2.0,0.0,0.0
840eecdffffffff,15.0,0.0,0.0
840eed3ffffffff,7.0,0.0,0.0
840eed5ffffffff,8.0,0.0,0.0
840eee3ffffffff,2.0,0.0,0.0
840eee5ffffffff,34.0,0.0,0.0
840ef1bffffffff,1.0,0.0,0.0
840ef1dffffffff,1.0,0.0,0.0
840f107ffffffff,8.0,0.0,0.0
840f5a1ffffffff,1.0,0.0,0.0
840f5a5ffffffff,3.0,0.0,0.0
840f5c1ffffffff,1.0,0.0,0.0
840f5d9ffffffff,1.0,0.0,0.0
840f9adffffffff,155.0,0.0,0.0
840f9e5ffffffff,1.0,0.0,0.0
8410ee1ffffffff,19.0,0.0,8.0
8411287ffffffff,1.0,0.0,0.0
841128bffffffff,3.0,0.0,0.0
84112d1ffffffff,2.0,0.0,0.0
84115c7ffffffff,1.0,0.0,0.0
8411601ffffffff,1.0,0.0,0.0
841213bffffffff,3.0,0.0,0.0
8412265ffffffff,2.0,0.0,0.0
8412293ffffffff,2.0,0.0,0.0
8412297ffffffff,2.0,0.0,0.0
841242bffffffff,8.0,0.0,0.0
84124cdffffffff,1.0,0.0,0.0
84124e9ffffffff,1.0,0.0,0.0
8412549ffffffff,4.0,0.0,0.0
841266bffffffff,3.0,0.0,0.0
84126b5ffffffff,15.0,0.0,0.0
84126e7ffffffff,2.0,0.0,0.0
