cell_id,Sporathraupis cyanocephala,Sporathraupis cyanocephala olivicyanea,Sporathraupis cyanocephala [cyanocephala Group],Sporathraupis cyanocephala subcinerea/buesingi
845f487ffffffff,22.0,0.0,0.0,0.0
845f4a3ffffffff,1.0,0.0,0.0,0.0
845f4a7ffffffff,12.0,0.0,0.0,0.0
845f4b9ffffffff,6.0,0.0,0.0,0.0
845f4bdffffffff,5.0,0.0,0.0,0.0
846601bffffffff,36.0,0.0,0.0,0.0
8466083ffffffff,26.0,0.0,0.0,0.0
8466087ffffffff,2.0,0.0,0.0,0.0
8466089ffffffff,259.0,0.0,0.0,0.0
846608bffffffff,4.0,0.0,0.0,0.0
846608dffffffff,15.0,0.0,0.0,0.0
846609dffffffff,16.0,0.0,0.0,0.0
84660a3ffffffff,11.0,0.0,0.0,0.0
84660a7ffffffff,1.0,0.0,0.0,0.0
84660b1ffffffff,10.0,0.0,0.0,0.0
84660b3ffffffff,39.0,0.0,0.0,0.0
84660b5ffffffff,25.0,0.0,0.0,0.0
84660b7ffffffff,74.0,0.0,0.0,0.0
84660b9ffffffff,80.0,0.0,0.0,0.0
84660bbffffffff,13.0,0.0,0.0,0.0
84660bdffffffff,181.0,0.0,0.0,0.0
84660c1ffffffff,11.0,0.0,0.0,0.0
84660c3ffffffff,213.0,0.0,0.0,0.0
84660c7ffffffff,2.0,0.0,0.0,0.0
84660cbffffffff,12.0,0.0,0.0,0.0
84660cdffffffff,2.0,0.0,0.0,0.0
84660ddffffffff,113.0,0.0,0.0,0.0
8466181ffffffff,201.0,0.0,0.0,0.0
8466183ffffffff,125.0,0.0,0.0,0.0
8466185ffffffff,1.0,0.0,0.0,0.0
8466187ffffffff,140.0,0.0,0.0,0.0
8466189ffffffff,4.0,0.0,0.0,0.0
846618bffffffff,138.0,0.0,0.0,0.0
846618dffffffff,3.0,0.0,0.0,0.0
8466191ffffffff,40.0,0.0,0.0,0.0
8466193ffffffff,42.0,0.0,0.0,0.0
8466195ffffffff,25.0,0.0,0.0,0.0
8466197ffffffff,589.0,0.0,0.0,0.0
8466199ffffffff,3.0,0.0,0.0,0.0
846619bffffffff,1.0,0.0,0.0,0.0
846619dffffffff,250.0,0.0,0.0,0.0
84661b1ffffffff,925.0,0.0,0.0,0.0
84661b3ffffffff,238.0,0.0,0.0,0.0
84661b7ffffffff,27.0,0.0,0.0,0.0
84661b9ffffffff,187.0,0.0,0.0,0.0
84661bbffffffff,1187.0,0.0,0.0,0.0
84661bdffffffff,6.0,0.0,0.0,0.0
84661c3ffffffff,1.0,0.0,0.0,0.0
84661d1ffffffff,9.0,0.0,0.0,0.0
84661d5ffffffff,55.0,0.0,0.0,0.0
84661d7ffffffff,9.0,0.0,0.0,0.0
8466207ffffffff,1.0,0.0,0.0,0.0
8466217ffffffff,1470.0,0.0,0.0,0.0
846622bffffffff,1734.0,0.0,0.0,0.0
846623dffffffff,43.0,0.0,0.0,0.0
8466291ffffffff,119.0,0.0,0.0,0.0
8466295ffffffff,3.0,0.0,0.0,0.0
8466299ffffffff,119.0,0.0,0.0,0.0
846629dffffffff,91.0,0.0,0.0,0.0
84662b1ffffffff,20.0,0.0,0.0,0.0
84662b7ffffffff,3.0,0.0,0.0,0.0
84662b9ffffffff,1.0,0.0,0.0,0.0
84662bbffffffff,3.0,0.0,0.0,0.0
84662d3ffffffff,6.0,0.0,0.0,0.0
84662e5ffffffff,2.0,0.0,0.0,0.0
84662e9ffffffff,3.0,0.0,0.0,0.0
84662edffffffff,9.0,0.0,0.0,0.0
8466c0dffffffff,5.0,0.0,0.0,0.0
8466c21ffffffff,6.0,0.0,0.0,0.0
8466c25ffffffff,23.0,0.0,0.0,0.0
8466c29ffffffff,8.0,0.0,0.0,0.0
8466c2dffffffff,30.0,0.0,0.0,0.0
8466c45ffffffff,3.0,0.0,0.0,0.0
8466c4dffffffff,28.0,0.0,0.0,0.0
8466c61ffffffff,30.0,0.0,0.0,0.0
8466c63ffffffff,8.0,0.0,0.0,0.0
8466c65ffffffff,6.0,0.0,0.0,0.0
8466c67ffffffff,17.0,0.0,0.0,0.0
8466c69ffffffff,222.0,0.0,0.0,0.0
8466c6bffffffff,38.0,0.0,0.0,0.0
8466c6dffffffff,180.0,0.0,0.0,0.0
8466d03ffffffff,31.0,0.0,0.0,0.0
8466d0bffffffff,20.0,0.0,0.0,0.0
8466d15ffffffff,1.0,0.0,0.0,0.0
8466d19ffffffff,7.0,0.0,0.0,0.0
8466d1dffffffff,19.0,0.0,0.0,0.0
8466d31ffffffff,2309.0,0.0,0.0,0.0
8466d33ffffffff,29.0,0.0,0.0,0.0
8466d35ffffffff,13.0,0.0,0.0,0.0
8466d37ffffffff,78.0,0.0,0.0,0.0
8466d39ffffffff,35.0,0.0,0.0,0.0
8466d3bffffffff,6.0,0.0,0.0,0.0
8466d53ffffffff,65.0,0.0,0.0,0.0
8466d57ffffffff,1.0,0.0,0.0,0.0
8466d59ffffffff,8.0,0.0,0.0,0.0
8466d5bffffffff,7.0,0.0,0.0,0.0
8466da1ffffffff,2.0,0.0,0.0,0.0
8466da7ffffffff,3.0,0.0,0.0,0.0
8466dadffffffff,3.0,0.0,0.0,0.0
8466de1ffffffff,33.0,0.0,0.0,0.0
8466de9ffffffff,4.0,0.0,0.0,0.0
8466dedffffffff,8.0,0.0,0.0,0.0
8466e01ffffffff,11.0,0.0,0.0,0.0
8466e07ffffffff,2.0,0.0,0.0,0.0
8466e09ffffffff,327.0,0.0,0.0,0.0
8466e0bffffffff,201.0,0.0,0.0,0.0
8466e0dffffffff,24.0,0.0,0.0,0.0
8466e25ffffffff,1.0,0.0,0.0,0.0
8466e27ffffffff,3.0,0.0,0.0,0.0
8466e2dffffffff,57.0,0.0,0.0,0.0
8466e3dffffffff,5.0,0.0,0.0,0.0
8466e41ffffffff,18.0,0.0,0.0,0.0
8466e43ffffffff,544.0,0.0,0.0,0.0
8466e45ffffffff,3.0,0.0,0.0,0.0
8466e47ffffffff,1243.0,0.0,0.0,0.0
8466e49ffffffff,2.0,0.0,0.0,0.0
8466e4bffffffff,11.0,0.0,0.0,0.0
8466e51ffffffff,1.0,0.0,0.0,0.0
8466e55ffffffff,187.0,0.0,0.0,0.0
8466e57ffffffff,3.0,0.0,0.0,0.0
8466e59ffffffff,10.0,0.0,0.0,0.0
8466e5dffffffff,14.0,0.0,0.0,0.0
8466e61ffffffff,232.0,0.0,0.0,0.0
8466e63ffffffff,22.0,0.0,0.0,0.0
8466e65ffffffff,549.0,0.0,0.0,0.0
8466e67ffffffff,322.0,0.0,0.0,0.0
8466e69ffffffff,67.0,0.0,0.0,0.0
8466e6bffffffff,1.0,0.0,0.0,0.0
8466e6dffffffff,3000.0,0.0,0.0,0.0
8466f13ffffffff,6.0,0.0,0.0,0.0
8466f15ffffffff,12.0,0.0,0.0,0.0
8466f17ffffffff,6.0,0.0,0.0,0.0
8466f19ffffffff,250.0,0.0,0.0,0.0
8466f1dffffffff,448.0,0.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0,0.0
8466f3bffffffff,16.0,0.0,0.0,0.0
8466f51ffffffff,2.0,0.0,0.0,0.0
8466f53ffffffff,151.0,0.0,0.0,0.0
8466f57ffffffff,9.0,0.0,0.0,0.0
8466f59ffffffff,51.0,0.0,0.0,0.0
8466f5bffffffff,171.0,0.0,0.0,0.0
8466f5dffffffff,37.0,0.0,0.0,0.0
8467413ffffffff,566.0,0.0,0.0,0.0
8467417ffffffff,273.0,0.0,0.0,0.0
846743bffffffff,2.0,0.0,0.0,0.0
84674c5ffffffff,12.0,0.0,0.0,0.0
84674cdffffffff,3.0,0.0,0.0,0.0
84674e9ffffffff,350.0,0.0,0.0,0.0
84674edffffffff,64.0,0.0,0.0,0.0
84675a5ffffffff,45.0,0.0,0.0,0.0
84675adffffffff,35.0,0.0,0.0,0.0
84675ebffffffff,2.0,0.0,0.0,0.0
848b203ffffffff,56.0,0.0,0.0,0.0
848b211ffffffff,4.0,0.0,0.0,0.0
848b215ffffffff,1.0,0.0,0.0,0.0
848b21dffffffff,15.0,0.0,0.0,0.0
848b2c1ffffffff,13.0,0.0,0.0,0.0
848b2c5ffffffff,22.0,0.0,0.0,0.0
848b2cdffffffff,156.0,0.0,0.0,0.0
848b2d9ffffffff,3.0,0.0,0.0,0.0
848b2dbffffffff,16.0,0.0,0.0,0.0
848b603ffffffff,6.0,0.0,0.0,0.0
848b611ffffffff,36.0,0.0,0.0,0.0
848b613ffffffff,19.0,0.0,0.0,0.0
848b615ffffffff,1.0,0.0,0.0,0.0
848b617ffffffff,1241.0,0.0,0.0,0.0
848b61bffffffff,11.0,0.0,0.0,0.0
848b639ffffffff,1.0,0.0,0.0,0.0
848b63bffffffff,1.0,0.0,0.0,0.0
848b665ffffffff,11.0,0.0,0.0,0.0
848b6c1ffffffff,5.0,0.0,0.0,0.0
848b6c5ffffffff,41.0,0.0,0.0,0.0
848b6c9ffffffff,53.0,0.0,0.0,0.0
848b6cdffffffff,676.0,0.0,0.0,0.0
848b759ffffffff,12.0,0.0,0.0,0.0
848b75bffffffff,19.0,0.0,0.0,0.0
848e619ffffffff,8.0,0.0,0.0,0.0
848e61dffffffff,4.0,0.0,0.0,0.0
848e641ffffffff,118.0,0.0,0.0,0.0
848e643ffffffff,13.0,0.0,0.0,0.0
848e649ffffffff,68.0,0.0,0.0,0.0
848e64bffffffff,120.0,0.0,0.0,0.0
848e64dffffffff,1.0,0.0,0.0,0.0
848e651ffffffff,128.0,0.0,0.0,0.0
848e655ffffffff,12.0,0.0,0.0,0.0
848e657ffffffff,11.0,0.0,0.0,0.0
848e6c1ffffffff,5.0,0.0,0.0,0.0
848e6c9ffffffff,13.0,0.0,0.0,0.0
848e6d9ffffffff,12.0,0.0,0.0,0.0
848f0d3ffffffff,218.0,0.0,0.0,0.0
848f0dbffffffff,3.0,0.0,0.0,0.0
848f291ffffffff,16.0,0.0,0.0,0.0
848f297ffffffff,2.0,0.0,0.0,0.0
848f2bbffffffff,59.0,0.0,0.0,0.0
848f2d3ffffffff,2.0,0.0,0.0,0.0
848f2d5ffffffff,2.0,0.0,0.0,0.0
848f2ddffffffff,3.0,0.0,0.0,0.0
848f421ffffffff,23.0,0.0,0.0,0.0
848f425ffffffff,17.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0
848f42dffffffff,35.0,0.0,0.0,0.0
848f439ffffffff,5.0,0.0,0.0,0.0
848f465ffffffff,17.0,0.0,0.0,0.0
848f467ffffffff,8.0,0.0,0.0,0.0
848f46dffffffff,1.0,0.0,0.0,0.0
848f4a5ffffffff,163.0,0.0,0.0,0.0
848f4a7ffffffff,4.0,0.0,0.0,0.0
848f4b5ffffffff,1.0,0.0,0.0,0.0
848f509ffffffff,7.0,0.0,0.0,0.0
848f50bffffffff,5.0,0.0,0.0,0.0
848f519ffffffff,3.0,0.0,0.0,0.0
848f51dffffffff,2.0,0.0,0.0,0.0
848f541ffffffff,7.0,0.0,0.0,0.0
848f545ffffffff,1.0,0.0,0.0,0.0
848f549ffffffff,27.0,0.0,0.0,0.0
848f54bffffffff,30.0,0.0,0.0,0.0
848f54dffffffff,17.0,0.0,0.0,0.0
848f551ffffffff,3.0,0.0,0.0,0.0
848f553ffffffff,95.0,0.0,0.0,0.0
848f555ffffffff,5.0,0.0,0.0,0.0
848f559ffffffff,265.0,0.0,0.0,0.0
848f55bffffffff,67.0,0.0,0.0,0.0
848f55dffffffff,15.0,0.0,0.0,0.0
848f599ffffffff,2.0,0.0,0.0,0.0
848f59bffffffff,7.0,0.0,0.0,0.0
848f5c3ffffffff,3.0,0.0,0.0,0.0
848f5cbffffffff,3.0,0.0,0.0,0.0
848f5cdffffffff,2.0,0.0,0.0,0.0
848f5ddffffffff,25.0,0.0,0.0,0.0
848f721ffffffff,263.0,0.0,0.0,0.0
848f725ffffffff,19.0,0.0,0.0,0.0
848f727ffffffff,18.0,0.0,0.0,0.0
848f729ffffffff,27.0,0.0,0.0,0.0
848f72dffffffff,66.0,0.0,0.0,0.0
848f733ffffffff,521.0,0.0,0.0,0.0
848f737ffffffff,2.0,0.0,0.0,0.0
848f745ffffffff,3.0,0.0,0.0,0.0
848f761ffffffff,2.0,0.0,0.0,0.0
848f765ffffffff,2.0,0.0,0.0,0.0
848f767ffffffff,18.0,0.0,0.0,0.0
848f769ffffffff,2.0,0.0,0.0,0.0
848f76dffffffff,8.0,0.0,0.0,0.0
84b3219ffffffff,15.0,0.0,0.0,0.0
84b3253ffffffff,84.0,0.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0,0.0
84b325dffffffff,2.0,0.0,0.0,0.0
