cell_id,Megarynchus pitangua,Megarynchus pitangua [mexicanus Group],Megarynchus pitangua pitangua,Megarynchus pitangua chrysogaster
84a94d7ffffffff,2.0,0.0,0.0,0.0
84a94ddffffffff,6.0,0.0,0.0,0.0
84a9507ffffffff,2.0,0.0,0.0,0.0
84a9531ffffffff,11.0,0.0,0.0,0.0
84a9533ffffffff,30.0,0.0,0.0,0.0
84a953bffffffff,8.0,0.0,1.0,0.0
84a9551ffffffff,1.0,0.0,0.0,0.0
84a9555ffffffff,2.0,0.0,0.0,0.0
84a9613ffffffff,1.0,0.0,0.0,0.0
84a9617ffffffff,31.0,0.0,0.0,0.0
84a9619ffffffff,7.0,0.0,0.0,0.0
84a9627ffffffff,3.0,0.0,3.0,0.0
84a962dffffffff,2.0,0.0,0.0,0.0
84a9645ffffffff,11.0,0.0,0.0,0.0
84a96c5ffffffff,6.0,0.0,0.0,0.0
84a96e5ffffffff,2.0,0.0,0.0,0.0
84a96e9ffffffff,1.0,0.0,0.0,0.0
84b2613ffffffff,3.0,0.0,0.0,0.0
84b2c41ffffffff,4.0,0.0,0.0,0.0
84b3047ffffffff,4.0,0.0,2.0,0.0
84b343bffffffff,2.0,0.0,0.0,0.0
84b3447ffffffff,3.0,0.0,0.0,0.0
84b34b1ffffffff,4.0,0.0,0.0,0.0
84b34b9ffffffff,4.0,0.0,0.0,0.0
84b35d3ffffffff,2.0,0.0,0.0,0.0
84c2d93ffffffff,4.0,0.0,0.0,0.0
