cell_id,Branta hutchinsii,Branta hutchinsii leucopareia,Branta hutchinsii hutchinsii,Branta hutchinsii minima,Branta hutchinsii taverneri
8402417ffffffff,44.0,0.0,0.0,0.0,0.0
84024c9ffffffff,1.0,0.0,0.0,0.0,0.0
84024cdffffffff,1.0,0.0,0.0,0.0,0.0
84024e9ffffffff,30.0,0.0,0.0,0.0,0.0
8402599ffffffff,2.0,0.0,0.0,0.0,0.0
84025cbffffffff,5.0,0.0,0.0,0.0,0.0
8402c0dffffffff,1.0,0.0,0.0,0.0,0.0
8402c87ffffffff,3.0,0.0,0.0,0.0,0.0
8402c9bffffffff,1.0,0.0,0.0,0.0,0.0
8402c9dffffffff,1.0,0.0,0.0,0.0,0.0
8402ca5ffffffff,1.0,0.0,0.0,0.0,0.0
8402ca7ffffffff,2.0,0.0,0.0,0.0,0.0
8402ca9ffffffff,1.0,0.0,0.0,0.0,0.0
8402cabffffffff,2.0,0.0,0.0,0.0,0.0
8402cadffffffff,347.0,0.0,0.0,0.0,0.0
8402cd1ffffffff,1.0,0.0,0.0,0.0,0.0
8402cd3ffffffff,3.0,0.0,0.0,0.0,0.0
8402ce7ffffffff,2.0,0.0,0.0,0.0,0.0
8402d63ffffffff,2.0,0.0,0.0,0.0,0.0
8402e83ffffffff,2.0,0.0,0.0,0.0,0.0
8402ed7ffffffff,2.0,0.0,0.0,0.0,0.0
840c021ffffffff,2.0,0.0,0.0,0.0,0.0
840c061ffffffff,1.0,0.0,0.0,0.0,0.0
840c063ffffffff,1.0,0.0,0.0,0.0,0.0
840c141ffffffff,115.0,0.0,0.0,0.0,39.0
840c143ffffffff,900.0,0.0,0.0,0.0,241.0
840c145ffffffff,78.0,0.0,0.0,0.0,49.0
840c147ffffffff,735.0,0.0,0.0,0.0,190.0
840c149ffffffff,227.0,0.0,0.0,0.0,45.0
840c14bffffffff,98.0,0.0,0.0,0.0,33.0
840c14dffffffff,20.0,0.0,0.0,0.0,10.0
840c15dffffffff,20.0,0.0,0.0,0.0,4.0
840c1b1ffffffff,13.0,0.0,0.0,0.0,4.0
840c1b5ffffffff,2.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,80.0,0.0,0.0,0.0,0.0
840c241ffffffff,4.0,0.0,0.0,0.0,0.0
840c309ffffffff,11.0,0.0,0.0,0.0,7.0
840c323ffffffff,2.0,0.0,0.0,0.0,2.0
840c335ffffffff,17.0,0.0,0.0,0.0,7.0
840c341ffffffff,2.0,0.0,0.0,0.0,0.0
840c415ffffffff,37.0,0.0,0.0,16.0,0.0
840c42dffffffff,85.0,11.0,0.0,12.0,13.0
840c451ffffffff,19.0,0.0,0.0,1.0,0.0
840c455ffffffff,62.0,0.0,0.0,20.0,4.0
840c461ffffffff,8.0,0.0,0.0,2.0,0.0
840c465ffffffff,21.0,0.0,0.0,0.0,0.0
840c46dffffffff,1.0,0.0,0.0,0.0,0.0
840c503ffffffff,136.0,0.0,0.0,10.0,2.0
840c50bffffffff,2.0,0.0,0.0,0.0,0.0
840c511ffffffff,4.0,0.0,0.0,2.0,0.0
840c515ffffffff,4.0,0.0,0.0,0.0,0.0
840c51dffffffff,191.0,0.0,0.0,13.0,0.0
840c54bffffffff,28.0,0.0,0.0,0.0,0.0
840c551ffffffff,2.0,0.0,0.0,0.0,0.0
840c555ffffffff,164.0,0.0,0.0,8.0,12.0
840c63dffffffff,1.0,0.0,0.0,0.0,0.0
840c6adffffffff,25.0,0.0,0.0,7.0,2.0
840c70dffffffff,2.0,0.0,0.0,0.0,0.0
840c71bffffffff,8.0,0.0,0.0,0.0,0.0
840c731ffffffff,6.0,0.0,0.0,0.0,0.0
840c733ffffffff,519.0,0.0,0.0,4.0,0.0
840c735ffffffff,18.0,0.0,0.0,0.0,0.0
840c73bffffffff,6.0,0.0,0.0,0.0,0.0
840c741ffffffff,4.0,0.0,0.0,0.0,0.0
840c769ffffffff,3.0,0.0,0.0,0.0,0.0
840ca43ffffffff,32.0,0.0,0.0,0.0,0.0
840ca91ffffffff,2.0,0.0,0.0,0.0,0.0
840ca99ffffffff,12.0,0.0,0.0,0.0,0.0
840ca9bffffffff,2.0,0.0,0.0,0.0,0.0
840cad3ffffffff,2.0,0.0,0.0,0.0,0.0
840cad5ffffffff,1.0,0.0,0.0,0.0,0.0
840cad7ffffffff,2.0,0.0,0.0,0.0,0.0
840caddffffffff,2.0,0.0,0.0,0.0,0.0
840cc11ffffffff,2.0,0.0,0.0,0.0,0.0
840cc19ffffffff,4.0,0.0,0.0,0.0,0.0
840cd8dffffffff,232.0,0.0,0.0,0.0,208.0
840cdebffffffff,17.0,0.0,0.0,0.0,10.0
840ceadffffffff,2.0,0.0,0.0,0.0,0.0
840cee5ffffffff,66.0,0.0,0.0,2.0,0.0
840cf4bffffffff,4.0,0.0,0.0,0.0,0.0
840cf5dffffffff,5.0,0.0,0.0,0.0,0.0
840d039ffffffff,85.0,0.0,0.0,0.0,32.0
840d093ffffffff,17.0,0.0,0.0,0.0,0.0
840d099ffffffff,3.0,0.0,0.0,0.0,2.0
840d09bffffffff,35.0,0.0,0.0,0.0,10.0
840d0b3ffffffff,2.0,0.0,0.0,0.0,0.0
840d0c3ffffffff,67.0,0.0,0.0,0.0,2.0
840d0d1ffffffff,13.0,0.0,0.0,0.0,4.0
840d0d3ffffffff,16.0,0.0,0.0,0.0,1.0
840d0d9ffffffff,184.0,0.0,0.0,0.0,21.0
840d19bffffffff,2.0,0.0,0.0,0.0,0.0
840d4e7ffffffff,1.0,0.0,0.0,1.0,0.0
840d5a9ffffffff,36.0,0.0,0.0,0.0,0.0
840d659ffffffff,7.0,0.0,0.0,0.0,0.0
840d709ffffffff,2.0,0.0,0.0,0.0,0.0
840d723ffffffff,3.0,0.0,0.0,0.0,0.0
840d761ffffffff,379.0,0.0,0.0,0.0,173.0
840d763ffffffff,3.0,0.0,0.0,0.0,0.0
840e149ffffffff,21.0,0.0,0.0,0.0,0.0
840e367ffffffff,84.0,0.0,0.0,0.0,0.0
840e493ffffffff,2.0,0.0,0.0,0.0,0.0
840e805ffffffff,126.0,0.0,0.0,0.0,0.0
840ec51ffffffff,2.0,0.0,0.0,0.0,0.0
840edb3ffffffff,2.0,0.0,0.0,0.0,0.0
840f0b1ffffffff,5.0,0.0,0.0,0.0,0.0
840f0bdffffffff,1.0,0.0,0.0,0.0,0.0
840f107ffffffff,16.0,0.0,0.0,0.0,0.0
840f8d1ffffffff,2.0,0.0,0.0,0.0,0.0
840f8dbffffffff,2.0,0.0,0.0,0.0,0.0
840f9adffffffff,125.0,0.0,0.0,0.0,0.0
840fb05ffffffff,6.0,0.0,0.0,0.0,0.0
840fb11ffffffff,2.0,0.0,0.0,0.0,0.0
840fb13ffffffff,6.0,0.0,0.0,0.0,0.0
840fb27ffffffff,10.0,0.0,0.0,0.0,0.0
840fb2dffffffff,2.0,0.0,0.0,0.0,0.0
840fb31ffffffff,1.0,0.0,0.0,0.0,0.0
840fb35ffffffff,2.0,0.0,0.0,0.0,0.0
840fb5dffffffff,2.0,0.0,0.0,0.0,0.0
840fb61ffffffff,3.0,0.0,0.0,0.0,0.0
840fb65ffffffff,2.0,0.0,0.0,0.0,0.0
8412187ffffffff,1.0,0.0,0.0,0.0,0.0
84121abffffffff,2.0,0.0,0.0,0.0,0.0
84121b1ffffffff,1.0,0.0,0.0,0.0,0.0
84121bbffffffff,6.0,0.0,0.0,0.0,0.0
8412485ffffffff,3.0,0.0,0.0,0.0,0.0
84124a1ffffffff,2.0,0.0,0.0,0.0,0.0
84124a5ffffffff,2.0,0.0,0.0,0.0,0.0
84124b5ffffffff,2.0,0.0,0.0,0.0,0.0
84124b7ffffffff,5.0,0.0,0.0,0.0,0.0
84124d1ffffffff,4.0,0.0,0.0,0.0,0.0
84124dbffffffff,1.0,0.0,0.0,0.0,0.0
8412515ffffffff,7.0,0.0,0.0,0.0,0.0
8412525ffffffff,8.0,0.0,0.0,0.0,0.0
8412527ffffffff,1.0,0.0,0.0,0.0,0.0
8412531ffffffff,2.0,0.0,0.0,0.0,0.0
8412535ffffffff,15.0,0.0,0.0,0.0,0.0
8412539ffffffff,8.0,0.0,3.0,0.0,0.0
841253dffffffff,2.0,0.0,0.0,0.0,0.0
8412549ffffffff,3.0,0.0,0.0,0.0,0.0
8412581ffffffff,4.0,0.0,0.0,0.0,0.0
8412583ffffffff,33.0,0.0,0.0,0.0,0.0
841258bffffffff,4.0,0.0,0.0,0.0,0.0
8412591ffffffff,217.0,0.0,0.0,0.0,0.0
8412593ffffffff,24.0,0.0,0.0,0.0,0.0
8412595ffffffff,5.0,0.0,0.0,0.0,0.0
8412597ffffffff,98.0,0.0,0.0,0.0,0.0
8412599ffffffff,5.0,0.0,0.0,0.0,0.0
841259bffffffff,13.0,0.0,0.0,0.0,0.0
841259dffffffff,17.0,0.0,0.0,0.0,0.0
84125a1ffffffff,1.0,0.0,0.0,0.0,0.0
84125a3ffffffff,8.0,0.0,0.0,0.0,0.0
84125a5ffffffff,6.0,0.0,0.0,0.0,0.0
84125abffffffff,2.0,0.0,0.0,0.0,0.0
84125adffffffff,4.0,0.0,0.0,0.0,0.0
84125b1ffffffff,1.0,0.0,0.0,0.0,0.0
84125b9ffffffff,5.0,0.0,0.0,0.0,0.0
84125bbffffffff,6.0,0.0,0.0,0.0,0.0
84125d1ffffffff,3.0,0.0,0.0,0.0,0.0
84125d3ffffffff,3.0,0.0,0.0,0.0,0.0
84125d7ffffffff,138.0,0.0,0.0,0.0,0.0
84125dbffffffff,4.0,0.0,0.0,0.0,0.0
84125e1ffffffff,7.0,0.0,0.0,0.0,0.0
84125e3ffffffff,2.0,0.0,0.0,0.0,0.0
84125e5ffffffff,6.0,0.0,0.0,0.0,0.0
84126e7ffffffff,2.0,0.0,0.0,0.0,0.0
8412805ffffffff,5.0,0.0,0.0,0.0,0.0
8412847ffffffff,9.0,0.0,0.0,0.0,0.0
8412851ffffffff,1.0,0.0,0.0,0.0,0.0
841285dffffffff,1.0,0.0,0.0,0.0,0.0
8412865ffffffff,2.0,0.0,0.0,0.0,0.0
8412907ffffffff,2.0,0.0,0.0,0.0,0.0
8412909ffffffff,53.0,0.0,0.0,14.0,0.0
8412941ffffffff,5.0,0.0,0.0,2.0,0.0
8412943ffffffff,8.0,0.0,0.0,2.0,0.0
8412947ffffffff,9.0,0.0,0.0,2.0,0.0
8412949ffffffff,15.0,0.0,0.0,4.0,0.0
841295dffffffff,2.0,0.0,0.0,0.0,0.0
84129adffffffff,2.0,0.0,0.0,0.0,0.0
84129b9ffffffff,14.0,0.0,0.0,2.0,0.0
84129bbffffffff,6.0,0.0,0.0,0.0,0.0
84129bdffffffff,2.0,0.0,0.0,0.0,0.0
84129c1ffffffff,2.0,0.0,0.0,0.0,0.0
84129e3ffffffff,3.0,0.0,0.0,0.0,0.0
84129ebffffffff,3.0,0.0,0.0,0.0,0.0
8412a25ffffffff,2.0,0.0,0.0,0.0,0.0
8412ab1ffffffff,2.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,18.0,0.0,0.0,0.0,0.0
8412b01ffffffff,52.0,0.0,0.0,0.0,0.0
8412b03ffffffff,23.0,0.0,0.0,0.0,0.0
8412b35ffffffff,4.0,0.0,0.0,2.0,0.0
8412b63ffffffff,4.0,0.0,0.0,0.0,0.0
8412c1bffffffff,4.0,0.0,0.0,0.0,0.0
8412c81ffffffff,2.0,0.0,0.0,0.0,0.0
8412c85ffffffff,2.0,0.0,0.0,0.0,0.0
8412c89ffffffff,16.0,0.0,5.0,0.0,0.0
8412c8bffffffff,38.0,0.0,0.0,0.0,0.0
8412c9dffffffff,8.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,1.0,0.0,0.0,0.0,0.0
8412cc3ffffffff,3.0,0.0,0.0,0.0,0.0
8412cc7ffffffff,32.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,103.0,0.0,0.0,0.0,0.0
8412ccbffffffff,2.0,0.0,0.0,0.0,0.0
8412ccdffffffff,143.0,0.0,5.0,0.0,0.0
8412cd5ffffffff,3.0,0.0,0.0,0.0,0.0
8412cd7ffffffff,17.0,0.0,2.0,0.0,0.0
8412cd9ffffffff,3.0,0.0,0.0,0.0,0.0
8412cdbffffffff,3.0,0.0,0.0,0.0,0.0
8412cddffffffff,2.0,0.0,0.0,0.0,0.0
8412d11ffffffff,6.0,0.0,0.0,0.0,0.0
