cell_id,Branta hutchinsii,Branta hutchinsii leucopareia,Branta hutchinsii hutchinsii,Branta hutchinsii minima,Branta hutchinsii taverneri
8412d17ffffffff,224.0,0.0,0.0,0.0,0.0
8412d19ffffffff,22.0,0.0,0.0,0.0,0.0
8412d3bffffffff,30.0,0.0,0.0,0.0,0.0
8412d63ffffffff,7.0,0.0,0.0,0.0,0.0
8412d65ffffffff,4.0,0.0,0.0,0.0,0.0
8412d67ffffffff,2.0,0.0,0.0,0.0,0.0
8412da7ffffffff,10.0,0.0,0.0,0.0,0.0
8412dabffffffff,1.0,0.0,0.0,0.0,0.0
8412db1ffffffff,54.0,0.0,0.0,0.0,3.0
8412db3ffffffff,23.0,0.0,0.0,0.0,3.0
8412db5ffffffff,29.0,0.0,0.0,0.0,0.0
8412db7ffffffff,35.0,0.0,0.0,0.0,3.0
8412db9ffffffff,5.0,0.0,0.0,0.0,0.0
8412dbdffffffff,12.0,0.0,0.0,0.0,0.0
8412de5ffffffff,9.0,0.0,0.0,0.0,0.0
8412de7ffffffff,2.0,0.0,0.0,0.0,0.0
8412dedffffffff,11.0,0.0,0.0,0.0,0.0
8412e13ffffffff,48.0,0.0,0.0,0.0,0.0
8412e15ffffffff,2.0,0.0,0.0,0.0,0.0
8412e17ffffffff,34.0,0.0,2.0,0.0,0.0
8412e1bffffffff,5.0,0.0,0.0,0.0,0.0
8412e83ffffffff,4.0,0.0,0.0,0.0,0.0
8412e89ffffffff,5.0,0.0,0.0,0.0,0.0
8412e8bffffffff,15.0,0.0,0.0,0.0,0.0
8412e93ffffffff,2.0,0.0,0.0,0.0,0.0
8412ea1ffffffff,2.0,0.0,0.0,0.0,0.0
8412ea3ffffffff,1.0,0.0,0.0,0.0,0.0
8412ea7ffffffff,15.0,0.0,0.0,0.0,0.0
8412ea9ffffffff,8.0,0.0,0.0,0.0,0.0
8412eb9ffffffff,5.0,0.0,0.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,40.0,0.0,0.0,0.0,0.0
8412ec3ffffffff,12.0,0.0,0.0,0.0,0.0
8412ec5ffffffff,7.0,0.0,0.0,0.0,0.0
8412ec7ffffffff,28.0,0.0,0.0,0.0,0.0
8412ec9ffffffff,6.0,0.0,0.0,0.0,0.0
8412ecbffffffff,7.0,0.0,0.0,0.0,0.0
8412ecdffffffff,47.0,0.0,4.0,0.0,0.0
8412ed5ffffffff,2.0,0.0,2.0,0.0,0.0
8412ed9ffffffff,1.0,0.0,0.0,0.0,0.0
8412ee3ffffffff,7.0,0.0,0.0,0.0,0.0
8412f65ffffffff,2.0,0.0,0.0,0.0,0.0
8412f6dffffffff,27.0,0.0,0.0,0.0,0.0
84132c3ffffffff,2.0,0.0,0.0,0.0,0.0
8413529ffffffff,7.0,0.0,0.0,0.0,0.0
841352dffffffff,2.0,0.0,0.0,0.0,0.0
841391dffffffff,2.0,0.0,0.0,0.0,0.0
8413931ffffffff,8.0,0.0,0.0,0.0,0.0
8413933ffffffff,6.0,0.0,0.0,0.0,0.0
8413939ffffffff,4.0,0.0,0.0,0.0,0.0
84139e1ffffffff,37.0,0.0,0.0,0.0,0.0
84139edffffffff,36.0,0.0,0.0,0.0,0.0
8416505ffffffff,3.0,3.0,0.0,0.0,0.0
8416507ffffffff,239.0,191.0,0.0,0.0,0.0
8416531ffffffff,4.0,4.0,0.0,0.0,0.0
8416539ffffffff,3.0,3.0,0.0,0.0,0.0
841653bffffffff,42.0,27.0,0.0,0.0,0.0
8416581ffffffff,19.0,11.0,0.0,0.0,0.0
84165e1ffffffff,182.0,162.0,0.0,0.0,0.0
84165ebffffffff,3.0,2.0,0.0,0.0,0.0
841d243ffffffff,13.0,0.0,0.0,0.0,0.0
841d269ffffffff,3.0,0.0,0.0,0.0,0.0
84225a5ffffffff,242.0,166.0,0.0,0.0,0.0
8422d0bffffffff,5.0,0.0,0.0,0.0,0.0
8422db7ffffffff,519.0,344.0,0.0,35.0,0.0
8422dbdffffffff,22.0,7.0,0.0,0.0,0.0
8422e99ffffffff,1.0,1.0,0.0,0.0,0.0
8422e9bffffffff,35.0,15.0,0.0,0.0,0.0
8426001ffffffff,2.0,0.0,0.0,0.0,0.0
8426005ffffffff,2.0,0.0,0.0,0.0,0.0
8426009ffffffff,6.0,0.0,0.0,0.0,0.0
842600bffffffff,38.0,0.0,1.0,0.0,0.0
842600dffffffff,4.0,0.0,0.0,0.0,0.0
8426015ffffffff,30.0,0.0,14.0,0.0,0.0
8426017ffffffff,88.0,0.0,61.0,0.0,0.0
842601dffffffff,3.0,0.0,0.0,0.0,0.0
8426021ffffffff,21.0,0.0,0.0,0.0,0.0
8426029ffffffff,2.0,0.0,0.0,0.0,0.0
842602bffffffff,7.0,0.0,0.0,0.0,0.0
8426031ffffffff,1.0,0.0,0.0,0.0,0.0
8426033ffffffff,26.0,0.0,4.0,0.0,0.0
8426039ffffffff,95.0,0.0,18.0,0.0,0.0
842603bffffffff,6.0,0.0,0.0,0.0,0.0
842603dffffffff,4.0,0.0,0.0,0.0,0.0
8426041ffffffff,10.0,0.0,0.0,0.0,0.0
8426043ffffffff,14.0,0.0,0.0,0.0,0.0
8426047ffffffff,2.0,0.0,0.0,0.0,0.0
842604bffffffff,4.0,0.0,0.0,0.0,0.0
8426051ffffffff,23.0,0.0,0.0,0.0,0.0
8426053ffffffff,13.0,0.0,0.0,0.0,0.0
8426055ffffffff,4.0,0.0,0.0,0.0,0.0
8426057ffffffff,2.0,0.0,0.0,0.0,0.0
8426059ffffffff,17.0,0.0,0.0,0.0,0.0
842605bffffffff,32.0,0.0,0.0,0.0,0.0
842605dffffffff,24.0,0.0,0.0,0.0,0.0
8426065ffffffff,8.0,0.0,0.0,0.0,0.0
8426067ffffffff,6.0,0.0,2.0,0.0,0.0
842606bffffffff,2.0,0.0,0.0,0.0,0.0
8426085ffffffff,27.0,0.0,4.0,0.0,0.0
8426087ffffffff,1.0,0.0,0.0,0.0,0.0
842608dffffffff,24.0,0.0,4.0,0.0,0.0
8426091ffffffff,2.0,0.0,0.0,0.0,0.0
8426093ffffffff,3.0,0.0,0.0,0.0,0.0
8426095ffffffff,5.0,0.0,0.0,0.0,0.0
8426099ffffffff,107.0,0.0,11.0,0.0,0.0
84260a1ffffffff,140.0,0.0,0.0,0.0,0.0
84260a3ffffffff,1.0,0.0,0.0,0.0,0.0
84260a5ffffffff,7.0,0.0,0.0,0.0,0.0
84260a9ffffffff,68.0,0.0,3.0,0.0,0.0
84260adffffffff,103.0,0.0,3.0,0.0,0.0
84260b1ffffffff,34.0,0.0,6.0,0.0,0.0
84260b3ffffffff,66.0,0.0,4.0,0.0,0.0
84260b5ffffffff,22.0,0.0,0.0,0.0,0.0
84260b7ffffffff,57.0,0.0,2.0,0.0,0.0
84260b9ffffffff,56.0,0.0,1.0,0.0,0.0
84260bbffffffff,10.0,0.0,0.0,0.0,0.0
84260bdffffffff,3.0,0.0,0.0,0.0,0.0
84260c1ffffffff,7.0,0.0,3.0,0.0,0.0
84260c9ffffffff,4.0,0.0,0.0,0.0,0.0
84260cbffffffff,6.0,0.0,0.0,0.0,0.0
84260d1ffffffff,1.0,0.0,0.0,0.0,0.0
84260d3ffffffff,2.0,0.0,0.0,0.0,0.0
84260d9ffffffff,62.0,0.0,2.0,0.0,0.0
84260ddffffffff,8.0,0.0,2.0,0.0,0.0
84260e1ffffffff,11.0,0.0,4.0,0.0,0.0
84260e3ffffffff,108.0,0.0,2.0,0.0,0.0
84260e5ffffffff,4.0,0.0,0.0,0.0,0.0
84260e7ffffffff,29.0,0.0,4.0,0.0,0.0
84260e9ffffffff,17.0,0.0,0.0,0.0,0.0
84260ebffffffff,63.0,0.0,3.0,0.0,0.0
8426107ffffffff,2.0,0.0,0.0,0.0,0.0
8426111ffffffff,2.0,0.0,0.0,0.0,0.0
8426117ffffffff,2.0,0.0,0.0,0.0,0.0
8426119ffffffff,2.0,0.0,0.0,0.0,0.0
842611bffffffff,1.0,0.0,0.0,0.0,0.0
842611dffffffff,3.0,0.0,0.0,0.0,0.0
8426123ffffffff,2.0,0.0,2.0,0.0,0.0
8426125ffffffff,3.0,0.0,0.0,0.0,0.0
8426133ffffffff,1.0,0.0,0.0,0.0,0.0
8426147ffffffff,2.0,0.0,0.0,0.0,0.0
8426149ffffffff,2.0,0.0,0.0,0.0,0.0
842614bffffffff,32.0,0.0,0.0,0.0,0.0
8426159ffffffff,13.0,0.0,0.0,0.0,0.0
842615bffffffff,5.0,0.0,0.0,0.0,0.0
8426165ffffffff,22.0,0.0,1.0,0.0,0.0
8426181ffffffff,7.0,0.0,0.0,0.0,0.0
8426183ffffffff,208.0,0.0,16.0,0.0,0.0
8426185ffffffff,3.0,0.0,0.0,0.0,0.0
8426187ffffffff,34.0,0.0,3.0,0.0,0.0
842618bffffffff,42.0,0.0,2.0,0.0,0.0
842618dffffffff,1.0,0.0,0.0,0.0,0.0
8426193ffffffff,6.0,0.0,0.0,0.0,0.0
8426197ffffffff,26.0,0.0,0.0,0.0,0.0
842619bffffffff,2.0,0.0,0.0,0.0,0.0
842619dffffffff,42.0,0.0,1.0,0.0,0.0
84261a7ffffffff,24.0,0.0,2.0,0.0,0.0
84261a9ffffffff,7.0,0.0,0.0,0.0,0.0
84261adffffffff,42.0,0.0,0.0,0.0,0.0
84261b1ffffffff,22.0,0.0,0.0,0.0,0.0
84261b3ffffffff,6.0,0.0,0.0,0.0,0.0
84261b5ffffffff,1.0,0.0,0.0,0.0,0.0
84261b7ffffffff,9.0,0.0,0.0,0.0,0.0
84261b9ffffffff,5.0,0.0,0.0,0.0,0.0
84261c5ffffffff,29.0,0.0,0.0,0.0,0.0
84261c7ffffffff,2.0,0.0,0.0,0.0,0.0
84261cdffffffff,4.0,0.0,0.0,0.0,0.0
84261d3ffffffff,7.0,0.0,2.0,0.0,0.0
84261d7ffffffff,17.0,0.0,0.0,0.0,0.0
84261dbffffffff,13.0,0.0,0.0,0.0,0.0
84261e7ffffffff,77.0,0.0,1.0,0.0,0.0
8426201ffffffff,9.0,0.0,0.0,0.0,0.0
8426203ffffffff,4.0,0.0,0.0,0.0,0.0
8426205ffffffff,45.0,0.0,0.0,0.0,0.0
8426207ffffffff,21.0,0.0,0.0,0.0,0.0
842620bffffffff,15.0,0.0,0.0,0.0,0.0
842620dffffffff,10.0,0.0,0.0,0.0,0.0
8426213ffffffff,12.0,0.0,0.0,0.0,0.0
8426215ffffffff,12.0,0.0,0.0,0.0,0.0
8426219ffffffff,6.0,0.0,0.0,0.0,0.0
842621bffffffff,6.0,0.0,0.0,0.0,0.0
842621dffffffff,17.0,0.0,0.0,0.0,0.0
8426221ffffffff,8.0,0.0,0.0,0.0,0.0
8426223ffffffff,11.0,0.0,0.0,0.0,0.0
8426229ffffffff,2.0,0.0,0.0,0.0,0.0
842622bffffffff,21.0,0.0,0.0,0.0,0.0
842622dffffffff,13.0,0.0,4.0,0.0,0.0
8426231ffffffff,12.0,0.0,0.0,0.0,0.0
8426233ffffffff,19.0,0.0,0.0,0.0,0.0
8426235ffffffff,9.0,0.0,0.0,0.0,0.0
8426237ffffffff,36.0,0.0,0.0,0.0,0.0
8426239ffffffff,4.0,0.0,0.0,0.0,0.0
842623dffffffff,40.0,0.0,0.0,0.0,0.0
8426241ffffffff,5.0,0.0,0.0,0.0,0.0
8426245ffffffff,13.0,0.0,0.0,0.0,0.0
8426249ffffffff,19.0,0.0,0.0,0.0,0.0
842624bffffffff,4.0,0.0,0.0,0.0,0.0
842624dffffffff,3.0,0.0,0.0,0.0,0.0
8426251ffffffff,2.0,0.0,0.0,0.0,0.0
8426253ffffffff,4.0,0.0,0.0,0.0,0.0
8426257ffffffff,6.0,0.0,0.0,0.0,0.0
8426259ffffffff,4.0,0.0,0.0,0.0,0.0
842625bffffffff,5.0,0.0,0.0,0.0,0.0
842625dffffffff,4.0,0.0,0.0,0.0,0.0
8426261ffffffff,8.0,0.0,0.0,0.0,0.0
8426263ffffffff,26.0,0.0,0.0,0.0,0.0
8426265ffffffff,4.0,0.0,4.0,0.0,0.0
8426267ffffffff,13.0,0.0,0.0,0.0,0.0
8426269ffffffff,22.0,0.0,0.0,0.0,0.0
842626bffffffff,4.0,0.0,0.0,0.0,0.0
842626dffffffff,42.0,0.0,0.0,0.0,0.0
8426281ffffffff,25.0,0.0,4.0,0.0,0.0
8426283ffffffff,2.0,0.0,0.0,0.0,0.0
8426285ffffffff,2.0,0.0,0.0,0.0,0.0
8426289ffffffff,4.0,0.0,0.0,0.0,0.0
842628bffffffff,6.0,0.0,0.0,0.0,0.0
842628dffffffff,4.0,0.0,0.0,0.0,0.0
8426291ffffffff,33.0,0.0,0.0,0.0,0.0
8426293ffffffff,4.0,0.0,0.0,0.0,0.0
8426297ffffffff,3.0,0.0,0.0,0.0,0.0
8426299ffffffff,2.0,0.0,0.0,0.0,0.0
842629bffffffff,1.0,0.0,0.0,0.0,0.0
84262a9ffffffff,2.0,0.0,0.0,0.0,0.0
84262adffffffff,4.0,0.0,0.0,0.0,0.0
84262b1ffffffff,2.0,0.0,0.0,0.0,0.0
84262b3ffffffff,72.0,0.0,0.0,0.0,0.0
84262c1ffffffff,48.0,0.0,3.0,0.0,0.0
84262c3ffffffff,41.0,0.0,0.0,0.0,0.0
84262c5ffffffff,3.0,0.0,0.0,0.0,0.0
84262c7ffffffff,15.0,0.0,0.0,0.0,0.0
84262c9ffffffff,121.0,0.0,7.0,0.0,0.0
84262cbffffffff,4.0,0.0,0.0,0.0,0.0
84262cdffffffff,67.0,0.0,3.0,0.0,0.0
84262d9ffffffff,7.0,0.0,0.0,0.0,0.0
84262dbffffffff,6.0,0.0,0.0,0.0,0.0
84262ddffffffff,35.0,0.0,0.0,0.0,0.0
84262e1ffffffff,9.0,0.0,0.0,0.0,0.0
84262e3ffffffff,8.0,0.0,0.0,0.0,0.0
84262e5ffffffff,10.0,0.0,0.0,0.0,0.0
84262e7ffffffff,12.0,0.0,0.0,0.0,0.0
84262e9ffffffff,13.0,0.0,0.0,0.0,0.0
84262ebffffffff,5.0,0.0,0.0,0.0,0.0
84262edffffffff,2.0,0.0,0.0,0.0,0.0
8426301ffffffff,2.0,0.0,0.0,0.0,0.0
8426307ffffffff,2.0,0.0,0.0,0.0,0.0
8426309ffffffff,9.0,0.0,0.0,0.0,0.0
842630bffffffff,22.0,0.0,2.0,0.0,0.0
842630dffffffff,9.0,0.0,0.0,0.0,0.0
8426315ffffffff,2.0,0.0,0.0,0.0,0.0
842631dffffffff,10.0,0.0,0.0,0.0,0.0
8426323ffffffff,2.0,0.0,0.0,0.0,0.0
842632dffffffff,2.0,0.0,0.0,0.0,0.0
8426335ffffffff,4.0,0.0,0.0,0.0,0.0
8426337ffffffff,45.0,0.0,0.0,0.0,0.0
8426339ffffffff,6.0,0.0,0.0,0.0,0.0
842633dffffffff,4.0,0.0,0.0,0.0,0.0
8426341ffffffff,6.0,0.0,2.0,0.0,0.0
8426343ffffffff,2.0,0.0,0.0,0.0,0.0
8426345ffffffff,6.0,0.0,0.0,0.0,0.0
8426347ffffffff,4.0,0.0,0.0,0.0,0.0
842634bffffffff,34.0,0.0,0.0,0.0,0.0
842634dffffffff,2.0,0.0,0.0,0.0,0.0
8426351ffffffff,6.0,0.0,0.0,0.0,0.0
