cell_id,Paroaria gularis,Paroaria gularis gularis,Paroaria gularis cervicalis
845f083ffffffff,125.0,0.0,0.0
845f087ffffffff,2.0,0.0,0.0
845f08dffffffff,5.0,0.0,0.0
845f091ffffffff,2.0,0.0,0.0
845f095ffffffff,109.0,0.0,0.0
845f0b9ffffffff,4.0,0.0,0.0
845f0d7ffffffff,3.0,0.0,0.0
845f0d9ffffffff,3.0,0.0,0.0
845f237ffffffff,1.0,0.0,0.0
845f291ffffffff,6.0,0.0,0.0
845f295ffffffff,61.0,0.0,0.0
845f299ffffffff,55.0,2.0,0.0
845f29dffffffff,169.0,0.0,0.0
845f2b1ffffffff,25.0,0.0,0.0
845f2b3ffffffff,302.0,0.0,0.0
845f2b9ffffffff,11.0,0.0,0.0
845f2bbffffffff,35.0,0.0,0.0
845f2d1ffffffff,9.0,0.0,0.0
845f2d3ffffffff,14.0,0.0,0.0
845f2d7ffffffff,20.0,0.0,0.0
845f2dbffffffff,10.0,0.0,0.0
845f549ffffffff,7.0,0.0,0.0
845f767ffffffff,4.0,0.0,0.0
8466415ffffffff,145.0,0.0,0.0
8466417ffffffff,3.0,0.0,0.0
846641dffffffff,98.0,0.0,0.0
84665abffffffff,1.0,0.0,0.0
84665e9ffffffff,10.0,0.0,0.0
846670dffffffff,7.0,0.0,0.0
8466763ffffffff,2.0,0.0,0.0
8466c01ffffffff,174.0,0.0,0.0
8466c03ffffffff,8.0,0.0,0.0
8466c05ffffffff,45.0,0.0,0.0
8466c07ffffffff,12.0,0.0,0.0
8466c09ffffffff,15.0,0.0,0.0
8466c0bffffffff,1.0,0.0,0.0
8466c0dffffffff,20.0,0.0,0.0
8466c15ffffffff,8.0,0.0,0.0
8466c17ffffffff,7.0,0.0,0.0
8466c19ffffffff,5.0,0.0,0.0
8466c1dffffffff,9.0,0.0,0.0
8466c21ffffffff,346.0,0.0,0.0
8466c23ffffffff,71.0,0.0,0.0
8466c27ffffffff,29.0,0.0,0.0
8466c29ffffffff,28.0,0.0,0.0
8466c2bffffffff,26.0,0.0,0.0
8466c2dffffffff,55.0,0.0,0.0
8466c35ffffffff,5.0,0.0,0.0
8466c37ffffffff,13.0,1.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c53ffffffff,3.0,0.0,0.0
8466c57ffffffff,42.0,0.0,0.0
8466c59ffffffff,1.0,0.0,0.0
8466c5bffffffff,8.0,0.0,0.0
8466c5dffffffff,8.0,0.0,0.0
8466cc5ffffffff,7.0,0.0,0.0
8466cdbffffffff,3.0,0.0,0.0
8466ce1ffffffff,43.0,0.0,0.0
8466ce9ffffffff,56.0,0.0,0.0
8466cedffffffff,20.0,0.0,0.0
8466d81ffffffff,2.0,0.0,0.0
8466d8bffffffff,4.0,0.0,0.0
8466d8dffffffff,4.0,2.0,0.0
8466db1ffffffff,33.0,2.0,0.0
8466dc3ffffffff,992.0,117.0,0.0
8466dc7ffffffff,111.0,1.0,0.0
8466dc9ffffffff,95.0,0.0,0.0
8466dcbffffffff,184.0,13.0,0.0
8466dcdffffffff,17.0,0.0,0.0
8466dd1ffffffff,9.0,0.0,0.0
8466dd3ffffffff,11.0,2.0,0.0
8466dd5ffffffff,79.0,1.0,0.0
8466dd7ffffffff,4.0,0.0,0.0
8466dd9ffffffff,6.0,0.0,0.0
8466ddbffffffff,25.0,0.0,0.0
8466dddffffffff,46.0,12.0,0.0
8466de3ffffffff,128.0,12.0,0.0
8466debffffffff,3.0,0.0,0.0
8466e0bffffffff,11.0,0.0,0.0
8466e37ffffffff,3.0,0.0,0.0
8466e3dffffffff,1.0,0.0,0.0
8466eadffffffff,6.0,0.0,0.0
8466ec1ffffffff,16.0,0.0,0.0
8466ec5ffffffff,5.0,0.0,0.0
8466ec7ffffffff,111.0,0.0,0.0
8466ecbffffffff,86.0,0.0,0.0
8466ee1ffffffff,1.0,0.0,0.0
8466ee5ffffffff,88.0,0.0,0.0
8466ee7ffffffff,2.0,0.0,0.0
848040bffffffff,3.0,0.0,0.0
848041dffffffff,3.0,0.0,0.0
8480449ffffffff,2.0,0.0,0.0
8480487ffffffff,1.0,0.0,0.0
8480643ffffffff,2.0,0.0,0.0
8480655ffffffff,8.0,4.0,0.0
848065dffffffff,3.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0
84806a3ffffffff,6.0,0.0,0.0
84806a7ffffffff,2.0,0.0,0.0
84806abffffffff,6.0,2.0,0.0
84806c3ffffffff,2.0,0.0,0.0
84806ddffffffff,4.0,0.0,0.0
8481409ffffffff,1.0,0.0,0.0
8481431ffffffff,1.0,1.0,0.0
8481433ffffffff,2.0,0.0,0.0
8481437ffffffff,1.0,0.0,0.0
848145dffffffff,5.0,1.0,0.0
84814a1ffffffff,1.0,1.0,0.0
84814a9ffffffff,4.0,0.0,0.0
84814adffffffff,30.0,2.0,0.0
84814c7ffffffff,3.0,0.0,0.0
84814d1ffffffff,3.0,3.0,0.0
84814d5ffffffff,82.0,27.0,0.0
84814d9ffffffff,6.0,0.0,0.0
84814e7ffffffff,7.0,0.0,0.0
8481581ffffffff,1.0,0.0,0.0
84815d9ffffffff,34.0,0.0,0.0
8481635ffffffff,2.0,2.0,0.0
8481637ffffffff,2.0,0.0,0.0
848a003ffffffff,21.0,1.0,0.0
848a055ffffffff,2.0,0.0,0.0
848a059ffffffff,3.0,0.0,0.0
848a05dffffffff,14.0,6.0,0.0
848a109ffffffff,13.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0
848a127ffffffff,3.0,0.0,0.0
848a143ffffffff,1.0,0.0,0.0
848a155ffffffff,15.0,0.0,0.0
848a157ffffffff,2.0,0.0,0.0
848a1a7ffffffff,2.0,0.0,0.0
848a209ffffffff,1.0,0.0,1.0
848a23bffffffff,1.0,0.0,0.0
848a249ffffffff,5.0,0.0,5.0
848a2edffffffff,6.0,3.0,0.0
848a313ffffffff,3.0,0.0,0.0
848a317ffffffff,24.0,6.0,0.0
848a337ffffffff,8.0,0.0,0.0
848a33bffffffff,3.0,0.0,0.0
848a35dffffffff,1.0,1.0,0.0
848a41dffffffff,4.0,0.0,0.0
848a43bffffffff,3.0,0.0,0.0
848a451ffffffff,9.0,0.0,0.0
848a459ffffffff,128.0,7.0,0.0
848a45bffffffff,140.0,0.0,0.0
848a45dffffffff,360.0,0.0,0.0
848a4e5ffffffff,2.0,0.0,0.0
848a525ffffffff,5.0,0.0,0.0
848a637ffffffff,4.0,0.0,0.0
848a681ffffffff,1.0,0.0,0.0
848a68bffffffff,10.0,0.0,0.0
848a699ffffffff,48.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0
848a6b5ffffffff,3.0,0.0,0.0
848a6d1ffffffff,5.0,0.0,0.0
848a6d3ffffffff,512.0,0.0,0.0
848a6d7ffffffff,224.0,0.0,0.0
848a6d9ffffffff,243.0,0.0,0.0
848a6dbffffffff,35.0,0.0,0.0
848a6e5ffffffff,3.0,0.0,0.0
848a701ffffffff,4.0,0.0,0.0
848a703ffffffff,14.0,0.0,0.0
848a707ffffffff,18.0,0.0,0.0
848a70bffffffff,9.0,0.0,0.0
848a73dffffffff,3.0,0.0,0.0
848a809ffffffff,11.0,1.0,0.0
848a81bffffffff,4.0,0.0,0.0
848a857ffffffff,2.0,0.0,0.0
848a85bffffffff,4.0,0.0,0.0
848a8c1ffffffff,7.0,0.0,0.0
848a8cbffffffff,9.0,3.0,0.0
848a8cdffffffff,22.0,0.0,0.0
848a8d9ffffffff,4.0,1.0,0.0
848a8e1ffffffff,4.0,0.0,0.0
848a8e5ffffffff,2.0,0.0,0.0
848a8edffffffff,1.0,0.0,0.0
848a92dffffffff,1.0,0.0,0.0
848a963ffffffff,3.0,0.0,0.0
848a9c1ffffffff,21.0,2.0,0.0
848a9c5ffffffff,2.0,0.0,0.0
848a9d1ffffffff,5.0,0.0,0.0
848a9d3ffffffff,2.0,0.0,0.0
848a9d9ffffffff,6.0,0.0,0.0
848a9e5ffffffff,2.0,0.0,0.0
848aa87ffffffff,10.0,0.0,0.0
848aa93ffffffff,12.0,5.0,0.0
848aa97ffffffff,7.0,0.0,0.0
848aa9dffffffff,4.0,0.0,0.0
848aaa3ffffffff,15.0,0.0,0.0
848aaa5ffffffff,29.0,0.0,0.0
848aaa7ffffffff,1.0,0.0,0.0
848aaadffffffff,39.0,0.0,0.0
848aab1ffffffff,12.0,0.0,0.0
848aab3ffffffff,4.0,0.0,0.0
848aab5ffffffff,13.0,0.0,0.0
848aab9ffffffff,13.0,0.0,0.0
848aabdffffffff,13.0,0.0,0.0
848aac9ffffffff,4.0,0.0,0.0
848aacbffffffff,4.0,0.0,0.0
848aad5ffffffff,2.0,0.0,0.0
848aaddffffffff,3.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0
848ac35ffffffff,1.0,0.0,0.0
848ac4dffffffff,1.0,0.0,0.0
848ac69ffffffff,1.0,0.0,0.0
848ad13ffffffff,2.0,0.0,0.0
848ad89ffffffff,7.0,3.0,0.0
848ad8dffffffff,2.0,0.0,0.0
848ada3ffffffff,27.0,4.0,0.0
848ada9ffffffff,35.0,11.0,0.0
848adb1ffffffff,4.0,0.0,0.0
848adbdffffffff,2.0,0.0,0.0
848adc5ffffffff,24.0,7.0,0.0
848adcdffffffff,5.0,0.0,0.0
848ade3ffffffff,1.0,0.0,0.0
848ae53ffffffff,1.0,0.0,0.0
848ae5bffffffff,25.0,0.0,0.0
848aee3ffffffff,3.0,0.0,0.0
848af03ffffffff,1.0,0.0,0.0
848af09ffffffff,40.0,6.0,0.0
848af0bffffffff,10.0,2.0,0.0
848af11ffffffff,4.0,0.0,0.0
848af1dffffffff,8.0,2.0,0.0
848af29ffffffff,19.0,0.0,0.0
848af2bffffffff,5.0,0.0,0.0
848af2dffffffff,13.0,1.0,0.0
848af41ffffffff,12.0,7.0,0.0
848af45ffffffff,105.0,14.0,0.0
848af47ffffffff,20.0,0.0,0.0
848af4bffffffff,1.0,0.0,0.0
848af61ffffffff,16.0,0.0,0.0
848af63ffffffff,2.0,0.0,0.0
848af67ffffffff,2.0,0.0,0.0
848af69ffffffff,196.0,14.0,0.0
848af6bffffffff,21.0,7.0,0.0
848af6dffffffff,7.0,2.0,0.0
848b01bffffffff,2.0,0.0,0.0
848b045ffffffff,10.0,0.0,0.0
848b047ffffffff,2.0,0.0,0.0
848b05dffffffff,4.0,0.0,0.0
848b069ffffffff,4.0,0.0,0.0
848b085ffffffff,3.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0
848b08dffffffff,5.0,0.0,0.0
848b093ffffffff,2.0,0.0,0.0
848b0a3ffffffff,5.0,0.0,4.0
848b0b5ffffffff,3.0,0.0,3.0
848b0bdffffffff,4.0,0.0,3.0
848b0c1ffffffff,24.0,0.0,0.0
848b0c3ffffffff,6.0,0.0,0.0
848b0c5ffffffff,1.0,0.0,1.0
848b0c7ffffffff,4.0,0.0,0.0
848b0c9ffffffff,31.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0
848b0cdffffffff,29.0,0.0,0.0
848b0d1ffffffff,109.0,0.0,3.0
848b0d5ffffffff,14.0,0.0,0.0
848b0d9ffffffff,11.0,0.0,0.0
848b0dbffffffff,11.0,0.0,0.0
848b0ddffffffff,3.0,0.0,0.0
848b0e5ffffffff,4.0,0.0,0.0
848b0e7ffffffff,6.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b1c5ffffffff,1.0,0.0,0.0
848b1e1ffffffff,19.0,0.0,12.0
848b1edffffffff,4.0,0.0,0.0
848b205ffffffff,1.0,0.0,0.0
848b213ffffffff,1.0,0.0,0.0
848b221ffffffff,40.0,0.0,1.0
848b223ffffffff,13.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0
848b22dffffffff,112.0,0.0,2.0
848b235ffffffff,3.0,0.0,0.0
848b23bffffffff,2.0,0.0,0.0
848b23dffffffff,2.0,0.0,0.0
848b28bffffffff,3.0,0.0,1.0
848b2a5ffffffff,28.0,0.0,0.0
848b2a7ffffffff,106.0,0.0,8.0
848b2b5ffffffff,3.0,0.0,0.0
848b2c5ffffffff,2.0,0.0,0.0
848b2e9ffffffff,14.0,0.0,0.0
848b2ebffffffff,1.0,0.0,0.0
848b313ffffffff,2.0,0.0,0.0
848b315ffffffff,53.0,0.0,0.0
848b31bffffffff,16.0,0.0,0.0
848b345ffffffff,1.0,0.0,0.0
848b401ffffffff,2.0,0.0,0.0
848b429ffffffff,4.0,0.0,0.0
848b445ffffffff,8.0,0.0,0.0
848b447ffffffff,15.0,0.0,0.0
848b449ffffffff,5.0,0.0,0.0
848b44bffffffff,94.0,0.0,0.0
848b44dffffffff,69.0,0.0,0.0
848b459ffffffff,83.0,0.0,0.0
848b461ffffffff,8.0,0.0,0.0
848b469ffffffff,32.0,0.0,0.0
848b483ffffffff,9.0,0.0,0.0
848b493ffffffff,4.0,0.0,0.0
848b4e5ffffffff,11.0,0.0,0.0
848b50dffffffff,1.0,0.0,0.0
848b511ffffffff,1.0,0.0,0.0
848b513ffffffff,4.0,0.0,0.0
848b525ffffffff,2.0,0.0,0.0
848b529ffffffff,2.0,0.0,0.0
848b52dffffffff,5.0,0.0,1.0
848b563ffffffff,23.0,0.0,0.0
848b567ffffffff,17.0,0.0,0.0
848b5c3ffffffff,2.0,0.0,0.0
848b5cdffffffff,11.0,0.0,0.0
848b5d1ffffffff,6.0,0.0,0.0
848b617ffffffff,568.0,4.0,0.0
848b623ffffffff,1.0,0.0,0.0
848b627ffffffff,27.0,0.0,0.0
848b631ffffffff,5.0,0.0,0.0
848b633ffffffff,27.0,0.0,0.0
848b635ffffffff,2.0,0.0,0.0
848b637ffffffff,461.0,0.0,0.0
848b639ffffffff,2.0,0.0,0.0
848b63bffffffff,406.0,0.0,0.0
848b691ffffffff,2.0,0.0,0.0
848b693ffffffff,1.0,0.0,0.0
848b695ffffffff,4.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0
848b699ffffffff,1.0,0.0,0.0
848b6c3ffffffff,3.0,0.0,0.0
848b6e1ffffffff,1.0,0.0,0.0
848b6e5ffffffff,99.0,0.0,0.0
848b6e7ffffffff,130.0,0.0,0.0
848b6edffffffff,39.0,0.0,0.0
848b711ffffffff,4.0,0.0,0.0
848b713ffffffff,497.0,0.0,0.0
848b717ffffffff,29.0,0.0,0.0
848b71bffffffff,15.0,0.0,0.0
848b72dffffffff,5.0,0.0,0.0
848b745ffffffff,17.0,0.0,0.0
848b747ffffffff,15.0,0.0,0.0
848b755ffffffff,2.0,0.0,0.0
848b761ffffffff,29.0,0.0,0.0
848b763ffffffff,1.0,0.0,1.0
848b765ffffffff,4.0,0.0,0.0
848b767ffffffff,3.0,0.0,0.0
848b76dffffffff,4.0,0.0,0.0
848b829ffffffff,2.0,2.0,0.0
848b881ffffffff,11.0,0.0,0.0
848b8dbffffffff,4.0,4.0,0.0
848b98bffffffff,28.0,0.0,0.0
848b999ffffffff,37.0,9.0,0.0
848b99dffffffff,69.0,3.0,0.0
848b9d1ffffffff,10.0,2.0,0.0
848b9d5ffffffff,407.0,24.0,0.0
848b9d7ffffffff,3.0,0.0,0.0
848e643ffffffff,7.0,0.0,0.0
848e64bffffffff,42.0,0.0,0.0
848e651ffffffff,12.0,0.0,0.0
848e659ffffffff,8.0,0.0,0.0
848e65bffffffff,1.0,0.0,0.0
848f401ffffffff,103.0,0.0,0.0
848f407ffffffff,13.0,0.0,0.0
848f409ffffffff,2.0,0.0,0.0
848f411ffffffff,2.0,0.0,0.0
848f437ffffffff,1.0,0.0,0.0
848f439ffffffff,4.0,0.0,0.0
848f44bffffffff,14.0,0.0,0.0
848f44dffffffff,4.0,0.0,0.0
848f455ffffffff,5.0,0.0,0.0
848f461ffffffff,213.0,0.0,0.0
848f463ffffffff,29.0,0.0,0.0
848f465ffffffff,7.0,0.0,0.0
848f489ffffffff,9.0,0.0,0.0
848f48dffffffff,4.0,0.0,0.0
848f4a5ffffffff,13.0,0.0,0.0
848f4a9ffffffff,2.0,0.0,0.0
848f4abffffffff,5.0,0.0,0.0
848f4adffffffff,12.0,0.0,0.0
848f4b5ffffffff,4.0,0.0,0.0
848f4c1ffffffff,1.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0
848f4c7ffffffff,32.0,0.0,0.0
848f5d3ffffffff,18.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0
848f611ffffffff,21.0,0.0,0.0
848f613ffffffff,137.0,0.0,0.0
848f617ffffffff,5.0,0.0,0.0
848f61bffffffff,321.0,0.0,0.0
848f625ffffffff,2.0,0.0,0.0
848f631ffffffff,2.0,0.0,0.0
848f633ffffffff,2.0,0.0,0.0
848f637ffffffff,1.0,0.0,0.0
848f6b1ffffffff,6.0,4.0,0.0
848f6b5ffffffff,13.0,4.0,0.0
848f6bbffffffff,7.0,4.0,0.0
848f6c9ffffffff,18.0,0.0,0.0
848f6cdffffffff,16.0,0.0,0.0
848f6e1ffffffff,6.0,0.0,0.0
848f6e9ffffffff,125.0,0.0,0.0
848f6ebffffffff,1.0,0.0,0.0
848f6edffffffff,8.0,0.0,0.0
848f719ffffffff,10.0,0.0,0.0
848f71bffffffff,2.0,0.0,0.0
848f733ffffffff,1.0,0.0,0.0
84a8411ffffffff,8.0,0.0,0.0
84a8591ffffffff,15.0,0.0,0.0
84a8599ffffffff,5.0,0.0,0.0
84a85d3ffffffff,1.0,0.0,0.0
84b366dffffffff,10.0,0.0,0.0
