cell_id,Butorides striata,Butorides striata striata,Butorides striata sundevalli,Butorides striata [atricapilla Group]
833ce3fffffffff,4.0,0.0,0.0,0.0
833ce4fffffffff,50.0,0.0,0.0,0.0
833ce5fffffffff,124.0,0.0,0.0,0.0
833cecfffffffff,235.0,0.0,0.0,0.0
833cedfffffffff,14.0,0.0,0.0,0.0
833cf0fffffffff,5.0,0.0,0.0,0.0
833cf1fffffffff,280.0,0.0,0.0,0.0
833cf2fffffffff,357.0,0.0,0.0,23.0
833cf3fffffffff,104.0,0.0,0.0,0.0
833cf4fffffffff,28.0,0.0,0.0,0.0
833cf5fffffffff,2.0,0.0,0.0,0.0
833cf6fffffffff,9.0,0.0,0.0,0.0
833d10fffffffff,75.0,0.0,0.0,0.0
833d13fffffffff,29.0,0.0,0.0,0.0
833d14fffffffff,18.0,0.0,0.0,0.0
833d30fffffffff,5.0,0.0,0.0,0.0
833d80fffffffff,4.0,0.0,0.0,0.0
833d83fffffffff,2.0,0.0,0.0,0.0
833d84fffffffff,127.0,0.0,0.0,0.0
833d85fffffffff,94.0,0.0,0.0,0.0
833d86fffffffff,18.0,0.0,0.0,0.0
833d89fffffffff,2.0,0.0,0.0,0.0
833d8bfffffffff,123.0,0.0,0.0,0.0
833d8cfffffffff,2.0,0.0,0.0,0.0
833d8dfffffffff,10.0,0.0,0.0,0.0
833d91fffffffff,21.0,0.0,0.0,0.0
833d92fffffffff,20.0,0.0,0.0,0.0
833d93fffffffff,16.0,0.0,0.0,0.0
833d96fffffffff,21.0,0.0,0.0,0.0
833d98fffffffff,43.0,0.0,0.0,0.0
833d99fffffffff,4.0,0.0,0.0,0.0
833d9afffffffff,7.0,0.0,0.0,0.0
833d9bfffffffff,57.0,0.0,0.0,0.0
833d9dfffffffff,44.0,0.0,0.0,0.0
833d9efffffffff,104.0,0.0,0.0,0.0
833da2fffffffff,6.0,0.0,0.0,0.0
833da3fffffffff,727.0,0.0,0.0,0.0
833da6fffffffff,2.0,0.0,0.0,0.0
833da9fffffffff,21.0,0.0,0.0,0.0
833daafffffffff,5.0,0.0,0.0,0.0
833dacfffffffff,160.0,0.0,0.0,0.0
833dadfffffffff,156.0,0.0,0.0,0.0
833db0fffffffff,6.0,0.0,0.0,0.0
833db1fffffffff,18.0,0.0,0.0,0.0
833db2fffffffff,33.0,0.0,0.0,0.0
833db3fffffffff,85.0,0.0,0.0,0.0
833db4fffffffff,8.0,0.0,0.0,0.0
833db5fffffffff,7.0,0.0,0.0,0.0
833db6fffffffff,31.0,0.0,0.0,0.0
833e41fffffffff,45.0,0.0,0.0,0.0
833e43fffffffff,2.0,0.0,0.0,0.0
833e45fffffffff,4.0,0.0,0.0,0.0
833e4afffffffff,4.0,0.0,0.0,0.0
833e4efffffffff,2.0,0.0,0.0,0.0
833e58fffffffff,97.0,0.0,0.0,4.0
833e5bfffffffff,1.0,0.0,0.0,0.0
833e5cfffffffff,10.0,0.0,0.0,1.0
833e60fffffffff,1.0,0.0,0.0,1.0
833e62fffffffff,53.0,0.0,0.0,27.0
833e64fffffffff,1.0,0.0,0.0,1.0
833e65fffffffff,5.0,0.0,0.0,4.0
833e66fffffffff,2.0,0.0,0.0,0.0
833e68fffffffff,611.0,0.0,0.0,91.0
833e6afffffffff,11.0,0.0,0.0,0.0
833e6bfffffffff,3.0,0.0,0.0,0.0
833e71fffffffff,8.0,0.0,0.0,3.0
833ee9fffffffff,5.0,0.0,0.0,2.0
833f59fffffffff,2.0,0.0,0.0,1.0
834004fffffffff,2.0,0.0,0.0,0.0
834022fffffffff,4.0,0.0,0.0,0.0
83402dfffffffff,40.0,0.0,0.0,0.0
834032fffffffff,1.0,0.0,0.0,0.0
834034fffffffff,1.0,0.0,0.0,0.0
834040fffffffff,3.0,0.0,0.0,0.0
834045fffffffff,2.0,0.0,0.0,0.0
834049fffffffff,9.0,0.0,0.0,0.0
83404cfffffffff,15.0,0.0,0.0,0.0
83404dfffffffff,51.0,0.0,0.0,0.0
834065fffffffff,4.0,0.0,0.0,0.0
83406bfffffffff,8.0,0.0,0.0,0.0
83406dfffffffff,1.0,0.0,0.0,0.0
834089fffffffff,2.0,0.0,0.0,0.0
83408dfffffffff,2.0,0.0,0.0,0.0
8340a0fffffffff,1.0,0.0,0.0,0.0
8340a4fffffffff,2.0,0.0,0.0,0.0
8340a6fffffffff,4.0,0.0,0.0,1.0
8340c1fffffffff,2.0,0.0,0.0,0.0
8340e1fffffffff,2.0,0.0,0.0,0.0
834103fffffffff,26.0,0.0,0.0,0.0
834108fffffffff,4.0,0.0,0.0,0.0
834118fffffffff,2.0,0.0,0.0,0.0
834119fffffffff,1.0,0.0,0.0,0.0
83411afffffffff,1.0,0.0,0.0,0.0
83411cfffffffff,270.0,0.0,0.0,3.0
834133fffffffff,9.0,0.0,0.0,0.0
834142fffffffff,17.0,0.0,0.0,0.0
834143fffffffff,14.0,0.0,0.0,0.0
834148fffffffff,3.0,0.0,0.0,0.0
83414bfffffffff,4.0,0.0,0.0,0.0
83414dfffffffff,1.0,0.0,0.0,0.0
834152fffffffff,1.0,0.0,0.0,0.0
834154fffffffff,7.0,0.0,0.0,0.0
834158fffffffff,2.0,0.0,0.0,0.0
83415cfffffffff,30.0,0.0,0.0,9.0
83415efffffffff,10.0,0.0,0.0,0.0
834160fffffffff,2.0,0.0,0.0,0.0
834164fffffffff,4.0,0.0,0.0,1.0
834165fffffffff,4.0,0.0,0.0,0.0
83416efffffffff,10.0,0.0,0.0,8.0
834171fffffffff,6.0,0.0,0.0,0.0
834172fffffffff,7.0,0.0,0.0,0.0
834173fffffffff,16.0,0.0,0.0,0.0
834185fffffffff,1.0,0.0,0.0,0.0
834189fffffffff,2.0,0.0,0.0,0.0
83418bfffffffff,2.0,0.0,0.0,0.0
834191fffffffff,4.0,0.0,0.0,0.0
834193fffffffff,2.0,0.0,0.0,0.0
83419efffffffff,2.0,0.0,0.0,0.0
8341a0fffffffff,7.0,0.0,0.0,3.0
8341a4fffffffff,53.0,0.0,0.0,11.0
8341a5fffffffff,81.0,0.0,0.0,5.0
8341adfffffffff,2.0,0.0,0.0,0.0
8341b4fffffffff,85.0,0.0,0.0,0.0
8341b5fffffffff,66.0,0.0,0.0,0.0
8341b6fffffffff,1.0,0.0,0.0,1.0
834249fffffffff,18.0,0.0,0.0,0.0
83425afffffffff,1.0,0.0,0.0,0.0
83425dfffffffff,2.0,0.0,0.0,0.0
8342c0fffffffff,96.0,0.0,0.0,0.0
8342c1fffffffff,7.0,0.0,0.0,0.0
8342c2fffffffff,42.0,0.0,0.0,0.0
8342c3fffffffff,29.0,0.0,0.0,0.0
8342c4fffffffff,40.0,0.0,0.0,0.0
8342c5fffffffff,3.0,0.0,0.0,0.0
8342c6fffffffff,43.0,0.0,0.0,0.0
8342c8fffffffff,2.0,0.0,0.0,0.0
8342cafffffffff,7.0,0.0,0.0,0.0
8342cbfffffffff,2.0,0.0,0.0,0.0
8342ccfffffffff,81.0,0.0,0.0,0.0
8342cdfffffffff,19.0,0.0,0.0,0.0
8342cefffffffff,79.0,0.0,0.0,0.0
8342d9fffffffff,2.0,0.0,0.0,0.0
8342dbfffffffff,115.0,0.0,0.0,0.0
8342dcfffffffff,49.0,0.0,0.0,0.0
8342ddfffffffff,20.0,0.0,0.0,0.0
8342e0fffffffff,2.0,0.0,0.0,0.0
8342e2fffffffff,18.0,0.0,0.0,0.0
8342e3fffffffff,4.0,0.0,0.0,0.0
8342e4fffffffff,1.0,0.0,0.0,0.0
8342ebfffffffff,4.0,0.0,0.0,0.0
834312fffffffff,4.0,0.0,0.0,0.0
834313fffffffff,11.0,0.0,0.0,0.0
834316fffffffff,11.0,0.0,0.0,0.0
83431efffffffff,35.0,0.0,0.0,0.0
834388fffffffff,16.0,0.0,0.0,0.0
83438afffffffff,4.0,0.0,0.0,2.0
83438cfffffffff,113.0,0.0,0.0,32.0
834398fffffffff,38.0,0.0,0.0,18.0
8343a0fffffffff,156.0,0.0,0.0,3.0
8343a1fffffffff,107.0,0.0,0.0,17.0
8343a3fffffffff,8.0,0.0,0.0,0.0
8343a4fffffffff,1.0,0.0,0.0,0.0
8343a6fffffffff,2.0,0.0,0.0,0.0
8343a8fffffffff,241.0,0.0,0.0,14.0
8343a9fffffffff,11.0,0.0,0.0,0.0
8343aafffffffff,7.0,0.0,0.0,0.0
8343acfffffffff,326.0,0.0,0.0,55.0
8343adfffffffff,9.0,0.0,0.0,0.0
8343aefffffffff,27.0,0.0,0.0,5.0
834a24fffffffff,1.0,0.0,0.0,1.0
834a26fffffffff,13.0,0.0,0.0,8.0
834b12fffffffff,8.0,0.0,0.0,0.0
834b30fffffffff,2.0,0.0,0.0,0.0
834b34fffffffff,2.0,0.0,0.0,0.0
834b62fffffffff,2.0,0.0,0.0,0.0
834b66fffffffff,2.0,0.0,0.0,0.0
834b6dfffffffff,2.0,0.0,0.0,0.0
834b75fffffffff,2.0,0.0,0.0,0.0
834b84fffffffff,3.0,0.0,0.0,0.0
834b86fffffffff,47.0,0.0,0.0,5.0
834b91fffffffff,13.0,0.0,0.0,0.0
834b93fffffffff,1.0,0.0,0.0,0.0
834ba0fffffffff,342.0,0.0,0.0,27.0
834ba1fffffffff,193.0,0.0,0.0,23.0
834ba2fffffffff,524.0,0.0,0.0,11.0
834ba3fffffffff,107.0,0.0,0.0,6.0
834ba5fffffffff,66.0,0.0,0.0,4.0
834ba6fffffffff,3.0,0.0,0.0,0.0
834ba8fffffffff,2.0,0.0,0.0,0.0
834bb1fffffffff,1209.0,0.0,0.0,52.0
834bb5fffffffff,705.0,0.0,0.0,78.0
835211fffffffff,1.0,0.0,0.0,0.0
835213fffffffff,2.0,0.0,0.0,0.0
835215fffffffff,10.0,0.0,0.0,0.0
83521cfffffffff,3.0,0.0,0.0,0.0
83521efffffffff,23.0,0.0,0.0,0.0
835232fffffffff,6.0,0.0,0.0,0.0
83524dfffffffff,26.0,0.0,0.0,9.0
835291fffffffff,4.0,0.0,0.0,0.0
83529bfffffffff,1.0,0.0,0.0,0.0
8352d4fffffffff,53.0,0.0,0.0,0.0
8352dcfffffffff,1.0,0.0,0.0,1.0
8352f3fffffffff,8.0,0.0,0.0,0.0
835312fffffffff,2.0,0.0,0.0,0.0
835313fffffffff,2.0,0.0,0.0,0.0
835316fffffffff,4.0,0.0,0.0,0.0
83534dfffffffff,8.0,0.0,0.0,3.0
835354fffffffff,1.0,0.0,0.0,0.0
835363fffffffff,4.0,0.0,0.0,0.0
835368fffffffff,6.0,0.0,0.0,2.0
83536bfffffffff,15.0,0.0,0.0,0.0
83536efffffffff,6.0,0.0,0.0,0.0
8353a4fffffffff,40.0,0.0,0.0,8.0
8353a9fffffffff,11.0,0.0,0.0,0.0
8353abfffffffff,2.0,0.0,0.0,0.0
8353adfffffffff,22.0,0.0,0.0,0.0
835402fffffffff,5.0,0.0,0.0,5.0
835408fffffffff,4.0,0.0,0.0,0.0
835410fffffffff,30.0,0.0,0.0,11.0
835411fffffffff,4.0,0.0,0.0,0.0
835413fffffffff,7.0,0.0,0.0,0.0
835415fffffffff,9.0,0.0,0.0,0.0
835418fffffffff,2.0,0.0,0.0,0.0
835419fffffffff,2.0,0.0,0.0,0.0
83541afffffffff,141.0,0.0,0.0,14.0
83541bfffffffff,154.0,0.0,0.0,17.0
835440fffffffff,18.0,0.0,0.0,2.0
835444fffffffff,16.0,0.0,0.0,0.0
835449fffffffff,2.0,0.0,0.0,0.0
8354a9fffffffff,285.0,0.0,0.0,22.0
8354acfffffffff,36.0,0.0,0.0,0.0
8354adfffffffff,25.0,0.0,0.0,0.0
8354c4fffffffff,5.0,0.0,0.0,0.0
8354c5fffffffff,17.0,0.0,0.0,0.0
8354e2fffffffff,12.0,0.0,0.0,0.0
8354e4fffffffff,161.0,0.0,0.0,28.0
8354e5fffffffff,25.0,0.0,0.0,0.0
8354e8fffffffff,9.0,0.0,0.0,0.0
8354eafffffffff,11.0,0.0,0.0,0.0
8354eefffffffff,5.0,0.0,0.0,0.0
8354f0fffffffff,5.0,0.0,0.0,0.0
8354f1fffffffff,22.0,0.0,0.0,0.0
8354f4fffffffff,55.0,0.0,0.0,11.0
8354f5fffffffff,27.0,0.0,0.0,0.0
8354f6fffffffff,2.0,0.0,0.0,0.0
835883fffffffff,2.0,0.0,0.0,0.0
835890fffffffff,65.0,0.0,0.0,0.0
835891fffffffff,10.0,0.0,0.0,0.0
835894fffffffff,32.0,0.0,0.0,0.0
835896fffffffff,5.0,0.0,0.0,0.0
83589cfffffffff,2.0,0.0,0.0,0.0
8358a4fffffffff,7.0,0.0,0.0,0.0
8358a6fffffffff,2.0,0.0,0.0,0.0
8358b5fffffffff,4.0,0.0,0.0,0.0
8358c4fffffffff,6.0,0.0,0.0,0.0
8358c6fffffffff,2.0,0.0,0.0,0.0
8358c8fffffffff,1.0,0.0,0.0,0.0
8358cdfffffffff,3.0,0.0,0.0,1.0
8358d2fffffffff,2.0,0.0,0.0,0.0
8358defffffffff,6.0,0.0,0.0,0.0
8358e2fffffffff,4.0,0.0,0.0,0.0
8358e4fffffffff,7.0,0.0,0.0,0.0
8358f1fffffffff,1.0,0.0,0.0,0.0
8358f4fffffffff,1.0,0.0,0.0,0.0
8358f5fffffffff,6.0,0.0,0.0,0.0
83598dfffffffff,3.0,0.0,0.0,0.0
835991fffffffff,4.0,0.0,0.0,0.0
835993fffffffff,2.0,0.0,0.0,0.0
835998fffffffff,14.0,0.0,0.0,1.0
83599afffffffff,2.0,0.0,0.0,0.0
83599bfffffffff,3.0,0.0,0.0,0.0
83599efffffffff,19.0,0.0,0.0,0.0
835f02fffffffff,4.0,0.0,0.0,0.0
835f03fffffffff,2.0,0.0,0.0,0.0
835f06fffffffff,2.0,0.0,0.0,0.0
835f08fffffffff,193.0,0.0,0.0,0.0
835f09fffffffff,429.0,0.0,0.0,0.0
835f0bfffffffff,111.0,0.0,0.0,0.0
835f0dfffffffff,14.0,0.0,0.0,0.0
835f0efffffffff,11.0,0.0,0.0,0.0
835f10fffffffff,8.0,0.0,0.0,0.0
835f11fffffffff,1.0,0.0,0.0,0.0
835f12fffffffff,66.0,0.0,0.0,0.0
835f13fffffffff,40.0,0.0,0.0,0.0
835f1cfffffffff,95.0,0.0,0.0,0.0
835f1dfffffffff,17.0,0.0,0.0,0.0
835f1efffffffff,27.0,0.0,0.0,0.0
835f28fffffffff,1.0,0.0,0.0,0.0
835f29fffffffff,435.0,0.0,0.0,0.0
835f2bfffffffff,54.0,0.0,0.0,0.0
835f2dfffffffff,78.0,0.0,0.0,0.0
835f40fffffffff,48.0,6.0,0.0,0.0
835f41fffffffff,28.0,5.0,0.0,0.0
835f42fffffffff,27.0,1.0,0.0,0.0
835f43fffffffff,9.0,2.0,0.0,0.0
835f46fffffffff,1.0,0.0,0.0,0.0
835f48fffffffff,17.0,0.0,0.0,0.0
835f49fffffffff,15.0,0.0,0.0,0.0
835f4afffffffff,18.0,0.0,0.0,0.0
835f4bfffffffff,53.0,1.0,0.0,0.0
835f4efffffffff,4.0,1.0,0.0,0.0
835f50fffffffff,18.0,0.0,0.0,0.0
835f54fffffffff,8.0,0.0,0.0,0.0
835f58fffffffff,1482.0,0.0,0.0,0.0
835f59fffffffff,26.0,0.0,0.0,0.0
835f5bfffffffff,13.0,0.0,0.0,0.0
835f5dfffffffff,32.0,0.0,0.0,0.0
835f68fffffffff,23.0,0.0,0.0,0.0
835f70fffffffff,2.0,0.0,0.0,0.0
835f71fffffffff,6.0,0.0,0.0,0.0
835f75fffffffff,2.0,0.0,0.0,0.0
836002fffffffff,449.0,0.0,0.0,0.0
836004fffffffff,60.0,0.0,0.0,0.0
836006fffffffff,268.0,0.0,0.0,0.0
836010fffffffff,1.0,0.0,0.0,0.0
836011fffffffff,276.0,0.0,0.0,0.0
836013fffffffff,10.0,0.0,0.0,0.0
836014fffffffff,177.0,0.0,0.0,0.0
836015fffffffff,92.0,0.0,0.0,0.0
836016fffffffff,54.0,0.0,0.0,0.0
83601afffffffff,1.0,0.0,0.0,0.0
83601efffffffff,404.0,0.0,0.0,0.0
836022fffffffff,585.0,0.0,0.0,0.0
836026fffffffff,124.0,0.0,0.0,0.0
836030fffffffff,59.0,0.0,0.0,0.0
836031fffffffff,320.0,0.0,0.0,0.0
836032fffffffff,171.0,0.0,0.0,0.0
836033fffffffff,283.0,0.0,0.0,0.0
836034fffffffff,16.0,0.0,0.0,0.0
836035fffffffff,100.0,0.0,0.0,0.0
836036fffffffff,173.0,0.0,0.0,0.0
836080fffffffff,6.0,0.0,0.0,0.0
836084fffffffff,2.0,0.0,0.0,0.0
836089fffffffff,4.0,0.0,0.0,0.0
83608afffffffff,4.0,0.0,0.0,0.0
83608bfffffffff,367.0,0.0,0.0,0.0
83608dfffffffff,3.0,0.0,0.0,0.0
836090fffffffff,39.0,0.0,0.0,0.0
836091fffffffff,9.0,0.0,0.0,0.0
836092fffffffff,81.0,0.0,0.0,0.0
836093fffffffff,17.0,0.0,0.0,0.0
836094fffffffff,7.0,0.0,0.0,0.0
836095fffffffff,3.0,0.0,0.0,0.0
836096fffffffff,41.0,0.0,0.0,0.0
836098fffffffff,9.0,0.0,0.0,0.0
83609afffffffff,3.0,0.0,0.0,0.0
83609cfffffffff,4.0,0.0,0.0,0.0
83609efffffffff,27.0,0.0,0.0,0.0
8360a1fffffffff,11.0,0.0,0.0,0.0
8360a2fffffffff,9.0,0.0,0.0,0.0
8360a6fffffffff,3.0,0.0,0.0,0.0
8360a8fffffffff,2.0,0.0,0.0,0.0
8360a9fffffffff,812.0,0.0,0.0,0.0
8360acfffffffff,2.0,0.0,0.0,0.0
8360adfffffffff,91.0,0.0,0.0,0.0
8360b0fffffffff,2.0,0.0,0.0,0.0
8360b1fffffffff,20.0,0.0,0.0,0.0
8360b2fffffffff,18.0,0.0,0.0,0.0
8360b3fffffffff,6.0,0.0,0.0,0.0
8360b4fffffffff,18.0,0.0,0.0,0.0
8360b6fffffffff,4.0,0.0,0.0,0.0
8360f6fffffffff,12.0,0.0,0.0,0.0
836100fffffffff,81.0,0.0,0.0,5.0
836102fffffffff,51.0,0.0,0.0,0.0
836103fffffffff,27.0,0.0,0.0,0.0
836106fffffffff,127.0,0.0,0.0,6.0
836110fffffffff,1.0,0.0,0.0,0.0
836111fffffffff,8.0,0.0,0.0,0.0
836113fffffffff,3.0,0.0,0.0,0.0
836115fffffffff,7.0,0.0,0.0,0.0
83611afffffffff,25.0,0.0,0.0,0.0
83611bfffffffff,31.0,0.0,0.0,0.0
83611cfffffffff,122.0,0.0,0.0,3.0
83611efffffffff,44.0,0.0,0.0,1.0
836142fffffffff,9.0,0.0,0.0,0.0
836143fffffffff,6.0,0.0,0.0,0.0
83615cfffffffff,3.0,0.0,0.0,0.0
83615efffffffff,2.0,0.0,0.0,0.0
83616efffffffff,2.0,0.0,0.0,0.0
836188fffffffff,44.0,0.0,0.0,0.0
836189fffffffff,50.0,0.0,0.0,0.0
83618afffffffff,1.0,0.0,0.0,0.0
83618cfffffffff,551.0,0.0,0.0,0.0
83618dfffffffff,7.0,0.0,0.0,0.0
83618efffffffff,139.0,0.0,0.0,0.0
836198fffffffff,3.0,0.0,0.0,0.0
836199fffffffff,2.0,0.0,0.0,0.0
83619afffffffff,9.0,0.0,0.0,0.0
83619efffffffff,21.0,0.0,0.0,0.0
8361a9fffffffff,25.0,0.0,0.0,0.0
8361abfffffffff,208.0,0.0,0.0,0.0
8361adfffffffff,13.0,0.0,0.0,0.0
836326fffffffff,5.0,0.0,0.0,0.0
836330fffffffff,2.0,0.0,0.0,0.0
836332fffffffff,54.0,0.0,0.0,18.0
83640afffffffff,109.0,0.0,0.0,0.0
83640bfffffffff,24.0,0.0,0.0,0.0
836412fffffffff,8.0,0.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0,0.0
836416fffffffff,101.0,0.0,0.0,29.0
836419fffffffff,12.0,0.0,0.0,0.0
836422fffffffff,34.0,0.0,0.0,8.0
836426fffffffff,54.0,0.0,0.0,16.0
836428fffffffff,117.0,0.0,0.0,0.0
836429fffffffff,14.0,0.0,0.0,0.0
83642bfffffffff,5.0,0.0,0.0,0.0
83642dfffffffff,15.0,0.0,0.0,0.0
836430fffffffff,18.0,0.0,0.0,0.0
836431fffffffff,150.0,0.0,0.0,44.0
836432fffffffff,55.0,0.0,0.0,23.0
836433fffffffff,4.0,0.0,0.0,0.0
836434fffffffff,28.0,0.0,0.0,14.0
836435fffffffff,167.0,0.0,0.0,45.0
836436fffffffff,2.0,0.0,0.0,0.0
836480fffffffff,2.0,0.0,0.0,0.0
836482fffffffff,132.0,0.0,0.0,20.0
836484fffffffff,7.0,0.0,0.0,7.0
836488fffffffff,2.0,0.0,0.0,0.0
83648efffffffff,4.0,0.0,0.0,0.0
836490fffffffff,2.0,0.0,0.0,2.0
836491fffffffff,61.0,0.0,0.0,25.0
836494fffffffff,2.0,0.0,0.0,0.0
836495fffffffff,8.0,0.0,0.0,4.0
836496fffffffff,1.0,0.0,0.0,0.0
836498fffffffff,2.0,0.0,0.0,0.0
83649cfffffffff,6.0,0.0,0.0,4.0
8364a0fffffffff,1.0,0.0,0.0,0.0
8364a2fffffffff,52.0,0.0,0.0,15.0
8364a3fffffffff,16.0,0.0,0.0,6.0
8364a4fffffffff,877.0,0.0,0.0,168.0
8364a5fffffffff,15.0,0.0,0.0,7.0
8364acfffffffff,2.0,0.0,0.0,0.0
8364b1fffffffff,10.0,0.0,0.0,4.0
8364b2fffffffff,4.0,0.0,0.0,4.0
8364b4fffffffff,33.0,0.0,0.0,1.0
8364b5fffffffff,10.0,0.0,0.0,5.0
8364b6fffffffff,22.0,0.0,0.0,0.0
8364e4fffffffff,1606.0,0.0,0.0,0.0
8364e6fffffffff,140.0,0.0,0.0,0.0
836500fffffffff,41.0,0.0,0.0,0.0
836501fffffffff,71.0,0.0,0.0,10.0
836503fffffffff,97.0,0.0,0.0,0.0
836505fffffffff,546.0,0.0,0.0,42.0
836508fffffffff,2.0,0.0,0.0,0.0
83650bfffffffff,4.0,0.0,0.0,0.0
83650efffffffff,15.0,0.0,0.0,0.0
836518fffffffff,41.0,0.0,0.0,2.0
836519fffffffff,35.0,0.0,0.0,11.0
83651bfffffffff,17.0,0.0,0.0,5.0
83651cfffffffff,6.0,0.0,0.0,1.0
