cell_id,Malurus leucopterus,Malurus leucopterus leuconotus,Malurus leucopterus leucopterus/edouardi
82a627fffffffff,2.0,2.0,0.0
82a71ffffffffff,4.0,4.0,0.0
82b847fffffffff,1.0,1.0,0.0
82b887fffffffff,7.0,7.0,0.0
82b987fffffffff,6.0,0.0,0.0
82b997fffffffff,2.0,0.0,0.0
82b9a7fffffffff,4.0,0.0,0.0
82b9affffffffff,1.0,1.0,0.0
82be47fffffffff,10.0,1.0,0.0
82be57fffffffff,6.0,3.0,0.0
82bee7fffffffff,8.0,0.0,0.0
82bef7fffffffff,4.0,2.0,0.0
