cell_id,Tyto alba,Tyto alba [alba Group],Tyto alba schmitzi,Tyto alba gracilirostris,Tyto alba poensis,Tyto alba detorta,Tyto alba thomensis
8418053ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84190d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84190ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419281ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84192abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84192b1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84192b5ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8419485ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
84194abffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84194e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419501ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841969bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841e029ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e02bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e03dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e041ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e045ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e063ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841e131ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e135ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e13dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841e357ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e35dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e36bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841f05bffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
841f263ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f31bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841f31dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa0bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841fb13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842c93bffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
843811bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8438625ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84386e3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
843875bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8439003ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843900bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8439015ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
843904dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84390a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84390cdffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8439101ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8439159ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
843915bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8439191ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
843919bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84391dbffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8439227ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
843928dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
843929dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84392a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84392b5ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
84392c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8439313ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843931bffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8439333ffffffff,12.0,4.0,0.0,0.0,0.0,0.0,0.0
8439337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8439707ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8439729ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8439739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843e655ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843e689ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
843e68dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843f729ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
845269bffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8454a9bffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8454c41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8454c51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84750d1ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
847a40bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
847a45bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
847a489ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
847a603ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
