cell_id,Thryomanes bewickii,Thryomanes bewickii bewickii,Thryomanes bewickii [mexicanus Group],Thryomanes bewickii [spilurus Group]
8426d25ffffffff,74.0,0.0,0.0,0.0
8426d27ffffffff,6.0,0.0,0.0,0.0
8426d29ffffffff,6.0,0.0,0.0,0.0
8426d2bffffffff,25.0,0.0,0.0,0.0
8426d2dffffffff,67.0,0.0,0.0,0.0
8426d33ffffffff,2.0,0.0,0.0,0.0
8426d35ffffffff,4.0,0.0,0.0,0.0
8426d39ffffffff,13.0,0.0,0.0,0.0
8426d3dffffffff,5.0,0.0,0.0,0.0
8426d45ffffffff,429.0,0.0,0.0,0.0
8426d47ffffffff,2.0,0.0,0.0,0.0
8426d49ffffffff,6.0,0.0,0.0,0.0
8426d4bffffffff,6.0,0.0,0.0,0.0
8426d4dffffffff,2.0,0.0,0.0,0.0
8426d51ffffffff,10.0,0.0,0.0,0.0
8426d53ffffffff,1.0,0.0,0.0,0.0
8426d55ffffffff,1.0,0.0,0.0,0.0
8426d57ffffffff,18.0,0.0,0.0,0.0
8426d5bffffffff,7.0,0.0,0.0,0.0
8426d5dffffffff,2.0,0.0,0.0,0.0
8426d65ffffffff,1.0,0.0,0.0,0.0
8426d67ffffffff,33.0,0.0,0.0,0.0
8426d69ffffffff,10.0,0.0,0.0,0.0
8426d6bffffffff,87.0,0.0,0.0,0.0
8426d6dffffffff,24.0,0.0,0.0,0.0
8426d81ffffffff,53.0,0.0,0.0,0.0
8426d83ffffffff,33.0,0.0,0.0,0.0
8426d85ffffffff,42.0,0.0,0.0,0.0
8426d87ffffffff,15.0,0.0,0.0,0.0
8426d89ffffffff,8.0,0.0,0.0,0.0
8426d8bffffffff,11.0,0.0,0.0,0.0
8426d8dffffffff,57.0,0.0,0.0,0.0
8426d91ffffffff,76.0,0.0,0.0,0.0
8426d93ffffffff,70.0,0.0,0.0,0.0
8426d95ffffffff,527.0,0.0,0.0,0.0
8426d97ffffffff,94.0,0.0,0.0,0.0
8426d99ffffffff,144.0,0.0,0.0,0.0
8426d9bffffffff,200.0,0.0,0.0,0.0
8426d9dffffffff,54.0,0.0,0.0,0.0
8426da1ffffffff,15.0,0.0,0.0,0.0
8426da3ffffffff,34.0,0.0,0.0,0.0
8426da5ffffffff,5.0,0.0,0.0,0.0
8426da7ffffffff,11.0,0.0,0.0,0.0
8426da9ffffffff,15.0,0.0,0.0,0.0
8426dabffffffff,26.0,0.0,0.0,0.0
8426dadffffffff,31.0,0.0,0.0,0.0
8426db1ffffffff,76.0,0.0,0.0,0.0
8426db3ffffffff,91.0,0.0,0.0,0.0
8426db5ffffffff,15.0,0.0,0.0,0.0
8426db7ffffffff,47.0,0.0,0.0,0.0
8426db9ffffffff,80.0,0.0,0.0,0.0
8426dbbffffffff,310.0,0.0,0.0,0.0
8426dbdffffffff,134.0,0.0,0.0,0.0
8426dc1ffffffff,29.0,0.0,0.0,0.0
8426dc3ffffffff,50.0,0.0,0.0,0.0
8426dc5ffffffff,17.0,0.0,0.0,0.0
8426dc7ffffffff,40.0,0.0,0.0,0.0
8426dc9ffffffff,14.0,0.0,0.0,0.0
8426dcbffffffff,41.0,0.0,0.0,0.0
8426dcdffffffff,27.0,0.0,0.0,0.0
8426dd1ffffffff,16.0,0.0,0.0,0.0
8426dd3ffffffff,124.0,0.0,0.0,0.0
8426dd5ffffffff,17.0,0.0,0.0,0.0
8426dd7ffffffff,55.0,0.0,0.0,0.0
8426dd9ffffffff,35.0,0.0,0.0,0.0
8426ddbffffffff,148.0,0.0,0.0,0.0
8426dddffffffff,4.0,0.0,0.0,0.0
8426de1ffffffff,6.0,0.0,0.0,0.0
8426de3ffffffff,84.0,0.0,0.0,0.0
8426de5ffffffff,4.0,0.0,0.0,0.0
8426de7ffffffff,352.0,0.0,0.0,0.0
8426de9ffffffff,97.0,0.0,0.0,0.0
8426debffffffff,19.0,0.0,0.0,0.0
8426e01ffffffff,2.0,0.0,0.0,0.0
8426e07ffffffff,4.0,0.0,0.0,0.0
8426e09ffffffff,4.0,0.0,0.0,0.0
8426e17ffffffff,10.0,0.0,0.0,0.0
8426e21ffffffff,6.0,0.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0,0.0
8426e31ffffffff,3.0,0.0,0.0,0.0
8426e33ffffffff,3.0,0.0,0.0,0.0
8426e39ffffffff,4.0,0.0,0.0,0.0
8426e3bffffffff,1.0,0.0,0.0,0.0
8426e41ffffffff,2.0,0.0,0.0,0.0
8426e43ffffffff,43.0,0.0,0.0,0.0
8426e47ffffffff,4.0,0.0,0.0,0.0
8426e51ffffffff,4.0,0.0,0.0,0.0
8426e55ffffffff,79.0,0.0,0.0,0.0
8426e5dffffffff,5.0,0.0,0.0,0.0
8426e81ffffffff,2.0,0.0,0.0,0.0
8426e85ffffffff,1.0,0.0,0.0,0.0
8426e8bffffffff,4.0,0.0,0.0,0.0
8426ea1ffffffff,2.0,0.0,0.0,0.0
8426ea3ffffffff,3.0,0.0,0.0,0.0
8426ea5ffffffff,2.0,0.0,0.0,0.0
8426ea9ffffffff,5.0,0.0,0.0,0.0
8426eadffffffff,8.0,0.0,0.0,0.0
8426eb1ffffffff,1.0,0.0,0.0,0.0
8426eb5ffffffff,4.0,0.0,0.0,0.0
8426eb9ffffffff,9.0,0.0,0.0,0.0
8426ebdffffffff,5.0,0.0,0.0,0.0
8426ec1ffffffff,2.0,0.0,0.0,0.0
8426ec3ffffffff,8.0,0.0,0.0,0.0
8426ec9ffffffff,27.0,0.0,0.0,0.0
8426ecbffffffff,64.0,0.0,0.0,0.0
8426ed9ffffffff,5.0,0.0,0.0,0.0
8426eddffffffff,8.0,0.0,0.0,0.0
8426ee1ffffffff,1.0,0.0,0.0,0.0
8426ee3ffffffff,13.0,0.0,0.0,0.0
8426ee7ffffffff,7.0,0.0,0.0,0.0
8426ee9ffffffff,7.0,0.0,0.0,0.0
8426eedffffffff,143.0,0.0,0.0,0.0
8426f17ffffffff,20.0,0.0,0.0,0.0
8426f1bffffffff,2.0,0.0,0.0,0.0
8426f21ffffffff,3.0,0.0,0.0,0.0
8426f25ffffffff,42.0,0.0,0.0,0.0
8426f27ffffffff,32.0,0.0,0.0,0.0
8426f2dffffffff,17.0,0.0,0.0,0.0
8426f33ffffffff,18.0,0.0,0.0,0.0
8426f3bffffffff,2.0,0.0,0.0,0.0
8428005ffffffff,22.0,0.0,0.0,0.0
8428007ffffffff,19.0,0.0,0.0,0.0
8428021ffffffff,54.0,0.0,0.0,0.0
8428023ffffffff,583.0,0.0,0.0,0.0
8428025ffffffff,17.0,0.0,0.0,0.0
8428027ffffffff,3.0,0.0,0.0,0.0
8428029ffffffff,11.0,0.0,0.0,0.0
842802bffffffff,219.0,0.0,0.0,0.0
842802dffffffff,31.0,0.0,0.0,0.0
8428035ffffffff,21.0,0.0,0.0,0.0
8428061ffffffff,33.0,0.0,0.0,0.0
8428063ffffffff,49.0,0.0,0.0,0.0
8428065ffffffff,57.0,0.0,0.0,0.0
8428067ffffffff,29.0,0.0,0.0,0.0
8428069ffffffff,55.0,0.0,0.0,0.0
842806bffffffff,20.0,0.0,0.0,0.0
842806dffffffff,106.0,0.0,0.0,0.0
8428101ffffffff,10.0,0.0,0.0,0.0
8428103ffffffff,88.0,0.0,0.0,0.0
8428105ffffffff,2.0,0.0,0.0,0.0
8428107ffffffff,7.0,0.0,0.0,0.0
8428109ffffffff,28.0,0.0,0.0,0.0
842810bffffffff,72.0,0.0,0.0,0.0
842810dffffffff,66.0,0.0,0.0,0.0
8428111ffffffff,251.0,0.0,0.0,0.0
8428113ffffffff,212.0,0.0,0.0,0.0
8428115ffffffff,2.0,0.0,0.0,0.0
8428117ffffffff,147.0,0.0,0.0,0.0
8428119ffffffff,11.0,0.0,0.0,0.0
842811bffffffff,4.0,0.0,0.0,0.0
842811dffffffff,5.0,0.0,0.0,0.0
8428121ffffffff,1.0,0.0,0.0,0.0
8428123ffffffff,146.0,0.0,0.0,0.0
8428127ffffffff,2.0,0.0,0.0,0.0
8428129ffffffff,17.0,0.0,0.0,0.0
842812bffffffff,27.0,0.0,0.0,0.0
8428131ffffffff,2.0,0.0,0.0,0.0
8428133ffffffff,263.0,0.0,0.0,0.0
8428137ffffffff,4.0,0.0,0.0,0.0
8428139ffffffff,97.0,0.0,0.0,0.0
842813bffffffff,278.0,0.0,0.0,0.0
842813dffffffff,4.0,0.0,0.0,0.0
8428141ffffffff,422.0,0.0,0.0,0.0
8428143ffffffff,17.0,0.0,0.0,0.0
8428145ffffffff,20.0,0.0,0.0,0.0
8428147ffffffff,185.0,0.0,0.0,0.0
8428149ffffffff,706.0,0.0,0.0,0.0
842814bffffffff,631.0,0.0,0.0,0.0
842814dffffffff,27.0,0.0,0.0,0.0
8428151ffffffff,434.0,0.0,0.0,0.0
8428153ffffffff,159.0,0.0,0.0,0.0
8428155ffffffff,65.0,0.0,0.0,0.0
8428157ffffffff,284.0,0.0,0.0,0.0
8428159ffffffff,65.0,0.0,0.0,0.0
842815bffffffff,11.0,0.0,0.0,0.0
842815dffffffff,182.0,0.0,0.0,0.0
8428161ffffffff,37.0,0.0,0.0,0.0
8428163ffffffff,2.0,0.0,0.0,0.0
8428165ffffffff,1.0,0.0,0.0,0.0
8428167ffffffff,2.0,0.0,0.0,0.0
8428169ffffffff,1.0,0.0,0.0,0.0
842816bffffffff,272.0,0.0,0.0,0.0
842816dffffffff,34.0,0.0,0.0,0.0
8428181ffffffff,7.0,0.0,0.0,0.0
8428183ffffffff,217.0,0.0,0.0,5.0
8428185ffffffff,11.0,0.0,0.0,0.0
8428187ffffffff,56.0,0.0,0.0,0.0
8428189ffffffff,3.0,0.0,0.0,0.0
842818bffffffff,36.0,0.0,0.0,0.0
842818dffffffff,56.0,0.0,0.0,0.0
8428195ffffffff,56.0,0.0,0.0,0.0
842819dffffffff,133.0,0.0,0.0,2.0
84281a1ffffffff,4.0,0.0,0.0,0.0
84281a3ffffffff,179.0,0.0,0.0,0.0
84281a5ffffffff,1.0,0.0,0.0,0.0
84281a7ffffffff,15.0,0.0,0.0,0.0
84281abffffffff,30.0,0.0,0.0,0.0
84281b1ffffffff,102.0,0.0,0.0,0.0
84281b3ffffffff,222.0,0.0,0.0,0.0
84281b5ffffffff,5826.0,0.0,0.0,0.0
84281b7ffffffff,18.0,0.0,0.0,0.0
84281b9ffffffff,86.0,0.0,0.0,8.0
84281bbffffffff,38.0,0.0,0.0,0.0
84281bdffffffff,9.0,0.0,0.0,0.0
84281c1ffffffff,4.0,0.0,0.0,0.0
84281c3ffffffff,42.0,0.0,0.0,0.0
84281c5ffffffff,3.0,0.0,0.0,0.0
84281c7ffffffff,27.0,0.0,0.0,0.0
84281c9ffffffff,49.0,0.0,0.0,0.0
84281cbffffffff,88.0,0.0,0.0,0.0
84281cdffffffff,2.0,0.0,0.0,0.0
84281d5ffffffff,77.0,0.0,0.0,0.0
84281ddffffffff,7.0,0.0,0.0,0.0
84281e1ffffffff,25.0,0.0,0.0,0.0
84281e3ffffffff,87.0,0.0,0.0,0.0
84281e5ffffffff,178.0,0.0,0.0,0.0
84281e7ffffffff,2.0,0.0,0.0,0.0
84281e9ffffffff,968.0,0.0,0.0,12.0
84281ebffffffff,1881.0,0.0,0.0,3.0
84281edffffffff,344.0,0.0,0.0,0.0
8428301ffffffff,2044.0,0.0,0.0,0.0
8428303ffffffff,2465.0,0.0,0.0,23.0
8428305ffffffff,2398.0,0.0,0.0,0.0
8428307ffffffff,2988.0,0.0,0.0,0.0
8428309ffffffff,18257.0,0.0,0.0,100.0
842830bffffffff,11464.0,0.0,0.0,645.0
842830dffffffff,2814.0,0.0,0.0,0.0
8428311ffffffff,80.0,0.0,0.0,11.0
8428313ffffffff,87.0,0.0,0.0,0.0
8428315ffffffff,389.0,0.0,0.0,15.0
8428317ffffffff,304.0,0.0,0.0,0.0
842831dffffffff,2841.0,0.0,0.0,138.0
8428321ffffffff,2820.0,0.0,0.0,0.0
8428323ffffffff,2117.0,0.0,0.0,0.0
8428325ffffffff,98.0,0.0,0.0,0.0
8428327ffffffff,3902.0,0.0,0.0,0.0
8428329ffffffff,1948.0,0.0,0.0,0.0
842832bffffffff,7608.0,0.0,0.0,0.0
842832dffffffff,177.0,0.0,0.0,0.0
8428331ffffffff,1038.0,0.0,0.0,0.0
8428333ffffffff,99.0,0.0,0.0,0.0
8428335ffffffff,831.0,0.0,0.0,0.0
8428337ffffffff,296.0,0.0,0.0,0.0
8428339ffffffff,529.0,0.0,0.0,0.0
842833bffffffff,450.0,0.0,0.0,0.0
842833dffffffff,159.0,0.0,0.0,0.0
8428341ffffffff,14625.0,0.0,0.0,22.0
8428343ffffffff,7479.0,0.0,0.0,76.0
8428345ffffffff,4744.0,0.0,0.0,54.0
8428347ffffffff,17602.0,0.0,0.0,286.0
842834dffffffff,9131.0,0.0,0.0,2075.0
8428357ffffffff,878.0,0.0,0.0,47.0
8428361ffffffff,245.0,0.0,0.0,2.0
8428363ffffffff,11.0,0.0,0.0,0.0
8428365ffffffff,673.0,0.0,0.0,0.0
8428367ffffffff,365.0,0.0,0.0,0.0
8428369ffffffff,770.0,0.0,0.0,11.0
842836bffffffff,1416.0,0.0,0.0,22.0
842836dffffffff,68.0,0.0,0.0,7.0
8428801ffffffff,4.0,0.0,0.0,0.0
8428803ffffffff,4.0,0.0,0.0,0.0
8428809ffffffff,131.0,0.0,0.0,0.0
842880bffffffff,5.0,0.0,0.0,0.0
8428811ffffffff,6.0,0.0,0.0,0.0
8428813ffffffff,460.0,0.0,0.0,0.0
8428815ffffffff,20.0,0.0,0.0,0.0
8428817ffffffff,134.0,0.0,0.0,0.0
842881dffffffff,27.0,0.0,0.0,0.0
8428831ffffffff,2.0,0.0,0.0,0.0
8428833ffffffff,5.0,0.0,0.0,0.0
842883bffffffff,5.0,0.0,0.0,0.0
8428841ffffffff,764.0,0.0,0.0,0.0
8428843ffffffff,1867.0,0.0,0.0,0.0
8428847ffffffff,21.0,0.0,0.0,0.0
8428849ffffffff,2.0,0.0,0.0,0.0
842884bffffffff,37.0,0.0,0.0,0.0
842884dffffffff,14.0,0.0,0.0,0.0
8428855ffffffff,191.0,0.0,0.0,0.0
8428857ffffffff,2.0,0.0,0.0,0.0
842885dffffffff,25.0,0.0,0.0,0.0
8428881ffffffff,97.0,0.0,0.0,0.0
8428883ffffffff,21.0,0.0,0.0,0.0
8428885ffffffff,126.0,0.0,0.0,0.0
8428887ffffffff,44.0,0.0,0.0,0.0
8428889ffffffff,365.0,0.0,0.0,0.0
842888bffffffff,1312.0,0.0,0.0,0.0
842888dffffffff,736.0,0.0,0.0,0.0
8428891ffffffff,41.0,0.0,0.0,0.0
8428893ffffffff,373.0,0.0,0.0,0.0
8428895ffffffff,147.0,0.0,0.0,0.0
8428897ffffffff,24.0,0.0,0.0,0.0
8428899ffffffff,443.0,0.0,0.0,0.0
842889bffffffff,1051.0,0.0,0.0,0.0
842889dffffffff,9.0,0.0,0.0,0.0
84288a1ffffffff,255.0,0.0,0.0,0.0
84288a3ffffffff,56.0,0.0,0.0,0.0
84288a5ffffffff,35.0,0.0,0.0,0.0
84288a7ffffffff,4.0,0.0,0.0,0.0
