cell_id,Tachyeres brachypterus,Tachyeres brachypterus (Flightless),Tachyeres brachypterus (Flying)
83de62fffffffff,3.0,1.0,0.0
83de70fffffffff,5.0,0.0,0.0
83de71fffffffff,1.0,0.0,0.0
83de74fffffffff,2.0,0.0,0.0
