cell_id,Selasphorus flammula,Selasphorus flammula flammula,Selasphorus flammula torridus,Selasphorus flammula simoni
8266b7fffffffff,11864.0,0.0,177.0,0.0
82679ffffffffff,8.0,0.0,0.0,0.0
826d6ffffffffff,792.0,0.0,0.0,0.0
