cell_id,Leptasthenura aegithaloides,Leptasthenura aegithaloides grisescens,Leptasthenura aegithaloides berlepschi,Leptasthenura aegithaloides aegithaloides,Leptasthenura aegithaloides pallida
84b2001ffffffff,17.0,0.0,0.0,0.0,0.0
84b2003ffffffff,2.0,0.0,0.0,0.0,0.0
84b2007ffffffff,39.0,0.0,0.0,0.0,0.0
84b2009ffffffff,10.0,0.0,0.0,0.0,0.0
84b2011ffffffff,2.0,0.0,0.0,0.0,0.0
84b2013ffffffff,3.0,0.0,0.0,0.0,0.0
84b2015ffffffff,137.0,0.0,0.0,0.0,0.0
84b2017ffffffff,2.0,0.0,0.0,0.0,0.0
84b2019ffffffff,3.0,0.0,0.0,0.0,0.0
84b201bffffffff,6.0,0.0,0.0,0.0,0.0
84b201dffffffff,3.0,0.0,0.0,0.0,0.0
84b2031ffffffff,9.0,0.0,0.0,0.0,0.0
84b2033ffffffff,2.0,0.0,0.0,0.0,0.0
84b2037ffffffff,22.0,0.0,0.0,0.0,0.0
84b2039ffffffff,61.0,0.0,0.0,0.0,0.0
84b2043ffffffff,19.0,0.0,0.0,0.0,0.0
84b2049ffffffff,16.0,0.0,0.0,0.0,0.0
84b204bffffffff,2.0,0.0,0.0,0.0,0.0
84b2053ffffffff,1.0,0.0,0.0,0.0,0.0
84b2055ffffffff,5.0,0.0,0.0,0.0,0.0
84b2057ffffffff,9.0,0.0,0.0,0.0,0.0
84b2089ffffffff,5.0,0.0,0.0,0.0,0.0
84b2091ffffffff,2.0,0.0,0.0,0.0,0.0
84b20a5ffffffff,58.0,0.0,0.0,24.0,0.0
84b20a7ffffffff,15.0,0.0,0.0,3.0,0.0
84b20adffffffff,2.0,0.0,0.0,0.0,0.0
84b20b3ffffffff,2.0,0.0,0.0,0.0,0.0
84b20b7ffffffff,2.0,0.0,0.0,0.0,0.0
84b20bbffffffff,1.0,0.0,0.0,0.0,0.0
84b20d7ffffffff,2.0,0.0,0.0,0.0,0.0
84b20e1ffffffff,1.0,0.0,0.0,0.0,0.0
84b20e7ffffffff,2.0,0.0,0.0,0.0,0.0
84b20e9ffffffff,2.0,0.0,0.0,0.0,0.0
84b20edffffffff,4.0,0.0,0.0,0.0,0.0
84b218bffffffff,6.0,0.0,0.0,4.0,0.0
84b2191ffffffff,465.0,0.0,0.0,34.0,0.0
84b2193ffffffff,33.0,0.0,0.0,10.0,0.0
84b2195ffffffff,28.0,0.0,0.0,5.0,0.0
84b2197ffffffff,192.0,0.0,0.0,44.0,0.0
84b2199ffffffff,47.0,0.0,0.0,0.0,0.0
84b219bffffffff,43.0,0.0,0.0,11.0,0.0
84b219dffffffff,83.0,0.0,0.0,7.0,0.0
84b21bbffffffff,97.0,0.0,0.0,11.0,0.0
84b21d1ffffffff,1.0,0.0,0.0,0.0,0.0
84b21d5ffffffff,2.0,0.0,0.0,0.0,0.0
84b21d7ffffffff,12.0,0.0,0.0,0.0,0.0
84b21d9ffffffff,18.0,0.0,0.0,0.0,0.0
84b21dbffffffff,5.0,0.0,0.0,0.0,0.0
84b21ddffffffff,88.0,0.0,0.0,0.0,0.0
84b2223ffffffff,89.0,5.0,0.0,0.0,0.0
84b2241ffffffff,5.0,0.0,0.0,0.0,0.0
84b2247ffffffff,18.0,0.0,0.0,0.0,0.0
84b225bffffffff,6.0,0.0,4.0,0.0,0.0
84b2261ffffffff,112.0,4.0,0.0,0.0,0.0
84b2263ffffffff,4.0,0.0,0.0,0.0,0.0
84b2269ffffffff,10.0,0.0,0.0,0.0,0.0
84b226bffffffff,27.0,0.0,0.0,0.0,0.0
84b2283ffffffff,1.0,0.0,0.0,0.0,0.0
84b2289ffffffff,2.0,0.0,0.0,0.0,0.0
84b228bffffffff,4.0,0.0,0.0,0.0,0.0
84b229dffffffff,6.0,0.0,0.0,0.0,0.0
84b22a5ffffffff,4.0,0.0,0.0,0.0,0.0
84b22cbffffffff,3.0,0.0,0.0,0.0,0.0
84b2425ffffffff,2.0,0.0,0.0,0.0,0.0
84b2463ffffffff,6.0,0.0,0.0,0.0,0.0
84b246bffffffff,6.0,0.0,0.0,0.0,0.0
84b250dffffffff,2.0,0.0,0.0,0.0,0.0
84b2525ffffffff,4.0,0.0,0.0,0.0,0.0
84b2563ffffffff,1.0,0.0,0.0,0.0,0.0
84b2569ffffffff,2.0,0.0,0.0,0.0,0.0
84b2583ffffffff,1.0,0.0,0.0,0.0,0.0
84b25e1ffffffff,1.0,0.0,0.0,0.0,0.0
84b25e7ffffffff,2.0,0.0,0.0,0.0,0.0
84b2705ffffffff,2.0,0.0,0.0,0.0,0.0
84b2715ffffffff,2.0,0.0,0.0,0.0,0.0
84b2721ffffffff,1.0,0.0,0.0,0.0,0.0
84b2725ffffffff,2.0,0.0,0.0,0.0,0.0
84b2729ffffffff,3.0,0.0,0.0,0.0,0.0
84b272bffffffff,2.0,0.0,0.0,0.0,0.0
84b2c01ffffffff,18.0,0.0,0.0,4.0,0.0
84b2c03ffffffff,67.0,0.0,0.0,24.0,0.0
84b2c05ffffffff,56.0,0.0,0.0,22.0,0.0
84b2c07ffffffff,21.0,0.0,0.0,6.0,0.0
84b2c09ffffffff,44.0,0.0,0.0,13.0,0.0
84b2c0bffffffff,286.0,0.0,0.0,41.0,0.0
84b2c0dffffffff,1381.0,0.0,0.0,269.0,0.0
84b2c11ffffffff,157.0,0.0,0.0,33.0,0.0
84b2c13ffffffff,4.0,0.0,0.0,0.0,0.0
84b2c15ffffffff,145.0,0.0,0.0,22.0,0.0
84b2c17ffffffff,35.0,0.0,0.0,8.0,0.0
84b2c19ffffffff,6.0,0.0,0.0,0.0,0.0
84b2c1dffffffff,42.0,0.0,0.0,6.0,0.0
84b2c2bffffffff,166.0,0.0,0.0,38.0,0.0
84b2c31ffffffff,33.0,0.0,0.0,2.0,0.0
84b2c33ffffffff,14.0,0.0,0.0,3.0,0.0
84b2c35ffffffff,106.0,0.0,0.0,12.0,0.0
84b2c37ffffffff,14.0,0.0,0.0,0.0,0.0
84b2c39ffffffff,97.0,0.0,0.0,19.0,0.0
84b2c3bffffffff,59.0,0.0,0.0,0.0,0.0
