cell_id,Leptasthenura aegithaloides,Leptasthenura aegithaloides grisescens,Leptasthenura aegithaloides berlepschi,Leptasthenura aegithaloides aegithaloides,Leptasthenura aegithaloides pallida
84b2c3dffffffff,113.0,0.0,0.0,23.0,0.0
84b2c41ffffffff,1307.0,0.0,0.0,188.0,0.0
84b2c43ffffffff,224.0,0.0,0.0,19.0,0.0
84b2c45ffffffff,95.0,0.0,0.0,5.0,0.0
84b2c47ffffffff,615.0,0.0,0.0,94.0,0.0
84b2c49ffffffff,148.0,0.0,0.0,43.0,0.0
84b2c4bffffffff,339.0,0.0,0.0,58.0,0.0
84b2c4dffffffff,288.0,0.0,0.0,51.0,0.0
84b2c51ffffffff,2228.0,0.0,0.0,321.0,0.0
84b2c53ffffffff,548.0,0.0,0.0,147.0,0.0
84b2c55ffffffff,1172.0,0.0,0.0,342.0,0.0
84b2c57ffffffff,263.0,0.0,0.0,38.0,0.0
84b2c59ffffffff,33.0,0.0,0.0,3.0,0.0
84b2c5bffffffff,7.0,0.0,0.0,0.0,0.0
84b2c5dffffffff,788.0,0.0,0.0,152.0,0.0
84b2c81ffffffff,6.0,0.0,0.0,0.0,0.0
84b2c83ffffffff,3.0,0.0,0.0,0.0,0.0
84b2c85ffffffff,5.0,0.0,0.0,0.0,0.0
84b2c8bffffffff,6.0,0.0,0.0,0.0,0.0
84b2c8dffffffff,5.0,0.0,0.0,0.0,0.0
84b2ca3ffffffff,6.0,0.0,0.0,0.0,0.0
84b2ca7ffffffff,32.0,0.0,0.0,0.0,0.0
84b2ca9ffffffff,5.0,0.0,0.0,0.0,0.0
84b2cadffffffff,2.0,0.0,0.0,0.0,0.0
84b2cb7ffffffff,2.0,0.0,0.0,0.0,0.0
84b2cbdffffffff,1.0,0.0,0.0,0.0,0.0
84b2cc7ffffffff,1.0,0.0,0.0,0.0,0.0
84b2cddffffffff,6.0,0.0,0.0,0.0,0.0
84b2ce3ffffffff,17.0,0.0,0.0,0.0,0.0
84b2ce5ffffffff,115.0,0.0,0.0,29.0,0.0
84b2ce7ffffffff,4.0,0.0,0.0,0.0,0.0
84b2ce9ffffffff,16.0,0.0,0.0,0.0,0.0
84b2cebffffffff,1.0,0.0,0.0,0.0,0.0
84b2cedffffffff,12.0,0.0,0.0,0.0,0.0
84b2d81ffffffff,11.0,0.0,0.0,2.0,0.0
84b2d83ffffffff,2.0,0.0,0.0,1.0,0.0
84b2d87ffffffff,86.0,0.0,0.0,2.0,0.0
84b2d89ffffffff,10.0,0.0,0.0,0.0,0.0
84b2d8bffffffff,1.0,0.0,0.0,0.0,0.0
84b2d93ffffffff,40.0,0.0,0.0,6.0,0.0
84b2d97ffffffff,11.0,0.0,0.0,0.0,0.0
84b2d9dffffffff,2.0,0.0,0.0,0.0,0.0
84b2da3ffffffff,34.0,0.0,0.0,3.0,0.0
84b2dabffffffff,106.0,0.0,0.0,11.0,0.0
84b2db1ffffffff,3.0,0.0,0.0,0.0,0.0
84b2db3ffffffff,4.0,0.0,0.0,1.0,0.0
84b2db5ffffffff,2.0,0.0,0.0,0.0,0.0
84b2db7ffffffff,4.0,0.0,0.0,0.0,0.0
84b2db9ffffffff,2.0,0.0,0.0,0.0,0.0
84b2dbbffffffff,2.0,0.0,0.0,0.0,0.0
84b2dbdffffffff,13.0,0.0,0.0,0.0,0.0
84b2dc1ffffffff,2.0,0.0,0.0,0.0,0.0
84b2dc3ffffffff,31.0,0.0,0.0,3.0,0.0
84b2dcbffffffff,96.0,0.0,0.0,8.0,0.0
84b2dd1ffffffff,26.0,0.0,0.0,8.0,0.0
84b2dd3ffffffff,4.0,0.0,0.0,0.0,0.0
84b2dd5ffffffff,11.0,0.0,0.0,0.0,0.0
84b2dd9ffffffff,55.0,0.0,0.0,9.0,0.0
84b2ddbffffffff,107.0,0.0,0.0,20.0,0.0
84b2e05ffffffff,4.0,0.0,0.0,0.0,0.0
84b2e07ffffffff,4.0,0.0,0.0,0.0,0.0
84b2e0dffffffff,24.0,0.0,0.0,0.0,0.0
84b2e11ffffffff,8.0,0.0,0.0,0.0,0.0
84b2e13ffffffff,1.0,0.0,0.0,0.0,0.0
84b2e17ffffffff,1.0,0.0,0.0,0.0,0.0
84b2e1bffffffff,6.0,0.0,0.0,0.0,0.0
84b2e1dffffffff,8.0,0.0,0.0,0.0,0.0
84b2e21ffffffff,128.0,0.0,0.0,39.0,0.0
84b2e23ffffffff,20.0,0.0,0.0,12.0,0.0
84b2e27ffffffff,205.0,0.0,0.0,35.0,0.0
84b2e29ffffffff,65.0,0.0,0.0,15.0,0.0
84b2e2bffffffff,26.0,0.0,0.0,3.0,0.0
84b2e2dffffffff,175.0,0.0,0.0,28.0,0.0
84b2e33ffffffff,13.0,0.0,0.0,8.0,0.0
84b2e35ffffffff,43.0,0.0,0.0,21.0,0.0
84b2e37ffffffff,21.0,0.0,0.0,10.0,0.0
84b2e3dffffffff,64.0,0.0,0.0,29.0,0.0
84b2e41ffffffff,5.0,0.0,0.0,2.0,0.0
84b2e45ffffffff,16.0,0.0,0.0,4.0,0.0
84b2e49ffffffff,34.0,0.0,0.0,0.0,0.0
84b2e4dffffffff,22.0,0.0,0.0,2.0,0.0
84b2e5bffffffff,2.0,0.0,0.0,0.0,0.0
84b2e61ffffffff,2.0,0.0,0.0,2.0,0.0
84b2e63ffffffff,3.0,0.0,0.0,0.0,0.0
84b2e65ffffffff,9.0,0.0,0.0,8.0,0.0
84b2e67ffffffff,14.0,0.0,0.0,4.0,0.0
84b2e69ffffffff,18.0,0.0,0.0,6.0,0.0
84b2e6bffffffff,1.0,0.0,0.0,1.0,0.0
84b2e6dffffffff,146.0,0.0,0.0,31.0,0.0
84b2e85ffffffff,16.0,0.0,0.0,0.0,0.0
84b2e95ffffffff,2.0,0.0,0.0,0.0,0.0
84b2e99ffffffff,17.0,0.0,0.0,0.0,0.0
84b2e9bffffffff,1.0,0.0,0.0,0.0,0.0
84b2e9dffffffff,1.0,0.0,0.0,0.0,0.0
84b2ea3ffffffff,4.0,0.0,0.0,0.0,0.0
84b2ea5ffffffff,11.0,0.0,0.0,0.0,0.0
84b2ea7ffffffff,3.0,0.0,0.0,0.0,0.0
84b2ea9ffffffff,2.0,0.0,0.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0,0.0,0.0
84b2eadffffffff,5.0,0.0,0.0,0.0,0.0
84b2eb7ffffffff,7.0,0.0,0.0,0.0,0.0
84b2ebbffffffff,2.0,0.0,0.0,0.0,0.0
84b2ec5ffffffff,5.0,0.0,0.0,0.0,0.0
84b2ec7ffffffff,15.0,0.0,0.0,0.0,0.0
84b2ec9ffffffff,1.0,0.0,0.0,0.0,0.0
84b2ed7ffffffff,13.0,0.0,0.0,0.0,0.0
84b2ed9ffffffff,6.0,0.0,0.0,0.0,0.0
84b2ee1ffffffff,31.0,0.0,0.0,0.0,0.0
84b2ee3ffffffff,1.0,0.0,0.0,0.0,0.0
84b2ee9ffffffff,50.0,0.0,0.0,0.0,0.0
84b2eebffffffff,28.0,0.0,0.0,0.0,0.0
84b2eedffffffff,5.0,0.0,0.0,0.0,0.0
84b3001ffffffff,39.0,9.0,0.0,0.0,0.0
84b3009ffffffff,124.0,59.0,1.0,0.0,0.0
84b300bffffffff,5.0,0.0,0.0,0.0,0.0
84b3011ffffffff,3.0,0.0,0.0,0.0,0.0
84b3013ffffffff,5.0,0.0,0.0,0.0,0.0
84b3017ffffffff,5.0,0.0,0.0,0.0,0.0
84b301bffffffff,6.0,0.0,4.0,0.0,0.0
84b3043ffffffff,23.0,8.0,0.0,0.0,0.0
84b3047ffffffff,2.0,0.0,0.0,0.0,0.0
84b304bffffffff,3.0,0.0,0.0,0.0,0.0
84b3051ffffffff,13.0,0.0,7.0,0.0,0.0
84b3055ffffffff,12.0,4.0,0.0,0.0,0.0
84b3059ffffffff,65.0,0.0,39.0,0.0,0.0
84b305dffffffff,97.0,13.0,51.0,0.0,0.0
84b3083ffffffff,2.0,0.0,2.0,0.0,0.0
84b3087ffffffff,2.0,0.0,2.0,0.0,0.0
84b3089ffffffff,8.0,0.0,4.0,0.0,0.0
84b308dffffffff,4.0,0.0,0.0,0.0,0.0
84b3091ffffffff,3.0,0.0,0.0,0.0,0.0
84b30a7ffffffff,2.0,2.0,0.0,0.0,0.0
84b30adffffffff,3.0,0.0,0.0,0.0,0.0
84b30b1ffffffff,2.0,0.0,0.0,0.0,0.0
84b30b3ffffffff,37.0,2.0,4.0,0.0,0.0
84b30b5ffffffff,24.0,1.0,2.0,0.0,0.0
84b30b9ffffffff,25.0,0.0,13.0,0.0,0.0
84b30bbffffffff,52.0,4.0,25.0,0.0,0.0
84b30bdffffffff,25.0,0.0,8.0,0.0,0.0
84b30cbffffffff,2.0,0.0,0.0,0.0,0.0
84b30d7ffffffff,2.0,0.0,0.0,0.0,0.0
84b30ddffffffff,2.0,0.0,0.0,0.0,0.0
84b30e9ffffffff,1.0,0.0,0.0,0.0,0.0
84b30ebffffffff,3.0,0.0,0.0,0.0,0.0
84b30edffffffff,2.0,0.0,0.0,0.0,0.0
84b3193ffffffff,6.0,3.0,0.0,0.0,0.0
84b3199ffffffff,5.0,1.0,0.0,0.0,0.0
84b31dbffffffff,43.0,6.0,0.0,0.0,0.0
84b320bffffffff,2.0,0.0,0.0,0.0,0.0
84b3213ffffffff,2.0,0.0,0.0,0.0,0.0
84b3215ffffffff,2.0,0.0,0.0,0.0,0.0
84b3219ffffffff,36.0,0.0,0.0,0.0,0.0
84b3235ffffffff,34.0,0.0,11.0,0.0,0.0
84b3237ffffffff,15.0,0.0,7.0,0.0,0.0
84b3289ffffffff,6.0,0.0,0.0,0.0,0.0
84b32a5ffffffff,5.0,0.0,2.0,0.0,0.0
84b32b7ffffffff,1.0,0.0,0.0,0.0,0.0
84b32c7ffffffff,2.0,0.0,0.0,0.0,0.0
84b32ddffffffff,9.0,0.0,0.0,0.0,0.0
84b3301ffffffff,4.0,0.0,0.0,0.0,0.0
84b3303ffffffff,1.0,0.0,0.0,0.0,0.0
84b3315ffffffff,3.0,0.0,0.0,0.0,0.0
84b3317ffffffff,1.0,0.0,0.0,0.0,0.0
84b3319ffffffff,4.0,0.0,0.0,0.0,0.0
84b331dffffffff,6.0,0.0,0.0,0.0,0.0
84b342bffffffff,1.0,0.0,0.0,0.0,0.0
84b3501ffffffff,2.0,0.0,0.0,0.0,0.0
84b3515ffffffff,52.0,0.0,0.0,0.0,0.0
84b3517ffffffff,11.0,0.0,0.0,0.0,0.0
84b3519ffffffff,35.0,0.0,0.0,0.0,0.0
84b351dffffffff,10.0,0.0,0.0,0.0,0.0
84b3523ffffffff,2.0,0.0,0.0,0.0,0.0
84b352bffffffff,5.0,0.0,0.0,0.0,0.0
84b3533ffffffff,2.0,0.0,0.0,0.0,0.0
84b3537ffffffff,3.0,0.0,0.0,0.0,0.0
84b3539ffffffff,20.0,0.0,0.0,0.0,0.0
84b353bffffffff,7.0,0.0,0.0,0.0,0.0
84b3541ffffffff,14.0,0.0,0.0,0.0,0.0
84b3543ffffffff,4.0,0.0,0.0,0.0,0.0
84b3545ffffffff,11.0,0.0,0.0,0.0,0.0
84b354bffffffff,77.0,0.0,0.0,0.0,0.0
84b3551ffffffff,46.0,0.0,0.0,0.0,0.0
84b3553ffffffff,47.0,0.0,0.0,0.0,0.0
84b3557ffffffff,2.0,0.0,0.0,0.0,0.0
84b3559ffffffff,2.0,0.0,0.0,0.0,0.0
84b355bffffffff,34.0,0.0,0.0,0.0,0.0
84b355dffffffff,46.0,0.0,0.0,0.0,0.0
84b3561ffffffff,4.0,0.0,4.0,0.0,0.0
84b3565ffffffff,25.0,0.0,6.0,0.0,0.0
84b356bffffffff,5.0,0.0,0.0,0.0,0.0
84b356dffffffff,2.0,0.0,0.0,0.0,0.0
84b35a5ffffffff,2.0,0.0,0.0,0.0,0.0
84b35a7ffffffff,50.0,0.0,0.0,0.0,0.0
84b35adffffffff,4.0,0.0,0.0,0.0,0.0
84b35e1ffffffff,16.0,0.0,0.0,0.0,0.0
84b35e3ffffffff,2.0,0.0,0.0,0.0,0.0
84b35e5ffffffff,6.0,0.0,0.0,0.0,0.0
84b35e7ffffffff,4.0,0.0,0.0,0.0,0.0
84b35edffffffff,13.0,0.0,0.0,0.0,0.0
84b3723ffffffff,9.0,0.0,0.0,0.0,0.0
84b3731ffffffff,83.0,0.0,0.0,0.0,0.0
84b3733ffffffff,19.0,0.0,0.0,0.0,0.0
84b3735ffffffff,22.0,0.0,0.0,0.0,0.0
84c2e99ffffffff,1.0,0.0,0.0,0.0,0.0
84c3053ffffffff,5.0,0.0,0.0,0.0,0.0
84c305bffffffff,1.0,0.0,0.0,0.0,0.0
84c3083ffffffff,5.0,0.0,0.0,0.0,0.0
84c3089ffffffff,2.0,0.0,0.0,0.0,0.0
84c308bffffffff,4.0,0.0,0.0,0.0,0.0
84c3093ffffffff,13.0,0.0,0.0,0.0,0.0
84c30d5ffffffff,2.0,0.0,0.0,0.0,0.0
84c30d9ffffffff,2.0,0.0,0.0,0.0,0.0
84c3201ffffffff,12.0,0.0,0.0,0.0,0.0
84c3203ffffffff,9.0,0.0,0.0,0.0,0.0
84c3207ffffffff,5.0,0.0,0.0,0.0,0.0
84c320dffffffff,21.0,0.0,0.0,0.0,0.0
84c3215ffffffff,11.0,0.0,0.0,0.0,0.0
84c3217ffffffff,16.0,0.0,0.0,0.0,0.0
84c3219ffffffff,2.0,0.0,0.0,0.0,0.0
84c3239ffffffff,74.0,0.0,0.0,0.0,0.0
84c3241ffffffff,52.0,0.0,0.0,0.0,0.0
84c3243ffffffff,82.0,0.0,0.0,0.0,0.0
84c3247ffffffff,10.0,0.0,0.0,0.0,0.0
84c3255ffffffff,40.0,0.0,0.0,0.0,0.0
84c325bffffffff,1.0,0.0,0.0,0.0,0.0
84c3287ffffffff,6.0,0.0,0.0,0.0,0.0
84c3297ffffffff,116.0,0.0,0.0,0.0,2.0
84c329bffffffff,20.0,0.0,0.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0,0.0,0.0
84c32a5ffffffff,18.0,0.0,0.0,0.0,0.0
84c32a7ffffffff,11.0,0.0,0.0,0.0,0.0
84c32a9ffffffff,25.0,0.0,0.0,0.0,0.0
84c32adffffffff,61.0,0.0,0.0,0.0,0.0
84c32b7ffffffff,4.0,0.0,0.0,0.0,0.0
84c32bbffffffff,2.0,0.0,0.0,0.0,0.0
84c32e1ffffffff,87.0,0.0,0.0,0.0,0.0
84c32e3ffffffff,5.0,0.0,0.0,0.0,0.0
84c32e7ffffffff,2.0,0.0,0.0,0.0,0.0
84c32edffffffff,6.0,0.0,0.0,0.0,0.0
84c3401ffffffff,8.0,0.0,0.0,0.0,0.0
84c3403ffffffff,5.0,0.0,0.0,0.0,0.0
84c3427ffffffff,2.0,0.0,0.0,0.0,0.0
84c345bffffffff,7.0,0.0,0.0,0.0,0.0
84c345dffffffff,5.0,0.0,0.0,0.0,0.0
84c3465ffffffff,2.0,0.0,0.0,0.0,0.0
84c3505ffffffff,3.0,0.0,0.0,0.0,0.0
84c350bffffffff,3.0,0.0,0.0,0.0,0.0
84c350dffffffff,7.0,0.0,0.0,0.0,0.0
84c351dffffffff,3.0,0.0,0.0,0.0,0.0
84c3545ffffffff,6.0,0.0,0.0,0.0,0.0
84c3547ffffffff,3.0,0.0,0.0,0.0,0.0
84c3553ffffffff,4.0,0.0,0.0,0.0,0.0
84c3555ffffffff,3.0,0.0,0.0,0.0,0.0
84c3563ffffffff,1.0,0.0,0.0,0.0,0.0
84c3569ffffffff,4.0,0.0,0.0,0.0,0.0
84c356bffffffff,38.0,0.0,0.0,0.0,0.0
84c3601ffffffff,1.0,0.0,0.0,0.0,0.0
84c3607ffffffff,7.0,0.0,0.0,0.0,0.0
84c3609ffffffff,9.0,0.0,0.0,0.0,0.0
84c360dffffffff,28.0,0.0,0.0,0.0,0.0
84c3647ffffffff,2.0,0.0,0.0,0.0,0.0
84c364dffffffff,5.0,0.0,0.0,0.0,0.0
84c3659ffffffff,6.0,0.0,0.0,0.0,0.0
84c365dffffffff,2.0,0.0,0.0,0.0,0.0
84c3663ffffffff,10.0,0.0,0.0,0.0,0.0
84c3667ffffffff,5.0,0.0,0.0,0.0,0.0
84c36a3ffffffff,5.0,0.0,0.0,0.0,0.0
84c36a7ffffffff,5.0,0.0,0.0,0.0,0.0
84c36d7ffffffff,1.0,0.0,0.0,0.0,0.0
84c36ddffffffff,6.0,0.0,0.0,0.0,0.0
84c3709ffffffff,14.0,0.0,0.0,0.0,0.0
84c371bffffffff,38.0,0.0,0.0,0.0,0.0
84c371dffffffff,6.0,0.0,0.0,0.0,0.0
84c3733ffffffff,3.0,0.0,0.0,0.0,0.0
84c3739ffffffff,6.0,0.0,0.0,0.0,0.0
84c3741ffffffff,1.0,0.0,0.0,0.0,0.0
84c3759ffffffff,2.0,0.0,0.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0,0.0,0.0
84c375dffffffff,6.0,0.0,0.0,0.0,0.0
84c3761ffffffff,1.0,0.0,0.0,0.0,0.0
84c3767ffffffff,13.0,0.0,0.0,0.0,0.0
84c3769ffffffff,2.0,0.0,0.0,0.0,0.0
84c376dffffffff,23.0,0.0,0.0,0.0,0.0
84ce127ffffffff,11.0,0.0,0.0,0.0,0.0
84ce801ffffffff,22.0,0.0,0.0,0.0,0.0
84ce803ffffffff,14.0,0.0,0.0,0.0,0.0
84ce807ffffffff,24.0,0.0,0.0,0.0,6.0
84ce809ffffffff,142.0,0.0,0.0,0.0,0.0
84ce80bffffffff,184.0,0.0,0.0,0.0,6.0
84ce80dffffffff,8.0,0.0,0.0,0.0,1.0
84ce811ffffffff,2.0,0.0,0.0,0.0,0.0
84ce813ffffffff,3.0,0.0,0.0,0.0,0.0
84ce815ffffffff,4.0,0.0,0.0,0.0,2.0
84ce817ffffffff,1.0,0.0,0.0,0.0,0.0
84ce819ffffffff,15.0,0.0,0.0,5.0,0.0
84ce81bffffffff,3.0,0.0,0.0,2.0,0.0
84ce81dffffffff,12.0,0.0,0.0,0.0,0.0
84ce823ffffffff,2.0,0.0,0.0,0.0,0.0
84ce827ffffffff,4.0,0.0,0.0,0.0,0.0
84ce82bffffffff,4.0,0.0,0.0,0.0,0.0
84ce831ffffffff,32.0,0.0,0.0,0.0,3.0
84ce835ffffffff,5.0,0.0,0.0,0.0,0.0
84ce837ffffffff,3.0,0.0,0.0,0.0,0.0
84ce839ffffffff,120.0,0.0,0.0,0.0,65.0
84ce83bffffffff,1.0,0.0,0.0,0.0,0.0
84ce83dffffffff,35.0,0.0,0.0,0.0,5.0
84ce843ffffffff,3.0,0.0,0.0,0.0,0.0
84ce847ffffffff,17.0,0.0,0.0,0.0,0.0
84ce849ffffffff,5.0,0.0,0.0,0.0,0.0
84ce851ffffffff,1.0,0.0,0.0,0.0,0.0
84ce853ffffffff,10.0,0.0,0.0,0.0,0.0
84ce855ffffffff,43.0,0.0,0.0,0.0,4.0
84ce857ffffffff,1.0,0.0,0.0,0.0,0.0
84ce85bffffffff,6.0,0.0,0.0,5.0,0.0
84ce85dffffffff,4.0,0.0,0.0,0.0,0.0
84ce863ffffffff,6.0,0.0,0.0,0.0,0.0
84ce865ffffffff,5.0,0.0,0.0,0.0,0.0
84ce881ffffffff,80.0,0.0,0.0,9.0,0.0
84ce885ffffffff,4.0,0.0,0.0,3.0,0.0
84ce887ffffffff,10.0,0.0,0.0,2.0,0.0
84ce88dffffffff,13.0,0.0,0.0,2.0,0.0
84ce895ffffffff,10.0,0.0,0.0,2.0,0.0
84ce8a1ffffffff,7.0,0.0,0.0,0.0,0.0
84ce8a3ffffffff,10.0,0.0,0.0,0.0,0.0
84ce8a5ffffffff,1.0,0.0,0.0,0.0,0.0
84ce8a9ffffffff,82.0,0.0,0.0,16.0,0.0
84ce8adffffffff,2.0,0.0,0.0,0.0,0.0
84ce8b5ffffffff,7.0,0.0,0.0,0.0,0.0
84ce8b7ffffffff,2.0,0.0,0.0,0.0,0.0
84ce8b9ffffffff,8.0,0.0,0.0,0.0,0.0
84ce8c1ffffffff,275.0,0.0,0.0,3.0,0.0
84ce8c3ffffffff,32.0,0.0,0.0,3.0,0.0
84ce8c7ffffffff,38.0,0.0,0.0,1.0,0.0
84ce8c9ffffffff,71.0,0.0,0.0,0.0,0.0
84ce8cbffffffff,9.0,0.0,0.0,0.0,0.0
84ce8cdffffffff,4.0,0.0,0.0,0.0,0.0
84ce8e1ffffffff,95.0,0.0,0.0,2.0,0.0
84ce8e3ffffffff,4.0,0.0,0.0,0.0,0.0
84ce8e5ffffffff,20.0,0.0,0.0,2.0,0.0
84ce8e7ffffffff,4.0,0.0,0.0,0.0,0.0
84ce8e9ffffffff,6.0,0.0,0.0,0.0,0.0
84ce8ebffffffff,6.0,0.0,0.0,0.0,0.0
84ce8edffffffff,5.0,0.0,0.0,0.0,0.0
84ce90bffffffff,12.0,0.0,0.0,0.0,0.0
84ce913ffffffff,6.0,0.0,0.0,0.0,0.0
84ce917ffffffff,11.0,0.0,0.0,0.0,0.0
84ce923ffffffff,3.0,0.0,0.0,0.0,0.0
84ce927ffffffff,1.0,0.0,0.0,0.0,0.0
84ce931ffffffff,110.0,0.0,0.0,0.0,1.0
84ce933ffffffff,16.0,0.0,0.0,0.0,0.0
84ce935ffffffff,160.0,0.0,0.0,0.0,0.0
84ce937ffffffff,61.0,0.0,0.0,0.0,0.0
84ce93bffffffff,9.0,0.0,0.0,0.0,0.0
84ce955ffffffff,1.0,0.0,0.0,0.0,0.0
84ce95dffffffff,4.0,0.0,0.0,0.0,0.0
