cell_id,Gallirallus woodfordi,Gallirallus woodfordi tertius,Gallirallus woodfordi immaculatus,Gallirallus woodfordi woodfordi
839ed3fffffffff,1.0,0.0,0.0,1.0
839ed8fffffffff,1.0,0.0,0.0,0.0
839edefffffffff,1.0,0.0,0.0,1.0
