cell_id,Pinicola enucleator,Pinicola enucleator [enucleator Group],Pinicola enucleator flammula,Pinicola enucleator carlottae,Pinicola enucleator montana,Pinicola enucleator californica,Pinicola enucleator leucura
8312c9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cafffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8312ccfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8312cefffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312d8fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8312dafffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8312dbfffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8312dcfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
831650fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa2fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa4fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831b98fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831f23fffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832604fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832621fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83262cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,5.0,0.0,0.0,0.0,2.0,0.0,0.0
832681fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
832683fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832685fffffffff,6.0,0.0,0.0,0.0,1.0,0.0,0.0
832688fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83268cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83268efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832690fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832692fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832694fffffffff,8.0,0.0,0.0,0.0,1.0,0.0,0.0
832695fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,216.0,0.0,0.0,0.0,6.0,0.0,0.0
832698fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83269efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8326aafffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
8326b2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8326d5fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8326e4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8326eefffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8326f0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832709fffffffff,108.0,0.0,0.0,0.0,0.0,0.0,108.0
832718fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832719fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
832740fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832741fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
832742fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832743fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
832744fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832745fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832746fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
83274dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832752fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832756fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
83275bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832760fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
832766fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832768fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
832769fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
83276afffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
83276bfffffffff,35.0,0.0,0.0,0.0,0.0,0.0,2.0
83276dfffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
83276efffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
832770fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832771fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832772fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832773fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832774fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832780fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83278bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832791fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83279afffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8327a0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8327a5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8327a9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8327aafffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8327abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8327adfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8327b2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832814fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
832815fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83281cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83281efffffffff,8.0,0.0,3.0,0.0,0.0,0.0,0.0
832880fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832881fffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0
832884fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
832885fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
832886fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832889fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
83288bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83288cfffffffff,30.0,0.0,0.0,0.0,3.0,0.0,0.0
83288dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
832892fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832894fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832896fffffffff,5.0,0.0,0.0,0.0,2.0,0.0,0.0
832898fffffffff,13.0,0.0,0.0,0.0,1.0,0.0,0.0
832899fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83289dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83289efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8328a3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8328a9fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
8328aafffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8328b5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8328b6fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
8328c2fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d0fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d1fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d2fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d3fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d4fffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d5fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8328dcfffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
8328defffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f0fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f2fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8328f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832989fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83298dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832992fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83299bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83299efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8329aafffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8329aefffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832a14fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,3.0
832a16fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832a30fffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0
832a31fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832a32fffffffff,296.0,0.0,0.0,0.0,0.0,0.0,24.0
832a33fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
832a34fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832a36fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,7.0
832a94fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832aa4fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,1.0
832aaafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab4fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab6fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
832b0afffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832b10fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832b12fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832b13fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832b14fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832b16fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
832b18fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b1afffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
832b1efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b23fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832b30fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b31fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832b33fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b80fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832b81fffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0
832b82fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832b83fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0
832b84fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
832b85fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832b88fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
832b89fffffffff,162.0,0.0,0.0,0.0,0.0,0.0,6.0
832b8afffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
832b8bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832b8cfffffffff,96.0,0.0,0.0,0.0,0.0,0.0,13.0
832b8dfffffffff,145.0,0.0,0.0,0.0,0.0,0.0,3.0
832b8efffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0
832b90fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b91fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b92fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b93fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832b94fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b95fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b98fffffffff,319.0,0.0,0.0,0.0,0.0,0.0,2.0
832b99fffffffff,179.0,0.0,0.0,0.0,0.0,0.0,4.0
832b9afffffffff,205.0,0.0,0.0,0.0,0.0,0.0,0.0
832b9bfffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0
832b9cfffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
832b9dfffffffff,155.0,0.0,0.0,0.0,0.0,0.0,0.0
832b9efffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba5fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba8fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,1.0
832ba9fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
832baafffffffff,155.0,0.0,0.0,0.0,0.0,0.0,0.0
832babfffffffff,66.0,0.0,0.0,0.0,0.0,0.0,9.0
832bacfffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
832badfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832baefffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832bb2fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832bb3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8348c9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8348ccfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8348d8fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8348dbfffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
