cell_id,Picus viridis,Picus viridis viridis/karelini,Picus viridis innominatus
841ea0bffffffff,9.0,0.0,0.0
841ea0dffffffff,2.0,0.0,0.0
841ea13ffffffff,4.0,0.0,0.0
841ea19ffffffff,71.0,0.0,0.0
841ea1bffffffff,20.0,0.0,0.0
841ea21ffffffff,21.0,3.0,0.0
841ea23ffffffff,3.0,0.0,0.0
841ea25ffffffff,4.0,0.0,0.0
841ea27ffffffff,6.0,0.0,0.0
841ea29ffffffff,4.0,0.0,0.0
841ea2dffffffff,9.0,0.0,0.0
841ea35ffffffff,3.0,0.0,0.0
841ea41ffffffff,4.0,0.0,0.0
841ea43ffffffff,2.0,0.0,0.0
841ea45ffffffff,2.0,0.0,0.0
841ea49ffffffff,7.0,2.0,0.0
841ea4dffffffff,4.0,2.0,0.0
841ea51ffffffff,3.0,0.0,0.0
841ea53ffffffff,53.0,0.0,0.0
841ea55ffffffff,8.0,0.0,0.0
841ea57ffffffff,2.0,0.0,0.0
841ea59ffffffff,2.0,0.0,0.0
841ea5bffffffff,6.0,0.0,0.0
841ea5dffffffff,2.0,0.0,0.0
841ea63ffffffff,6.0,0.0,0.0
841ea81ffffffff,3.0,0.0,0.0
841ea89ffffffff,5.0,1.0,0.0
841ea93ffffffff,2.0,2.0,0.0
841ea95ffffffff,2.0,0.0,0.0
841eab7ffffffff,1.0,0.0,0.0
841eab9ffffffff,6.0,0.0,0.0
841eabbffffffff,2.0,0.0,0.0
841eac1ffffffff,1.0,0.0,0.0
841eac3ffffffff,3.0,1.0,0.0
841eac7ffffffff,2.0,0.0,0.0
841eac9ffffffff,1.0,0.0,0.0
841ead3ffffffff,1.0,0.0,0.0
841ead9ffffffff,5.0,0.0,0.0
841eb11ffffffff,4.0,0.0,0.0
841eb13ffffffff,6.0,0.0,0.0
841eb19ffffffff,1.0,0.0,0.0
841eb1bffffffff,4.0,0.0,0.0
841eb49ffffffff,6.0,0.0,0.0
841eb4dffffffff,4.0,0.0,0.0
841eb53ffffffff,3.0,0.0,0.0
841eb59ffffffff,7.0,4.0,0.0
841eb5bffffffff,10.0,0.0,0.0
841ec01ffffffff,55.0,0.0,0.0
841ec03ffffffff,36.0,0.0,0.0
841ec05ffffffff,7.0,0.0,0.0
841ec07ffffffff,4.0,0.0,0.0
841ec09ffffffff,384.0,17.0,0.0
841ec0dffffffff,8.0,0.0,0.0
841ec13ffffffff,5.0,0.0,0.0
841ec15ffffffff,15.0,0.0,0.0
841ec17ffffffff,27.0,4.0,0.0
841ec19ffffffff,6.0,0.0,0.0
841ec1bffffffff,6.0,0.0,0.0
841ec1dffffffff,231.0,16.0,0.0
841ec21ffffffff,197.0,12.0,0.0
841ec23ffffffff,107.0,10.0,0.0
841ec25ffffffff,2.0,0.0,0.0
841ec27ffffffff,4.0,0.0,0.0
841ec29ffffffff,2.0,0.0,0.0
841ec2bffffffff,32.0,0.0,0.0
841ec2dffffffff,2.0,0.0,0.0
841ec31ffffffff,15.0,3.0,0.0
841ec33ffffffff,9.0,0.0,0.0
841ec35ffffffff,10.0,0.0,0.0
841ec37ffffffff,4.0,0.0,0.0
841ec39ffffffff,18.0,1.0,0.0
841ec3bffffffff,6.0,0.0,0.0
841ec3dffffffff,33.0,4.0,0.0
841ec41ffffffff,9.0,0.0,0.0
841ec43ffffffff,46.0,16.0,0.0
841ec45ffffffff,11.0,0.0,0.0
841ec47ffffffff,363.0,3.0,0.0
841ec49ffffffff,2.0,0.0,0.0
841ec4bffffffff,8.0,0.0,0.0
841ec4dffffffff,13.0,0.0,0.0
841ec51ffffffff,3.0,0.0,0.0
841ec53ffffffff,1.0,0.0,0.0
841ec55ffffffff,2.0,0.0,0.0
841ec57ffffffff,8.0,0.0,0.0
841ec59ffffffff,2.0,0.0,0.0
841ec5bffffffff,7.0,0.0,0.0
841ec5dffffffff,4.0,0.0,0.0
841ec61ffffffff,2.0,0.0,0.0
841ec63ffffffff,6.0,4.0,0.0
841ec65ffffffff,5.0,0.0,0.0
841ec69ffffffff,2.0,0.0,0.0
841ec6bffffffff,46.0,0.0,0.0
841ec6dffffffff,4.0,0.0,0.0
841ec81ffffffff,2.0,0.0,0.0
841ec8bffffffff,11.0,0.0,0.0
841ec91ffffffff,64.0,0.0,0.0
841ec93ffffffff,28.0,0.0,0.0
841ec97ffffffff,33.0,0.0,0.0
841ec99ffffffff,49.0,0.0,0.0
841ec9bffffffff,102.0,2.0,0.0
841ec9dffffffff,7.0,0.0,0.0
841eca1ffffffff,69.0,0.0,0.0
841eca3ffffffff,14.0,0.0,0.0
841eca7ffffffff,22.0,0.0,0.0
841eca9ffffffff,1.0,0.0,0.0
841ecb3ffffffff,2.0,0.0,0.0
841ecb5ffffffff,18.0,0.0,0.0
841ecb9ffffffff,7.0,0.0,0.0
841ecbbffffffff,42.0,0.0,0.0
841ecbdffffffff,2.0,0.0,0.0
841ecc1ffffffff,2.0,0.0,0.0
841ecc3ffffffff,13.0,0.0,0.0
841ecc5ffffffff,19.0,4.0,0.0
841eccbffffffff,58.0,5.0,0.0
841eccdffffffff,2.0,0.0,0.0
841ecd5ffffffff,92.0,4.0,0.0
841ecd7ffffffff,19.0,0.0,0.0
841ecddffffffff,19.0,0.0,0.0
841ece1ffffffff,39.0,4.0,0.0
841ece3ffffffff,1.0,0.0,0.0
841ece7ffffffff,9.0,0.0,0.0
841ece9ffffffff,143.0,42.0,0.0
841ecebffffffff,2.0,0.0,0.0
841ecedffffffff,4.0,0.0,0.0
841ed01ffffffff,1.0,0.0,0.0
841ed03ffffffff,2.0,0.0,0.0
841ed07ffffffff,7.0,0.0,0.0
841ed0bffffffff,47.0,0.0,0.0
841ed13ffffffff,13.0,0.0,0.0
841ed15ffffffff,6.0,0.0,0.0
841ed19ffffffff,8.0,0.0,0.0
841ed1bffffffff,53.0,3.0,0.0
841ed1dffffffff,12.0,2.0,0.0
841ed2bffffffff,2.0,0.0,0.0
841ed33ffffffff,1.0,0.0,0.0
841ed37ffffffff,2.0,0.0,0.0
841ed39ffffffff,10.0,2.0,0.0
841ed3bffffffff,20.0,4.0,0.0
841ed3dffffffff,2.0,0.0,0.0
841ed43ffffffff,6.0,0.0,0.0
841ed45ffffffff,5.0,0.0,0.0
841ed55ffffffff,7.0,0.0,0.0
841ed57ffffffff,7.0,0.0,0.0
841ed59ffffffff,3.0,0.0,0.0
841ed5bffffffff,2.0,0.0,0.0
841ed5dffffffff,3.0,0.0,0.0
841edc9ffffffff,14.0,0.0,0.0
841ede1ffffffff,1.0,0.0,0.0
841ede5ffffffff,10.0,0.0,0.0
841ede7ffffffff,3.0,2.0,0.0
841ede9ffffffff,13.0,0.0,0.0
841edebffffffff,3.0,0.0,0.0
841ededffffffff,6.0,0.0,0.0
841ee1dffffffff,2.0,0.0,0.0
841ee23ffffffff,2.0,0.0,0.0
841ee27ffffffff,1.0,0.0,0.0
841ee29ffffffff,14.0,0.0,0.0
841ee35ffffffff,2.0,0.0,0.0
841ee37ffffffff,18.0,0.0,0.0
841ee5bffffffff,2.0,0.0,0.0
841ee61ffffffff,2.0,0.0,0.0
841ee65ffffffff,13.0,0.0,0.0
841ee67ffffffff,5.0,0.0,0.0
841ee6dffffffff,2.0,0.0,0.0
841ee81ffffffff,37.0,11.0,0.0
841ee83ffffffff,3.0,0.0,0.0
841ee8bffffffff,4.0,0.0,0.0
841ee91ffffffff,4.0,0.0,0.0
841ee95ffffffff,2.0,0.0,0.0
841ee97ffffffff,11.0,1.0,0.0
841ee9dffffffff,1.0,0.0,0.0
841eea3ffffffff,21.0,0.0,0.0
841eea9ffffffff,8.0,0.0,0.0
841eeadffffffff,2.0,0.0,0.0
841eeb1ffffffff,31.0,6.0,0.0
841eeb7ffffffff,48.0,2.0,0.0
841eeb9ffffffff,12.0,0.0,0.0
841eebbffffffff,16.0,8.0,0.0
841eebdffffffff,8.0,0.0,0.0
841eec5ffffffff,1.0,0.0,0.0
841eec7ffffffff,4.0,0.0,0.0
841eed3ffffffff,2.0,0.0,0.0
841eedbffffffff,3.0,0.0,0.0
841eee1ffffffff,1.0,0.0,0.0
841eee3ffffffff,44.0,2.0,0.0
841eee7ffffffff,3.0,0.0,0.0
841eeebffffffff,3.0,0.0,0.0
841ef01ffffffff,4.0,0.0,0.0
841ef09ffffffff,5.0,0.0,0.0
841ef0dffffffff,16.0,0.0,0.0
841ef11ffffffff,4.0,0.0,0.0
841ef13ffffffff,4.0,0.0,0.0
841ef19ffffffff,15.0,0.0,0.0
841ef1bffffffff,31.0,0.0,0.0
841ef1dffffffff,5.0,0.0,0.0
841ef21ffffffff,7.0,3.0,0.0
841ef23ffffffff,7.0,0.0,0.0
841ef27ffffffff,17.0,6.0,0.0
841ef29ffffffff,3.0,3.0,0.0
841ef2dffffffff,4.0,3.0,0.0
841ef33ffffffff,4.0,0.0,0.0
841ef41ffffffff,1.0,0.0,0.0
841ef43ffffffff,7.0,0.0,0.0
841ef45ffffffff,3.0,3.0,0.0
841ef47ffffffff,6.0,0.0,0.0
841ef55ffffffff,9.0,0.0,0.0
841ef57ffffffff,8.0,0.0,0.0
841ef59ffffffff,48.0,4.0,0.0
841ef5dffffffff,36.0,0.0,0.0
841ef61ffffffff,2.0,0.0,0.0
841ef63ffffffff,3.0,0.0,0.0
841ef65ffffffff,2.0,0.0,0.0
841ef69ffffffff,2.0,0.0,0.0
841ef6dffffffff,8.0,0.0,0.0
841f025ffffffff,161.0,0.0,0.0
841f029ffffffff,12.0,0.0,0.0
841f02dffffffff,4.0,2.0,0.0
841f033ffffffff,1.0,0.0,0.0
841f035ffffffff,4.0,0.0,0.0
841f037ffffffff,18.0,4.0,0.0
841f03dffffffff,3.0,0.0,0.0
841f04dffffffff,3.0,0.0,0.0
841f051ffffffff,69.0,4.0,0.0
841f05bffffffff,85.0,4.0,0.0
841f061ffffffff,12.0,0.0,0.0
841f067ffffffff,2.0,0.0,0.0
841f069ffffffff,11.0,0.0,0.0
841f06dffffffff,2.0,0.0,0.0
841f087ffffffff,1.0,0.0,0.0
841f089ffffffff,3.0,0.0,0.0
841f097ffffffff,2.0,0.0,0.0
841f09bffffffff,7.0,0.0,0.0
841f0a7ffffffff,3.0,0.0,0.0
841f0abffffffff,1.0,0.0,0.0
841f0b3ffffffff,3.0,0.0,0.0
841f0b5ffffffff,2.0,0.0,0.0
841f0b7ffffffff,1.0,0.0,0.0
841f0bbffffffff,2.0,0.0,0.0
841f0d1ffffffff,2.0,0.0,0.0
841f0dbffffffff,1.0,0.0,0.0
841f0e1ffffffff,2.0,0.0,0.0
841f0ebffffffff,2.0,0.0,0.0
841f101ffffffff,5.0,0.0,0.0
841f103ffffffff,89.0,0.0,0.0
841f105ffffffff,9.0,0.0,0.0
841f107ffffffff,1.0,1.0,0.0
841f109ffffffff,2.0,0.0,0.0
841f10dffffffff,4.0,0.0,0.0
841f111ffffffff,3.0,0.0,0.0
841f115ffffffff,6.0,0.0,0.0
841f117ffffffff,15.0,0.0,0.0
841f119ffffffff,2.0,0.0,0.0
841f11bffffffff,6.0,0.0,0.0
841f11dffffffff,3.0,0.0,0.0
841f121ffffffff,31.0,0.0,0.0
841f125ffffffff,17.0,2.0,0.0
841f129ffffffff,27.0,11.0,0.0
841f12bffffffff,21.0,0.0,0.0
841f12dffffffff,246.0,0.0,0.0
841f131ffffffff,39.0,0.0,0.0
841f133ffffffff,58.0,2.0,0.0
841f135ffffffff,3.0,0.0,0.0
841f137ffffffff,213.0,0.0,0.0
841f139ffffffff,6.0,0.0,0.0
841f13bffffffff,4.0,0.0,0.0
841f141ffffffff,4.0,0.0,0.0
841f143ffffffff,18.0,0.0,0.0
841f145ffffffff,2.0,2.0,0.0
841f147ffffffff,6.0,0.0,0.0
841f149ffffffff,8.0,0.0,0.0
841f14bffffffff,3.0,0.0,0.0
841f151ffffffff,3.0,0.0,0.0
841f153ffffffff,8.0,2.0,0.0
841f155ffffffff,12.0,0.0,0.0
841f157ffffffff,4.0,0.0,0.0
841f159ffffffff,2.0,0.0,0.0
841f15bffffffff,4.0,0.0,0.0
841f163ffffffff,2.0,0.0,0.0
841f165ffffffff,13.0,0.0,0.0
841f167ffffffff,2.0,0.0,0.0
841f169ffffffff,5.0,0.0,0.0
841f16bffffffff,1.0,0.0,0.0
841f16dffffffff,24.0,0.0,0.0
841f181ffffffff,9.0,0.0,0.0
841f183ffffffff,28.0,2.0,0.0
841f185ffffffff,4.0,4.0,0.0
841f189ffffffff,26.0,1.0,0.0
841f18bffffffff,31.0,2.0,0.0
841f18dffffffff,7.0,0.0,0.0
841f191ffffffff,4.0,0.0,0.0
841f195ffffffff,130.0,2.0,0.0
841f197ffffffff,2.0,0.0,0.0
841f199ffffffff,11.0,2.0,0.0
841f1a1ffffffff,148.0,12.0,0.0
841f1a3ffffffff,19.0,0.0,0.0
841f1a5ffffffff,505.0,79.0,0.0
841f1a7ffffffff,3.0,0.0,0.0
841f1a9ffffffff,38.0,3.0,0.0
841f1abffffffff,19.0,0.0,0.0
841f1adffffffff,2.0,0.0,0.0
841f1b1ffffffff,14.0,0.0,0.0
841f1b3ffffffff,38.0,13.0,0.0
841f1b5ffffffff,23.0,0.0,0.0
841f1b7ffffffff,49.0,0.0,0.0
841f1bbffffffff,28.0,4.0,0.0
841f1bdffffffff,10.0,0.0,0.0
841f1c1ffffffff,18.0,0.0,0.0
841f1c7ffffffff,15.0,0.0,0.0
841f1cdffffffff,6.0,0.0,0.0
841f1d1ffffffff,43.0,0.0,0.0
841f1d3ffffffff,2.0,0.0,0.0
841f1d5ffffffff,110.0,3.0,0.0
841f1d7ffffffff,5.0,0.0,0.0
841f1d9ffffffff,6.0,0.0,0.0
841f1dbffffffff,25.0,0.0,0.0
841f1ddffffffff,4.0,0.0,0.0
841f1e5ffffffff,1.0,0.0,0.0
841f1e7ffffffff,5.0,4.0,0.0
841f1ebffffffff,6.0,0.0,0.0
841f1edffffffff,5.0,4.0,0.0
841f217ffffffff,2.0,0.0,0.0
841f21bffffffff,2.0,0.0,0.0
841f21dffffffff,1.0,1.0,0.0
841f221ffffffff,4.0,0.0,0.0
841f22bffffffff,3.0,0.0,0.0
841f22dffffffff,12.0,0.0,0.0
841f23bffffffff,3.0,1.0,0.0
841f241ffffffff,1.0,0.0,0.0
841f247ffffffff,2.0,0.0,0.0
841f251ffffffff,9.0,0.0,0.0
841f253ffffffff,4.0,2.0,0.0
841f257ffffffff,3.0,0.0,0.0
841f259ffffffff,9.0,0.0,0.0
841f25bffffffff,2.0,0.0,0.0
841f25dffffffff,1.0,1.0,0.0
841f281ffffffff,1.0,0.0,0.0
841f283ffffffff,27.0,2.0,0.0
841f285ffffffff,1.0,0.0,0.0
841f29dffffffff,5.0,0.0,0.0
841f2a9ffffffff,71.0,15.0,0.0
841f2adffffffff,17.0,6.0,0.0
841f2cbffffffff,2.0,0.0,0.0
841f2d3ffffffff,1.0,1.0,0.0
841f2d7ffffffff,28.0,0.0,0.0
841f2dbffffffff,2.0,0.0,0.0
841f2e1ffffffff,4.0,0.0,0.0
841f2e3ffffffff,2.0,0.0,0.0
841f2e5ffffffff,2.0,0.0,0.0
841f2e7ffffffff,5.0,1.0,0.0
841f2e9ffffffff,2.0,2.0,0.0
841f2edffffffff,5.0,4.0,0.0
841f311ffffffff,7.0,4.0,0.0
841f319ffffffff,2.0,1.0,0.0
841f31bffffffff,2.0,2.0,0.0
841f335ffffffff,4.0,0.0,0.0
841f337ffffffff,6.0,0.0,0.0
841f353ffffffff,2.0,0.0,0.0
841f407ffffffff,2.0,0.0,0.0
841f41dffffffff,1.0,0.0,0.0
841f427ffffffff,2.0,0.0,0.0
841f42bffffffff,6.0,0.0,0.0
841f453ffffffff,2.0,0.0,0.0
841f503ffffffff,5.0,0.0,0.0
841f50bffffffff,3.0,0.0,0.0
841f511ffffffff,5.0,0.0,0.0
841f513ffffffff,4.0,0.0,0.0
841f519ffffffff,9.0,0.0,0.0
841f51dffffffff,4.0,0.0,0.0
841f523ffffffff,27.0,0.0,0.0
841f525ffffffff,4.0,3.0,0.0
841f52bffffffff,5.0,0.0,0.0
841f535ffffffff,139.0,2.0,0.0
841f539ffffffff,4.0,2.0,0.0
841f53bffffffff,2.0,0.0,0.0
841f53dffffffff,33.0,2.0,0.0
841f547ffffffff,4.0,0.0,0.0
841f549ffffffff,2.0,0.0,0.0
841f565ffffffff,3.0,1.0,0.0
841f567ffffffff,4.0,0.0,0.0
841f56dffffffff,5.0,0.0,0.0
841f5a9ffffffff,2.0,0.0,0.0
841f5adffffffff,5.0,2.0,0.0
841f5c5ffffffff,36.0,12.0,0.0
841f5c7ffffffff,5.0,0.0,0.0
841f5e1ffffffff,10.0,0.0,0.0
841f5e7ffffffff,2.0,0.0,0.0
841f5e9ffffffff,2.0,0.0,0.0
841f5ebffffffff,4.0,0.0,0.0
841f687ffffffff,2.0,0.0,0.0
841f715ffffffff,3.0,0.0,0.0
841f725ffffffff,44.0,0.0,0.0
841f727ffffffff,8.0,0.0,0.0
841f72dffffffff,6.0,0.0,0.0
841f803ffffffff,35.0,4.0,0.0
841f805ffffffff,2.0,0.0,0.0
841f807ffffffff,119.0,4.0,0.0
841f80bffffffff,42.0,2.0,0.0
841f811ffffffff,4.0,0.0,0.0
841f815ffffffff,14.0,10.0,0.0
841f817ffffffff,40.0,1.0,0.0
841f819ffffffff,2.0,0.0,0.0
841f81bffffffff,104.0,3.0,0.0
841f81dffffffff,21.0,4.0,0.0
841f823ffffffff,43.0,0.0,0.0
841f825ffffffff,2.0,0.0,0.0
841f827ffffffff,107.0,12.0,0.0
841f829ffffffff,32.0,0.0,0.0
841f82bffffffff,2.0,0.0,0.0
841f82dffffffff,5.0,2.0,0.0
841f831ffffffff,9.0,0.0,0.0
841f833ffffffff,32.0,1.0,0.0
841f835ffffffff,39.0,1.0,0.0
841f837ffffffff,20.0,1.0,0.0
841f839ffffffff,507.0,155.0,0.0
841f83bffffffff,175.0,1.0,0.0
841f83dffffffff,26.0,0.0,0.0
841f841ffffffff,17.0,12.0,0.0
841f843ffffffff,1.0,0.0,0.0
841f845ffffffff,2.0,0.0,0.0
841f849ffffffff,2.0,0.0,0.0
841f84bffffffff,3.0,0.0,0.0
841f851ffffffff,4.0,2.0,0.0
841f853ffffffff,36.0,0.0,0.0
841f855ffffffff,4.0,0.0,0.0
841f857ffffffff,21.0,0.0,0.0
841f859ffffffff,9.0,0.0,0.0
841f85bffffffff,13.0,0.0,0.0
841f863ffffffff,2.0,0.0,0.0
841f865ffffffff,1.0,0.0,0.0
841f867ffffffff,2.0,0.0,0.0
841f881ffffffff,37.0,12.0,0.0
841f883ffffffff,16.0,8.0,0.0
841f885ffffffff,3.0,2.0,0.0
841f887ffffffff,27.0,18.0,0.0
841f889ffffffff,51.0,9.0,0.0
841f88bffffffff,22.0,2.0,0.0
841f88dffffffff,8.0,0.0,0.0
841f891ffffffff,27.0,10.0,0.0
841f895ffffffff,5.0,2.0,0.0
841f897ffffffff,7.0,1.0,0.0
841f899ffffffff,24.0,6.0,0.0
841f89bffffffff,17.0,0.0,0.0
841f89dffffffff,8.0,4.0,0.0
841f8a1ffffffff,7.0,0.0,0.0
841f8a5ffffffff,4.0,0.0,0.0
841f8a9ffffffff,12.0,0.0,0.0
841f8abffffffff,9.0,7.0,0.0
841f8adffffffff,9.0,0.0,0.0
841f8b1ffffffff,5.0,0.0,0.0
841f8b3ffffffff,4.0,0.0,0.0
841f8b5ffffffff,10.0,8.0,0.0
841f8b7ffffffff,1.0,0.0,0.0
841f8b9ffffffff,4.0,4.0,0.0
841f8bbffffffff,1.0,0.0,0.0
841f8bdffffffff,4.0,0.0,0.0
841f8c1ffffffff,31.0,0.0,0.0
841f8c3ffffffff,8.0,0.0,0.0
841f8c5ffffffff,7.0,0.0,0.0
841f8cbffffffff,80.0,0.0,0.0
841f8cdffffffff,9.0,0.0,0.0
841f8d1ffffffff,574.0,301.0,0.0
841f8d3ffffffff,59.0,34.0,0.0
841f8d5ffffffff,47.0,4.0,0.0
841f8d7ffffffff,56.0,29.0,0.0
841f8d9ffffffff,20.0,10.0,0.0
841f8dbffffffff,5.0,5.0,0.0
841f8ddffffffff,3.0,0.0,0.0
841f8e1ffffffff,63.0,18.0,0.0
841f8e3ffffffff,2.0,0.0,0.0
841f8e5ffffffff,21.0,4.0,0.0
841f8e7ffffffff,22.0,0.0,0.0
841f8e9ffffffff,99.0,1.0,0.0
841f8ebffffffff,64.0,9.0,0.0
841f8edffffffff,45.0,2.0,0.0
841f903ffffffff,31.0,0.0,0.0
841f907ffffffff,2.0,0.0,0.0
841f909ffffffff,1.0,0.0,0.0
841f90dffffffff,4.0,2.0,0.0
841f911ffffffff,65.0,52.0,0.0
841f913ffffffff,84.0,78.0,0.0
841f915ffffffff,6.0,3.0,0.0
841f917ffffffff,70.0,65.0,0.0
841f91bffffffff,92.0,21.0,0.0
841f91dffffffff,24.0,1.0,0.0
841f921ffffffff,1.0,0.0,0.0
841f927ffffffff,16.0,0.0,0.0
841f92bffffffff,10.0,0.0,0.0
841f931ffffffff,72.0,0.0,0.0
841f933ffffffff,9.0,0.0,0.0
841f935ffffffff,12.0,8.0,0.0
841f937ffffffff,12.0,6.0,0.0
841f939ffffffff,5.0,0.0,0.0
841f93bffffffff,2.0,0.0,0.0
841f93dffffffff,11.0,8.0,0.0
841f941ffffffff,2.0,0.0,0.0
841f943ffffffff,1.0,0.0,0.0
841f949ffffffff,1.0,0.0,0.0
841f94dffffffff,8.0,0.0,0.0
841f951ffffffff,3.0,0.0,0.0
841f953ffffffff,1.0,0.0,0.0
841f955ffffffff,1.0,1.0,0.0
841f959ffffffff,2.0,2.0,0.0
841f963ffffffff,11.0,0.0,0.0
841f965ffffffff,2.0,0.0,0.0
841f96bffffffff,6.0,0.0,0.0
841f981ffffffff,59.0,0.0,0.0
841f983ffffffff,4.0,2.0,0.0
841f985ffffffff,46.0,0.0,0.0
841f987ffffffff,5.0,0.0,0.0
841f989ffffffff,5.0,0.0,0.0
841f98bffffffff,52.0,4.0,0.0
841f98dffffffff,4.0,0.0,0.0
841f991ffffffff,33.0,0.0,0.0
841f993ffffffff,1.0,1.0,0.0
841f995ffffffff,25.0,0.0,0.0
841f997ffffffff,2.0,0.0,0.0
841f999ffffffff,17.0,0.0,0.0
841f99bffffffff,2.0,0.0,0.0
841f99dffffffff,11.0,2.0,0.0
841f9a1ffffffff,42.0,0.0,0.0
841f9a3ffffffff,21.0,0.0,0.0
841f9a5ffffffff,2.0,0.0,0.0
841f9a7ffffffff,19.0,0.0,0.0
841f9a9ffffffff,4.0,0.0,0.0
841f9abffffffff,19.0,1.0,0.0
841f9adffffffff,8.0,0.0,0.0
841f9b3ffffffff,1.0,0.0,0.0
841f9b5ffffffff,9.0,0.0,0.0
841f9b9ffffffff,12.0,0.0,0.0
841f9bbffffffff,4.0,0.0,0.0
841f9bdffffffff,8.0,0.0,0.0
841f9c1ffffffff,18.0,0.0,0.0
841f9c3ffffffff,54.0,0.0,0.0
841f9c5ffffffff,20.0,10.0,0.0
841f9c7ffffffff,9.0,0.0,0.0
841f9c9ffffffff,27.0,5.0,0.0
841f9cbffffffff,16.0,0.0,0.0
841f9cdffffffff,48.0,41.0,0.0
841f9d1ffffffff,5.0,3.0,0.0
841f9d3ffffffff,16.0,2.0,0.0
841f9d5ffffffff,6.0,0.0,0.0
841f9d7ffffffff,98.0,6.0,0.0
841f9dbffffffff,4.0,0.0,0.0
841f9ddffffffff,11.0,1.0,0.0
841f9e1ffffffff,4.0,2.0,0.0
841f9e3ffffffff,8.0,0.0,0.0
841f9e5ffffffff,20.0,0.0,0.0
841f9e7ffffffff,27.0,2.0,0.0
841f9e9ffffffff,3.0,0.0,0.0
841f9ebffffffff,6.0,0.0,0.0
841f9edffffffff,12.0,7.0,0.0
841fa01ffffffff,4.0,0.0,0.0
841fa03ffffffff,2.0,2.0,0.0
841fa05ffffffff,4.0,0.0,0.0
841fa09ffffffff,42.0,3.0,0.0
841fa0bffffffff,48.0,0.0,0.0
841fa0dffffffff,2.0,2.0,0.0
841fa11ffffffff,154.0,0.0,0.0
841fa13ffffffff,2.0,0.0,0.0
841fa15ffffffff,16.0,0.0,0.0
841fa17ffffffff,17.0,0.0,0.0
841fa19ffffffff,19.0,0.0,0.0
841fa1dffffffff,15.0,0.0,0.0
841fa21ffffffff,2.0,0.0,0.0
841fa27ffffffff,4.0,0.0,0.0
841fa29ffffffff,10.0,2.0,0.0
841fa2bffffffff,6.0,0.0,0.0
841fa31ffffffff,15.0,0.0,0.0
841fa33ffffffff,6.0,0.0,0.0
841fa35ffffffff,36.0,0.0,0.0
841fa37ffffffff,1.0,0.0,0.0
841fa39ffffffff,2.0,0.0,0.0
841fa3bffffffff,46.0,0.0,0.0
841fa41ffffffff,34.0,7.0,0.0
841fa43ffffffff,3.0,0.0,0.0
841fa45ffffffff,14.0,3.0,0.0
841fa47ffffffff,30.0,2.0,0.0
841fa49ffffffff,9.0,2.0,0.0
841fa4bffffffff,47.0,0.0,0.0
841fa4dffffffff,105.0,14.0,0.0
841fa51ffffffff,17.0,0.0,0.0
841fa53ffffffff,53.0,2.0,0.0
841fa55ffffffff,33.0,2.0,0.0
841fa57ffffffff,13.0,3.0,0.0
841fa59ffffffff,89.0,0.0,0.0
841fa5bffffffff,20.0,0.0,0.0
841fa5dffffffff,54.0,0.0,0.0
841fa61ffffffff,1.0,1.0,0.0
841fa63ffffffff,12.0,2.0,0.0
841fa67ffffffff,2.0,0.0,0.0
841fa69ffffffff,4.0,2.0,0.0
841fa6dffffffff,15.0,0.0,0.0
841fa81ffffffff,31.0,0.0,0.0
841fa83ffffffff,166.0,8.0,0.0
841fa85ffffffff,29.0,0.0,0.0
841fa87ffffffff,15.0,0.0,0.0
841fa89ffffffff,8.0,0.0,0.0
841fa8bffffffff,12.0,0.0,0.0
841fa8dffffffff,157.0,0.0,0.0
841fa93ffffffff,18.0,0.0,0.0
841fa95ffffffff,282.0,0.0,0.0
841fa97ffffffff,18.0,4.0,0.0
841fa99ffffffff,13.0,2.0,0.0
841fa9bffffffff,10.0,2.0,0.0
841fa9dffffffff,4.0,0.0,0.0
841faa1ffffffff,9.0,2.0,0.0
841faa3ffffffff,1.0,0.0,0.0
841faa5ffffffff,53.0,0.0,0.0
841faa7ffffffff,254.0,6.0,0.0
841faa9ffffffff,22.0,2.0,0.0
841faabffffffff,4.0,0.0,0.0
841faadffffffff,148.0,4.0,0.0
841fab1ffffffff,44.0,0.0,0.0
841fab3ffffffff,10.0,0.0,0.0
841fab5ffffffff,3.0,0.0,0.0
841fab7ffffffff,9.0,0.0,0.0
841fab9ffffffff,42.0,1.0,0.0
841fabbffffffff,36.0,0.0,0.0
841fabdffffffff,6.0,0.0,0.0
841fac1ffffffff,2.0,0.0,0.0
841fac3ffffffff,3.0,0.0,0.0
841fac5ffffffff,12.0,0.0,0.0
841fac7ffffffff,231.0,0.0,0.0
841fac9ffffffff,4.0,2.0,0.0
841facbffffffff,23.0,3.0,0.0
841fad1ffffffff,5.0,3.0,0.0
841fad3ffffffff,76.0,8.0,0.0
841fad5ffffffff,11.0,0.0,0.0
841fad9ffffffff,2.0,0.0,0.0
841fadbffffffff,25.0,0.0,0.0
841faddffffffff,106.0,0.0,0.0
841fae1ffffffff,235.0,2.0,0.0
841fae3ffffffff,531.0,2.0,0.0
841fae5ffffffff,30.0,0.0,0.0
841fae7ffffffff,143.0,1.0,0.0
841fae9ffffffff,2.0,0.0,0.0
841faebffffffff,251.0,3.0,0.0
841faedffffffff,41.0,0.0,0.0
841fb01ffffffff,29.0,6.0,0.0
841fb03ffffffff,4.0,0.0,0.0
841fb05ffffffff,7.0,0.0,0.0
841fb09ffffffff,39.0,0.0,0.0
