cell_id,Pinarochroa sordida,Pinarochroa sordida sordida,Pinarochroa sordida ernesti,Pinarochroa sordida olimotiensis,Pinarochroa sordida hypospodia
835280fffffffff,2.0,2.0,0.0,0.0,0.0
837a45fffffffff,15.0,0.0,13.0,0.0,0.0
837a48fffffffff,6.0,0.0,0.0,0.0,0.0
837accfffffffff,6.0,1.0,0.0,0.0,0.0
