cell_id,Antigone canadensis,Antigone canadensis canadensis,Antigone canadensis tabida/rowani,Antigone canadensis pulla,Antigone canadensis pratensis,Antigone canadensis nesiotes
820247fffffffff,78.0,0.0,0.0,0.0,0.0,0.0
82024ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
82025ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82028ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8202c7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8202cffffffffff,247.0,0.0,0.0,0.0,0.0,0.0
8202d7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8202dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82041ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
820c07fffffffff,112.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,2601.0,0.0,0.0,0.0,0.0,0.0
820c1ffffffffff,89.0,0.0,0.0,0.0,0.0,0.0
820c27fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
820c2ffffffffff,54.0,0.0,0.0,0.0,0.0,0.0
820c37fffffffff,343.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,157.0,0.0,0.0,0.0,0.0,0.0
820c57fffffffff,2039.0,33.0,0.0,0.0,0.0,0.0
820c67fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,3309.0,168.0,0.0,0.0,0.0,0.0
820c87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820ca7fffffffff,655.0,0.0,0.0,0.0,0.0,0.0
820caffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
820cc7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,61.0,0.0,0.0,0.0,0.0,0.0
820cf7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
