cell_id,Pinicola enucleator,Pinicola enucleator [enucleator Group],Pinicola enucleator flammula,Pinicola enucleator carlottae,Pinicola enucleator montana,Pinicola enucleator californica,Pinicola enucleator leucura
8412d8bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dbbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412e17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8413829ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841382dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841383dffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8413861ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8413867ffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
8413919ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841391dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84139e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8413b35ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8416507ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa07ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa23ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa35ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa3dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa4dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841aa69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841b98bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b98dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b993ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841b9ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841f231ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
8426019ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8426041ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84260a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84260e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84262c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84262cdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8426641ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842680dffffffff,3.0,0.0,0.0,0.0,2.0,0.0,0.0
8426811ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8426813ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
8426817ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8426819ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842681bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842681dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426847ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426857ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842685dffffffff,2.0,0.0,0.0,0.0,1.0,0.0,0.0
8426881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84268e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84268ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84268edffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8426905ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426907ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426909ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842690dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8426943ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426945ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426947ffffffff,5.0,0.0,0.0,0.0,1.0,0.0,0.0
842695bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842696bffffffff,214.0,0.0,0.0,0.0,6.0,0.0,0.0
8426983ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84269c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84269ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa5ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
8426b25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d51ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ee7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f0dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
842702bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427093ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427097ffffffff,106.0,0.0,0.0,0.0,0.0,0.0,106.0
84270bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8427183ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427189ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842719dffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8427401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427411ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8427419ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842741bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842741dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8427431ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8427435ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8427437ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427439ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842743dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8427441ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427453ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842745bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8427467ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8427469ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
842746dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84274d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84274dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842751bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427521ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427541ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8427569ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,1.0
84275b9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8427605ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842760dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427631ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8427633ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
8427637ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
842763bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427661ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842766dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427685ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8427687ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8427691ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8427693ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8427699ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84276a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84276a5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84276a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84276a9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84276adffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
84276b1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84276b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84276bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84276bdffffffff,16.0,0.0,0.0,0.0,0.0,0.0,2.0
84276d1ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
84276d3ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84276d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84276d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84276e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84276e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84276edffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8427701ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427711ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842771dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427721ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842773bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427741ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427763ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427801ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84278b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427911ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427917ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84279a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8427a03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427a57ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8427a95ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8427aa9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8427abdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427ad3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8427b29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8427b2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428141ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842814dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8428155ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84281a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84281c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84281e7ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
84281e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84281edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428801ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428809ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428813ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8428817ffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0
8428839ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428843ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8428847ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
842886dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428881ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428885ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842888bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8428895ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842889dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84288a1ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
84288a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84288adffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84288b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84288c5ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
84288cdffffffff,14.0,0.0,0.0,0.0,3.0,0.0,0.0
84288d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842890dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428921ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428923ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428929ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428945ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428967ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
8428981ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428985ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428989ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
842898dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8428991ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428995ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842899bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84289d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84289dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84289e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428a37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428a91ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8428a93ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8428a99ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428a9bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428aa7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428aa9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b65ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8428b6dffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
8428c23ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8428c25ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8428c35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d0dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d15ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d1bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d1dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d23ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d2bffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d31ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d35ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d39ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d3dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d41ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d49ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d53ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d55ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d5bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d89ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428d9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428dc1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428dc3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428dc7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8428dc9ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
8428de1ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8428dedffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f05ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f29ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f37ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f3dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f5dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8428f63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8429891ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8429899ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
842989bffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
84298c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84298cbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84298d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84298ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8429923ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842992bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84299bdffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84299ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8429aa1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8429aa9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8429aabffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8429abdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8429b25ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842a141ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
842a14bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a14dffffffff,28.0,0.0,0.0,0.0,0.0,0.0,3.0
842a161ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842a301ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
842a305ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a307ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
842a30dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
842a311ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a317ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842a321ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,13.0
842a323ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
842a327ffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0
842a32bffffffff,117.0,0.0,0.0,0.0,0.0,0.0,0.0
842a32dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,11.0
842a331ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842a335ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842a339ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842a33dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
842a341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a347ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842a361ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a363ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,3.0
842a365ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,1.0
842a367ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842a94dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa4bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,1.0
842aaa7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab49ffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab4bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab61ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab69ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab6dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842b0a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b0a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842b0a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b103ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842b121ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b125ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842b12dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
