cell_id,Pyrrhura picta,Pyrrhura picta eisenmanni,Pyrrhura picta subandina,Pyrrhura picta caeruleiceps,Pyrrhura picta emma,Pyrrhura picta picta
835f01fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
835f02fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
835f03fffffffff,125.0,0.0,0.0,0.0,0.0,7.0
835f06fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f0dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
835f10fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
835f11fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
835f12fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
835f13fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
835f14fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
835f15fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
835f16fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
835f1cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f28fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
835f29fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
835f2bfffffffff,842.0,0.0,0.0,0.0,0.0,0.0
835f2cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f33fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f36fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f40fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
835f42fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
835f44fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f45fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
835f46fffffffff,3.0,0.0,0.0,0.0,0.0,2.0
835f48fffffffff,8.0,0.0,0.0,0.0,2.0,0.0
835f4afffffffff,65.0,0.0,0.0,0.0,9.0,0.0
835f4bfffffffff,42.0,0.0,0.0,0.0,11.0,0.0
835f54fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
835f59fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
835f68fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
835f71fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
835f75fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
836621fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836663fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83666bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83666efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8366a3fffffffff,20.0,15.0,0.0,0.0,0.0,0.0
836741fffffffff,462.0,0.0,0.0,0.0,168.0,0.0
836742fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
836743fffffffff,159.0,0.0,0.0,0.0,33.0,0.0
83674cfffffffff,28.0,0.0,0.0,0.0,2.0,0.0
83674efffffffff,28.0,0.0,0.0,0.0,9.0,0.0
836751fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83675cfffffffff,120.0,0.0,0.0,0.0,14.0,0.0
83804dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838069fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83806afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83806bfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
838a9dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838ad8fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838adbfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
838adcfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838af2fffffffff,83.0,0.0,0.0,0.0,0.0,11.0
838af6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
