cell_id,Sheppardia gunningi,Sheppardia gunningi sokokensis,Sheppardia gunningi alticola,Sheppardia gunningi bensoni,Sheppardia gunningi gunningi
837b4afffffffff,1.0,0.0,0.0,0.0,0.0
837b59fffffffff,152.0,0.0,0.0,0.0,0.0
839710fffffffff,37.0,0.0,0.0,0.0,0.0
839711fffffffff,24.0,0.0,0.0,0.0,0.0
839713fffffffff,3.0,0.0,0.0,0.0,0.0
83978bfffffffff,13.0,0.0,0.0,0.0,0.0
839790fffffffff,2.0,0.0,0.0,0.0,0.0
839793fffffffff,12.0,0.0,0.0,0.0,0.0
8397a5fffffffff,1.0,0.0,0.0,0.0,0.0
