cell_id,Amandava amandava,Amandava amandava amandava/punicea,Amandava amandava flavidiventris
833900fffffffff,453.0,0.0,0.0
833901fffffffff,57.0,0.0,0.0
833902fffffffff,204.0,0.0,0.0
833903fffffffff,392.0,0.0,0.0
833905fffffffff,57.0,0.0,0.0
833906fffffffff,11.0,0.0,0.0
83390cfffffffff,318.0,0.0,0.0
833915fffffffff,24.0,0.0,0.0
833918fffffffff,2.0,0.0,0.0
833919fffffffff,74.0,0.0,0.0
83391afffffffff,6.0,0.0,0.0
83391cfffffffff,55.0,0.0,0.0
83391efffffffff,3.0,0.0,0.0
833933fffffffff,20.0,0.0,0.0
833c02fffffffff,158.0,0.0,0.0
833c15fffffffff,23.0,0.0,0.0
833c16fffffffff,2.0,0.0,0.0
833c1bfffffffff,43.0,0.0,0.0
833c1efffffffff,2.0,0.0,0.0
833c30fffffffff,1.0,0.0,0.0
833c33fffffffff,34.0,0.0,0.0
833c36fffffffff,33.0,0.0,0.0
833c80fffffffff,96.0,0.0,0.0
833c82fffffffff,1.0,0.0,0.0
833c83fffffffff,3.0,0.0,0.0
833c84fffffffff,8.0,0.0,0.0
833c85fffffffff,2.0,0.0,0.0
833c8cfffffffff,1.0,0.0,0.0
833c8dfffffffff,27.0,0.0,0.0
833c8efffffffff,91.0,0.0,0.0
833c90fffffffff,9.0,0.0,0.0
833c91fffffffff,3.0,0.0,0.0
833c92fffffffff,13.0,0.0,0.0
833c93fffffffff,11.0,0.0,0.0
833c94fffffffff,28.0,0.0,0.0
833c95fffffffff,47.0,0.0,0.0
833c96fffffffff,3.0,0.0,0.0
833c9cfffffffff,8.0,0.0,0.0
833c9efffffffff,16.0,0.0,0.0
833ca2fffffffff,56.0,0.0,0.0
833ca4fffffffff,1.0,0.0,0.0
833ca8fffffffff,49.0,0.0,0.0
833ca9fffffffff,95.0,0.0,0.0
833cabfffffffff,5.0,0.0,0.0
833cacfffffffff,2.0,0.0,0.0
833cb0fffffffff,66.0,0.0,0.0
833cb1fffffffff,1335.0,0.0,0.0
833cb2fffffffff,2.0,0.0,0.0
833cb3fffffffff,57.0,0.0,0.0
833cb4fffffffff,37.0,0.0,0.0
833cb5fffffffff,79.0,0.0,0.0
833cb6fffffffff,98.0,0.0,0.0
833cc4fffffffff,14.0,0.0,0.0
833cc8fffffffff,2.0,0.0,0.0
833ccbfffffffff,6.0,0.0,0.0
833cd9fffffffff,32.0,0.0,0.0
833cdbfffffffff,2.0,0.0,0.0
833ce1fffffffff,12.0,0.0,0.0
833cecfffffffff,10.0,0.0,0.0
833cf1fffffffff,35.0,0.0,0.0
833cf2fffffffff,667.0,2.0,0.0
833cf4fffffffff,45.0,0.0,0.0
833cf6fffffffff,155.0,0.0,0.0
833d10fffffffff,196.0,0.0,0.0
833d12fffffffff,22.0,0.0,0.0
833d13fffffffff,305.0,0.0,0.0
833d14fffffffff,74.0,0.0,0.0
833d16fffffffff,2.0,0.0,0.0
833d30fffffffff,2.0,0.0,0.0
833d32fffffffff,6.0,0.0,0.0
833d36fffffffff,124.0,0.0,0.0
833d80fffffffff,4.0,0.0,0.0
833d84fffffffff,9.0,0.0,0.0
833d85fffffffff,141.0,0.0,0.0
833d86fffffffff,10.0,0.0,0.0
833d89fffffffff,11.0,0.0,0.0
833d8bfffffffff,11.0,0.0,0.0
833d8cfffffffff,31.0,0.0,0.0
833d8dfffffffff,122.0,0.0,0.0
833d91fffffffff,48.0,0.0,0.0
833d92fffffffff,37.0,0.0,0.0
833d93fffffffff,17.0,0.0,0.0
833d96fffffffff,77.0,0.0,0.0
833d98fffffffff,45.0,0.0,0.0
833d99fffffffff,3.0,0.0,0.0
833d9afffffffff,14.0,0.0,0.0
833d9bfffffffff,90.0,0.0,0.0
833d9cfffffffff,2.0,0.0,0.0
833d9dfffffffff,37.0,0.0,0.0
833d9efffffffff,36.0,0.0,0.0
833da0fffffffff,6.0,0.0,0.0
833da1fffffffff,1967.0,0.0,0.0
833da2fffffffff,6.0,0.0,0.0
833da3fffffffff,472.0,0.0,0.0
833da5fffffffff,29.0,0.0,0.0
833da8fffffffff,17.0,0.0,0.0
833da9fffffffff,39.0,0.0,0.0
833daafffffffff,21.0,0.0,0.0
833dacfffffffff,359.0,0.0,0.0
833dadfffffffff,105.0,0.0,0.0
833daefffffffff,26.0,0.0,0.0
833db2fffffffff,88.0,0.0,0.0
833db3fffffffff,15.0,0.0,0.0
833db4fffffffff,2.0,0.0,0.0
833db5fffffffff,2.0,0.0,0.0
833db6fffffffff,18.0,0.0,0.0
