cell_id,Apus affinis,Apus affinis [affinis Group],Apus affinis bannermani,Apus affinis singalensis
832084fffffffff,2.0,0.0,0.0,0.0
83209afffffffff,23.0,0.0,0.0,0.0
83209efffffffff,99.0,0.0,0.0,0.0
8320b1fffffffff,2.0,0.0,0.0,0.0
832c12fffffffff,1.0,0.0,0.0,0.0
832c32fffffffff,2.0,0.0,0.0,0.0
832d12fffffffff,7.0,0.0,0.0,0.0
832da1fffffffff,118.0,0.0,0.0,0.0
832da5fffffffff,12.0,0.0,0.0,0.0
832da8fffffffff,83.0,0.0,0.0,0.0
832da9fffffffff,8.0,0.0,0.0,0.0
832dacfffffffff,21.0,0.0,0.0,0.0
832daefffffffff,18.0,0.0,0.0,0.0
832db0fffffffff,104.0,0.0,0.0,0.0
832db1fffffffff,299.0,15.0,0.0,0.0
832db2fffffffff,17.0,0.0,0.0,0.0
832db3fffffffff,3.0,0.0,0.0,0.0
833814fffffffff,3.0,0.0,0.0,0.0
833816fffffffff,1.0,0.0,0.0,0.0
833832fffffffff,3.0,0.0,0.0,0.0
833840fffffffff,1.0,0.0,0.0,0.0
833842fffffffff,2.0,0.0,0.0,0.0
83385dfffffffff,1.0,0.0,0.0,0.0
833868fffffffff,7.0,0.0,0.0,0.0
83386afffffffff,4.0,0.0,0.0,0.0
83386efffffffff,1.0,0.0,0.0,0.0
83391afffffffff,40.0,0.0,0.0,0.0
83391efffffffff,598.0,0.0,0.0,0.0
833980fffffffff,1.0,0.0,0.0,0.0
833981fffffffff,215.0,0.0,0.0,0.0
833982fffffffff,57.0,0.0,0.0,0.0
833983fffffffff,97.0,0.0,0.0,0.0
833985fffffffff,4.0,0.0,0.0,0.0
833988fffffffff,7.0,0.0,0.0,0.0
833989fffffffff,28.0,0.0,0.0,0.0
83398afffffffff,5.0,0.0,0.0,0.0
83398cfffffffff,2.0,0.0,0.0,0.0
83398efffffffff,78.0,0.0,0.0,0.0
833991fffffffff,64.0,0.0,0.0,0.0
833993fffffffff,2.0,0.0,0.0,0.0
83399cfffffffff,8.0,0.0,0.0,0.0
83399dfffffffff,8.0,0.0,0.0,0.0
8339a8fffffffff,2.0,0.0,0.0,0.0
8339a9fffffffff,35.0,0.0,0.0,0.0
8339aafffffffff,18.0,0.0,0.0,0.0
8339abfffffffff,4.0,0.0,0.0,0.0
833c11fffffffff,2.0,0.0,0.0,0.0
833c13fffffffff,18.0,0.0,0.0,0.0
833c16fffffffff,137.0,0.0,0.0,0.0
833c1afffffffff,6.0,0.0,0.0,0.0
833c1bfffffffff,19.0,0.0,0.0,0.0
833c32fffffffff,1.0,0.0,0.0,0.0
833c36fffffffff,2.0,0.0,0.0,0.0
833c80fffffffff,75.0,0.0,0.0,0.0
833c82fffffffff,1.0,0.0,0.0,0.0
833c83fffffffff,26.0,0.0,0.0,0.0
833c84fffffffff,3.0,0.0,0.0,0.0
833c85fffffffff,3.0,0.0,0.0,0.0
833c86fffffffff,1.0,0.0,0.0,0.0
833c88fffffffff,17.0,0.0,0.0,0.0
833c89fffffffff,85.0,0.0,0.0,0.0
833c8afffffffff,2.0,0.0,0.0,0.0
833c8cfffffffff,100.0,0.0,0.0,0.0
833c8dfffffffff,105.0,0.0,0.0,0.0
833c8efffffffff,180.0,0.0,0.0,0.0
833c90fffffffff,64.0,0.0,0.0,0.0
833c91fffffffff,18.0,0.0,0.0,0.0
833c92fffffffff,137.0,0.0,0.0,0.0
833c93fffffffff,105.0,0.0,0.0,0.0
833c94fffffffff,205.0,0.0,0.0,0.0
833c95fffffffff,35.0,0.0,0.0,0.0
833c96fffffffff,22.0,0.0,0.0,0.0
833c9cfffffffff,2.0,0.0,0.0,0.0
833c9dfffffffff,41.0,0.0,0.0,0.0
833c9efffffffff,8.0,0.0,0.0,0.0
833ca0fffffffff,7.0,0.0,0.0,0.0
833ca2fffffffff,112.0,0.0,0.0,0.0
833ca4fffffffff,21.0,0.0,0.0,0.0
833ca5fffffffff,4.0,0.0,0.0,0.0
833ca6fffffffff,4.0,0.0,0.0,0.0
833ca8fffffffff,33.0,0.0,0.0,0.0
833ca9fffffffff,38.0,0.0,0.0,0.0
833caafffffffff,2.0,0.0,0.0,0.0
833cabfffffffff,31.0,0.0,0.0,0.0
833cacfffffffff,2.0,0.0,0.0,0.0
833cadfffffffff,8.0,0.0,0.0,0.0
833caefffffffff,6.0,0.0,0.0,0.0
833cb0fffffffff,61.0,0.0,0.0,0.0
833cb1fffffffff,1355.0,0.0,0.0,0.0
833cb2fffffffff,6.0,0.0,0.0,0.0
833cb3fffffffff,141.0,0.0,0.0,0.0
833cb4fffffffff,201.0,0.0,0.0,0.0
833cb5fffffffff,303.0,0.0,0.0,0.0
833cb6fffffffff,138.0,0.0,0.0,0.0
833cf0fffffffff,14.0,0.0,0.0,0.0
833cf2fffffffff,2304.0,0.0,0.0,37.0
833cf4fffffffff,40.0,0.0,0.0,0.0
833cf6fffffffff,91.0,0.0,0.0,0.0
833d10fffffffff,926.0,0.0,0.0,0.0
833d11fffffffff,9.0,0.0,0.0,0.0
833d12fffffffff,1.0,0.0,0.0,0.0
833d13fffffffff,1259.0,0.0,0.0,0.0
833d14fffffffff,39.0,0.0,0.0,0.0
833d15fffffffff,5.0,0.0,0.0,0.0
833d16fffffffff,4.0,0.0,0.0,0.0
833d1afffffffff,14.0,0.0,0.0,0.0
833d1efffffffff,31.0,0.0,0.0,0.0
833d32fffffffff,14.0,0.0,0.0,0.0
833d33fffffffff,58.0,0.0,0.0,0.0
833d80fffffffff,14.0,0.0,0.0,0.0
833d81fffffffff,2.0,0.0,0.0,0.0
833d82fffffffff,4.0,0.0,0.0,0.0
833d83fffffffff,23.0,0.0,0.0,0.0
833d84fffffffff,191.0,0.0,0.0,0.0
833d85fffffffff,376.0,0.0,0.0,0.0
833d86fffffffff,17.0,0.0,0.0,0.0
833d88fffffffff,9.0,0.0,0.0,0.0
833d8afffffffff,18.0,0.0,0.0,0.0
833d8bfffffffff,82.0,0.0,0.0,0.0
833d8cfffffffff,4.0,0.0,0.0,0.0
833d8dfffffffff,100.0,0.0,0.0,0.0
833d90fffffffff,16.0,0.0,0.0,0.0
833d91fffffffff,124.0,0.0,0.0,0.0
833d92fffffffff,174.0,0.0,0.0,0.0
833d93fffffffff,73.0,0.0,0.0,0.0
833d94fffffffff,2.0,0.0,0.0,0.0
833d95fffffffff,3.0,0.0,0.0,0.0
833d96fffffffff,543.0,0.0,0.0,0.0
833d98fffffffff,159.0,0.0,0.0,0.0
833d99fffffffff,61.0,0.0,0.0,0.0
833d9afffffffff,48.0,0.0,0.0,0.0
833d9bfffffffff,428.0,0.0,0.0,0.0
833d9cfffffffff,8.0,0.0,0.0,0.0
833d9dfffffffff,181.0,0.0,0.0,0.0
