cell_id,Anthus correndera,Anthus correndera [correndera Group],Anthus correndera grayi
83c2c4fffffffff,2.0,0.0,0.0
83c2c5fffffffff,185.0,0.0,0.0
83c2c9fffffffff,3.0,0.0,0.0
83c2ccfffffffff,2.0,0.0,0.0
83c2cdfffffffff,1.0,0.0,0.0
83c2d0fffffffff,26.0,0.0,0.0
83c2d1fffffffff,10.0,0.0,0.0
83c2d2fffffffff,12.0,0.0,0.0
83c2d3fffffffff,7.0,0.0,0.0
83c2d4fffffffff,52.0,0.0,0.0
83c2d6fffffffff,11.0,2.0,0.0
83c2d8fffffffff,6.0,0.0,0.0
83c2d9fffffffff,2.0,0.0,0.0
83c2ddfffffffff,2.0,0.0,0.0
83c2e0fffffffff,21.0,0.0,0.0
83c2e1fffffffff,27.0,0.0,0.0
83c2e2fffffffff,102.0,0.0,0.0
83c2e3fffffffff,105.0,0.0,0.0
83c2e4fffffffff,34.0,0.0,0.0
83c2e5fffffffff,14.0,0.0,0.0
83c2e6fffffffff,15.0,0.0,0.0
83c2e9fffffffff,123.0,0.0,0.0
83c2eafffffffff,93.0,0.0,0.0
83c2ebfffffffff,2.0,0.0,0.0
83c2ecfffffffff,36.0,0.0,0.0
83c2edfffffffff,2.0,0.0,0.0
83c2eefffffffff,64.0,0.0,0.0
83c2f1fffffffff,6.0,0.0,0.0
83c2f2fffffffff,117.0,0.0,0.0
83c2f3fffffffff,15.0,0.0,0.0
83c305fffffffff,11.0,0.0,0.0
83c308fffffffff,2.0,0.0,0.0
83c30dfffffffff,2.0,0.0,0.0
83c320fffffffff,11.0,0.0,0.0
83c321fffffffff,2.0,0.0,0.0
83c324fffffffff,16.0,0.0,0.0
83c329fffffffff,16.0,0.0,0.0
83c32afffffffff,22.0,0.0,0.0
83c32bfffffffff,3.0,0.0,0.0
83c32efffffffff,68.0,0.0,0.0
83c340fffffffff,16.0,0.0,0.0
83c341fffffffff,2.0,0.0,0.0
83c343fffffffff,3.0,0.0,0.0
83c346fffffffff,2.0,0.0,0.0
83c348fffffffff,16.0,0.0,0.0
83c349fffffffff,15.0,0.0,0.0
83c34afffffffff,2.0,0.0,0.0
83c34bfffffffff,64.0,0.0,0.0
83c34cfffffffff,2.0,0.0,0.0
83c34dfffffffff,4.0,0.0,0.0
83c34efffffffff,16.0,0.0,0.0
83c350fffffffff,16.0,3.0,0.0
83c352fffffffff,2.0,0.0,0.0
83c353fffffffff,6.0,0.0,0.0
83c354fffffffff,3.0,0.0,0.0
83c355fffffffff,3.0,0.0,0.0
83c356fffffffff,14.0,0.0,0.0
83c35afffffffff,6.0,0.0,0.0
83c35bfffffffff,3.0,0.0,0.0
83c35cfffffffff,2.0,0.0,0.0
83c360fffffffff,9.0,0.0,0.0
83c364fffffffff,4.0,0.0,0.0
83c366fffffffff,2.0,0.0,0.0
83c36bfffffffff,2.0,0.0,0.0
83c36cfffffffff,1.0,0.0,0.0
83c371fffffffff,3.0,0.0,0.0
83ce80fffffffff,100.0,0.0,0.0
83ce82fffffffff,6.0,0.0,0.0
83ce83fffffffff,181.0,0.0,0.0
83ce84fffffffff,19.0,0.0,0.0
83ce85fffffffff,7.0,0.0,0.0
83ce86fffffffff,11.0,0.0,0.0
83ce88fffffffff,132.0,0.0,0.0
83ce89fffffffff,2.0,0.0,0.0
83ce8afffffffff,38.0,0.0,0.0
83ce8bfffffffff,37.0,0.0,0.0
83ce8cfffffffff,231.0,0.0,0.0
83ce8efffffffff,6.0,0.0,0.0
83ce90fffffffff,1.0,0.0,0.0
83ce93fffffffff,11.0,0.0,0.0
83ce95fffffffff,15.0,0.0,0.0
83ce98fffffffff,80.0,0.0,0.0
83ce99fffffffff,13.0,0.0,0.0
83ce9bfffffffff,68.0,0.0,0.0
83ce9cfffffffff,69.0,0.0,0.0
83ce9dfffffffff,75.0,0.0,0.0
83ce9efffffffff,7.0,0.0,0.0
83cea0fffffffff,30.0,0.0,0.0
83cea1fffffffff,6.0,0.0,0.0
83cea2fffffffff,8.0,0.0,0.0
83cea3fffffffff,24.0,0.0,0.0
83cea4fffffffff,3.0,0.0,0.0
83cea8fffffffff,404.0,0.0,0.0
83ceaafffffffff,640.0,0.0,0.0
83ceacfffffffff,48.0,0.0,0.0
83ceaefffffffff,99.0,0.0,0.0
83ceb3fffffffff,2.0,0.0,0.0
83cf12fffffffff,240.0,20.0,0.0
83cf13fffffffff,9.0,7.0,0.0
83cf16fffffffff,89.0,11.0,0.0
83cf81fffffffff,4.0,0.0,0.0
83cf82fffffffff,4.0,0.0,0.0
83cf85fffffffff,20.0,0.0,0.0
83cf88fffffffff,32.0,0.0,0.0
83cf8afffffffff,18.0,0.0,0.0
83cf8bfffffffff,33.0,0.0,0.0
83cf8cfffffffff,70.0,4.0,0.0
83cf8dfffffffff,2.0,0.0,0.0
83cf8efffffffff,74.0,2.0,0.0
83cf90fffffffff,1.0,0.0,0.0
83cf91fffffffff,1.0,0.0,0.0
83cf94fffffffff,3.0,0.0,0.0
83cf98fffffffff,26.0,0.0,0.0
83cf9efffffffff,10.0,0.0,0.0
83cfa0fffffffff,129.0,0.0,0.0
83cfa1fffffffff,3.0,0.0,0.0
83cfa2fffffffff,31.0,0.0,0.0
83cfa3fffffffff,9.0,0.0,0.0
83cfa4fffffffff,1770.0,65.0,0.0
83cfa5fffffffff,63.0,8.0,0.0
83cfa8fffffffff,12.0,2.0,0.0
83cfaafffffffff,2.0,0.0,0.0
83cfabfffffffff,8.0,0.0,0.0
83cfacfffffffff,391.0,13.0,0.0
83cfaefffffffff,4.0,0.0,0.0
83cfb1fffffffff,2.0,0.0,0.0
83de62fffffffff,54.0,0.0,9.0
83de66fffffffff,13.0,0.0,7.0
83de70fffffffff,200.0,0.0,38.0
83de71fffffffff,29.0,0.0,0.0
83de74fffffffff,12.0,0.0,0.0
83de75fffffffff,18.0,0.0,2.0
83df40fffffffff,9.0,0.0,0.0
83df41fffffffff,316.0,81.0,0.0
83df45fffffffff,221.0,31.0,0.0
83df4dfffffffff,12.0,2.0,0.0
83df68fffffffff,311.0,37.0,0.0
83df69fffffffff,789.0,139.0,0.0
83df6afffffffff,248.0,18.0,0.0
83df6bfffffffff,231.0,39.0,0.0
83df6dfffffffff,70.0,8.0,0.0
83df6efffffffff,2.0,0.0,0.0
