cell_id,Anthus correndera,Anthus correndera [correndera Group],Anthus correndera grayi
838b2cfffffffff,5.0,0.0,0.0
838b61fffffffff,2.0,0.0,0.0
838b6cfffffffff,4.0,0.0,0.0
838e60fffffffff,3.0,0.0,0.0
838e64fffffffff,41.0,0.0,0.0
838e66fffffffff,36.0,0.0,0.0
838f5bfffffffff,9.0,0.0,0.0
83a901fffffffff,4.0,0.0,0.0
83a905fffffffff,276.0,0.0,0.0
83a91dfffffffff,2.0,0.0,0.0
83a921fffffffff,25.0,0.0,0.0
83a92cfffffffff,5.0,0.0,0.0
83a92efffffffff,37.0,0.0,0.0
83b200fffffffff,58.0,0.0,0.0
83b20bfffffffff,2.0,0.0,0.0
83b20dfffffffff,4.0,0.0,0.0
83b219fffffffff,709.0,0.0,0.0
83b21dfffffffff,79.0,0.0,0.0
83b226fffffffff,21.0,0.0,0.0
83b228fffffffff,4.0,0.0,0.0
83b22afffffffff,1.0,0.0,0.0
83b22bfffffffff,1.0,0.0,0.0
83b241fffffffff,126.0,0.0,0.0
83b244fffffffff,1.0,0.0,0.0
83b245fffffffff,30.0,0.0,0.0
83b24afffffffff,7.0,0.0,0.0
83b24bfffffffff,2.0,0.0,0.0
83b24cfffffffff,44.0,0.0,0.0
83b24dfffffffff,12.0,0.0,0.0
83b24efffffffff,5.0,0.0,0.0
83b258fffffffff,24.0,0.0,0.0
83b259fffffffff,31.0,0.0,0.0
83b25bfffffffff,26.0,0.0,0.0
83b25cfffffffff,9.0,0.0,0.0
83b25dfffffffff,16.0,0.0,0.0
83b266fffffffff,1.0,0.0,0.0
83b268fffffffff,23.0,0.0,0.0
83b269fffffffff,6.0,0.0,0.0
83b26afffffffff,29.0,0.0,0.0
83b26dfffffffff,6.0,0.0,0.0
83b26efffffffff,4.0,0.0,0.0
83b275fffffffff,22.0,0.0,0.0
83b2c0fffffffff,1199.0,0.0,0.0
83b2c1fffffffff,34.0,0.0,0.0
83b2c2fffffffff,137.0,0.0,0.0
83b2c3fffffffff,170.0,0.0,0.0
83b2c4fffffffff,810.0,0.0,0.0
83b2c5fffffffff,1885.0,72.0,0.0
83b2c8fffffffff,23.0,0.0,0.0
83b2cafffffffff,9.0,0.0,0.0
83b2ccfffffffff,2.0,0.0,0.0
83b2cdfffffffff,1.0,0.0,0.0
83b2cefffffffff,9.0,0.0,0.0
83b2d8fffffffff,289.0,0.0,0.0
83b2d9fffffffff,3.0,0.0,0.0
83b2dafffffffff,138.0,0.0,0.0
83b2dbfffffffff,6.0,0.0,0.0
83b2dcfffffffff,206.0,0.0,0.0
83b2ddfffffffff,12.0,0.0,0.0
83b2e1fffffffff,3.0,0.0,0.0
83b2e2fffffffff,440.0,0.0,0.0
83b2e3fffffffff,9.0,0.0,0.0
83b2e6fffffffff,66.0,0.0,0.0
83b2e8fffffffff,32.0,0.0,0.0
83b2e9fffffffff,2.0,0.0,0.0
83b2eafffffffff,3.0,0.0,0.0
83b2ecfffffffff,26.0,0.0,0.0
83b2eefffffffff,18.0,0.0,0.0
83b305fffffffff,3.0,0.0,0.0
83b308fffffffff,3.0,0.0,0.0
83b309fffffffff,2.0,0.0,0.0
83b30bfffffffff,40.0,0.0,0.0
83b30cfffffffff,1.0,0.0,0.0
83b30dfffffffff,1.0,0.0,0.0
83b320fffffffff,14.0,0.0,0.0
83b321fffffffff,5.0,0.0,0.0
83b324fffffffff,1.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0
83b326fffffffff,10.0,0.0,0.0
83b32cfffffffff,9.0,0.0,0.0
83b334fffffffff,3.0,0.0,0.0
83b335fffffffff,1.0,0.0,0.0
83b346fffffffff,4.0,0.0,0.0
83b351fffffffff,7.0,0.0,0.0
83b353fffffffff,4.0,0.0,0.0
83b355fffffffff,4.0,0.0,0.0
83b356fffffffff,5.0,0.0,0.0
83b35cfffffffff,1.0,0.0,0.0
83b35efffffffff,11.0,0.0,0.0
83b370fffffffff,1.0,0.0,0.0
83c203fffffffff,14.0,0.0,0.0
83c205fffffffff,54.0,0.0,0.0
83c218fffffffff,32.0,0.0,0.0
83c219fffffffff,46.0,0.0,0.0
83c21bfffffffff,437.0,0.0,0.0
83c21dfffffffff,172.0,0.0,0.0
83c221fffffffff,5.0,0.0,0.0
83c228fffffffff,4.0,0.0,0.0
83c229fffffffff,2.0,0.0,0.0
83c22afffffffff,30.0,0.0,0.0
83c22cfffffffff,5.0,0.0,0.0
83c22efffffffff,52.0,0.0,0.0
83c289fffffffff,1.0,0.0,0.0
83c2c1fffffffff,9.0,0.0,0.0
