cell_id,Cnemotriccus fuscatus,Cnemotriccus fuscatus duidae,Cnemotriccus fuscatus [fuscatus Group]
825f5ffffffffff,9.0,0.0,2.0
82665ffffffffff,5.0,5.0,0.0
8266cffffffffff,1.0,1.0,0.0
826757fffffffff,1.0,0.0,0.0
82675ffffffffff,1.0,0.0,0.0
828a07fffffffff,7.0,7.0,0.0
828a6ffffffffff,7.0,2.0,5.0
828adffffffffff,11.0,0.0,0.0
828b67fffffffff,2.0,0.0,0.0
828b6ffffffffff,8.0,8.0,0.0
828f47fffffffff,2.0,0.0,0.0
828f67fffffffff,2.0,2.0,0.0
82a947fffffffff,1.0,0.0,1.0
82a94ffffffffff,3.0,0.0,0.0
82a957fffffffff,1.0,0.0,0.0
82a967fffffffff,52.0,0.0,0.0
82a96ffffffffff,2.0,0.0,0.0
82a977fffffffff,4.0,0.0,0.0
82b347fffffffff,2.0,0.0,0.0
82b34ffffffffff,12.0,0.0,0.0
82b35ffffffffff,7.0,0.0,3.0
82c2cffffffffff,6.0,0.0,0.0
82c2dffffffffff,18.0,0.0,0.0
