cell_id,Fregetta tropica,Fregetta tropica tropica,Fregetta tropica melanoleuca
84346dbffffffff,3.0,0.0,0.0
8439945ffffffff,1.0,0.0,0.0
849ef37ffffffff,1.0,0.0,0.0
849f543ffffffff,2.0,0.0,0.0
84ad34dffffffff,2.0,0.0,0.0
84bb207ffffffff,1.0,0.0,0.0
84bb537ffffffff,2.0,0.0,0.0
84bc1b1ffffffff,3.0,0.0,0.0
84bc1b7ffffffff,2.0,0.0,0.0
84bc693ffffffff,6.0,0.0,0.0
84bc6d7ffffffff,1.0,0.0,0.0
84bcf61ffffffff,3.0,0.0,0.0
84bd051ffffffff,3.0,0.0,0.0
84bd057ffffffff,3.0,0.0,0.0
84bd059ffffffff,4.0,0.0,0.0
84bd20bffffffff,5.0,0.0,0.0
84bd231ffffffff,3.0,0.0,0.0
84bd233ffffffff,5.0,0.0,0.0
84bd239ffffffff,3.0,0.0,0.0
84bd24bffffffff,2.0,0.0,0.0
84bd2e5ffffffff,3.0,0.0,0.0
84bd625ffffffff,4.0,0.0,0.0
84bd627ffffffff,5.0,0.0,0.0
84bd62dffffffff,12.0,0.0,0.0
84bd665ffffffff,2.0,0.0,0.0
84bd759ffffffff,2.0,0.0,0.0
84bd75bffffffff,12.0,0.0,0.0
84be1d1ffffffff,1.0,0.0,0.0
84be889ffffffff,1.0,0.0,0.0
84be8c7ffffffff,23.0,0.0,0.0
84bea9dffffffff,2.0,0.0,0.0
84beaa1ffffffff,2.0,0.0,0.0
84beaa5ffffffff,3.0,0.0,0.0
84beab1ffffffff,2.0,0.0,0.0
84beab7ffffffff,22.0,0.0,0.0
84beae3ffffffff,13.0,0.0,0.0
84beae7ffffffff,3.0,0.0,0.0
84bf4c9ffffffff,6.0,0.0,0.0
84c01e1ffffffff,2.0,0.0,0.0
84c01ebffffffff,1.0,0.0,1.0
84c0d4dffffffff,1.0,0.0,1.0
84c0e2dffffffff,2.0,0.0,0.0
84c0f53ffffffff,1.0,0.0,1.0
84c2f1dffffffff,2.0,0.0,0.0
84c9845ffffffff,17.0,0.0,0.0
84c9b0bffffffff,9.0,0.0,0.0
84ce35dffffffff,1.0,0.0,0.0
84d1657ffffffff,2.0,0.0,0.0
84d1689ffffffff,2.0,0.0,0.0
84d1699ffffffff,3.0,0.0,0.0
84d169bffffffff,3.0,0.0,0.0
84d16ebffffffff,3.0,0.0,0.0
84d469bffffffff,2.0,0.0,0.0
84d68b5ffffffff,2.0,0.0,0.0
84d68bdffffffff,3.0,0.0,0.0
84d6a83ffffffff,19.0,0.0,0.0
84d6a8bffffffff,20.0,0.0,0.0
84d6a95ffffffff,23.0,0.0,0.0
84d6a97ffffffff,21.0,0.0,0.0
84d6a9dffffffff,10.0,0.0,0.0
84d6d85ffffffff,3.0,0.0,0.0
84d6d8dffffffff,6.0,0.0,0.0
84d6d97ffffffff,3.0,0.0,0.0
84d6db1ffffffff,2.0,0.0,0.0
84d6db9ffffffff,1.0,0.0,0.0
84d6dc5ffffffff,8.0,0.0,0.0
84d6de9ffffffff,4.0,0.0,0.0
84d6debffffffff,13.0,0.0,0.0
84d6f29ffffffff,3.0,0.0,0.0
84d6f61ffffffff,17.0,0.0,0.0
84d6f67ffffffff,3.0,0.0,0.0
84d6f6dffffffff,11.0,0.0,0.0
84d90e5ffffffff,1.0,0.0,0.0
84da005ffffffff,3.0,0.0,0.0
84da009ffffffff,2.0,0.0,0.0
84da00bffffffff,7.0,0.0,0.0
84da00dffffffff,1.0,0.0,0.0
84da011ffffffff,9.0,0.0,0.0
84da013ffffffff,3.0,0.0,0.0
84da01dffffffff,15.0,0.0,0.0
84da027ffffffff,1.0,0.0,0.0
84da029ffffffff,10.0,0.0,0.0
84da02dffffffff,1.0,0.0,0.0
84da061ffffffff,3.0,0.0,0.0
84da063ffffffff,8.0,0.0,0.0
84da087ffffffff,1.0,0.0,0.0
84da097ffffffff,6.0,0.0,0.0
84da0a1ffffffff,3.0,0.0,0.0
84da0a9ffffffff,2.0,0.0,0.0
84da0abffffffff,2.0,0.0,0.0
84da0adffffffff,3.0,0.0,0.0
84da0b9ffffffff,8.0,0.0,0.0
84da0c1ffffffff,9.0,0.0,0.0
84da0c5ffffffff,4.0,0.0,0.0
84da0cbffffffff,1.0,0.0,0.0
84da0cdffffffff,4.0,0.0,0.0
84da111ffffffff,1.0,0.0,0.0
84da131ffffffff,1.0,0.0,0.0
84da133ffffffff,9.0,0.0,0.0
84da137ffffffff,16.0,0.0,0.0
84da13bffffffff,10.0,0.0,0.0
84da185ffffffff,11.0,0.0,0.0
84da189ffffffff,3.0,0.0,0.0
84da18dffffffff,3.0,0.0,0.0
84da1a1ffffffff,14.0,0.0,0.0
84da1a5ffffffff,16.0,0.0,0.0
84da1a7ffffffff,10.0,0.0,0.0
84da1a9ffffffff,15.0,0.0,0.0
84da1abffffffff,1.0,0.0,0.0
84da1c3ffffffff,8.0,0.0,0.0
84da1c7ffffffff,10.0,0.0,0.0
84da1cbffffffff,9.0,0.0,0.0
84da1d3ffffffff,2.0,0.0,0.0
84da1e3ffffffff,1.0,0.0,0.0
84da1e7ffffffff,1.0,0.0,0.0
84da321ffffffff,5.0,0.0,0.0
84da32dffffffff,7.0,0.0,0.0
84da841ffffffff,57.0,0.0,0.0
84da845ffffffff,3.0,0.0,0.0
84da849ffffffff,8.0,0.0,0.0
84da84bffffffff,1.0,0.0,0.0
84daa21ffffffff,2.0,0.0,0.0
84daa27ffffffff,1.0,0.0,0.0
84daa43ffffffff,1.0,0.0,0.0
84daa4bffffffff,2.0,0.0,0.0
84daa67ffffffff,1.0,0.0,0.0
84daa85ffffffff,1.0,0.0,0.0
84daa87ffffffff,2.0,0.0,0.0
84daa89ffffffff,9.0,0.0,0.0
84daa91ffffffff,5.0,0.0,0.0
84daa99ffffffff,17.0,0.0,0.0
