cell_id,Fregetta tropica,Fregetta tropica tropica,Fregetta tropica melanoleuca
84daa9bffffffff,9.0,0.0,0.0
84daaa9ffffffff,1.0,0.0,0.0
84daaabffffffff,4.0,0.0,0.0
84daac3ffffffff,14.0,0.0,0.0
84daac7ffffffff,2.0,0.0,0.0
84daacdffffffff,2.0,0.0,0.0
84daadbffffffff,2.0,0.0,0.0
84daaddffffffff,11.0,0.0,0.0
84dab19ffffffff,12.0,0.0,0.0
84dab1bffffffff,5.0,0.0,0.0
84dab37ffffffff,2.0,0.0,0.0
84db801ffffffff,2.0,0.0,0.0
84db81bffffffff,2.0,0.0,0.0
84db825ffffffff,2.0,0.0,0.0
84db857ffffffff,6.0,0.0,0.0
84db8a3ffffffff,1.0,0.0,0.0
84db8a9ffffffff,4.0,0.0,0.0
84db8b5ffffffff,4.0,0.0,0.0
84db8d1ffffffff,2.0,0.0,0.0
84db8d5ffffffff,1.0,0.0,0.0
84db8d7ffffffff,3.0,0.0,0.0
84db8d9ffffffff,2.0,0.0,0.0
84db8ddffffffff,2.0,0.0,0.0
84db8edffffffff,1.0,0.0,0.0
84db903ffffffff,2.0,0.0,0.0
84db909ffffffff,6.0,0.0,0.0
84db953ffffffff,10.0,0.0,0.0
84db955ffffffff,6.0,0.0,0.0
84db957ffffffff,12.0,0.0,0.0
84db9c1ffffffff,2.0,0.0,0.0
84de083ffffffff,2.0,0.0,0.0
84de091ffffffff,3.0,0.0,0.0
84de095ffffffff,2.0,0.0,0.0
84de0a3ffffffff,6.0,0.0,0.0
84de0a7ffffffff,4.0,0.0,0.0
84de0b9ffffffff,2.0,0.0,0.0
84de0bdffffffff,2.0,0.0,0.0
84de183ffffffff,3.0,0.0,0.0
84de191ffffffff,4.0,0.0,0.0
84de195ffffffff,2.0,0.0,0.0
84de19bffffffff,3.0,0.0,0.0
84de1a7ffffffff,6.0,0.0,0.0
84de1b1ffffffff,2.0,0.0,0.0
84de1b9ffffffff,2.0,0.0,0.0
84de239ffffffff,3.0,0.0,0.0
84de249ffffffff,1.0,0.0,0.0
84de261ffffffff,1.0,1.0,0.0
84de481ffffffff,3.0,0.0,0.0
84de6a7ffffffff,4.0,0.0,0.0
84dea5dffffffff,5.0,0.0,0.0
84df02dffffffff,1.0,0.0,0.0
84df041ffffffff,1.0,1.0,0.0
84df093ffffffff,2.0,0.0,0.0
84df09dffffffff,2.0,0.0,0.0
84df0d3ffffffff,8.0,0.0,0.0
84df28bffffffff,1.0,0.0,0.0
84df299ffffffff,2.0,0.0,0.0
84df421ffffffff,3.0,0.0,0.0
84df429ffffffff,3.0,0.0,0.0
84df445ffffffff,3.0,0.0,0.0
84df46dffffffff,3.0,0.0,0.0
84df541ffffffff,3.0,0.0,0.0
84df54dffffffff,1.0,0.0,0.0
84df5cbffffffff,1.0,0.0,0.0
84df705ffffffff,2.0,0.0,0.0
84df711ffffffff,2.0,0.0,0.0
84df719ffffffff,2.0,0.0,0.0
84df721ffffffff,7.0,0.0,0.0
84df727ffffffff,2.0,0.0,0.0
84df733ffffffff,5.0,0.0,0.0
84df73bffffffff,1.0,0.0,0.0
84df765ffffffff,1.0,0.0,0.0
84df76bffffffff,1.0,0.0,0.0
84df885ffffffff,1.0,0.0,0.0
84df9b1ffffffff,2.0,0.0,0.0
