cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
842a4c9ffffffff,7.0,0.0,0.0
8444101ffffffff,13.0,0.0,0.0
8444103ffffffff,75.0,0.0,0.0
8444105ffffffff,18.0,0.0,0.0
8444107ffffffff,7.0,0.0,0.0
8444109ffffffff,10.0,0.0,0.0
844410bffffffff,43.0,0.0,0.0
844410dffffffff,8.0,0.0,0.0
8444111ffffffff,26.0,0.0,0.0
8444113ffffffff,7.0,0.0,0.0
8444115ffffffff,28.0,0.0,0.0
8444117ffffffff,66.0,0.0,0.0
8444121ffffffff,8.0,0.0,0.0
8444123ffffffff,32.0,0.0,0.0
8444125ffffffff,2.0,0.0,0.0
8444127ffffffff,4.0,0.0,0.0
8444129ffffffff,2.0,0.0,0.0
844412bffffffff,7.0,0.0,0.0
844412dffffffff,177.0,0.0,0.0
8444131ffffffff,3322.0,0.0,0.0
8444133ffffffff,438.0,0.0,0.0
8444135ffffffff,5.0,0.0,0.0
8444137ffffffff,14.0,0.0,0.0
8444139ffffffff,52.0,0.0,0.0
844413bffffffff,503.0,0.0,0.0
844413dffffffff,952.0,0.0,0.0
8444141ffffffff,53.0,0.0,0.0
8444143ffffffff,450.0,0.0,0.0
8444145ffffffff,56.0,0.0,0.0
8444147ffffffff,178.0,0.0,0.0
844414bffffffff,6.0,0.0,0.0
8444155ffffffff,29.0,0.0,0.0
844415dffffffff,1649.0,0.0,0.0
8444161ffffffff,1075.0,0.0,0.0
8444163ffffffff,6.0,0.0,0.0
8444165ffffffff,2885.0,0.0,0.0
8444167ffffffff,3.0,0.0,0.0
8444169ffffffff,3.0,0.0,0.0
844416bffffffff,2586.0,0.0,0.0
8444185ffffffff,6.0,0.0,0.0
84441a1ffffffff,1.0,0.0,0.0
84441a3ffffffff,7.0,0.0,0.0
84441a9ffffffff,826.0,0.0,0.0
84441abffffffff,275.0,0.0,0.0
84441adffffffff,13.0,0.0,0.0
84441b1ffffffff,3.0,0.0,0.0
84441b3ffffffff,11.0,0.0,0.0
84441b5ffffffff,22.0,0.0,0.0
84441b7ffffffff,150.0,0.0,0.0
84441c5ffffffff,1.0,0.0,0.0
84441e1ffffffff,304.0,0.0,0.0
84441e3ffffffff,2917.0,0.0,0.0
84441e5ffffffff,301.0,0.0,0.0
84441e7ffffffff,580.0,0.0,0.0
84441e9ffffffff,52.0,0.0,0.0
84441edffffffff,217.0,0.0,0.0
8444225ffffffff,2.0,0.0,0.0
8444241ffffffff,3.0,0.0,0.0
8444249ffffffff,614.0,0.0,0.0
844424dffffffff,177.0,0.0,0.0
844426dffffffff,2.0,0.0,0.0
8444301ffffffff,8.0,0.0,0.0
8444305ffffffff,3.0,0.0,0.0
844430bffffffff,1.0,0.0,0.0
844430dffffffff,9.0,0.0,0.0
8444319ffffffff,1.0,0.0,0.0
8444321ffffffff,1.0,0.0,0.0
8444325ffffffff,432.0,0.0,0.0
8444329ffffffff,6.0,0.0,0.0
844432bffffffff,4.0,0.0,0.0
844432dffffffff,51.0,0.0,0.0
8444331ffffffff,2.0,0.0,0.0
8444347ffffffff,2.0,0.0,0.0
844434bffffffff,63.0,0.0,0.0
8444351ffffffff,1.0,0.0,0.0
8444353ffffffff,2.0,0.0,0.0
8444355ffffffff,1.0,0.0,0.0
844435bffffffff,1.0,0.0,0.0
8444363ffffffff,31.0,0.0,0.0
844436bffffffff,3.0,0.0,0.0
8444459ffffffff,7.0,0.0,0.0
8444465ffffffff,16.0,0.0,0.0
844446dffffffff,3.0,0.0,0.0
8444501ffffffff,9.0,0.0,0.0
8444507ffffffff,2.0,0.0,0.0
8444509ffffffff,119.0,0.0,0.0
844450dffffffff,151.0,0.0,0.0
8444529ffffffff,4.0,0.0,0.0
8444543ffffffff,20.0,0.0,0.0
844454bffffffff,19.0,0.0,0.0
8444551ffffffff,68.0,0.0,0.0
8444555ffffffff,183.0,0.0,0.0
8444559ffffffff,12.0,0.0,0.0
844455dffffffff,17.0,0.0,0.0
8444563ffffffff,39.0,0.0,0.0
8444567ffffffff,35.0,0.0,0.0
8444613ffffffff,7.0,0.0,0.0
8444619ffffffff,2.0,0.0,0.0
844461bffffffff,3.0,0.0,0.0
8444633ffffffff,51.0,0.0,0.0
8444637ffffffff,5.0,0.0,0.0
8444653ffffffff,8.0,0.0,0.0
8444655ffffffff,6.0,0.0,0.0
8444659ffffffff,3.0,0.0,0.0
844465bffffffff,2.0,0.0,0.0
84446c1ffffffff,8.0,0.0,0.0
84446c5ffffffff,704.0,0.0,0.0
84446c9ffffffff,24.0,0.0,0.0
84446cdffffffff,1527.0,0.0,0.0
84446e5ffffffff,5.0,0.0,0.0
84446e9ffffffff,42.0,0.0,0.0
84446edffffffff,35.0,0.0,0.0
8444703ffffffff,7.0,0.0,0.0
8444705ffffffff,13.0,0.0,0.0
8444707ffffffff,107.0,0.0,0.0
8444711ffffffff,15.0,0.0,0.0
8444715ffffffff,248.0,0.0,0.0
8444717ffffffff,10.0,0.0,0.0
844471bffffffff,2.0,0.0,0.0
8444721ffffffff,76.0,0.0,0.0
8444723ffffffff,68.0,0.0,0.0
8444729ffffffff,8.0,0.0,0.0
844472bffffffff,118.0,0.0,0.0
844472dffffffff,13.0,0.0,0.0
8444731ffffffff,347.0,0.0,0.0
8444733ffffffff,23.0,0.0,0.0
8444735ffffffff,43.0,0.0,0.0
8444737ffffffff,14.0,0.0,0.0
8444739ffffffff,27.0,0.0,0.0
844473bffffffff,1677.0,0.0,0.0
844473dffffffff,256.0,0.0,0.0
844476dffffffff,2.0,0.0,0.0
844480dffffffff,6.0,0.0,0.0
8444843ffffffff,2.0,0.0,0.0
8444845ffffffff,3.0,0.0,0.0
8444847ffffffff,7.0,0.0,0.0
8444849ffffffff,2.0,0.0,0.0
844484bffffffff,79.0,0.0,0.0
844484dffffffff,2.0,0.0,0.0
8444859ffffffff,295.0,0.0,0.0
8444861ffffffff,97.0,0.0,0.0
8444869ffffffff,31.0,0.0,0.0
844486bffffffff,56.0,0.0,0.0
844486dffffffff,21.0,0.0,0.0
84448ddffffffff,4.0,0.0,0.0
8444a03ffffffff,2.0,0.0,0.0
8444a07ffffffff,6.0,0.0,0.0
8444a11ffffffff,1722.0,0.0,0.0
8444a13ffffffff,189.0,0.0,0.0
8444a15ffffffff,1.0,0.0,0.0
8444a17ffffffff,18.0,0.0,0.0
8444a19ffffffff,1148.0,0.0,0.0
8444a1bffffffff,2.0,0.0,0.0
8444a1dffffffff,77.0,0.0,0.0
8444a27ffffffff,45.0,0.0,0.0
8444a37ffffffff,351.0,0.0,0.0
8444a39ffffffff,11.0,0.0,0.0
8444a51ffffffff,254.0,0.0,0.0
8444a53ffffffff,931.0,0.0,0.0
8444a57ffffffff,366.0,0.0,0.0
8444a59ffffffff,1.0,0.0,0.0
8444a5bffffffff,1591.0,0.0,0.0
8444a5dffffffff,4.0,0.0,0.0
8444a81ffffffff,512.0,0.0,0.0
8444a83ffffffff,124.0,0.0,0.0
8444a85ffffffff,43.0,0.0,0.0
8444a87ffffffff,199.0,0.0,0.0
8444a8dffffffff,395.0,0.0,0.0
8444a95ffffffff,2.0,0.0,0.0
8444aa3ffffffff,13.0,0.0,0.0
8444ab1ffffffff,20.0,0.0,0.0
8444ab5ffffffff,11.0,0.0,0.0
8444ab7ffffffff,2.0,0.0,0.0
8444ab9ffffffff,514.0,0.0,0.0
8444abbffffffff,189.0,0.0,0.0
8444abdffffffff,48.0,0.0,0.0
8444ac5ffffffff,3.0,0.0,0.0
8444ac7ffffffff,2.0,0.0,0.0
8444ae1ffffffff,19.0,0.0,0.0
8444ae3ffffffff,90.0,0.0,0.0
8444ae9ffffffff,985.0,0.0,0.0
8444aebffffffff,178.0,0.0,0.0
8444aedffffffff,12.0,0.0,0.0
8444b07ffffffff,2.0,0.0,0.0
8444b13ffffffff,67.0,0.0,0.0
8444b17ffffffff,41.0,0.0,0.0
8444b19ffffffff,2.0,0.0,0.0
8444b1bffffffff,3.0,0.0,0.0
8444b2bffffffff,2.0,0.0,0.0
8444b2dffffffff,2.0,0.0,0.0
8444b39ffffffff,8.0,0.0,0.0
8444b51ffffffff,2.0,0.0,0.0
8444b57ffffffff,14.0,0.0,0.0
8444b63ffffffff,12.0,0.0,0.0
8444b67ffffffff,2.0,0.0,0.0
8444e43ffffffff,4.0,0.0,0.0
8444e47ffffffff,13.0,0.0,0.0
8444e51ffffffff,9.0,0.0,0.0
8444e55ffffffff,6.0,0.0,0.0
8444e5bffffffff,5.0,0.0,0.0
8444e63ffffffff,27.0,0.0,0.0
8444e65ffffffff,2.0,0.0,0.0
8444e69ffffffff,3.0,0.0,0.0
8444e6bffffffff,15.0,0.0,0.0
8444f49ffffffff,1.0,0.0,0.0
8444f61ffffffff,8.0,0.0,0.0
8444f6dffffffff,61.0,0.0,0.0
8445011ffffffff,149.0,0.0,0.0
8445015ffffffff,2.0,0.0,0.0
8445017ffffffff,8.0,0.0,0.0
8445019ffffffff,493.0,0.0,0.0
844501bffffffff,165.0,0.0,0.0
8445033ffffffff,2.0,0.0,0.0
8445039ffffffff,2.0,0.0,0.0
8445043ffffffff,125.0,0.0,0.0
8445051ffffffff,75.0,0.0,0.0
8445053ffffffff,1476.0,0.0,0.0
8445055ffffffff,10.0,0.0,0.0
8445057ffffffff,223.0,0.0,0.0
8445059ffffffff,451.0,0.0,0.0
844505bffffffff,1569.0,0.0,0.0
844505dffffffff,103.0,0.0,0.0
8445085ffffffff,7.0,0.0,0.0
844508dffffffff,6.0,0.0,0.0
8445091ffffffff,109.0,0.0,0.0
8445093ffffffff,283.0,0.0,0.0
8445095ffffffff,2.0,0.0,0.0
8445097ffffffff,174.0,0.0,0.0
8445099ffffffff,8.0,0.0,0.0
844509bffffffff,1083.0,0.0,0.0
84450a1ffffffff,13.0,0.0,0.0
84450a3ffffffff,38.0,0.0,0.0
84450a5ffffffff,505.0,0.0,0.0
84450a7ffffffff,180.0,0.0,0.0
84450a9ffffffff,600.0,0.0,0.0
84450abffffffff,2.0,0.0,0.0
84450adffffffff,1419.0,0.0,0.0
84450b1ffffffff,1506.0,0.0,0.0
84450b5ffffffff,498.0,0.0,0.0
84450b9ffffffff,1.0,0.0,0.0
84450bdffffffff,9.0,0.0,0.0
84450c5ffffffff,5.0,0.0,0.0
84450cdffffffff,6.0,0.0,0.0
84450e1ffffffff,324.0,0.0,0.0
84450e3ffffffff,96.0,0.0,0.0
84450e7ffffffff,140.0,0.0,0.0
84450e9ffffffff,2.0,0.0,0.0
84450ebffffffff,31.0,0.0,0.0
84450edffffffff,5.0,0.0,0.0
844510dffffffff,17.0,0.0,0.0
8445121ffffffff,2.0,0.0,0.0
8445149ffffffff,2.0,0.0,0.0
8445199ffffffff,1.0,0.0,0.0
844519bffffffff,860.0,0.0,0.0
84451b1ffffffff,2.0,0.0,0.0
84451b7ffffffff,12.0,0.0,0.0
84451b9ffffffff,2.0,0.0,0.0
84451d3ffffffff,4.0,0.0,0.0
84451d9ffffffff,1.0,0.0,0.0
8445203ffffffff,279.0,0.0,0.0
8445205ffffffff,1.0,0.0,0.0
8445207ffffffff,514.0,0.0,0.0
8445211ffffffff,1.0,0.0,0.0
8445213ffffffff,4.0,0.0,0.0
8445215ffffffff,4486.0,0.0,0.0
8445217ffffffff,22.0,0.0,0.0
8445219ffffffff,15.0,0.0,0.0
844521dffffffff,114.0,0.0,0.0
8445221ffffffff,310.0,0.0,0.0
8445223ffffffff,54.0,0.0,0.0
8445225ffffffff,993.0,0.0,0.0
8445227ffffffff,14.0,0.0,0.0
844522bffffffff,603.0,0.0,0.0
8445231ffffffff,246.0,0.0,0.0
8445233ffffffff,1260.0,0.0,0.0
8445237ffffffff,350.0,0.0,0.0
8445239ffffffff,123.0,0.0,0.0
844523bffffffff,150.0,0.0,0.0
8445257ffffffff,41.0,0.0,0.0
8445297ffffffff,3.0,0.0,0.0
844529bffffffff,9.0,0.0,0.0
84452a5ffffffff,342.0,0.0,0.0
84452a7ffffffff,11.0,0.0,0.0
84452a9ffffffff,4.0,0.0,0.0
84452abffffffff,4.0,0.0,0.0
84452adffffffff,75.0,0.0,0.0
84452bdffffffff,5.0,0.0,0.0
84452c7ffffffff,14.0,0.0,0.0
84452e1ffffffff,27.0,0.0,0.0
84452e3ffffffff,13.0,0.0,0.0
84452e5ffffffff,15.0,0.0,0.0
84452ebffffffff,2.0,0.0,0.0
8445303ffffffff,24.0,0.0,0.0
8445307ffffffff,2.0,0.0,0.0
8445313ffffffff,479.0,0.0,0.0
8445315ffffffff,5.0,0.0,0.0
8445317ffffffff,118.0,0.0,0.0
