cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
8445319ffffffff,258.0,0.0,0.0
844531bffffffff,137.0,0.0,0.0
844531dffffffff,1.0,0.0,0.0
8445321ffffffff,60.0,0.0,0.0
844532bffffffff,96.0,0.0,0.0
844533bffffffff,194.0,0.0,0.0
844549bffffffff,63.0,0.0,0.0
84454b3ffffffff,2.0,0.0,0.0
844550dffffffff,24.0,0.0,0.0
8445547ffffffff,26.0,0.0,0.0
844554dffffffff,6.0,0.0,0.0
8445569ffffffff,2.0,0.0,0.0
8445649ffffffff,102.0,0.0,0.0
8445659ffffffff,5.0,0.0,0.0
84456c9ffffffff,11.0,0.0,0.0
84456d9ffffffff,1.0,0.0,0.0
84456dbffffffff,18.0,0.0,0.0
8445721ffffffff,1021.0,0.0,0.0
8445723ffffffff,49.0,0.0,0.0
8445727ffffffff,947.0,0.0,0.0
8445729ffffffff,3.0,0.0,0.0
8445745ffffffff,7.0,0.0,0.0
8445749ffffffff,478.0,0.0,0.0
844574dffffffff,36.0,0.0,0.0
8445761ffffffff,117.0,0.0,0.0
8445767ffffffff,13.0,0.0,0.0
8445769ffffffff,84.0,0.0,0.0
8445833ffffffff,22.0,0.0,0.0
8445843ffffffff,105.0,0.0,0.0
8445847ffffffff,199.0,0.0,0.0
8445881ffffffff,4.0,0.0,0.0
8445883ffffffff,73.0,0.0,0.0
8445889ffffffff,285.0,0.0,0.0
844588bffffffff,3.0,0.0,0.0
8445893ffffffff,2.0,0.0,0.0
8445899ffffffff,27.0,0.0,0.0
844589bffffffff,2.0,0.0,0.0
844589dffffffff,5.0,0.0,0.0
84458a1ffffffff,1.0,0.0,0.0
84458adffffffff,13.0,0.0,0.0
84458b3ffffffff,2.0,0.0,0.0
84458b5ffffffff,2.0,0.0,0.0
84458b7ffffffff,1.0,0.0,0.0
84458c3ffffffff,468.0,0.0,0.0
84458c7ffffffff,113.0,0.0,0.0
84458c9ffffffff,12.0,0.0,0.0
84458cbffffffff,1.0,0.0,0.0
84458d5ffffffff,11.0,0.0,0.0
84458e1ffffffff,57.0,0.0,0.0
84458e7ffffffff,2.0,0.0,0.0
84458ebffffffff,21.0,0.0,0.0
84458edffffffff,89.0,0.0,0.0
8445903ffffffff,2.0,0.0,0.0
8445909ffffffff,11.0,0.0,0.0
844590bffffffff,7.0,0.0,0.0
844590dffffffff,8.0,0.0,0.0
8445911ffffffff,2.0,0.0,0.0
8445923ffffffff,2.0,0.0,0.0
844592bffffffff,2.0,0.0,0.0
844592dffffffff,2.0,0.0,0.0
8445933ffffffff,1.0,0.0,0.0
8445935ffffffff,2.0,0.0,0.0
8445955ffffffff,2.0,0.0,0.0
8445967ffffffff,4.0,0.0,0.0
8445981ffffffff,842.0,0.0,0.0
8445989ffffffff,503.0,0.0,0.0
844598bffffffff,181.0,0.0,0.0
844598dffffffff,190.0,0.0,0.0
84459c1ffffffff,2.0,0.0,0.0
84459c3ffffffff,2.0,0.0,0.0
84459cbffffffff,2.0,0.0,0.0
84459d1ffffffff,2.0,0.0,0.0
84459d3ffffffff,7.0,0.0,0.0
84459d7ffffffff,53.0,0.0,0.0
84459e1ffffffff,1.0,0.0,0.0
84459e3ffffffff,4.0,0.0,0.0
84459e7ffffffff,2.0,0.0,0.0
84459ebffffffff,1.0,0.0,0.0
8445a33ffffffff,874.0,0.0,0.0
8445aedffffffff,19.0,0.0,0.0
8445b07ffffffff,49.0,0.0,0.0
8445b23ffffffff,381.0,0.0,0.0
8445b27ffffffff,108.0,0.0,0.0
8445b29ffffffff,939.0,0.0,0.0
8445b2bffffffff,82.0,0.0,0.0
8445b2dffffffff,2.0,0.0,0.0
8445b3dffffffff,18.0,0.0,0.0
8448005ffffffff,23.0,0.0,0.0
8448007ffffffff,19.0,0.0,0.0
8448013ffffffff,3.0,0.0,0.0
8448017ffffffff,247.0,0.0,0.0
8448021ffffffff,2.0,0.0,0.0
844802bffffffff,5.0,0.0,0.0
8448039ffffffff,5.0,0.0,0.0
8448041ffffffff,1.0,0.0,0.0
8448053ffffffff,2.0,0.0,0.0
8448057ffffffff,2.0,0.0,0.0
8448059ffffffff,138.0,0.0,0.0
844805bffffffff,43.0,0.0,0.0
8448061ffffffff,40.0,0.0,0.0
8448065ffffffff,11.0,0.0,0.0
844806dffffffff,240.0,0.0,0.0
8448083ffffffff,1.0,0.0,0.0
8448085ffffffff,8.0,0.0,0.0
8448091ffffffff,2.0,0.0,0.0
8448095ffffffff,3.0,0.0,0.0
8448097ffffffff,215.0,0.0,0.0
844809bffffffff,2.0,0.0,0.0
84480b9ffffffff,6.0,0.0,0.0
84480bbffffffff,269.0,0.0,0.0
84480cbffffffff,35.0,0.0,0.0
84480d1ffffffff,44.0,0.0,0.0
84480d3ffffffff,120.0,0.0,0.0
84480dbffffffff,5.0,0.0,0.0
84480ddffffffff,220.0,0.0,0.0
84480e1ffffffff,79.0,0.0,0.0
84480e3ffffffff,39.0,0.0,0.0
84480e7ffffffff,2.0,0.0,0.0
8448217ffffffff,6.0,0.0,0.0
8448231ffffffff,26.0,0.0,0.0
8448233ffffffff,392.0,0.0,0.0
8448237ffffffff,31.0,0.0,0.0
844823bffffffff,303.0,0.0,0.0
844823dffffffff,2.0,0.0,0.0
8448281ffffffff,5.0,0.0,0.0
8448283ffffffff,31.0,0.0,0.0
8448285ffffffff,22.0,0.0,0.0
8448287ffffffff,7.0,0.0,0.0
844828bffffffff,4.0,0.0,0.0
8448295ffffffff,121.0,0.0,0.0
8448297ffffffff,4.0,0.0,0.0
8448299ffffffff,1.0,0.0,0.0
844829dffffffff,1.0,0.0,0.0
84482a1ffffffff,133.0,0.0,0.0
84482a3ffffffff,43.0,0.0,0.0
84482a7ffffffff,2.0,0.0,0.0
84482a9ffffffff,88.0,0.0,0.0
84482abffffffff,5.0,0.0,0.0
84482adffffffff,1388.0,0.0,0.0
84482b1ffffffff,3.0,0.0,0.0
84482b5ffffffff,13.0,0.0,0.0
84482b7ffffffff,74.0,0.0,0.0
84482b9ffffffff,9.0,0.0,0.0
84482bbffffffff,40.0,0.0,0.0
84482c3ffffffff,1.0,0.0,0.0
84482d7ffffffff,4.0,0.0,0.0
84482e1ffffffff,2.0,0.0,0.0
84482e3ffffffff,56.0,0.0,0.0
84482e5ffffffff,240.0,0.0,0.0
84482e7ffffffff,5.0,0.0,0.0
84482e9ffffffff,3.0,0.0,0.0
84482edffffffff,32.0,0.0,0.0
8448305ffffffff,37.0,0.0,0.0
8448309ffffffff,31.0,0.0,0.0
844830bffffffff,3.0,0.0,0.0
844830dffffffff,103.0,0.0,0.0
8448329ffffffff,43.0,0.0,0.0
844832bffffffff,66.0,0.0,0.0
8448331ffffffff,109.0,0.0,0.0
8448333ffffffff,110.0,0.0,0.0
8448337ffffffff,5.0,0.0,0.0
8448339ffffffff,8.0,0.0,0.0
844833bffffffff,1466.0,0.0,0.0
844833dffffffff,18.0,0.0,0.0
8448345ffffffff,2.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0
844834dffffffff,12.0,0.0,0.0
8448357ffffffff,1.0,0.0,0.0
8448361ffffffff,1514.0,0.0,0.0
8448363ffffffff,3487.0,0.0,0.0
8448365ffffffff,2.0,0.0,0.0
8448367ffffffff,33.0,0.0,0.0
8448369ffffffff,2873.0,0.0,0.0
844836bffffffff,24.0,0.0,0.0
844840dffffffff,1.0,0.0,0.0
8448427ffffffff,1.0,0.0,0.0
8448469ffffffff,2.0,0.0,0.0
84484a5ffffffff,4.0,0.0,0.0
8448509ffffffff,1.0,0.0,0.0
844850dffffffff,27.0,0.0,0.0
844851bffffffff,23.0,0.0,0.0
8448545ffffffff,4.0,0.0,0.0
8448547ffffffff,28.0,0.0,0.0
8448551ffffffff,20.0,0.0,0.0
8448555ffffffff,3.0,0.0,0.0
8448557ffffffff,42.0,0.0,0.0
8448565ffffffff,1.0,0.0,0.0
8448569ffffffff,38.0,0.0,0.0
844856bffffffff,264.0,0.0,0.0
8448585ffffffff,11.0,0.0,0.0
84485bbffffffff,5.0,0.0,0.0
84485c7ffffffff,20.0,0.0,0.0
84485cdffffffff,12.0,0.0,0.0
84485e1ffffffff,44.0,0.0,0.0
84485e5ffffffff,12.0,0.0,0.0
84485e7ffffffff,65.0,0.0,0.0
8448715ffffffff,2.0,0.0,0.0
8448725ffffffff,7.0,0.0,0.0
844872bffffffff,5.0,0.0,0.0
8448733ffffffff,8.0,0.0,0.0
8448765ffffffff,1.0,0.0,0.0
8448767ffffffff,12.0,0.0,0.0
8448769ffffffff,6.0,0.0,0.0
8448901ffffffff,7.0,0.0,0.0
8448903ffffffff,28.0,0.0,0.0
8448905ffffffff,1.0,0.0,0.0
8448907ffffffff,103.0,0.0,0.0
8448909ffffffff,29.0,0.0,0.0
844890bffffffff,104.0,0.0,0.0
8448921ffffffff,9.0,0.0,0.0
8448923ffffffff,226.0,0.0,0.0
8448925ffffffff,4.0,0.0,0.0
8448927ffffffff,68.0,0.0,0.0
844892bffffffff,43.0,0.0,0.0
8448939ffffffff,1.0,0.0,0.0
844893dffffffff,2.0,0.0,0.0
8448945ffffffff,29.0,0.0,0.0
8448947ffffffff,67.0,0.0,0.0
8448951ffffffff,2.0,0.0,0.0
8448955ffffffff,671.0,0.0,0.0
8448959ffffffff,2.0,0.0,0.0
844895dffffffff,18.0,0.0,0.0
8448961ffffffff,11.0,0.0,0.0
8448969ffffffff,8.0,0.0,0.0
844896bffffffff,17.0,0.0,0.0
8448b23ffffffff,449.0,0.0,0.0
8448b25ffffffff,5.0,0.0,0.0
8448b27ffffffff,98.0,0.0,0.0
8448b2bffffffff,4.0,0.0,0.0
8448b35ffffffff,10.0,0.0,0.0
8448b3dffffffff,6.0,0.0,0.0
8448b4dffffffff,9.0,0.0,0.0
8449081ffffffff,3.0,0.0,0.0
844908bffffffff,2.0,0.0,0.0
8449099ffffffff,2.0,0.0,0.0
84490b9ffffffff,4.0,0.0,0.0
8449189ffffffff,1.0,0.0,0.0
84491b5ffffffff,3.0,0.0,0.0
84491b7ffffffff,3.0,0.0,0.0
84491e7ffffffff,1.0,0.0,0.0
8449521ffffffff,2.0,0.0,0.0
8449525ffffffff,1.0,0.0,0.0
8449527ffffffff,2.0,0.0,0.0
844952dffffffff,2.0,0.0,0.0
8449563ffffffff,2.0,0.0,0.0
844971dffffffff,2.0,0.0,0.0
84498dbffffffff,1.0,0.0,0.0
8449929ffffffff,48.0,0.0,0.0
844992bffffffff,26.0,0.0,0.0
8449931ffffffff,22.0,0.0,0.0
8449933ffffffff,2.0,0.0,0.0
8449935ffffffff,10.0,0.0,0.0
8449937ffffffff,9.0,0.0,0.0
844993dffffffff,21.0,0.0,0.0
8449965ffffffff,1874.0,0.0,0.0
8449967ffffffff,707.0,0.0,0.0
8449a21ffffffff,22.0,0.0,0.0
8449a23ffffffff,27.0,0.0,0.0
8449a2bffffffff,201.0,0.0,0.0
8449a2dffffffff,6.0,0.0,0.0
8449a31ffffffff,8.0,0.0,0.0
8449a37ffffffff,4.0,0.0,0.0
8449a39ffffffff,8.0,0.0,0.0
8449a3bffffffff,1.0,0.0,0.0
8449a3dffffffff,30.0,0.0,0.0
8449a89ffffffff,203.0,0.0,0.0
8449a8bffffffff,26.0,0.0,0.0
8449a8dffffffff,20.0,0.0,0.0
8449a91ffffffff,32.0,0.0,0.0
8449a93ffffffff,571.0,0.0,0.0
8449a97ffffffff,961.0,0.0,0.0
8449a99ffffffff,4.0,0.0,0.0
8449a9bffffffff,138.0,0.0,0.0
8449ac7ffffffff,84.0,0.0,0.0
8449acdffffffff,2.0,0.0,0.0
8449ad5ffffffff,112.0,0.0,0.0
8449ad7ffffffff,45.0,0.0,0.0
8449ae3ffffffff,1.0,0.0,0.0
8449ae9ffffffff,2.0,0.0,0.0
8449aebffffffff,3.0,0.0,0.0
8449b43ffffffff,8.0,0.0,0.0
8449b47ffffffff,10.0,0.0,0.0
8449b51ffffffff,37.0,0.0,0.0
8449b53ffffffff,9.0,0.0,0.0
8449b55ffffffff,74.0,0.0,0.0
8449b57ffffffff,4.0,0.0,0.0
8449b69ffffffff,2.0,0.0,0.0
8449b6bffffffff,14.0,0.0,0.0
844c81bffffffff,4.0,0.0,0.0
844c823ffffffff,3.0,0.0,0.0
844c831ffffffff,2.0,0.0,0.0
844c837ffffffff,4.0,0.0,0.0
844c883ffffffff,41.0,0.0,0.0
844c887ffffffff,8.0,0.0,0.0
844c8c9ffffffff,8.0,0.0,0.0
844c931ffffffff,2.0,0.0,0.0
844c933ffffffff,38.0,0.0,0.0
844c937ffffffff,2.0,0.0,0.0
844c941ffffffff,2.0,0.0,0.0
844c94dffffffff,2.0,0.0,0.0
844c95dffffffff,4.0,0.0,0.0
844c969ffffffff,1.0,0.0,0.0
844c985ffffffff,37.0,0.0,0.0
844c9a1ffffffff,3.0,0.0,0.0
844c9a5ffffffff,6.0,0.0,0.0
844c9abffffffff,58.0,0.0,0.0
844c9adffffffff,5.0,0.0,0.0
844caa1ffffffff,6.0,0.0,0.0
844caa3ffffffff,43.0,0.0,0.0
844caa5ffffffff,28.0,0.0,0.0
844caabffffffff,2.0,0.0,0.0
844caadffffffff,1.0,0.0,0.0
844cab5ffffffff,2.0,0.0,0.0
844cabdffffffff,43.0,0.0,0.0
844cb13ffffffff,2.0,0.0,0.0
844cb2dffffffff,2.0,0.0,0.0
844cb3dffffffff,158.0,0.0,0.0
844cc05ffffffff,17.0,0.0,0.0
844cc09ffffffff,213.0,0.0,0.0
844cc0bffffffff,2103.0,0.0,0.0
844cc2dffffffff,24.0,0.0,0.0
844cc43ffffffff,205.0,0.0,0.0
844cc51ffffffff,3.0,0.0,0.0
844cc53ffffffff,222.0,0.0,0.0
844cc55ffffffff,369.0,0.0,0.0
844cc57ffffffff,555.0,0.0,0.0
844cc59ffffffff,1113.0,0.0,0.0
844cc5bffffffff,50.0,0.0,0.0
844cc5dffffffff,470.0,0.0,0.0
844cc61ffffffff,263.0,0.0,0.0
844cc63ffffffff,1.0,0.0,0.0
844cc67ffffffff,34.0,0.0,0.0
844cc69ffffffff,2.0,0.0,0.0
844cc6dffffffff,22.0,0.0,0.0
844cd09ffffffff,28.0,0.0,0.0
844cd0dffffffff,212.0,0.0,0.0
844cd21ffffffff,68.0,0.0,0.0
844cd25ffffffff,30.0,0.0,0.0
844cd29ffffffff,73.0,0.0,0.0
844cd43ffffffff,79.0,0.0,0.0
844cd51ffffffff,3.0,0.0,0.0
844cd55ffffffff,41.0,0.0,0.0
844cd59ffffffff,1.0,0.0,0.0
844cd5bffffffff,97.0,0.0,0.0
844cd5dffffffff,19.0,0.0,0.0
844cd63ffffffff,6.0,0.0,0.0
844cdb9ffffffff,2.0,0.0,0.0
844cdd5ffffffff,2.0,0.0,0.0
844ce81ffffffff,202.0,0.0,0.0
844ce85ffffffff,237.0,0.0,0.0
844ce8bffffffff,458.0,0.0,0.0
844ce95ffffffff,118.0,0.0,0.0
844ce9dffffffff,2.0,0.0,0.0
844cea9ffffffff,793.0,0.0,0.0
844ceadffffffff,928.0,0.0,0.0
844ceb9ffffffff,72.0,0.0,0.0
