cell_id,Zonotrichia leucophrys,Zonotrichia leucophrys leucophrys,Zonotrichia leucophrys oriantha,Zonotrichia leucophrys gambelii,Zonotrichia leucophrys nuttalli,Zonotrichia leucophrys pugetensis,Zonotrichia leucophrys leucophrys/oriantha,Zonotrichia leucophrys nuttalli/pugetensis
820c17fffffffff,334.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0
820c1ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c2ffffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
820c37fffffffff,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
820c47fffffffff,41.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
820c57fffffffff,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
820c5ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c67fffffffff,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
820c6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,110.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0
820ca7fffffffff,55.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
820d07fffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
820d0ffffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
820d57fffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
820d5ffffffffff,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
820d77fffffffff,59.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
820d8ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
820e4ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,8.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
820e8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e97fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,40.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
820ed7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,69.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
820ef7fffffffff,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820f4ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821247fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82125ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,274.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0
821297fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
82129ffffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8212b7fffffffff,162.0,0.0,0.0,17.0,0.0,109.0,0.0,0.0
8212c7fffffffff,10.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
8212cffffffffff,35.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0
8212d7fffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8212dffffffffff,66.0,0.0,2.0,49.0,0.0,0.0,2.0,0.0
8212effffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212f7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821317fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82134ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,73.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
82138ffffffffff,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
821397fffffffff,17.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0
82139ffffffffff,28.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0
8213a7fffffffff,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
8213b7fffffffff,18.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
821947fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
821aa7fffffffff,45.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821bb7fffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821d27fffffffff,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8222d7fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8222dffffffffff,25.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
822607fffffffff,16.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
82260ffffffffff,56.0,15.0,0.0,10.0,0.0,0.0,10.0,0.0
822617fffffffff,14.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
82261ffffffffff,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
822627fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,77.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0
822637fffffffff,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
822647fffffffff,279.0,127.0,0.0,23.0,0.0,0.0,0.0,0.0
82264ffffffffff,154.0,22.0,0.0,2.0,0.0,0.0,11.0,0.0
822657fffffffff,286.0,131.0,0.0,4.0,0.0,0.0,0.0,0.0
82265ffffffffff,92.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
822667fffffffff,939.0,860.0,0.0,2.0,0.0,0.0,2.0,0.0
82266ffffffffff,95.0,21.0,0.0,2.0,0.0,0.0,8.0,0.0
822677fffffffff,53.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0
822687fffffffff,153.0,0.0,37.0,26.0,0.0,0.0,7.0,0.0
82268ffffffffff,381.0,0.0,16.0,156.0,0.0,0.0,21.0,0.0
822697fffffffff,747.0,0.0,456.0,41.0,0.0,0.0,20.0,0.0
82269ffffffffff,183.0,0.0,21.0,48.0,0.0,0.0,23.0,0.0
8226a7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
