cell_id,Habia rubica,Habia rubica affinis/rosea,Habia rubica [rubicoides Group],Habia rubica [rubra Group],Habia rubica perijana,Habia rubica rubica/bahiae
824507fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82450ffffffffff,386.0,0.0,7.0,0.0,0.0,0.0
824527fffffffff,989.0,0.0,22.0,0.0,0.0,0.0
82452ffffffffff,4361.0,0.0,202.0,0.0,0.0,0.0
824537fffffffff,472.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,497.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,38.0,0.0,1.0,0.0,0.0,0.0
82499ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8249a7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,280.0,4.0,0.0,0.0,0.0,0.0
8249b7fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
825f4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
825f5ffffffffff,554.0,0.0,0.0,1.0,0.0,0.0
826607fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82660ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
826617fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82662ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0
82665ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8266a7fffffffff,2472.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,1428.0,0.0,0.0,0.0,0.0,0.0
8266cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,48.0,0.0,0.0,7.0,0.0,0.0
8266e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8266effffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82675ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826797fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
826d07fffffffff,68.0,0.0,9.0,0.0,0.0,0.0
826d17fffffffff,251.0,0.0,26.0,0.0,0.0,0.0
826d27fffffffff,359.0,0.0,112.0,0.0,0.0,0.0
826d2ffffffffff,688.0,0.0,178.0,0.0,0.0,0.0
826d37fffffffff,545.0,0.0,96.0,0.0,0.0,0.0
826d67fffffffff,1389.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,2380.0,0.0,0.0,0.0,0.0,0.0
826d77fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
828137fffffffff,314.0,0.0,0.0,0.0,0.0,62.0
82814ffffffffff,4.0,0.0,0.0,4.0,0.0,0.0
828a07fffffffff,19.0,0.0,0.0,13.0,0.0,0.0
828a17fffffffff,41.0,0.0,0.0,4.0,0.0,0.0
828a1ffffffffff,3.0,0.0,0.0,2.0,0.0,0.0
828a27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
828a2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828a37fffffffff,8.0,0.0,0.0,2.0,0.0,0.0
828a47fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
828a6ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0
828a77fffffffff,9.0,0.0,0.0,1.0,0.0,0.0
828a87fffffffff,12.0,0.0,0.0,2.0,0.0,0.0
828aaffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
828ab7fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
828ae7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
828af7fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
828b27fffffffff,80.0,0.0,0.0,0.0,0.0,0.0
