cell_id,Habia rubica,Habia rubica affinis/rosea,Habia rubica [rubicoides Group],Habia rubica [rubra Group],Habia rubica perijana,Habia rubica rubica/bahiae
828b2ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0
828b47fffffffff,653.0,0.0,0.0,20.0,0.0,0.0
828b57fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,163.0,0.0,0.0,8.0,0.0,0.0
828b6ffffffffff,100.0,0.0,0.0,0.0,0.0,0.0
828b77fffffffff,97.0,0.0,0.0,2.0,0.0,0.0
828b87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828b8ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828b9ffffffffff,156.0,0.0,0.0,16.0,0.0,0.0
828bb7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828e6ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828f47fffffffff,99.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
828f5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828f67fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
828f6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82a597fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
82a807fffffffff,499.0,0.0,0.0,0.0,0.0,129.0
82a817fffffffff,2507.0,0.0,0.0,0.0,0.0,649.0
82a81ffffffffff,489.0,0.0,0.0,0.0,0.0,56.0
82a827fffffffff,73.0,0.0,0.0,0.0,0.0,35.0
82a82ffffffffff,34.0,0.0,0.0,0.0,0.0,18.0
82a837fffffffff,557.0,0.0,0.0,0.0,0.0,79.0
82a877fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82a887fffffffff,18.0,0.0,0.0,0.0,0.0,10.0
82a897fffffffff,133.0,0.0,0.0,0.0,0.0,41.0
82a8a7fffffffff,1054.0,0.0,0.0,0.0,0.0,258.0
82a8affffffffff,9.0,0.0,0.0,0.0,0.0,8.0
82a8b7fffffffff,6.0,0.0,0.0,0.0,0.0,2.0
82a8cffffffffff,6.0,0.0,0.0,6.0,0.0,0.0
82a907fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
82a90ffffffffff,90.0,0.0,0.0,0.0,0.0,28.0
82a91ffffffffff,231.0,0.0,0.0,0.0,0.0,40.0
82a947fffffffff,343.0,0.0,0.0,0.0,0.0,0.0
82a957fffffffff,1842.0,0.0,0.0,0.0,0.0,74.0
82a95ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0
82a977fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
