cell_id,Ramphastos vitellinus,Ramphastos vitellinus citreolaemus,Ramphastos vitellinus culminatus/pintoi,Ramphastos vitellinus vitellinus,Ramphastos vitellinus ariel,Ramphastos vitellinus citreolaemus x culminatus,Ramphastos vitellinus culminatus x vitellinus,Ramphastos vitellinus culminatus x ariel
835f00fffffffff,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
835f01fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f02fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f03fffffffff,183.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
835f06fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f08fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f09fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f0dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f0efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f10fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f11fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f12fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f13fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f14fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f15fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f16fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f1cfffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f1dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f29fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f2bfffffffff,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f2dfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f33fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f36fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f40fffffffff,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
835f42fffffffff,47.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
835f44fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f46fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f48fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f4afffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f4bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f54fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f58fffffffff,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f59fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f5bfffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f5dfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f68fffffffff,42.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
