cell_id,Ramphastos vitellinus,Ramphastos vitellinus citreolaemus,Ramphastos vitellinus culminatus/pintoi,Ramphastos vitellinus vitellinus,Ramphastos vitellinus ariel,Ramphastos vitellinus citreolaemus x culminatus,Ramphastos vitellinus culminatus x vitellinus,Ramphastos vitellinus culminatus x ariel
835f70fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f71fffffffff,59.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
835f75fffffffff,86.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
836608fffffffff,583.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
83660afffffffff,774.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
83660cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83660dfffffffff,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83660efffffffff,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836611fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836619fffffffff,1244.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0
83661cfffffffff,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
83661dfffffffff,304.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
836621fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836629fffffffff,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83662bfffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83662dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83662efffffffff,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
836641fffffffff,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836643fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836644fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836645fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836646fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836648fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83664cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83664efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836650fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836651fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836652fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836653fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836655fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836656fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83665afffffffff,323.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
83665bfffffffff,215.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
83665efffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836663fffffffff,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83666afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83666bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83666cfffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83666efffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836670fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836672fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836673fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c2fffffffff,150.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8366c3fffffffff,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8366c5fffffffff,103.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8366cdfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366cefffffffff,94.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
8366d1fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d8fffffffff,127.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8366dafffffffff,101.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8366dbfffffffff,55.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8366dcfffffffff,950.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0
8366ddfffffffff,151.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
8366defffffffff,1053.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0
8366e0fffffffff,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e1fffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e3fffffffff,166.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8366e4fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,1071.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8366e8fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e9fffffffff,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8366eafffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366ecfffffffff,313.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
8366eefffffffff,184.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
836753fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83800cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838044fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838046fffffffff,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83804cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838061fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838062fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838064fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838065fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838066fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838068fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838069fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83806afffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83806bfffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83806efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838071fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838072fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838074fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838075fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838114fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838116fffffffff,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
838130fffffffff,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
838132fffffffff,86.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
838133fffffffff,149.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
838134fffffffff,24.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
838136fffffffff,120.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
838140fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838142fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838143fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838144fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838145fffffffff,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838146fffffffff,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83814afffffffff,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83814cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83814dfffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83814efffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838159fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83815afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83815cfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83815dfffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83815efffffffff,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
838162fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838163fffffffff,73.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0
838171fffffffff,117.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
838175fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
838185fffffffff,52.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
8381adfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a00fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a01fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a05fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a10fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a12fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a14fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a15fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a18fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838a19fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838a1afffffffff,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838a21fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a22fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a23fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a24fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a31fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a33fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a41fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a43fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a45fffffffff,146.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838a4bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a56fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838a5afffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
838a63fffffffff,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838a68fffffffff,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
838a69fffffffff,184.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
838a6dfffffffff,150.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a70fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a73fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a80fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a81fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a82fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a85fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a8dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a90fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a91fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a92fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a9cfffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a9dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa8fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa9fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aaafffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aabfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aacfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aadfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ac2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ad1fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ad8fffffffff,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
838adbfffffffff,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
838adcfffffffff,25.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
838adefffffffff,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
838ae5fffffffff,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
838af0fffffffff,85.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0
838af1fffffffff,32.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0
838af2fffffffff,170.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
838af4fffffffff,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838af6fffffffff,979.0,0.0,8.0,143.0,0.0,0.0,0.0,0.0
838b0bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b11fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b1dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b1efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b20fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838b22fffffffff,114.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
838b2cfffffffff,57.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
838b2efffffffff,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
838b40fffffffff,74.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838b42fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b44fffffffff,392.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
838b45fffffffff,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
838b46fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b48fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b4efffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b51fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b52fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b53fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b56fffffffff,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
838b5cfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b62fffffffff,37.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
838b63fffffffff,397.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
838b69fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6efffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b70fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838b71fffffffff,391.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
838b74fffffffff,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
838b75fffffffff,34.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
838b82fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b84fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b88fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b8afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b96fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b98fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b99fffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b9dfffffffff,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ba0fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ba6fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838bb5fffffffff,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f40fffffffff,226.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
838f43fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f44fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,307.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
838f48fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f61fffffffff,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f65fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6bfffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f6efffffffff,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f71fffffffff,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,160.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
838f73fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
838f74fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a596fffffffff,154.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
83a806fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a810fffffffff,1053.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0
83a811fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a812fffffffff,314.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
83a814fffffffff,1014.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
83a815fffffffff,498.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0
83a816fffffffff,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83a81cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a831fffffffff,150.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
83a833fffffffff,109.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
83a835fffffffff,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83a844fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a84afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a855fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a85bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a881fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a882fffffffff,123.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
83a883fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a884fffffffff,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
83a885fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a886fffffffff,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83a891fffffffff,275.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
83a895fffffffff,44.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
83a89efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8a0fffffffff,634.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
83a8a1fffffffff,287.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
83a8a2fffffffff,568.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0
83a8a3fffffffff,211.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
83a8a5fffffffff,277.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
83a8b1fffffffff,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83a8c0fffffffff,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
83a8c1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8c2fffffffff,44.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8c9fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8cafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8cefffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83a8d1fffffffff,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
83a8d5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8ddfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8defffffffff,30.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
83a8e1fffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83a8ecfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8eefffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83a91bfffffffff,152.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
83b324fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
