cell_id,Anabacerthia variegaticeps,Anabacerthia variegaticeps variegaticeps,Anabacerthia variegaticeps temporalis
824997fffffffff,8.0,2.0,0.0
82661ffffffffff,4.0,0.0,1.0
8266b7fffffffff,8.0,0.0,0.0
8266d7fffffffff,4.0,0.0,2.0
826d27fffffffff,6.0,0.0,0.0
826d2ffffffffff,6.0,5.0,0.0
826d37fffffffff,4.0,1.0,0.0
826d6ffffffffff,4.0,0.0,0.0
