cell_id,Myiodynastes maculatus,Myiodynastes maculatus [maculatus Group],Myiodynastes maculatus solitarius
83b34dfffffffff,22.0,0.0,0.0
83b34efffffffff,3.0,0.0,0.0
83b351fffffffff,191.0,0.0,0.0
83b358fffffffff,52.0,0.0,0.0
83b35afffffffff,20.0,0.0,0.0
83b35bfffffffff,102.0,0.0,0.0
83b35cfffffffff,121.0,0.0,0.0
83b35dfffffffff,6.0,0.0,0.0
83b35efffffffff,306.0,0.0,0.0
83b361fffffffff,13.0,0.0,0.0
83b362fffffffff,11.0,0.0,0.0
83b363fffffffff,8.0,0.0,0.0
83b366fffffffff,32.0,0.0,14.0
83b368fffffffff,5.0,0.0,0.0
83b369fffffffff,12.0,0.0,0.0
83b36dfffffffff,52.0,0.0,0.0
83c203fffffffff,3.0,0.0,0.0
83c205fffffffff,5.0,0.0,0.0
83c21bfffffffff,6.0,0.0,0.0
83c21dfffffffff,9.0,0.0,0.0
83c22bfffffffff,2.0,0.0,0.0
83c2c1fffffffff,192.0,0.0,3.0
83c2c4fffffffff,22.0,0.0,1.0
83c2c5fffffffff,159.0,0.0,0.0
83c2c6fffffffff,14.0,0.0,0.0
83c2c8fffffffff,21.0,0.0,0.0
83c2c9fffffffff,45.0,0.0,0.0
83c2cafffffffff,110.0,0.0,0.0
83c2cbfffffffff,108.0,0.0,0.0
83c2ccfffffffff,11.0,0.0,0.0
83c2cdfffffffff,93.0,0.0,0.0
83c2cefffffffff,144.0,0.0,0.0
83c2d0fffffffff,20.0,0.0,2.0
83c2d3fffffffff,16.0,0.0,0.0
83c2d4fffffffff,39.0,0.0,0.0
83c2d5fffffffff,2.0,0.0,0.0
83c2d6fffffffff,17.0,0.0,2.0
83c2d8fffffffff,92.0,0.0,6.0
83c2d9fffffffff,86.0,0.0,0.0
83c2dafffffffff,2.0,0.0,2.0
83c2dbfffffffff,6.0,0.0,0.0
83c2ddfffffffff,9.0,0.0,0.0
83c2defffffffff,2.0,0.0,0.0
83c2e0fffffffff,6.0,0.0,0.0
83c2e1fffffffff,36.0,0.0,0.0
83c2e2fffffffff,425.0,0.0,0.0
83c2e3fffffffff,1871.0,0.0,40.0
83c2e5fffffffff,4.0,0.0,0.0
83c2e6fffffffff,2.0,0.0,0.0
83c2e8fffffffff,12.0,0.0,0.0
83c2e9fffffffff,14.0,0.0,0.0
83c2eafffffffff,12.0,0.0,0.0
83c2ebfffffffff,7.0,0.0,0.0
83c2eefffffffff,182.0,0.0,0.0
83c2f1fffffffff,122.0,0.0,10.0
83c2f2fffffffff,46.0,0.0,3.0
83c2f3fffffffff,88.0,0.0,0.0
83c340fffffffff,4.0,0.0,0.0
83c346fffffffff,3.0,0.0,0.0
83c355fffffffff,2.0,0.0,0.0
83c36cfffffffff,1.0,0.0,0.0
