cell_id,Myiodynastes maculatus,Myiodynastes maculatus [maculatus Group],Myiodynastes maculatus solitarius
834424fffffffff,3.0,0.0,0.0
834508fffffffff,57.0,0.0,0.0
834509fffffffff,2.0,0.0,0.0
83450afffffffff,101.0,0.0,0.0
83450bfffffffff,38.0,0.0,0.0
83450cfffffffff,5.0,0.0,0.0
83450dfffffffff,21.0,0.0,0.0
83450efffffffff,27.0,1.0,0.0
834523fffffffff,22.0,0.0,0.0
83452afffffffff,6.0,0.0,0.0
83452dfffffffff,7.0,0.0,0.0
83452efffffffff,580.0,0.0,0.0
834572fffffffff,2.0,0.0,0.0
8348a2fffffffff,40.0,3.0,0.0
8348b5fffffffff,4.0,0.0,0.0
834991fffffffff,2.0,0.0,0.0
834998fffffffff,61.0,0.0,0.0
83499bfffffffff,3.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0
83499efffffffff,2.0,0.0,0.0
835f08fffffffff,4.0,0.0,0.0
835f09fffffffff,9.0,0.0,0.0
835f0bfffffffff,4.0,0.0,0.0
835f0dfffffffff,2.0,0.0,0.0
835f12fffffffff,4.0,0.0,0.0
835f13fffffffff,12.0,0.0,0.0
835f1cfffffffff,2.0,0.0,0.0
835f1efffffffff,9.0,0.0,0.0
835f29fffffffff,67.0,0.0,0.0
835f2bfffffffff,71.0,0.0,0.0
835f2dfffffffff,32.0,0.0,0.0
835f40fffffffff,22.0,1.0,0.0
835f41fffffffff,24.0,0.0,0.0
835f42fffffffff,23.0,0.0,0.0
835f44fffffffff,1.0,0.0,0.0
835f45fffffffff,1.0,0.0,0.0
835f46fffffffff,1.0,0.0,0.0
835f48fffffffff,6.0,0.0,0.0
835f49fffffffff,14.0,0.0,0.0
835f4afffffffff,46.0,0.0,0.0
835f4bfffffffff,32.0,0.0,0.0
835f4efffffffff,1.0,0.0,0.0
835f50fffffffff,7.0,0.0,0.0
835f58fffffffff,523.0,0.0,0.0
835f59fffffffff,26.0,0.0,0.0
835f5bfffffffff,298.0,0.0,0.0
835f5dfffffffff,6.0,0.0,0.0
835f68fffffffff,29.0,0.0,0.0
835f6afffffffff,6.0,0.0,0.0
835f71fffffffff,35.0,0.0,0.0
835f75fffffffff,10.0,0.0,0.0
836600fffffffff,7.0,0.0,0.0
836601fffffffff,15.0,0.0,0.0
836602fffffffff,290.0,0.0,0.0
836603fffffffff,12.0,0.0,0.0
836604fffffffff,36.0,0.0,0.0
836605fffffffff,3.0,0.0,0.0
836606fffffffff,61.0,0.0,0.0
836608fffffffff,1469.0,24.0,0.0
836609fffffffff,3.0,0.0,0.0
83660afffffffff,447.0,12.0,0.0
83660bfffffffff,46.0,0.0,0.0
83660cfffffffff,132.0,0.0,0.0
83660dfffffffff,75.0,0.0,0.0
83660efffffffff,152.0,0.0,0.0
836610fffffffff,2168.0,176.0,0.0
836611fffffffff,305.0,0.0,0.0
836612fffffffff,70.0,0.0,0.0
836613fffffffff,724.0,74.0,0.0
836615fffffffff,21.0,0.0,0.0
836616fffffffff,1334.0,159.0,0.0
836618fffffffff,888.0,14.0,0.0
836619fffffffff,2460.0,55.0,0.0
83661afffffffff,145.0,1.0,0.0
83661bfffffffff,1110.0,10.0,0.0
83661cfffffffff,170.0,0.0,0.0
83661dfffffffff,352.0,8.0,0.0
83661efffffffff,128.0,0.0,0.0
836620fffffffff,1204.0,99.0,0.0
836621fffffffff,191.0,0.0,0.0
836622fffffffff,684.0,62.0,0.0
836623fffffffff,23.0,3.0,0.0
836625fffffffff,13.0,2.0,0.0
836628fffffffff,1.0,0.0,0.0
836629fffffffff,52.0,0.0,0.0
83662bfffffffff,51.0,0.0,0.0
83662cfffffffff,2.0,0.0,0.0
83662dfffffffff,31.0,0.0,0.0
83662efffffffff,77.0,0.0,0.0
836631fffffffff,276.0,4.0,0.0
836641fffffffff,63.0,0.0,0.0
836644fffffffff,2.0,0.0,0.0
836648fffffffff,4.0,0.0,0.0
836650fffffffff,4.0,0.0,0.0
836652fffffffff,62.0,0.0,0.0
836654fffffffff,17.0,0.0,0.0
836656fffffffff,76.0,0.0,0.0
83665afffffffff,49.0,3.0,0.0
83665bfffffffff,13.0,0.0,0.0
83665efffffffff,8.0,0.0,0.0
836661fffffffff,3.0,0.0,0.0
836663fffffffff,6.0,0.0,0.0
836664fffffffff,11.0,0.0,0.0
83666efffffffff,4.0,0.0,0.0
836670fffffffff,23.0,0.0,0.0
836672fffffffff,43.0,0.0,0.0
836673fffffffff,12.0,0.0,0.0
836675fffffffff,23.0,0.0,0.0
836676fffffffff,8.0,0.0,0.0
836684fffffffff,22.0,3.0,0.0
8366a0fffffffff,740.0,10.0,0.0
8366a1fffffffff,310.0,35.0,0.0
8366a2fffffffff,131.0,9.0,0.0
8366a3fffffffff,183.0,0.0,0.0
8366a5fffffffff,5808.0,413.0,0.0
8366a6fffffffff,12.0,3.0,0.0
8366aefffffffff,18.0,0.0,0.0
8366b0fffffffff,1142.0,0.0,0.0
8366b1fffffffff,57.0,3.0,0.0
8366b4fffffffff,2087.0,0.0,0.0
8366b5fffffffff,1470.0,23.0,0.0
8366b6fffffffff,381.0,0.0,0.0
8366c0fffffffff,141.0,4.0,0.0
8366c1fffffffff,4.0,0.0,0.0
8366c2fffffffff,181.0,0.0,0.0
8366c4fffffffff,157.0,2.0,0.0
8366c5fffffffff,20.0,0.0,0.0
8366c6fffffffff,43.0,0.0,0.0
8366cefffffffff,40.0,0.0,0.0
8366d0fffffffff,220.0,22.0,0.0
8366d2fffffffff,80.0,2.0,0.0
8366d3fffffffff,926.0,66.0,0.0
8366d4fffffffff,3.0,0.0,0.0
8366d5fffffffff,6.0,0.0,0.0
8366d8fffffffff,42.0,3.0,0.0
8366dafffffffff,7.0,0.0,0.0
8366dbfffffffff,6.0,0.0,0.0
8366dcfffffffff,407.0,38.0,8.0
8366ddfffffffff,33.0,0.0,0.0
8366defffffffff,94.0,2.0,1.0
8366e0fffffffff,270.0,0.0,0.0
8366e1fffffffff,324.0,0.0,0.0
8366e2fffffffff,130.0,0.0,0.0
8366e3fffffffff,57.0,0.0,0.0
8366e4fffffffff,452.0,2.0,0.0
8366e5fffffffff,437.0,0.0,0.0
8366e6fffffffff,3262.0,14.0,0.0
8366e8fffffffff,5.0,0.0,0.0
8366eafffffffff,11.0,0.0,0.0
8366ecfffffffff,198.0,0.0,0.0
8366eefffffffff,223.0,2.0,0.0
8366f0fffffffff,44.0,7.0,0.0
8366f1fffffffff,678.0,0.0,0.0
8366f3fffffffff,2.0,0.0,0.0
8366f5fffffffff,1758.0,14.0,0.0
836741fffffffff,681.0,5.0,0.0
836742fffffffff,115.0,0.0,0.0
836743fffffffff,389.0,6.0,0.0
83674afffffffff,7.0,0.0,0.0
83674cfffffffff,692.0,32.0,0.0
83674efffffffff,154.0,0.0,0.0
836751fffffffff,90.0,0.0,0.0
836752fffffffff,2.0,0.0,0.0
836753fffffffff,227.0,0.0,0.0
836755fffffffff,6.0,0.0,0.0
836758fffffffff,15.0,0.0,0.0
836759fffffffff,24.0,0.0,0.0
83675afffffffff,77.0,0.0,0.0
83675bfffffffff,1.0,0.0,0.0
83675cfffffffff,144.0,0.0,0.0
83675dfffffffff,7.0,0.0,0.0
83675efffffffff,8.0,0.0,0.0
83676bfffffffff,1.0,0.0,0.0
83678bfffffffff,10.0,0.0,0.0
836792fffffffff,2.0,0.0,0.0
83679afffffffff,48.0,0.0,0.0
83679bfffffffff,13.0,3.0,0.0
836d21fffffffff,7.0,0.0,0.0
836d23fffffffff,2.0,0.0,0.0
836d2cfffffffff,14.0,0.0,0.0
836d31fffffffff,3.0,3.0,0.0
836d34fffffffff,2.0,0.0,0.0
836d35fffffffff,10.0,0.0,0.0
836d61fffffffff,4.0,0.0,0.0
836d65fffffffff,9.0,0.0,0.0
836d68fffffffff,627.0,0.0,0.0
836d69fffffffff,5758.0,0.0,0.0
836d6afffffffff,34.0,0.0,0.0
836d6bfffffffff,1330.0,0.0,0.0
838000fffffffff,4.0,0.0,0.0
838002fffffffff,9.0,0.0,0.0
838005fffffffff,12.0,0.0,0.0
83800cfffffffff,9.0,0.0,0.0
838010fffffffff,158.0,0.0,0.0
838011fffffffff,16.0,0.0,0.0
838014fffffffff,99.0,0.0,0.0
838015fffffffff,2.0,0.0,0.0
838016fffffffff,10.0,0.0,0.0
838023fffffffff,3.0,0.0,0.0
838024fffffffff,4.0,0.0,0.0
838029fffffffff,5.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0
838030fffffffff,102.0,0.0,0.0
838032fffffffff,2.0,0.0,0.0
838034fffffffff,4.0,0.0,0.0
838035fffffffff,5.0,0.0,0.0
838036fffffffff,19.0,0.0,0.0
838044fffffffff,4.0,0.0,0.0
838046fffffffff,8.0,0.0,0.0
838054fffffffff,7.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838065fffffffff,9.0,0.0,0.0
838066fffffffff,2.0,0.0,0.0
838068fffffffff,3.0,0.0,1.0
83806afffffffff,3.0,0.0,0.0
838070fffffffff,1.0,0.0,0.0
838071fffffffff,2.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0
838073fffffffff,3.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0
838101fffffffff,6.0,0.0,6.0
838102fffffffff,111.0,0.0,38.0
838104fffffffff,14.0,0.0,5.0
838106fffffffff,8.0,0.0,4.0
83810efffffffff,3.0,0.0,3.0
838110fffffffff,2.0,0.0,0.0
838111fffffffff,3.0,0.0,0.0
838116fffffffff,15.0,0.0,2.0
838118fffffffff,4.0,0.0,0.0
838119fffffffff,11.0,0.0,0.0
83811afffffffff,7.0,0.0,1.0
83811efffffffff,8.0,0.0,8.0
838121fffffffff,102.0,0.0,26.0
838122fffffffff,8.0,0.0,0.0
838123fffffffff,11.0,0.0,9.0
838124fffffffff,87.0,0.0,5.0
838125fffffffff,2.0,0.0,0.0
83812bfffffffff,8.0,0.0,0.0
83812dfffffffff,18.0,0.0,1.0
838130fffffffff,28.0,0.0,8.0
838132fffffffff,8.0,0.0,2.0
838133fffffffff,93.0,0.0,6.0
838134fffffffff,7.0,0.0,0.0
838136fffffffff,31.0,0.0,1.0
838140fffffffff,7.0,0.0,0.0
838141fffffffff,2.0,0.0,0.0
838142fffffffff,10.0,0.0,0.0
838143fffffffff,16.0,0.0,0.0
838144fffffffff,3.0,0.0,0.0
838145fffffffff,17.0,0.0,0.0
838146fffffffff,5.0,0.0,0.0
83814afffffffff,129.0,0.0,0.0
83814cfffffffff,2.0,0.0,0.0
83814dfffffffff,49.0,0.0,0.0
83814efffffffff,53.0,0.0,0.0
838159fffffffff,10.0,0.0,0.0
83815afffffffff,10.0,0.0,0.0
83815cfffffffff,13.0,0.0,0.0
83815dfffffffff,39.0,0.0,0.0
83815efffffffff,3.0,0.0,2.0
838162fffffffff,11.0,0.0,0.0
838163fffffffff,10.0,0.0,0.0
838171fffffffff,89.0,0.0,18.0
838175fffffffff,2.0,0.0,0.0
838181fffffffff,7.0,0.0,2.0
838183fffffffff,1.0,0.0,0.0
838185fffffffff,15.0,0.0,8.0
838188fffffffff,19.0,0.0,0.0
83818afffffffff,4.0,0.0,0.0
83818bfffffffff,2.0,0.0,0.0
83818cfffffffff,3.0,0.0,0.0
83818dfffffffff,7.0,0.0,0.0
83818efffffffff,5.0,0.0,0.0
8381a1fffffffff,5.0,0.0,3.0
8381a9fffffffff,4.0,0.0,4.0
8381adfffffffff,16.0,0.0,6.0
838a00fffffffff,1.0,0.0,0.0
838a01fffffffff,3.0,0.0,0.0
838a05fffffffff,11.0,0.0,0.0
838a10fffffffff,2.0,0.0,0.0
838a15fffffffff,10.0,0.0,0.0
838a19fffffffff,1.0,0.0,0.0
838a21fffffffff,8.0,0.0,0.0
838a25fffffffff,4.0,0.0,0.0
838a31fffffffff,9.0,0.0,0.0
838a33fffffffff,2.0,0.0,0.0
838a45fffffffff,234.0,2.0,0.0
838a63fffffffff,8.0,0.0,0.0
838a68fffffffff,5.0,0.0,3.0
838a69fffffffff,90.0,9.0,3.0
838a6bfffffffff,2.0,0.0,0.0
838a6dfffffffff,273.0,0.0,0.0
838a80fffffffff,4.0,0.0,0.0
838a82fffffffff,2.0,0.0,0.0
838a8cfffffffff,33.0,0.0,0.0
838a8dfffffffff,6.0,0.0,0.0
838a92fffffffff,5.0,0.0,0.0
838a9cfffffffff,2.0,0.0,0.0
838a9efffffffff,1.0,0.0,0.0
838aa8fffffffff,11.0,0.0,0.0
838aa9fffffffff,6.0,0.0,0.0
838aaafffffffff,10.0,0.0,0.0
838aabfffffffff,37.0,0.0,0.0
838ad1fffffffff,1.0,0.0,0.0
838ad8fffffffff,7.0,0.0,0.0
838adafffffffff,2.0,0.0,0.0
838adbfffffffff,23.0,0.0,0.0
838adcfffffffff,6.0,0.0,0.0
838adefffffffff,4.0,0.0,0.0
838ae5fffffffff,28.0,0.0,0.0
838af0fffffffff,54.0,4.0,0.0
838af1fffffffff,12.0,0.0,0.0
838af2fffffffff,34.0,0.0,0.0
838af4fffffffff,32.0,0.0,0.0
838af6fffffffff,222.0,8.0,0.0
838b04fffffffff,8.0,0.0,0.0
838b05fffffffff,5.0,0.0,2.0
838b06fffffffff,1.0,0.0,0.0
838b0bfffffffff,3.0,0.0,0.0
838b0cfffffffff,48.0,0.0,14.0
838b0dfffffffff,63.0,0.0,4.0
838b0efffffffff,3.0,0.0,0.0
838b10fffffffff,3.0,0.0,0.0
838b11fffffffff,12.0,0.0,0.0
838b20fffffffff,58.0,0.0,1.0
838b21fffffffff,23.0,0.0,0.0
838b22fffffffff,293.0,0.0,29.0
838b23fffffffff,13.0,0.0,3.0
838b24fffffffff,4.0,0.0,0.0
838b26fffffffff,14.0,0.0,8.0
838b29fffffffff,4.0,0.0,0.0
838b2afffffffff,37.0,0.0,3.0
838b2cfffffffff,39.0,0.0,2.0
838b2dfffffffff,2.0,0.0,0.0
838b2efffffffff,24.0,0.0,0.0
838b31fffffffff,48.0,0.0,0.0
838b34fffffffff,13.0,0.0,6.0
838b36fffffffff,12.0,0.0,0.0
838b40fffffffff,43.0,0.0,5.0
838b42fffffffff,7.0,0.0,0.0
838b44fffffffff,209.0,0.0,15.0
838b45fffffffff,6.0,0.0,0.0
838b46fffffffff,11.0,0.0,0.0
838b48fffffffff,4.0,0.0,0.0
838b50fffffffff,2.0,0.0,0.0
838b51fffffffff,39.0,0.0,0.0
838b52fffffffff,8.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0
838b56fffffffff,35.0,0.0,1.0
838b5cfffffffff,35.0,0.0,0.0
838b5dfffffffff,8.0,0.0,0.0
838b60fffffffff,1.0,0.0,0.0
838b61fffffffff,449.0,0.0,16.0
838b62fffffffff,13.0,0.0,1.0
838b63fffffffff,90.0,0.0,7.0
838b69fffffffff,16.0,0.0,1.0
838b6cfffffffff,178.0,0.0,0.0
838b6efffffffff,21.0,0.0,2.0
838b70fffffffff,1.0,0.0,0.0
838b71fffffffff,231.0,0.0,14.0
838b72fffffffff,3.0,0.0,0.0
838b74fffffffff,72.0,0.0,4.0
838b75fffffffff,53.0,0.0,7.0
838b76fffffffff,12.0,0.0,2.0
838b82fffffffff,2.0,0.0,0.0
838b83fffffffff,1.0,0.0,0.0
838b84fffffffff,35.0,0.0,0.0
838b88fffffffff,16.0,0.0,1.0
838b8dfffffffff,2.0,0.0,2.0
838b98fffffffff,1.0,0.0,0.0
838b99fffffffff,12.0,0.0,0.0
838b9dfffffffff,42.0,0.0,0.0
838ba0fffffffff,24.0,0.0,0.0
838ba2fffffffff,3.0,0.0,0.0
838ba6fffffffff,68.0,0.0,12.0
838bacfffffffff,1.0,0.0,0.0
838bb5fffffffff,419.0,0.0,51.0
838e64fffffffff,118.0,0.0,8.0
838e65fffffffff,53.0,0.0,11.0
838e6cfffffffff,2.0,0.0,0.0
838f08fffffffff,4.0,0.0,0.0
838f09fffffffff,15.0,0.0,0.0
838f0dfffffffff,299.0,24.0,0.0
838f28fffffffff,104.0,0.0,0.0
838f29fffffffff,89.0,0.0,0.0
838f2afffffffff,230.0,0.0,0.0
838f2bfffffffff,410.0,30.0,0.0
838f2cfffffffff,304.0,8.0,0.0
838f2dfffffffff,1.0,0.0,0.0
838f2efffffffff,59.0,8.0,0.0
838f40fffffffff,314.0,0.0,38.0
838f42fffffffff,6.0,0.0,0.0
838f43fffffffff,100.0,0.0,13.0
838f44fffffffff,23.0,9.0,9.0
838f46fffffffff,456.0,0.0,58.0
838f48fffffffff,10.0,2.0,0.0
838f4afffffffff,101.0,0.0,4.0
838f4bfffffffff,14.0,0.0,2.0
838f4cfffffffff,13.0,0.0,3.0
838f54fffffffff,42.0,0.0,0.0
838f5dfffffffff,44.0,0.0,1.0
838f61fffffffff,77.0,0.0,2.0
838f63fffffffff,4.0,0.0,0.0
838f6bfffffffff,4.0,0.0,0.0
838f6efffffffff,7.0,0.0,0.0
838f71fffffffff,19.0,1.0,0.0
838f72fffffffff,17.0,0.0,0.0
838f73fffffffff,3.0,0.0,0.0
838f74fffffffff,12.0,0.0,0.0
838f76fffffffff,21.0,0.0,0.0
83a596fffffffff,15.0,0.0,0.0
83a800fffffffff,4.0,0.0,0.0
83a801fffffffff,142.0,0.0,0.0
83a802fffffffff,22.0,0.0,0.0
83a803fffffffff,7.0,0.0,0.0
83a804fffffffff,56.0,0.0,0.0
83a805fffffffff,46.0,0.0,0.0
83a806fffffffff,746.0,0.0,156.0
83a808fffffffff,4.0,0.0,0.0
83a809fffffffff,2.0,0.0,0.0
83a80afffffffff,4.0,0.0,0.0
83a80bfffffffff,9.0,0.0,2.0
83a80cfffffffff,33.0,0.0,0.0
83a80dfffffffff,2.0,0.0,0.0
83a80efffffffff,10.0,0.0,0.0
83a810fffffffff,2909.0,0.0,121.0
83a811fffffffff,351.0,0.0,102.0
