cell_id,Troglodytes pacificus,Troglodytes pacificus [alascensis Group],Troglodytes pacificus [pacificus Group]
8428abbffffffff,8.0,0.0,0.0
8428abdffffffff,18.0,0.0,0.0
8428acbffffffff,2.0,0.0,0.0
8428acdffffffff,2.0,0.0,0.0
8428addffffffff,2.0,0.0,0.0
8428ae1ffffffff,69.0,0.0,0.0
8428ae3ffffffff,15.0,0.0,0.0
8428ae9ffffffff,45.0,0.0,0.0
8428aebffffffff,3.0,0.0,0.0
8428b01ffffffff,3.0,0.0,0.0
8428b11ffffffff,21.0,0.0,0.0
8428b1dffffffff,19.0,0.0,0.0
8428b29ffffffff,2.0,0.0,0.0
8428b2bffffffff,2.0,0.0,0.0
8428b3bffffffff,2.0,0.0,0.0
8428b49ffffffff,1.0,0.0,0.0
8428b57ffffffff,5.0,0.0,0.0
8428b61ffffffff,5.0,0.0,0.0
8428b65ffffffff,15.0,0.0,0.0
8428b6dffffffff,16.0,0.0,0.0
8428c21ffffffff,497.0,0.0,0.0
8428c23ffffffff,425.0,0.0,0.0
8428c25ffffffff,984.0,0.0,0.0
8428c27ffffffff,681.0,0.0,0.0
8428c29ffffffff,161.0,0.0,0.0
8428c2bffffffff,215.0,0.0,0.0
8428c2dffffffff,273.0,0.0,0.0
8428c35ffffffff,376.0,0.0,0.0
8428c61ffffffff,1139.0,0.0,0.0
8428c63ffffffff,74.0,0.0,0.0
8428c65ffffffff,347.0,0.0,0.0
8428c67ffffffff,122.0,0.0,0.0
8428c69ffffffff,156.0,0.0,0.0
8428c6dffffffff,222.0,0.0,0.0
8428ca5ffffffff,17.0,0.0,0.0
8428ca7ffffffff,9.0,0.0,0.0
8428cadffffffff,18.0,0.0,0.0
8428d01ffffffff,339.0,0.0,0.0
8428d03ffffffff,148.0,0.0,0.0
8428d05ffffffff,82.0,0.0,0.0
8428d07ffffffff,442.0,0.0,0.0
8428d09ffffffff,399.0,0.0,0.0
8428d0bffffffff,692.0,0.0,0.0
8428d0dffffffff,224.0,0.0,0.0
8428d11ffffffff,1282.0,0.0,0.0
8428d13ffffffff,4181.0,0.0,0.0
8428d15ffffffff,1245.0,0.0,0.0
8428d17ffffffff,1036.0,0.0,12.0
8428d19ffffffff,2675.0,0.0,0.0
8428d1bffffffff,11022.0,0.0,0.0
8428d1dffffffff,1081.0,0.0,0.0
8428d21ffffffff,21.0,0.0,0.0
8428d23ffffffff,141.0,0.0,0.0
8428d25ffffffff,6.0,0.0,0.0
8428d27ffffffff,14.0,0.0,0.0
8428d29ffffffff,17.0,0.0,0.0
8428d2bffffffff,157.0,0.0,0.0
8428d2dffffffff,13.0,0.0,0.0
8428d31ffffffff,282.0,0.0,0.0
8428d33ffffffff,187.0,0.0,0.0
8428d35ffffffff,147.0,0.0,0.0
8428d37ffffffff,79.0,0.0,0.0
8428d39ffffffff,62.0,0.0,0.0
8428d3bffffffff,523.0,0.0,0.0
8428d3dffffffff,138.0,0.0,0.0
8428d41ffffffff,551.0,0.0,0.0
8428d43ffffffff,589.0,0.0,0.0
8428d45ffffffff,247.0,0.0,0.0
8428d47ffffffff,226.0,0.0,0.0
8428d49ffffffff,675.0,0.0,0.0
8428d4bffffffff,215.0,0.0,0.0
8428d4dffffffff,26.0,0.0,0.0
8428d51ffffffff,2018.0,0.0,0.0
8428d53ffffffff,131.0,0.0,0.0
8428d55ffffffff,7956.0,0.0,0.0
8428d57ffffffff,1691.0,0.0,0.0
8428d59ffffffff,1540.0,0.0,0.0
8428d5bffffffff,492.0,0.0,0.0
8428d5dffffffff,7531.0,0.0,0.0
8428d61ffffffff,11.0,0.0,0.0
8428d63ffffffff,17.0,0.0,0.0
8428d67ffffffff,14.0,0.0,0.0
8428d69ffffffff,30.0,0.0,0.0
8428d6bffffffff,213.0,0.0,0.0
8428d6dffffffff,4.0,0.0,0.0
8428d81ffffffff,225.0,0.0,0.0
8428d83ffffffff,101.0,0.0,0.0
8428d85ffffffff,49.0,0.0,0.0
8428d89ffffffff,944.0,0.0,0.0
8428d8bffffffff,1001.0,0.0,0.0
8428d8dffffffff,474.0,0.0,0.0
8428d91ffffffff,6.0,0.0,0.0
8428d93ffffffff,67.0,0.0,0.0
8428d95ffffffff,140.0,0.0,0.0
8428d97ffffffff,41.0,0.0,0.0
8428d99ffffffff,53.0,0.0,0.0
8428d9bffffffff,8.0,0.0,0.0
8428d9dffffffff,466.0,0.0,0.0
8428da1ffffffff,9.0,0.0,0.0
8428da5ffffffff,49.0,0.0,0.0
8428da7ffffffff,4.0,0.0,0.0
8428da9ffffffff,19.0,0.0,0.0
8428dabffffffff,15.0,0.0,0.0
8428dadffffffff,133.0,0.0,0.0
8428db9ffffffff,3.0,0.0,0.0
8428dbdffffffff,4.0,0.0,0.0
8428dc1ffffffff,52.0,0.0,0.0
8428dc3ffffffff,253.0,0.0,0.0
8428dc5ffffffff,908.0,0.0,0.0
8428dc7ffffffff,2664.0,0.0,0.0
8428dc9ffffffff,2480.0,0.0,0.0
8428dcbffffffff,37.0,0.0,0.0
8428dcdffffffff,355.0,0.0,0.0
8428dd1ffffffff,813.0,0.0,0.0
8428dd3ffffffff,21.0,0.0,0.0
8428dd5ffffffff,405.0,0.0,0.0
8428dd7ffffffff,133.0,0.0,0.0
8428dd9ffffffff,114.0,0.0,0.0
8428ddbffffffff,9.0,0.0,0.0
8428dddffffffff,344.0,0.0,0.0
8428de1ffffffff,2361.0,0.0,109.0
8428de3ffffffff,253.0,0.0,0.0
8428de5ffffffff,2.0,0.0,0.0
8428de7ffffffff,50.0,0.0,0.0
8428de9ffffffff,4220.0,0.0,162.0
8428debffffffff,1089.0,0.0,9.0
8428dedffffffff,1604.0,0.0,82.0
8428f01ffffffff,4642.0,0.0,0.0
8428f03ffffffff,1014.0,0.0,0.0
8428f05ffffffff,1072.0,0.0,0.0
8428f07ffffffff,663.0,0.0,0.0
8428f09ffffffff,228.0,0.0,6.0
8428f0bffffffff,383.0,0.0,0.0
8428f0dffffffff,210.0,0.0,6.0
8428f11ffffffff,762.0,0.0,0.0
8428f15ffffffff,499.0,0.0,0.0
8428f17ffffffff,1162.0,0.0,0.0
8428f19ffffffff,1148.0,0.0,0.0
8428f1dffffffff,611.0,0.0,0.0
8428f21ffffffff,120.0,0.0,0.0
8428f23ffffffff,88.0,0.0,0.0
8428f25ffffffff,8.0,0.0,0.0
8428f27ffffffff,215.0,0.0,0.0
8428f29ffffffff,181.0,0.0,0.0
8428f2bffffffff,91.0,0.0,0.0
8428f2dffffffff,45.0,0.0,0.0
8428f31ffffffff,126.0,0.0,0.0
8428f33ffffffff,631.0,0.0,0.0
8428f35ffffffff,214.0,0.0,0.0
8428f37ffffffff,3506.0,0.0,0.0
8428f39ffffffff,282.0,0.0,0.0
8428f3bffffffff,202.0,0.0,0.0
8428f3dffffffff,121.0,0.0,0.0
8428f41ffffffff,253.0,0.0,0.0
8428f43ffffffff,721.0,0.0,4.0
8428f45ffffffff,114.0,0.0,2.0
8428f47ffffffff,364.0,0.0,0.0
8428f49ffffffff,319.0,0.0,0.0
8428f4bffffffff,1495.0,0.0,0.0
8428f4dffffffff,192.0,0.0,0.0
8428f51ffffffff,1901.0,0.0,0.0
8428f55ffffffff,570.0,0.0,0.0
8428f57ffffffff,985.0,0.0,0.0
8428f59ffffffff,2674.0,0.0,0.0
8428f5dffffffff,2554.0,0.0,0.0
8428f61ffffffff,49.0,0.0,4.0
8428f63ffffffff,395.0,0.0,4.0
8428f67ffffffff,130.0,0.0,0.0
8428f69ffffffff,3.0,0.0,0.0
8428f6bffffffff,74.0,0.0,2.0
8428f6dffffffff,3.0,0.0,0.0
8429127ffffffff,20.0,0.0,0.0
8429135ffffffff,5.0,0.0,0.0
8429137ffffffff,13.0,0.0,0.0
84291a5ffffffff,63.0,0.0,14.0
84291a7ffffffff,657.0,0.0,183.0
8429823ffffffff,1.0,0.0,0.0
842982bffffffff,4.0,0.0,0.0
8429889ffffffff,2.0,0.0,0.0
8429891ffffffff,21.0,0.0,0.0
8429893ffffffff,2.0,0.0,0.0
8429899ffffffff,62.0,0.0,5.0
842989bffffffff,18.0,0.0,0.0
842989dffffffff,4.0,0.0,0.0
84298c3ffffffff,2.0,0.0,0.0
84298cbffffffff,13.0,0.0,0.0
84298cdffffffff,1.0,0.0,0.0
84298d1ffffffff,6.0,0.0,0.0
84298d3ffffffff,39.0,0.0,3.0
84298d9ffffffff,116.0,0.0,0.0
84298dbffffffff,351.0,0.0,11.0
84298ddffffffff,6.0,0.0,0.0
84298e9ffffffff,4.0,0.0,0.0
842990bffffffff,21.0,0.0,0.0
842991dffffffff,5.0,0.0,0.0
842992bffffffff,3.0,0.0,0.0
8429937ffffffff,1.0,0.0,0.0
8429953ffffffff,1.0,0.0,0.0
8429957ffffffff,8.0,0.0,0.0
8429989ffffffff,2.0,0.0,0.0
84299a5ffffffff,2.0,0.0,0.0
84299adffffffff,1.0,0.0,0.0
84299bbffffffff,4.0,0.0,0.0
84299bdffffffff,1.0,0.0,0.0
8429a1dffffffff,1.0,0.0,0.0
8429a3bffffffff,18.0,0.0,0.0
8429a57ffffffff,10.0,0.0,0.0
8429a85ffffffff,4.0,0.0,0.0
8429a93ffffffff,3.0,0.0,0.0
8429a97ffffffff,1.0,0.0,0.0
8429a9bffffffff,4.0,0.0,0.0
8429aa1ffffffff,23.0,0.0,0.0
8429aa3ffffffff,26.0,0.0,1.0
8429aa9ffffffff,78.0,0.0,0.0
8429aabffffffff,119.0,0.0,5.0
8429ab1ffffffff,14.0,0.0,2.0
8429ab3ffffffff,4.0,0.0,0.0
8429ab5ffffffff,10.0,0.0,0.0
8429ab7ffffffff,227.0,0.0,9.0
8429abdffffffff,30.0,0.0,1.0
8429ac9ffffffff,50.0,0.0,0.0
8429ad1ffffffff,33.0,0.0,0.0
8429ad3ffffffff,6.0,0.0,0.0
8429ad9ffffffff,39.0,0.0,0.0
8429addffffffff,18.0,0.0,0.0
8429ae1ffffffff,44.0,0.0,0.0
8429ae3ffffffff,29.0,0.0,0.0
8429ae5ffffffff,1.0,0.0,0.0
8429ae7ffffffff,15.0,0.0,0.0
8429aedffffffff,13.0,0.0,0.0
8429b25ffffffff,9.0,0.0,0.0
8429b29ffffffff,3.0,0.0,0.0
8429b2dffffffff,9.0,0.0,0.0
8429b67ffffffff,8.0,0.0,0.0
8448c99ffffffff,1.0,0.0,0.0
8448cd1ffffffff,3.0,0.0,0.0
8448cd3ffffffff,53.0,0.0,0.0
8448cdbffffffff,1.0,0.0,0.0
